1. W|casa relvas|alicante bouschet tinto 2022 igp alentejo|pt|r|alicante bouschet|alentejo|??|2022|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
643. W|casa santos lima|touriga nacional|pt|r|touriga nacional, touriga|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=642
644. W|casa santos lima|touriga nacional 2013|pt|r|touriga nacional, touriga|??|??|2013|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
645. W|casa santos lima|touriga nacional vinho regional lisboa|pt|r|touriga nacional, touriga|lisboa|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
646. W|casa santos lima traditional blend|2021 tinto red vinho regional lisboa|pt|r|??|lisboa|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
647. W|casa santos lima traditional blend|2024 branco white vinho regional lisboa|pt|w|??|lisboa|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
648. W|casa santos lima valcatrina|blanco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
649. W|casa santos lima valcatrina|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
650. W|casa santos lima vale perdido|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
651. W|casa santos lima|vinho quinta de bons ventos fresh branco|pt|w|??|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
652. W|casa santos lima|vinho regional lisboa bons ventos tinto|pt|r|??|lisboa|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
653. W|casa santos lima|vinho regional lisboa portugal 2022 quinta espiga|pt|r|??|lisboa|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
654. W|casa santos lima|vinho verde alvainho reserva pluma|pt|r|??|vinho verde|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
655. W|casa santos lima|vinho verde alvarinho pluma|pt|w|alvarinho|vinho verde|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
656. W|casa santos lima|viognier|pt|w|viognier|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
657. W|casa santos lima|viognier 2021|pt|w|viognier|??|??|2021|12.5|??|leve|frutos do mar, peixes, saladas|seco
658. W|casa santos lima|viosinho|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
659. W|casa santos lima|white blend portugal|pt|w|??|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
660. W|casa santos lima|white blend portugal 2023 lisboa portugal|pt|w|??|lisboa|??|2023|12.5|??|leve|frutos do mar, peixes, saladas|seco
661. W|casa santos lima|white blend portugal 2024|pt|w|??|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
662. W|casa santos lima wop s frisante|branco|pt|w|??|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
663. W|casa santos monte da cacada|syrah 2019|pt|r|syrah|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
664. W|casa santos monte da cacada syrahtourigaalicante|2019|pt|r|syrah, touriga|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
665. W|casa santos monte da cacada|touriga nacional 2017|pt|r|touriga nacional, touriga|??|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
666. W|casa santos monte de cacada|red 2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
667. W|casa santos mosaico|rose 2023|pt|p|??|??|??|2023|12.5|??|leve|saladas, aves, queijos leves|seco
668. W|casa santos passion|reserva 2018|pt|r|??|??|??|2018|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
669. W|casa santos quinta das amoras|red 2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
670. W|casa santos quinta das amoras|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
671. W|casa santos quinta das amoras|white 2020|pt|w|??|??|??|2020|12.5|??|leve|frutos do mar, peixes, saladas|seco
672. W|casa santos quinta das setencostas|2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
673. W|casa santos talabira|do algarve premium 2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
674. W|casa santos valcatrina|red 2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
675. W|casa sartori di verona corte bra amarone della valpolicella|docg classico riserva|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
676. W|casa sartori di verona fira bianco veronese|igt|pt|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
677. W|casa sartori di verona lugana la|musina|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
678. W|casa sartori di verona montegradella valpolicella|doc classico superiore|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
679. W|casa sartori di verona|pinot grigio blush rose|pt|p|pinot grigio|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
680. W|casa sartori di verona|pinot grigio delle venezie|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
681. W|casa sartori di verona regolo valpolicella|ripasso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
682. W|casa sartori di verona regolo valpolicella ripasso magnum|112 l|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
683. W|casa sartori di verona reius amarone della valpolicella|docg classico|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
684. W|casa saulita|cabernet sauvignon 2016|pt|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
685. W|casa savoia americano|rosso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
686. W|casa scalecci il|cavaliere|es|r|??|cava|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
687. W|casa scalecci langela|petit verdot|pt|r|petit verdot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
688. W|casa scalecci|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
689. W|casa scalecci zingara|petit verdot merlot|pt|r|merlot, petit verdot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
690. W|casa scarpa|barbera d asti|pt|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
691. W|casa scarpa|barbera dasti docg|pt|r|barbera|??|??|NV|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
692. W|casa segreta lucius umbria|rosso sangiovese igp|pt|r|sangiovese|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
693. W|casa selvaggio criolla vino|organico 2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
694. W|casa selvaggio|malbec vino organico 2023|pt|r|malbec|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
695. W|casa senhorial|do reguengo espumante tinto|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
696. W|casa senhorial|do reguengo espumante tinto extra bruto|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|extra brut
697. W|casa senhorial|do reguengo tinto extra bruto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
698. W|casa|setaro|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
699. W|casa setaro|2022 campania igt aglianco terramatta|pt|r|??|??|??|2022|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
700. W|casa setaro|2024 campanelle falanghina campania|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
701. W|casa setaro|2024 falanghina campanelle igt|pt|r|??|??|??|2024|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
702. W|casa setaro aglianico campania|terramatta|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
703. W|casa setaro aglianico|terramatta|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
704. W|casa setaro|campanelle|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
705. W|casa setaro|campanelle|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=704
706. W|casa setaro campanelle campania|falanghina|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
707. W|casa setaro campanelle campania|igt falanghina 2023|pt|r|??|??|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
708. W|casa setaro campanelle falanghina|campania|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
709. W|casa setaro campanelle falanghina campania|2024|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
710. W|casa setaro campanelle falanghina campania|igt|pt|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
711. W|casa setaro campanelle falanghina campania|igt 2024|pt|r|??|??|??|2024|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
712. W|casa setaro campanelle falanghina campania|igt italy 2024 half case|pt|r|??|??|??|2024|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
713. W|casa setaro campania aglianico terramatta|2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
714. W|casa setaro lacryma christi|bianco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
715. W|casa setaro lacryma christi del vesuvio bianco|2024|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
716. W|casa setaro lacryma christi|rosso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
717. W|casa setaro lacryma christi|rosso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=716
718. W|casa setaro munazci lacryma chrisit del vesuvio|rosso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
719. W|casa setaro munazei aryete vesuvio caprettone|doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
720. W|casa setaro munazei fuocoallegro vesuvio piedirosso|doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
721. W|casa setaro munazei lacryma christi bianco del vesuvio|doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
722. W|casa setaro munazei lacryma christi del vesuvio|bianco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
723. W|casa setaro munazei lacryma christi del vesuvio bianco|2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
724. W|casa setaro munazei lacryma christi|rosso del vesuvio doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
725. W|casa setaro|pietrafumante|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
726. W|casa setaro pietrafumante caprettone spumante metodo|classico brut 2021|pt|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, sushi|brut
727. W|casa setaro pietrafumante|rose piedirosso spumante metodo classico brut 2020|pt|p|??|??|??|2020|12.5|??|leve|saladas, aves, queijos leves|seco
728. W|casa setaro terramatta aglianico|2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
729. W|casa setaro terramatta aglianico|2024|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
730. W|casa setaro terramatta aglianico campania|2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
731. W|casa setaro terramatta aglianico campania|igp|pt|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
732. W|casa setaro terramatta aglianico campania|igt|pt|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
733. W|casa|silva|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
734. W|casa|silva|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=733
735. W|casa|silva|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=733
736. W|casa|silva|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=733
737. W|casa|silva|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=733
738. W|casa silva|1912 vines romano cesar noir|pt|r|??|??|??|1912|13.5|??|medio|carne vermelha, massas, queijos curados|seco
739. W|casa silva|1912 vines sauvignon gris|pt|r|??|??|??|1912|13.5|??|medio|carne vermelha, massas, queijos curados|seco
740. W|casa silva|1912 vines sauvignon gris|pt|r|??|??|??|1912|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=739
741. W|casa silva|1912 vines sauvignon gris|pt|r|??|??|??|1912|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=739
742. W|casa silva|1912 vines sauvignon gris colchagua valley|pt|r|??|??|??|1912|13.5|??|medio|carne vermelha, massas, queijos curados|seco
743. W|casa silva|1912 vines semillon|pt|r|??|??|??|1912|13.5|??|medio|carne vermelha, massas, queijos curados|seco
744. W|casa silva|1912 vines semillon|pt|r|??|??|??|1912|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=743
745. W|casa silva|2015 1912 vines sauvignon gris|pt|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
746. W|casa silva|2021 carmenere|pt|r|carmenere|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
747. W|casa silva|5 cepas|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
748. W|casa silva|5 cepas 2024|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
749. W|casa silva|5 cepas estate grown 2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
750. W|casa silva|5 cepas red blend|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
751. W|casa silva|5 th quinta rood|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
752. W|casa silva|5 th quinta rood|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=751
753. W|casa silva|altura|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
754. W|casa silva|altura|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=753
755. W|casa silva|altura|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=753
756. W|casa silva|altura|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=753
757. W|casa silva|altura|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=753
758. W|casa silva altura|blend|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
759. W|casa silva altura ensamblaje|tinto 2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
760. W|casa silva altura|red blend|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
761. X
762. W|casa silva|cabernet|pt|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
763. W|casa silva|cabernet carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
764. W|casa silva|cabernet carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=763
765. W|casa silva|cabernet carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=763
766. W|casa silva|cabernet carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=763
767. W|casa silva|cabernet los lingues 19|pt|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
768. W|casa silva|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
769. W|casa silva|cabernet sauvignon 2024|pt|r|cabernet sauvignon|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
770. W|casa silva|cabernet sauvignon 2024|pt|r|cabernet sauvignon|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=769
771. W|casa silva|cabernet sauvignon carmenere|pt|r|cabernet sauvignon, carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
772. W|casa silva|cabernet sauvignon los lingues gran terroir|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
773. W|casa silva|cabernet sauvignon los lingues gran terroir|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=772
774. W|casa silva|cabernet sauvignon los lingues valle del colchagua|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
775. W|casa silva|cabernet sauvignon los lingues vineyard colchagua 2023|pt|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
776. W|casa silva|cabernet sauvignon los lingues vineyard estate grown valle del colchagua|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
777. W|casa silva|cabernet sauvignon rose|pt|p|cabernet sauvignon|??|??|NV|12.5|??|encorpado|saladas, aves, queijos leves|seco
778. W|casa silva|cabernet sauvignon rose|pt|p|cabernet sauvignon|??|??|NV|12.5|??|encorpado|saladas, aves, queijos leves|seco|=777
779. W|casa silva|cabernet sauvignon rose|pt|p|cabernet sauvignon|??|??|NV|12.5|??|encorpado|saladas, aves, queijos leves|seco|=777
780. W|casa silva|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
781. W|casa silva|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=780
782. W|casa silva|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=780
783. W|casa silva|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=780
784. W|casa silva|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=780
785. W|casa silva|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=780
786. W|casa silva|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=780
787. W|casa silva|carmenere 2021|pt|r|carmenere|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
788. W|casa silva|carmenere 2023 colchagua valley chile|pt|r|carmenere|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
789. W|casa silva|carmenere chile 2023|pt|r|carmenere|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
790. W|casa silva|carmenere colchagua|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
791. W|casa silva|carmenere coleccion|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
792. W|casa silva|carmenere cuvee colchagua|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
793. W|casa silva|carmenere cuvee colchagua valle del colchagua|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
794. W|casa silva|carmenere gran terroir|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
795. W|casa silva|carmenere los lingues gran terroir|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
796. W|casa silva|carmenere los lingues gran terroir|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=795
797. W|casa silva|carmenere los lingues gran terroir|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=795
798. W|casa silva|carmenere los lingues vineyard|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
799. W|casa silva|carmenere los lingues vineyard colchagua 2023|pt|r|carmenere|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
800. W|casa silva|carmenere microterroir|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
801. W|casa silva|carmenere microterroir|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=800
802. W|casa silva|carmenere reserva|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
803. W|casa silva|carmenere reserva|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=802
804. W|casa silva|carmenere reserva|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=802
805. W|casa silva|carmenere reserva|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=802
806. W|casa silva|carmenere reserva terroir de familia valley de colchagua|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
807. W|casa silva|carmenere terroir 2021|pt|r|carmenere|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
808. W|casa silva|carmenere terroir de familia|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
809. W|casa silva|carmenere terroir de familia los lingues colchagua 2024|pt|r|carmenere|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
810. W|casa silva|carmenere terroir de familia los lingues valle del colchagua|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
811. W|casa silva cepa romano|750cc|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
812. W|casa silva|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
813. W|casa silva|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=812
814. W|casa silva|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=812
815. W|casa silva|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=812
816. W|casa silva|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=812
817. W|casa silva|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=812
818. W|casa silva|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=812
819. W|casa silva|chardonnay 2022|pt|w|chardonnay|??|??|2022|12.5|??|leve|frutos do mar, peixes, saladas|seco
820. W|casa silva|chardonnay chileno vinho branco|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
821. W|casa silva|chardonnay semillon 2024|pt|w|chardonnay|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
822. W|casa silva|chardonnay semillon colchagua chile|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
823. W|casa silva colchagua valley|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
824. W|casa silva colchagua valley|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=823
825. W|casa silva colchagua valley los lingues|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
826. W|casa silva coleccion|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
827. W|casa silva coleccion|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=826
828. W|casa silva coleccion|cabernet sauvignon x|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
829. W|casa silva coleccion|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
830. W|casa silva coleccion|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=829
831. W|casa silva coleccion|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=829
832. W|casa silva coleccion|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=829
833. W|casa silva coleccion|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=829
834. W|casa silva coleccion|carmenere x|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
835. W|casa silva coleccion|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
836. W|casa silva coleccion|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=835
837. W|casa silva coleccion|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=835
838. W|casa silva coleccion|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=835
839. W|casa silva coleccion|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=835
840. W|casa silva coleccion|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=835
841. W|casa silva coleccion|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
842. W|casa silva coleccion|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=841
843. W|casa silva coleccion|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
844. W|casa silva coleccion|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=843
845. W|casa silva coleccion|sauvignon blanc semillon x|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
846. W|casa silva coleccion|syrah|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
847. W|casa silva coleccion|syrah|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=846
848. W|casa silva colleccion|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
849. W|casa silva cool|coast|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
850. W|casa silva cool|coast|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=849
851. W|casa silva cool coast|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
