1. W|carre|suino bisteca congelada pedaco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
645. W|carrodilla|merlot organico ccof|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
646. W|carrodilla|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
647. W|carrodilla|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=646
648. W|carrodilla|syrah 750 mlt 155|??|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
649. W|carrodilla|syrah organico ccof|??|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
650. W|carrodilla|tempranillo|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
651. W|carrodilla|tempranillo|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=650
652. W|carrodilla|tempranillo organico ccof|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
653. W|carroi|bon air bruyeres|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
654. W|carrol|boyes butter spreader hummingbird|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
655. W|carroleon|blanco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
656. W|carroleon|tinto|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
657. W|carroll|shelbys chili kit glutenfree|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
658. W|carroll|shelbys white chicken chili 3 oz|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
659. W|carrolls|cute sheep moisturising lip balm with vanilla scent|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
660. X
661. X
662. W|carrolls|ireland floating pen|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
663. W|carrolls|irish designs wool scarf white|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
664. W|carrolls|irish designs wool scarf with beige black red and white design|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
665. X
666. W|carron|lodge salted butter 250g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
667. W|carron|lodge unsalted butter|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
668. W|carron|lodge unsalted butter 250g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
669. W|carrone|st gemme graves blanc landot|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
670. W|carros|carros|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
671. W|carros|carros|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=670
672. W|carros|cannonau di sardegna classico|??|r|cannonau|??|??|NV|13.5|classico|encorpado|carne vermelha, massas, queijos curados|seco
673. W|carros|de rally se e fa deste desporto automovel nao pode perder as experiencias alucinante 79 1899 experiencias 4|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
674. W|carros|do enologo arbugeri 540 malbec|??|r|malbec|??|??|NV|13.5|do|encorpado|carne vermelha, massas, queijos curados|seco
675. W|carros|do enologo arbugeri 540 malbecno pixem ate5xdesem juroscomprar|??|r|malbec|??|??|NV|13.5|do|encorpado|carne vermelha, massas, queijos curados|seco
676. W|carros|magnum con confezione in cartoncino|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
677. W|carros|magnum con confezione in cartoncino|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=676
678. W|carros|nepente di oliena puddu|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
679. W|carros|y bueyes mencia|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
680. W|carrossel|com musica e led 28cm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
681. W|carrot|carrot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
682. W|carrot|carrot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=681
683. W|carrot|carrot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=681
684. W|carrot|carrot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=681
685. W|carrot|and apple nectar svetlik with pulp|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
686. W|carrot|and forest berry nectar with pulp|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
687. W|carrot|and herb stix 10 bio organix 15|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
688. W|carrot|and organic lentils soup 128460|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
689. W|carrot|and parsnip puree|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
690. W|carrot|and potato veloute 100 natural and artisanal|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
691. W|carrot|and strawberry nectar svetlik with pulp|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
692. W|carrot|baby mixed color from australia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
693. W|carrot|breadsticks 500g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
694. W|carrot|bunch from france|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
695. W|carrot|bunch from italy organic|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
696. W|carrot|butter cleanser the organic pharmacy|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
697. W|carrot|cake|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
698. W|carrot|cake|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=697
699. W|carrot|cake|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=697
700. W|carrot|cake|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=697
701. W|carrot|cake|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=697
702. W|carrot|cake|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=697
703. W|carrot|cake 6 inches and 9 inches|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
704. X
705. W|carrot|cake bio 27g nomie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
706. W|carrot|cake brazo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
707. X
708. W|carrot|cake grande|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
709. W|carrot|cake keto alice bakery|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
710. W|carrot|cake mini|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
711. W|carrot|cake mix bio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
712. W|carrot|cake order online collect in store|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
713. W|carrot|cake slice|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
714. W|carrot|cake slofjes|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
715. W|carrot|cake small order online collect in store|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
716. X
717. W|carrot|cherry nectar with pulp|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
718. W|carrot|chips w dill 180g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
719. W|carrot|coriander soup|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
720. W|carrot|dutch bunch|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
721. W|carrot|fit cotton denim navy blue|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
722. X
723. W|carrot|ginger|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
724. W|carrot|halwa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
725. W|carrot|herb stix 10 organix 4x15gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
726. W|carrot|jar|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
727. W|carrot|juicing 5kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
728. W|carrot|korean style 400g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
729. W|carrot|leek potato soup|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
730. W|carrot|loose each|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
731. W|carrot|niacinamide moisturizing cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
732. W|carrot|ninjin shirataki konjac noodles|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
733. W|carrot|nut muffin|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
734. W|carrot|oil|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
735. W|carrot|oil|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=734
736. W|carrot|one piece|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
737. W|carrot|organic 1kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
738. W|carrot|patty vegetarian|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
739. W|carrot|peels|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
740. W|carrot|piece|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
741. W|carrot|powder|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
742. W|carrot|pumpkin seed wfrench 170g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
743. W|carrot|puree|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
744. X
745. W|carrot|purple dutch bunch|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
746. W|carrot|purple each|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
747. W|carrot|rainbow bunch from italy demeter|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
748. W|carrot|rainbow dutch 250g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
749. W|carrot|sand from france organic|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
750. W|carrot|seed|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
751. W|carrot|seeds|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
752. W|carrot|small prepack 500g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
753. X
754. W|carrot|soup with roasted chickpeas and halloumi|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
755. W|carrot|vegetable crunch|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
756. W|carrot|violet from france organic|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
757. W|carrot|walnut|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
758. W|carrot|walnut bento cake|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
759. W|carrot|walnut cake|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
760. W|carrot|walnut cake|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=759
761. W|carrot|walnuts lactation muffins dairy free option|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
762. W|carrot|washed new harvest from france organic|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
763. W|carrot|washed new harvest from italy organic|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
764. W|carrot|yellow from france organic|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
765. W|carrot|yellow stone dutch bunch|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
766. W|carroten|carroten|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
767. W|carroten|20spf aquavelvet|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
768. W|carroten|30spf cooling|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
769. W|carroten|after sun|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
770. W|carroten|anti age spot spf50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
771. W|carroten|anti age spot suncare face cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
772. W|carroten|cc suncare tinted face cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
773. W|carroten|coconut dream 50spf spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
774. W|carroten|coconut dreams spf20 spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
775. W|carroten|coconut dreams spf30 spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
776. W|carroten|coconut dreams spf50 spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
777. W|carroten|ecosun moisturising suncare face cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
778. X
779. W|carroten|family 30spf spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
780. W|carroten|family 50spf spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
781. W|carroten|i cc 50spf|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
782. W|carroten|i kids protect 50spf spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
783. W|carroten|i kids sensitive 50spf spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
784. W|carroten|i kids wet skin 50spf spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
785. W|carroten|i sensitive 50spf lotion|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
786. W|carroten|i sensitive 50spf spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
787. W|carroten|ih 50spf anti age|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
788. W|carroten|intense tan 6spf spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
789. W|carroten|intense tan spf6 spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
790. W|carroten|intense tan spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
791. W|carroten|intense tan spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=790
792. W|carroten|intense tan spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=790
793. W|carroten|kids eco sun spf30|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
794. W|carroten|kids protect plus spf50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
795. W|carroten|omega care spf20|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
796. W|carroten|omega care spf20|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=795
797. W|carroten|omega care spf30|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
798. W|carroten|protect hydrate spf30|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|carroten|protect hydrate spf30 spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
800. W|carroten|protect hydrate spf50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
801. W|carroten|protect tan 30spf spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
802. W|carroten|protect tan 30spf spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=801
803. W|carroten|protect tan 50spf spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
804. W|carroten|protect tan spf30 spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
805. W|carroten|roll on protect plus i 50spf|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
806. W|carroten|sensitive 4d spf50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
807. W|carroten|sensitive 4d spf50 spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
808. W|carroten|sensitive spf50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
809. W|carroten|spf20|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
810. W|carroten|spray protect pld spf50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
811. W|carroten|spray spf30|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
812. W|carroten|spray wet skin 3d protection spf50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
813. W|carroten|summer dreams coconut spf6|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
814. W|carroten|summer dreams spf0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
815. W|carroten|sun protection flu light spf50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
816. W|carroten|super mat spf30|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
817. W|carroten|super mat spf50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
818. W|carrots|carrots|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
819. W|carrots|carrots|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=818
820. W|carrots|carrots|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=818
821. W|carrots|carrots|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=818
822. W|carrots|carrots|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=818
823. W|carrots|carrots|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=818
824. W|carrots|1kg 123076|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
825. W|carrots|300g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
826. W|carrots|750g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
827. X
828. W|carrots|bulk purple haze from france|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
829. W|carrots|crincle cut|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
830. W|carrots|juicing australia certified organic at farm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
831. W|carrots|kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
832. W|carrots|medium 1kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
833. W|carrots|medium australia certified organic at farm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
834. W|carrots|mini 350gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
835. W|carrots|new harvest from france organic|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
836. W|carrots|rainbow from france organic|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
837. W|carrou|sancerre|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
838. W|carrousel|carrousel|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
839. W|carrousel|bordeaux rose|fr|p|??|bordeaux|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
840. W|carrow|la plata decaf|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
841. W|carrow|serra do cigano bean|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
842. W|carrs|bakers flour 16kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
843. W|carrs|bite size table wtr crkr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
844. W|carrs|surtido de galletas saladas carrs 200 g|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
845. W|carruades|de ch lafite 1998 pauillac|fr|r|??|??|??|1998|13.5|??|medio|carne vermelha, massas, queijos curados|seco
846. W|carruades|de chateau lafite rothschild|??|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco
847. W|carruades|de chateau lafite rothschild|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
848. W|carruades|de chateau lafite rothschild pauillac 2021 3|fr|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
849. W|carruades|de chateau lafite rothschild pauillac 2021 3|fr|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=848
850. W|carruades|de chateau lafiterothschild pauillac|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
851. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
852. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
853. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
854. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
855. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
856. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
857. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
858. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
859. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
860. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
861. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
862. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
863. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
864. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
865. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
866. W|carruades|de lafite|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
867. W|carruades|de lafite 18 pauillac|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|carruades|de lafite|??|r|??|??|??|1992|13.5|??|medio|carne vermelha, massas, queijos curados|seco
869. W|carruades|de lafite|??|r|??|??|??|1993|13.5|??|medio|carne vermelha, massas, queijos curados|seco
870. W|carruades|de lafite|??|r|??|??|??|1994|13.5|??|medio|carne vermelha, massas, queijos curados|seco
871. W|carruades|de lafite|??|r|??|??|??|1995|13.5|??|medio|carne vermelha, massas, queijos curados|seco
872. W|carruades|de lafite|??|r|??|??|??|1996|13.5|??|medio|carne vermelha, massas, queijos curados|seco
873. W|carruades|de lafite|??|r|??|??|??|1996|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=872
874. W|carruades|de lafite 1997 pauillac|fr|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco
875. W|carruades|de lafite|??|r|??|??|??|1998|13.5|??|medio|carne vermelha, massas, queijos curados|seco
876. W|carruades|de lafite|??|r|??|??|??|1998|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=875
877. W|carruades|de lafite|??|r|??|??|??|1998|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=875
878. W|carruades|de lafite|??|r|??|??|??|1999|13.5|??|medio|carne vermelha, massas, queijos curados|seco
879. W|carruades|de lafite|??|r|??|??|??|1999|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=878
880. W|carruades|de lafite 2 ch lafite rothschild|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
881. W|carruades|de lafite 2 ch lafite rothschild|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=880
882. W|carruades|de lafite 2 vin chateau lafite rothschild|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
883. W|carruades|de lafite|??|r|??|??|??|2000|13.5|??|medio|carne vermelha, massas, queijos curados|seco
884. W|carruades|de lafite|??|r|??|??|??|2000|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=883
885. W|carruades|de lafite|??|r|??|??|??|2000|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=883
886. W|carruades|de lafite|??|r|??|??|??|2001|13.5|??|medio|carne vermelha, massas, queijos curados|seco
887. W|carruades|de lafite|??|r|??|??|??|2002|13.5|??|medio|carne vermelha, massas, queijos curados|seco
888. W|carruades|de lafite|??|r|??|??|??|2003|13.5|??|medio|carne vermelha, massas, queijos curados|seco
889. W|carruades|de lafite|??|r|??|??|??|2003|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=888
890. W|carruades|de lafite|??|r|??|??|??|2004|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|carruades|de lafite|??|r|??|??|??|2005|13.5|??|medio|carne vermelha, massas, queijos curados|seco
