W|golan heights winery|gilgal cabernet sauvignon|il|r|cabernet sauvignon|galilee|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|n2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|n2 brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimber|n2 brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=687
W|gimber|n2 brut bio|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimber|n2 brut bio without alcohol|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimber|n2 brut concentre de gingembre bio|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimber|n2 brut concentre de gingembre bio|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=691
W|gimber|n2 brut concentre de gingembre bio the original gimber|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimber|n2 brut ginger concentrate organic|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimber|n2 brut ingwerkonzentrat bio|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimber|n2 brut ingwerkonzentrat bio|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=695
W|gimber|n2 brut ingwerkonzentrat bio|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=695
W|gimber|n2 brut without alcohol|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimber|n3 lilly bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|n3 lilly concentre de gingembre bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|n3 lilly concentre de gingembre bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=700
W|gimber|n3 lilly concentre de gingembre bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=700
W|gimber|n3 lilly ginger concentrate organic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|n3 lilly ginger concentrate organic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=703
W|gimber|n3 lilly ginger concentrate organic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=703
W|gimber|n3 lilly ingwerkonzentrat bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|n3 lilly ingwerkonzentrat bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|gimber|n3 lilly ingwerkonzentrat bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|gimber|n3 lily without alcohol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|n3 lily without alcohol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=709
W|gimber|no2 brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimber|noriginal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|gimber|original pret a boire bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|original pret a boire bio multipack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|original ready to drink bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|original ready to drink bio multipack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|original ready to drink organic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|original ready to drink organic multipack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|s1 sweet lilly|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gimber|sweet lilly|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gimber|sweet lilly|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=722
W|gimber|sweet lilly passion ananas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gimber|sweet lily|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gimber|the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimber|the original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=726
W|gimber|the original en canette|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimblett|gravels chardonnay trinity hill hawkes bay new zealand|nz|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimblett|gravels select vineyards hawkes bay cabernet merlot|??|r|merlot|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimblett|gravels select vineyards hawkes bay cabernet merlot|??|r|merlot|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=730
W|gimblett|gravels syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimblett|gravels syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=732
W|gimblett|gravels syrah trinity hill hawkes baynew zealand|nz|r|syrah|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimbletts|guide to the best of british cheeses francis gimblett|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimenez|mendez 100 anos estate collection tannat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimenez|mendez|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimenez|mendez alta reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gimenez|mendez alta reserva chardonnay|??|w|chardonnay|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gimenez|mendez alta reserva malbec|??|r|malbec|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gimenez|mendez alta reserva sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gimenez|mendez alta reserva tannat|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gimenez|mendez alta reserva viognier|??|w|viognier|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gimenez|mendez identity corte del sur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimenez|mendez identity premium|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimenez|mendez reserva chardonnay viognier uruguaio vinho branco|??|w|chardonnay|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gimenez|mendez tannat premium|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimenez|riili branco nietos companeros|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimenez|riili joyas de familia corte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimenez|riili malbec|??|r|malbec|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimi|clth drying stand 1 pc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giminez|mendez vina las brujas|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimlet|gimlet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimlet|a positano cath cocktail home|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimlet|cherry cordial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimlet|clementine cordial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimlet|cocktail dry martini nio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimlet|elderflower cordial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimlet|hedgerow harvest cordial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimlet|keg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimlet|keg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=760
W|gimlet|lime cordial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimlet|purple red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimlet|spiced lemon cordial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimme|danger|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimme|gimme gimme riesling|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimme|premium roasted seaweed sea salt 017 oz 5 g each|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
W|gimme|premium roasted seaweed teriyaki 017 oz 5 g each|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimme|proteina vegetal en aceite de oliva sabor atun 20 g por lata|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimme|seaweed snacks roasted|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimme|seaweed snacks sea salt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimme|sobrasada vegetal 130g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimme|some skin the story of orange wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimme|some skin viognier|??|w|viognier|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimme|sushi nori seaweed wraps 23g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimme221|gimme221|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimmeldingen|riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimmeldingen|riesling trocken muller catoir|??|w|riesling|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimmeldinger|biengarten deutscher sekt brut nature christmann und kauffmann|??|s|??|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gimmeldinger|biengarten riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimmeldinger|biengarten riesling sekt brut nature|??|s|riesling|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gimmeldinger|biengarten riesling trocken weingut peter stolleis biowein|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimmeldinger|biengarten spatburgunder 1g|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimmeldinger|biengarten spatburgunder vdp erste lage|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimmeldinger|biengarten spatburgunder vdp erste lage|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimmeldinger|kapellenberg riesling 23|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimmeldinger|kapellenberg riesling trocken weingut stolleis biowein|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimmeldinger|kappellenberg riesling 1g|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimmeldinger|meerspinne riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimmeldinger|meerspinne riesling grosses gewachs|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimmeldinger|meerspinne riesling trocken weingut peter stolleis biowein|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimmeldinger|meerspinne spatburgunder dq|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimmeldinger|meerspinne spatburgunder trocken grosse lage weingut peter stolleis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimmeldinger|riesling kabinett mullercatoir|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimmeldinger|schlossel spatburgunder 1g|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimmeldinger|schlossel spatburgunder vdp erste lage|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimmonet|brut premier cru|??|s|??|??|??|2002|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimmonetgonet|champagne blanc de blancs grand cru lorigine grand cru nv|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|seco
W|gimnasia|de mandibula dro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasia|pasiva 3 en 1 dro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasia|pasiva 3 en 1 masajeador muscul dro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasio|azul con luces y sonido jian sheng 518a30|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasio|bebe azul con luces y sonido bright|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasio|de 5 niveles para gato marron|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasio|de bebe con piano musical buho he0650 anaranjado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasio|musical para bebe benic baby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasio|para bebe con piano musical pollito|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasio|para bebe redondo tinok celeste|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasio|para bebe redondo tinok rosa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasio|para gatos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasium|gimnasium|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimnasta|decor 25x9x95cm 100poliresina|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimoka|corpo 1 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimoka|cremoso 10cps|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimoka|cremoso creamy roasted italian beans 500g|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimoka|espresso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimoka|gran bar 1 kg piros|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimoka|gran bar intenso 18cps|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimoka|gran gusto 250 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimoka|intenso 10cps|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimoka|intenso italian roasted beans 500g|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimoka|miscela bar 250 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimonnet|cru blanc de blancs|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimonnet|champagne brut blanc de blancs cuvee gastronome|fr|s|??|champagne|??|2010|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|champagne fleuron brut blanc de blancs|fr|s|??|champagne|??|2010|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|champagne special club terroirs de chardonnay|fr|s|chardonnay|champagne|??|2012|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gimonnet|champagne chouilly special club|fr|s|??|champagne|??|2014|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gimonnet|champagne cramant special club|fr|s|??|champagne|??|2014|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gimonnet|blanc de blanc champagne nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gimonnet|blanc de blancs premier cru nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimonnet|brut fleuron cru|??|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|champagne cru blanc de blanc cuis brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|champagne cru blanc de blancs gastronome brut|fr|s|??|champagne|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|champagne cru oenophile non dose|fr|s|??|champagne|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gimonnet|cuis cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimonnet|cuis cru brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|cuis cru brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=838
W|gimonnet|cuis cru brut sa|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|cuis blanc de blancs cru|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gimonnet|cuvee fleuron brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|gastronome brut|??|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|gonet champagne blanc de noirs letonnant|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gimonnet|gonet champagne blanc de noirs letonnant nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gimonnet|gonet champagne grand cru blanc de blanc lextra|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|seco
W|gimonnet|gonet champagne grand cru blanc de blanc lidentite|fr|s|??|champagne|??|2016|12|grand cru|leve|aperitivos, frutos do mar, canapes|seco
W|gimonnet|gonet champagne grand cru terre de oiry|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|seco
W|gimonnet|gonet champagne grand cru terre de oiry|fr|s|??|champagne|??|2016|12|grand cru|leve|aperitivos, frutos do mar, canapes|seco
W|gimonnet|gonet champagne l origine grand cru brut|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|grand cru oger nv|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|gimonnet|nv champagne brut rose de blancs base 18|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|nv champagne oger brut grand cru blanc de blancs base 1516|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|nv cuis premier cru brut blanc de blanc|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|oenophile brut nature|??|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gimonnet|oenophile millesime extra brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gimonnet|oger grand cru brut|??|s|??|??|??|2017|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|pierre|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimonnet|premier cru brut blanc de blanc nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnet|premier cru fleuron|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimonnet|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gimonnet|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=861
W|gimonnet|rose de blancs|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gimonnet|rose de blancs|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=863
W|gimonnet|rose de blancs|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=863
W|gimonnet|rose de blancs nv|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gimonnet|special club|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimonnet|special club cramant grand cru|??|r|??|??|??|2016|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|gimonnet|special club cuis|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimonnet|special club gtc|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gimonnetgonet|champagne bdb grand cru brut lorigine nv|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnetgonet|champagne brut blanc de blancs grand cru lorigine|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut
W|gimonnetgonet|lorigine grand cru blanc de blancs champagne nv|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|seco
W|gin74|leardini liquori|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gin74|leardini liquori|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=874
W|gin847|ventisette|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gin847|zeronove|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|gina|basic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gina|lambrusco rosso amabile lieblich 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gina|mango nectar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gina|rosso piceno doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gina|smart|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginalicious|ginalicious|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginamis|ginamis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginapero|apfel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginapero|quitte sidonia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginarte|ginarte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginarte|ginarte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|ginarte|ginarte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|ginarte|ginarte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|ginarte|40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginarte|by uman|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginarte|cl70|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginarte|frida kahlo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginarte|pack dry pomegranate lissoni limited edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginarte|pomegranate|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
W|ginarte|uman|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginas|table happles freeze dried apples strawberry 06oz pack of 10|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginataan|series|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginataang|kamias with pork|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|clementino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|clementino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=903
W|ginato|clementino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=903
W|ginato|clementino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=903
W|ginato|clementino orange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|clementino orange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=907
W|ginato|clementino orange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=907
W|ginato|limonato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|limonato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=910
W|ginato|melograno|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|melograno|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=912
W|ginato|melograno|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=912
