W|goat|geiss|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godille|poucepied|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godilo|ergonomic organic cotton baby carrier wrap acorn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godilo|ergonomic organic cotton baby carrier wrap leaf|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godilo|ergonomic organic cotton baby carrier wrap luna|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiment|pjenusac vina brac|us|r|??|??|??|1903|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiment|vina brac|??|r|??|??|??|1903|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godin|branco white blend|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godin|doc douro tinto|pt|r|??|douro|douro|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|godin|douro doc|pt|r|??|douro|douro|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|godin|douro red wine|pt|r|??|douro|douro|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godin|douro red wine reserva|pt|r|??|douro|douro|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|godin|douro white wine|pt|w|??|douro|douro|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godin|red blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godin|white blend|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godina|godina|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godina|godina|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=720
W|godina|godina|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godina|bodegas morca|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godina|godina|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godina|bodegas morca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godina|bodegas morca do|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godina|borja garnacha|??|r|garnacha|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiolo|nobile di montepulciano|it|r|montepulciano|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|godiva|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|assorted dessert truffles 119g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|belgium gold collection assorted chocolates 15 pieces 163g bbe 301225|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|belgium gold collection assorted chocolates 25 pieces 258g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|belgium gold collection assorted chocolates 35 pieces 372g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|belgium gold collection assorted chocolates 8 pieces 90g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|belgium gold collection dark chocolates 8 pieces 74g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|biscuits dark truffle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|biscuits dark truffle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=736
W|godiva|biscuits hazelnut praline|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|biscuits hazelnut praline|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=738
W|godiva|biscuits signature|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|biscuits signature|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=740
W|godiva|biscuits strawberry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|biscuits strawberry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
S
S
S
W|godiva|chocolatier assorted dessert truffles 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
W|godiva|coeur iconique 65 grs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|coeur iconique 65 grs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=749
W|godiva|dark 90 bar 90gm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|domes edition assorted chocolates 443g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|gold rigid box 14 pcs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|gold rigid box 14 pcs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=753
W|godiva|goldmark collection assorted cake inspired chocolates 9 piezaschocolates|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|goldmark collection assorted caramel chocolates 12 piezaschocolates|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|gtr small bar multipack 50 off|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|gtr small bar multipack 50 off|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=757
S
S
W|godiva|masterpieces|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|masterpieces assortment of chocolates 5oz bag|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|masterpieces edition assortment of legendary chocolates 142g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|godiva|pearls dark|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|pearls dark|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=765
W|godiva|prepack 6 bars|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|prepack 6 bars|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|godiva|prestige biscuit 12p dark|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|prestige biscuit 12p dark|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=769
W|godiva|prestige biscuit 12p noir|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|prestige biscuit 12p noir|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|godiva|small tower nap|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|small tower nap|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=773
W|godiva|trio pack crispy pearls|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|trio pack crispy pearls|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=775
W|godiva|truffle bag birthday cake limited edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|white chocalate|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godiva|white cholate|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godiva|wonderful city of dreams 195 grs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godiva|wonderful city of dreams 195 grs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|godme|guillaume village vvv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godme|hugues champagne cru les romaines|fr|s|??|champagne|??|2008|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|godme|hugues champagne grand cru les champs saint martin|fr|s|??|champagne|??|2012|12|grand cru|leve|aperitivos, frutos do mar, canapes|seco
W|godme|hugues champagne les romaines cru extra brut|fr|s|??|champagne|??|2012|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|godme|hugues les bouquets champagne|fr|s|??|champagne|??|2012|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|godme|hugues nv champagne grand cru rose brut|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut
W|godme|hugues nv champagne la reserve cru brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|godme|hugues nv champagne premier cru brut reserve|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|godme|hugues nv la montagne nord grand cru extra brut fin bois|??|s|??|??|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|extra brut
W|godme|les romaines brut champagne|fr|s|??|champagne|??|2005|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|godme|pere et fils brut millesime|??|s|??|??|??|2004|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|godme|pere et fils champagne cru extra brut nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|godme|sabine brut reserve premier cru|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|godme|sabine champagne extra brut millesime cru|fr|s|??|champagne|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|godme|sabine champagne extra brut terre de verzenay grand cru nv|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|extra brut
W|godme|sabine terre de verzenay grand cru extra brut|??|s|??|??|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|extra brut
W|godminster|cheddar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|cheddar truckle 200g round|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|cheddar with black truffle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|heart org vintage cheddar cow p v|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|heart vintage cheddar 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|heart vintage cheddar 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|heartshaped vintage organic cheddar 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|howling hound black truffle cheddar hearts|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|organic cheddar star 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|organic truffle cheddar 1kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|organic truffle cheddar 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|organic truffle cheddar heart 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|organic vintage cheddar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|organic vintage cheddar star|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|smoked cheddar 1kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|smoked cheddar 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|vintage bruton stars 150g|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|godminster|vintage cheddar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|vintage cheddar 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|vintage cheddar 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|vintage cheddar 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|godminster|vintage smoked 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godminster|vintage truffle 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godmother|cocktail|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godnat|bajer humr bryggeriet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godnat|urte blanding|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godnat|urteblanding|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godo|tantakatan shiso umeshu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godoli|alazani red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godoli|alazani white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godoli|kindzmarauli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godoli|pirosmani white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godoli|saperavi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godori|peach sweet wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|godori|peach sweet wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=831
W|godori|shine muscat white wine|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godori|shine muscat white wine|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=833
W|godramstein|spatburgunder trocken kalkmergel sauer terroirwein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godramstein|steinreich riesling trocken sauer lagenwein|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godramstein|weiburgunder trocken kalkgestein sauer terroirwein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godramsteiner|munzberg gewurztraminer spatlese rebholz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godramsteiner|munzberg muskateller auslese rebholz|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|godramsteiner|munzberg weissburgunder trocken sauer lagenwein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|godrej|aer matic crush pink refill|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|godrej|aer matic lush green refill|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|aer matic violet bloom mach combi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|aer plug rose blossom machine freshner 1 pc|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|godrej|aer plug violet bloom machine freshner|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|aer pocket assorted pack 30 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|aer pocket bright tangy delight 10 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|aer pocket violet valley bloom 10 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|aer power pocket berry rush 10 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|aer power pocket fresh blossom 10 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|aer power pocket sea breeze 10 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|cool menthol shaving cream 60 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|expert rich creme brown hair colour 20 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|expert rich creme natural black hair colour 20 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|expert rich creme natural braown hair colour 20 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|natural black hair colour|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godrej|no1 lime aloe vera 31 600 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gods|on the beach desenli plaj havlusu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godspeed|cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godspeed|trinity napa valley|us|r|??|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godspeed|vineyards napa valley chardonnay|us|w|chardonnay|california|napa valley|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|godt|blandet smagekasse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|godt|nytar 202627|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godt|til ganen ske med rdvin send blomster med bloomit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godte|fad med ca 80 stykker|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godtekurv|med sde salte lkkerier 350kr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godtekurv|med sde salte lkkerier 400kr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godtepose|med chokolade karamel og vingummi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godunov|drying vanila 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|cabernet cortis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|cabernet cortis czerwone wino wytrawne 115|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|cuvee|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|cuvee k|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|cuvee k solaris muscaris biae wino powytrawne 13|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|cuvee s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|cuvee s biae wino wytrawne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|cuvee s siegerrebe solaris souvignier gris biae wino wytrawne 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|johanniter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|johanniter|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|johanniter pw|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|johanniter no1 biae wino wytrawne 13|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|johanniter no2 biae wino powytrawne 13|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|johanniter powytrawne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|johanniter semidry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|johanniter wytrawne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|musiak prestige brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|godyla|regent|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|regent|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|regent czerwone wino wytrawne 115|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|rondo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|rondo|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|rondo czerwone wino wytrawne 11|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|godyla|siegerrebe johanniter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|siegerrebe johanniter|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|solaris|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|solaris|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|solaris biae wino posodkie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|solaris biae wino posodkie 13|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|souvignier gris|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|souvignier gris biae wino powytrawne 13|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godyla|souvignier gris biae wino powytrawne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|godzillas|reflex tarsasjatek 16 cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goebiewski|bon ton borowiki 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goed|life table green olives 260g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goede|hoop blind faith cinsaut|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goede|prijskwaliteitsverhouding|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedemorgen|tijd voor een kop koffie bij de|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedenacht|kruiden 75gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedhart|family red mountain bel villa vineyard|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedhart|family wines bell villa vineyard syrah columbia valley washington|us|r|syrah|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedkope|wijnen van hoge kwaliteit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|bad brothers chenin blanc|??|w|chenin blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|bad brothers red|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|bad brothers red|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|bad brothers sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|bad brothers white|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|chardonnay|??|w|chardonnay|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|chenin blanc|??|w|chenin blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|colombar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|colombar|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|crane red merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|crane white colombar|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|family great expectations colombar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|great expectations|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|great expectations chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|great expectations chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=929
W|goedverwacht|great expectations chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=929
W|goedverwacht|great expectations chenin blanc|??|w|chenin blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|great expectations colombar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|great expectations colombar|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|great expectations crane white colombar|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|great expectations crane white colombar|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=935
W|goedverwacht|great expectations crane white colombar|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=935
W|goedverwacht|great expectations sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|great expectations sparkling brut rose 20223|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|goedverwacht|great expectations triangle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
