W|vinho|tinto marques de murrieta reserva edicao especial com estojo laranja 2021 rioja espanha|es|r|??|rioja|??|2021|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto liber pater le sauvetage 2015 bordeus franca|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto liber pater le reve 2011 bordeus franca|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto liber pater la scene 2010 bordeus franca|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto liber pater la feuille 2007 bordeus franca|??|r|??|??|??|2007|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto liber pater denari bordeus franca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto liber pater denari bordeus franca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=648
W|vinho|tinto libanes chateau st thomas pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto libanes chateau st thomas les gourmet rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto libanes chateau st thomas les emirs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto libanes chateau st thomas le merlot a|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto libanes chateau st thomas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto libanes chateau marsyas grand rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto libanes chateau ksara reserve du couvent|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto libanes breteches rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lianto primitivo|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lianto primitivo|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=658
W|vinho|tinto lhospitalet de gazin aoc pomerol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lhospitalet de gazin aoc pomerol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=660
W|vinho|tinto lexclus dalary counoise vdf 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lexclus dalary counoise 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto levensohn cabernet sauvignon 2016 st helena eua|??|r|cabernet sauvignon|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lettre deloise coteaux bourguignons rouge 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lestevenas cairanne rouge 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lessona proprieta sperino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les templiers pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les sureaux 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les sept vignes 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les saint martin grolleau 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les roques syrahcarignan pays doc 2020|??|r|syrah|??|??|2020|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les quatre terres cotesdurhone 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les quatre terres cotes du rhone 2021|fr|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les pins 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les piliers maison blanche 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les piliers maison blanche 2016|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les piliers de maisonblanche montagne st emilion 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les piliers de maison blanche montagne saintemilion 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les piliers de maison blanche 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les petits pas languedoc rouge 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les petits pas 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les pends crozeshermitage 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les pelerins de lafonrochet 2011 bordeus|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les pas d terrasses du larzac rouge 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les pas d 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les ormeaux grand vin de bordeaux 2016|fr|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les ormeaux grand vin castillons cotes de bordeaux 2019|fr|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les noyers 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les muretiers edition limitee gsm|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les mougeottees pays doc pinot noir igp|??|r|pinot noir|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les memoires saumurchampigny 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les memoires saumur champigny 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les machonnieres crozeshermitage 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les legendes r bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les legendes pauillac 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les gueux rouge 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les grimaudes igp coteaux du pont du gard 2020|??|r|??|??|??|2020|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les fauconniers bourgogne epineuil 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les escures rouge 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les escures malbec cahors 2021|??|r|malbec|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les clapas terrasses du larzac rouge 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les chais de magellan bordeaux aop|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les chais de magellan bordeaux aop|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=703
W|vinho|tinto les cavares aop cotes du rhone franca|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les bourgarels pinot noir igp pays doc 2021|??|r|pinot noir|??|??|2021|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les bourgarels pinot noir 2023|??|r|pinot noir|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les bourgarels pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les bancels faugeres aop 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les argelieres grande cuvee cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les acolytes vignobles and compagnie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les acacias rouge 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les acacias rouge 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les acacias rouge 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les acacias malbec cahors 2020|??|r|malbec|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto les acacias grand vin de bordeaux 2017|fr|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leonardo da vinci chianti riserva|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leonardo da vinci brunello di montalcino|it|r|??|toscana|montalcino|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leon tarapaca cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leon tarapaca cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vinho|tinto leon taparaca merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leon perdigal cotes du rhone|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leon luigi bosca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leon de tarapaca syrah 2021|??|r|syrah|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leon de tarapaca syrah 2021|??|r|syrah|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??|=724
W|vinho|tinto lenvol igp coteaux du pont du gard rouge 2020|??|r|??|??|??|2020|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lento vinhas velhas 2023 douro|pt|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lento vinhas velhas 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lendas tempranillo guatambu|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lendas do pampa tannat 2024 guatambu|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lello reserva garrafa magnum 1|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lello reserva garrafa magnum 1|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=731
W|vinho|tinto lello garrafa magnum 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leitz eins zero point five cabernet sauvignon 05|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto legaris reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto legaris crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto legado cabernet sauvignon de martino|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto legado 2018 douro|pt|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto legado 2016 douro|pt|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leeuwin estate art series shiraz 2018 margaret river australia|??|r|shiraz|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leeuwin estate art series cabernet sauvignon 2017 margaret river australia|??|r|cabernet sauvignon|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leda pucci montepulciano dabruzzo doc 2021|it|r|montepulciano|toscana|montepulciano|2021|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leda pucci chianti docg 2022|it|r|??|toscana|chianti|2022|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto leda pucci chianti docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le volte dellornellaia 2023 toscana|it|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le volte dell ornellaia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le trame toscana 2021|it|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le trame 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le syrah gran vin villard|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le sans nom cabernet sauvignon 2019|??|r|cabernet sauvignon|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le rouge selections 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le rouge de puy arnaud vin de france 2020|fr|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le ptit vaillant rouge vdf|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le pont damour tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le plan 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le pinot noir gran vin villard|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le petit voyage malbec 2022|??|r|malbec|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le petit smith haut lafitte 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le petit clos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le petit clos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=760
W|vinho|tinto le lucciole predappio mga 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le jeau rouge 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le hautmedoc de maucaillou aop|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le hautmedoc de lagrange 2015|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le hautmedoc clementpichon 2012|??|r|??|??|??|2012|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le grillon aop bordeaux superieur franc|fr|r|grillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le grillon aop bordeaux superieur franc|fr|r|grillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=767
W|vinho|tinto le grand rouge mediterranee 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le dome saintemilion grand cru 2018 bordeus franca|??|r|??|??|??|2018|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le dome saintemilion grand cru 2016 bordeus franca|??|r|??|??|??|2016|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le difese san guido|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le clos vin de corse rouge 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le clos des pins graves rouge 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le chiuse brunello di montalcino 2019 toscana italia|it|r|??|toscana|montalcino|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le casine sangiovese|??|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le casine primitivo|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le casine primitivo|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=777
W|vinho|tinto le casine montepulc dabruzzo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le casine chianti docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le carillon dangelus grand cru 2014 saintemilion franca|??|r|??|??|??|2014|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le bordeaux du paysan rouge 2021|fr|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le bordeaux du paysan rouge 2020|fr|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le bois du cerf vin de corse rouge 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le bastard trousseau 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le ballon syrah pays doc 2020|??|r|syrah|??|??|2020|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le ballon syrah 2020|??|r|syrah|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le ballon rouge pays doc 2020|??|r|??|??|??|2020|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le ballon rouge 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le ballon cabernet sauvignon pays doc 2020|??|r|cabernet sauvignon|??|??|2020|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto le ballon cabernet sauvignon 2020|??|r|cabernet sauvignon|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lbv vieira de sousa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lazuli 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lavradores de feitoria tres bagos reserva 2021 douro|pt|r|??|??|??|2021|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lavradores de feitoria tres bagos grande escolha 2016 douro|pt|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lavradores de feitoria meruge 2021 douro|pt|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lavradores de feitoria 3 bagos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lavradores de feitoria 2022 douro|pt|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lavid red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lauri viana blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto laurent combier crozeshermitage 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto laurent combier crozeshermitage 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto laurent combier crozeshermitage 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto laura hartwig edicion de familia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto laur tres hectareas malbec 2018|??|r|malbec|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto laur tres hectareas malbec 2018|??|r|malbec|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??|=805
W|vinho|tinto laur tres hectareas malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto laudum roble monastrell 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lauca carmenere 2019|??|r|carmenere|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto latriciereschambertin grand cru 2021|??|r|??|??|??|2021|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto latriciereschambertin grand cru 2019|??|r|??|??|??|2019|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto latriciereschambertin grand cru 2018|??|r|??|??|??|2018|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto latitud 33o cabernet sauvignon 2023|??|r|cabernet sauvignon|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto latitud 33o cabernet sauvignon 2020|??|r|cabernet sauvignon|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lassemblage gran vin villard|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto las vedras domino 2019 lisboa|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto las perdices reserva malbec 2023|??|r|malbec|??|??|2023|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto las perdices red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto las perdices malbec 2020|??|r|malbec|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto las perdices edlimitada malbeccabernet francpetit verdottannat 2019|??|r|cabernet franc|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto las perdices alae malbec 2017|??|r|malbec|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto las notas de jean claude 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto las alas de frontonio la tejera 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto larkun pinot noir vale de itata 2018|??|r|pinot noir|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto larkmead cabernet sauvignon 2014 napa valley california eua|us|r|cabernet sauvignon|??|??|2014|13.5|??|medio|carnes vermelhas; queijos curados|??
X
X
W|vinho|tinto lapostolle casa selection carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lapostolle casa selection cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lapa dos gaivoes grande reserva 2011 alentejo|??|r|??|??|??|2011|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lapa dos gaivoes 2022 alentejo|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe rosso blend tris bricco maiolica doc 2023|??|r|??|??|??|2023|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe pinot nero la tartufaia 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe pinot nero doc la tartufaia 2021|??|r|??|??|??|2021|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo pian delle mole 2021|??|r|nebbiolo|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo pian delle mole 2020|??|r|nebbiolo|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo marino francesco rava doc 2023|??|r|nebbiolo|??|??|2023|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo fralu bruno rocca|??|r|nebbiolo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo doc pian delle mole 2023|??|r|nebbiolo|??|??|2023|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo doc pian delle mole 2022|??|r|nebbiolo|??|??|2022|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo doc cabianca|??|r|nebbiolo|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo doc batasiolo|??|r|nebbiolo|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo doc 2023|??|r|nebbiolo|??|??|2023|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo doc 2023|??|r|nebbiolo|??|??|2023|13.5|doc|medio|carnes vermelhas; queijos curados|??|=843
W|vinho|tinto langhe nebbiolo doc 2022|??|r|nebbiolo|??|??|2022|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo doc 2022|??|r|nebbiolo|??|??|2022|13.5|doc|medio|carnes vermelhas; queijos curados|??|=845
W|vinho|tinto langhe nebbiolo doc 2022|??|r|nebbiolo|??|??|2022|13.5|doc|medio|carnes vermelhas; queijos curados|??|=845
W|vinho|tinto langhe nebbiolo doc 2020|??|r|nebbiolo|??|??|2020|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo doc 2019|??|r|nebbiolo|??|??|2019|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo doc 2019|??|r|nebbiolo|??|??|2019|13.5|doc|medio|carnes vermelhas; queijos curados|??|=849
W|vinho|tinto langhe nebbiolo doc 2019|??|r|nebbiolo|??|??|2019|13.5|doc|medio|carnes vermelhas; queijos curados|??|=849
W|vinho|tinto langhe nebbiolo bricco lago 2023|??|r|nebbiolo|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo bel colle|??|r|nebbiolo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo 2021|??|r|nebbiolo|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe nebbiolo 2018|??|r|nebbiolo|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe doc rosso batasiolo|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe doc pinot nero 2020|??|r|??|??|??|2020|13.5|doc|medio|carnes vermelhas; queijos curados|??
