W|branco|kendalljackson vintners reserve chardonnay 2021 california eua|??|w|chardonnay|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|frascati villa fabrizia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frascati doc san marco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frascati anella andreani|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances vive la vie|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances vin de lune viognier chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances vin de lune viognier chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=682
W|branco|frances un ptit blanc sympa entre copains|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances terret e vermentino marios|??|w|vermentino|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances sirene mediterranee branco igp|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances signe bourgogne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances ruhlmann chasselas me revoila|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances ruhlmann chasselas me revoila|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=688
W|branco|frances rieussec bordeaux 2019 fino elegante e aromatico|fr|f|palomino|bordeaux|??|2019|15|AOC|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|frances riesling alsace wolfberger|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances reserve cahors chardonnay tarani|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|frances rendez vous grande reserve chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|frances raoul clerget chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances prince galien chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances premier sauvignon blanc rendezvous|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances premier rendez vous blanc frances|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances pouilly fume gitton pere et fils|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances philippe vincent jaboulet crozeshermitage 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances petit chablis jaffelin|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances petit chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances pays doc gem|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances patriarche heritage|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances patriarche heritage|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=703
W|branco|frances patriarche heritage|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=703
W|branco|frances patriaeche heritage|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances pascal bouchard chablis le classique 75|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances nuitonbeaunoy reserve bourgogne chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|frances nuitonbeaunoy pulignymontrachet|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances nuitonbeaunoy meursault|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances nuiton beaunoy mersault aop 2014|??|w|??|??|??|2014|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances muscadet sevre et maine sur lie les roches blanches aoc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances muscadet de sevre et maine|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances mouton sauvignon|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances mouton sauvignon|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=714
W|branco|frances mouton cadet varietal|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances mouton cadet classic sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances montmeyrac|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances montmeyrac|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=718
W|branco|frances montmeyrac|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=718
W|branco|frances montirius mineral|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances montirius la muse papilles|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances moillard pouillyfuisse aoc sous la grotte 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances moillard petit chablis les grappes dor|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances moillard chablis coquillage|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances miraval cotes de provence aoc blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances macon vinzelles|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances lyv seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances lyv seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=728
W|branco|frances louis jadot pouilly fuisse|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances louis jadot petit chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances louis changarnier petit chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances louis changarnier chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances louis changarnier chablis x750m|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances louis changarnier bourgogne chardonnay x750m|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances linstant sauvignon blanc 2023 seco aromatico e refrescante ideal para harmonizacao com frutos do mar|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances les vins de vienne crozeshermitage blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances les petites jamelles blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances les legendes r bordeaux 2022|fr|w|??|bordeaux|??|2022|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|frances les jamelles viognier pays doc|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances les jamelles selection speciale chardonnayviognier pays doc|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances les jamelles selection speciale chardonnay viognier 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances les jamelles chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances les fumees blanches sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances les bourgarels chardonnay 2023|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances le petit cochonnet igp pays doc chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances le joli rouge moelleux|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances lacheteau soupcon de fruit haut poitou branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances lacheteau soupcon de fruit haut poitou 2022 branco|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances la vieille ferme|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances la mule terret sauvignon com|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances la cave d augustin florent sauternes bordeaux|fr|w|??|bordeaux|??|NV|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|frances josmeyer fleur de lotus|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances jean bouchard santenay chardonnay borgonha|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances jean bouchard chardonnay petitchablis|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances jean bouchard chardonnay mercurey|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances jean bouchard chardonnay chablis aoc|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances jean bouchard chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances jean bouchard bourgogne hautes cotes de nuits|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances jean bouchard bourgogne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances gustave lorentz sylvaner|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances gustave lorentz riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances ferraud chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances ferraud chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances f hugel gentil|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances domaine tropez igp var|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances domaine mathias bourgogne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances domaine mathias bourgogne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=767
W|branco|frances domaine des geneves chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances domaine des geneves chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=769
W|branco|frances domaine de charmoy aoc chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances domaine de beaurenard chateauneufdupape|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances domaine de beaurenard chateauneufdupape|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=772
W|branco|frances domaine christophe camu petit chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances domaine bouzereaugruere borgogne chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances denis dubourdieu clos floridene graves blanc|fr|w|??|bordeaux|graves|NV|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|frances denis dubourdieu chateau reynon sauvignon blanc 2023|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances denis dubourdieu chateau reynon sauvignon blanc 2023|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco|=777
W|branco|frances denis dubourdieu chateau reynon sauvignon blanc 2020|??|w|sauvignon blanc|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances denis dubourdieu chateau doisydaene sauternes l extravagant|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances denis dubourdieu chateau cantegril sauternes 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances denis dubourdieu chateau cantegril sauternes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances denis dubourdieu chateau cantegril sauternes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=782
W|branco|frances denis dubourdieu chateau cantegril sauternes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=782
W|branco|frances cuvee du pecheur comte tolosan|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances cotes du rhone le visonbraise|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances cotes de gascogne les argelieres chardonnay cuvee igp|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances cote des roses|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|branco|frances cote des roses|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=788
W|branco|frances comtesse sainthilaire bordeaux|fr|w|??|bordeaux|??|NV|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|frances comtesse sainthilaire|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances clos des mouchen beaune premier cru 2018 domaine seguinmanuel|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances claude val blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances christophe camu aoc chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chevaliers chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chateau peyruchet|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chateau les comperes sauternes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chateau la commanderie de queyret bordeaux|fr|w|??|bordeaux|??|NV|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chateau de maligny chablis vieilles vignes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chateau de maligny chablis vieilles vignes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=799
W|branco|frances chateau de maligny chablis premier cru|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chateau dagel les bonnes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chateau chaubinet sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chateau auzias vin de france|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chateau auzias chardonnay viognier|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chassagne montrachet morgeot premier cru antoine olivier|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances charly nicolle chablis premier cru les fourneaux|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances charly nicolle chablis grand cru bougros|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|frances chapoutier cotes du rhone|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chablis vieilles vignes 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chablis louis jadot|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chablis jaffelin|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chablis domaine seguinot bordet|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chablis domaine seguinot bordet|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=813
W|branco|frances chablis domaine de charmoy|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances chablis alphonse desclas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances cest la vie|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances cave de cairanne secret 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances cave de cairanne secret|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances calvet chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances cairanne grande reserve blanc|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|frances cairanne grande reserve blanc|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=821
W|branco|frances bourgonha cote chalonnaise chatelbuis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances bourgogne dufouleur chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances blasons de bourgogne pouilly fuisse|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances blasons de bourgogne petit chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances blasons de bourgogne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances baron maxime chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances art de vivre|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances art de vivre|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=829
W|branco|frances arbeau duflair|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances andre lurton chateau coucheroy pessac leognan aoc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances an 118 coteaux de narbonne|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances an 1130 cite de carcassonne|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances albert bichot meursault|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|frances albert bichot chablis premier cru fourchaume|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
S|=47
W|branco|frances abbotts les fleurs sau viognier|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|franca calvet chablis grande reserve|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|franca albert bichot poully fuisse|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|framingham sauvignon blanc 2023 marlborough nova zelandia|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|framingham noble riesling 2024 37 marlborough nova zelandia|??|w|riesling|??|??|2024|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|framingham classic riesling 2023 nova zelandia|??|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fraga alta 2011 douro|pt|w|??|douro|??|2011|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|foz torto vinhas velhas 2017 douro|pt|w|??|douro|??|2017|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|foye reserva white blend 2022|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|foye reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|fortificado fonseca porto white|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|branco|forte ambrone bianco igt toscana|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|forte ambrone bianco igt|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|foral de medacomprar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|foral de meda douro doc|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|foral de meda douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|foral de meda|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|foral de evora cartuxa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|foral de atei azal 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|foral de atei arinto owners edition 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|foral de atei alvarinho owners edition 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|fonte da perdiz douro doc|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|fontaltas namora escolha 2020 vinhos verdes|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fontaltas namora colheita selecionada 2020 vinhos verdes|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fontaltas namora azal 2018 vinhos verdes|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fontaltas namora arinto 2018 vinhos verdes|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|folklore blanco 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|folha do meio reserva 2019 portalegre|??|w|??|??|??|2019|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|folha do meio colheita 2020 alentejo|pt|w|??|alentejo|??|2020|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|florao 2024 alentejo|pt|w|??|alentejo|??|2024|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|flor do tua reserva 2024 trasosmontes|??|w|??|??|??|2024|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|flor do tua reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|flor do tua moscatel galego branco 2018 douro|pt|w|moscatel|douro|??|2018|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|flor do sal silver alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|flor do coa viosinho 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|flor do coa reserva especial 2019 douro|pt|w|??|douro|??|2019|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|flor do coa reserva 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|flor do coa 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|flor de trois 2022 peninsula de setubal|pt|w|??|setubal|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|flor de sal gold ii antao vaz e viognier 2023 alentejo|pt|w|viognier|alentejo|??|2023|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|flor de sal bronze antao vaz e sauvignon blanc 2024 alentejo|pt|w|sauvignon blanc|alentejo|??|2024|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|flor de s jose reserva 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|flor de s jose reserva 2015 douro|pt|w|??|douro|??|2015|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|flor de s jose douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|flor de muga viura garnacha blanca maturana 750 ml 13 5 2021|??|w|garnacha|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|flor de lisboa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|flor de lisboa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=883
W|branco|flor de crasto doc douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|flor de crasto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|flor de castro quinta do crasto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|flor das tecedeiras douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|flor das tecedeiras 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|flor das tecedeiras|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|flor das tecedeiras|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=890
W|branco|flc angaro chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fiuza sauvignon blanc 2024 tejo|pt|w|sauvignon blanc|tejo|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|fiuza chardonnay 2024 tejo|pt|w|chardonnay|tejo|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|fiuza 3 castas blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fiuza 3 castas 2023 tejo|pt|w|??|tejo|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|fiumeseccu corsecalvi blanc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
