W|lata|jardinera 4 legumbres 200grs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasco|herring in wine|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasco|el patio margarita mix|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasco|cocktail mix margarita 16oz canister|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasco|cocktail mix lime 16oz canister|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasco|cocktail mix lemon 16oz canister|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasco|classic margarita mix|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascendant|solera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascendant|mouzon leroux champagne blanc|fr|s|??|champagne|??|2020|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lascendant|mouzon leroux champagne blanc|fr|s|??|champagne|??|2017|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lascendant|mouzon leroux champagne blanc|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lascendant|grand cru extra brut mouzon leroux fils|??|s|??|??|??|NV|12|grand cru|leve|aperitivos; frutos do mar; canapes|extra brut
W|lascendant|champagne mouzon leroux et fils|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lascendant|0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascendant|lascendant|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascendant|lascendant|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=733
W|lascaux|loup rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascaux|garrigue rose|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lascaux|garrigue rose|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=736
W|lascaux|chateau de coteaux du languedoc rouge|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascaux|chateau coteaux du languedoc rose|fr|p|??|languedoc|??|2017|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lascaux|cavalier rouge|es|s|??|cava|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lascas|tipo bacalhau 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascas de|trufa negra savitar italiana 100 gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascas de|trufa negra savitar carpaccio de trufas 25 50 gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascas de|trufa negra savitar 180 gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascas de|trufa branca savitar 180 gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascas|crocantes original zaytas pouch 80g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascas|crocantes alecrim flor de sal zaytas pouch 80g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lascar|classic sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lascar|classic chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lascar|classic carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lascar|classic cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lascar|carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lasca|crocante de paprica picante arbole 50g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasap|vetsin msg 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasap|instant gata mix 40g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasap|chicken gravy mix 30g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanheira|borcam ctp silicone 3 un|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|tipo calabresa perdigao nosso menu pacote 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|swift congelada bolonhesa 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|sem gluten barilla pack 2 caixas 250g cada|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|seara sabores 600g leve 3 pague 2 kit pronto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|seara bolonhesa air fryer 300g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|seara bolonhesa 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|seara bolonhesa 350gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|seara a bolonhesa congelada 1kg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|seara a bolonhesa 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|sadia peito de peru defumado congelada 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|sadia peito de peru 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|sadia mini bolonhesa 350g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|sadia calabresa congelada 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|sadia bolonhesa mini 350g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|sadia bolonhesa congelada 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|sadia bolonhesa 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|sadia 600g bolonhesa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|renata massa de semola com ovos caixa 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|pif paf bolonhesa 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|petybon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|perdigao calabresa congelada 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|perdigao bolonhesa congelada 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|perdigao bolonhesa 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|perdigao bolonhesa 350g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|perdigao a bolonhesa congelada 350g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|peito de peru sadia pacote 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|parisiense seara 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|milaneza 500 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|italiana de cecco 500 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|italiana 500g divella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|gluten free barilla 250g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|forno de minas bolonhesa 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha de|tilapia congelada copacol 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha de|peito de peru defumado sadia 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha de|frango frangkg 4|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha de|frango|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha de|cogumelos greentable 400g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|congelada seara bolonhesa 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|congelada sadia peito de peru 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|congelada sadia calabresa 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|congelada forno de minas bolonhesa 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|com ovo milaneza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|calabresa sadia pacote 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa seara caixa 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa seara air fryer caixa 300g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa seara 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa seara 350g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa sadia pacote 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa sadia caixa 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa perdigao pacote 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa perdigao 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa iglo cong 300gr 6|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa gourmande congelada 2kg davigel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa eco congelada 2kg davigel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa congelada sadia 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa congelada forno de minas mamma dalva pacote 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa alteza 300g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|bolonhesa airfryer seara 300g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|barilla|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|alteza bolonhesa 500gr 10|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|a bolonhesa seara congelada 350g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|a bolonhesa sadia 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|a bolonhesa sadia 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=819
W|lasanha|a bolonhesa congelada seara 600g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|a bolonhesa congelada airfryer seara 300g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasanha|a bolonhesa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|vegetal 350 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|talliani precocida 360g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|riscossa 500 gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|precocida lucchetti caja 360gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|precocida carozzi caja 330gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|lucchetti precocida 360g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|lucchetti precocida|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|lista carozzi 360g cyber cu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|levit integral pre cocida 200grs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|lasagna de semola trigo duro 500 grs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|don angelo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana de|vegetales pickup|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana de|berenjenas 300grs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|dallas pre cocida 200grs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|con asado casero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|bolonesa 4 a 6 personas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|bolonesa 350 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|bolognesa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|artesanal de vegetales domus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|all uovo no 173 rummo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasana|a la bolonesa 350 grs aprox|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasalde|elkartea txakoli balea white|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasai|escolle vineyard chardonnay santa lucia highlands california|us|w|chardonnay|california|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lasagnete de|cecco cu ou 500gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagnes de|ble ancien complet aux legumes bio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagnes|lasagnes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagneplader|uden gluten kologisk glutenfri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagneplader|glutenfri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagnefad|lasagnefad|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagneblatter|aus ei und hartweizengrie 500g felicetti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|zalm|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|takeaway|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|spenatove oven specials n117 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|sheets with eggs lasagne alluovo n173 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|sheets with eggs lasagne alluovo n112 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|semola n219 lasagne sheets|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|sans gluten milaneza 250g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|pettole rigate di gragnano igp|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|oven specials n120 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|no114 alluovo con spinaci de cecco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|med stracciatella og ragu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|mazza cheff|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|lapok bio kukorica es rizslisztbol glutenmentes teszta 250 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|lapok 250 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|gluten free 250g le veneziane|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|gluten free 250g le veneziane|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=868
W|lasagne|for two|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|family size|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|cu ou casa rinaldi 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|casa rinaldi 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|au ragout 250g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|alluovo schar|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|alluovo no112 de cecco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|alluovo no108 divella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|alluovo n 173|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|alluovo divella 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|alla bolognese|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|all uovo 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|al uovo de cecco n 112|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|al forno|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|250g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|138 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|lasagne|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagne|lasagne|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=886
W|lasagna|zenu mixta 320 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|with stracciatella and ragu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|verdi 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|verde paganini 200 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|veggie 650g approx 2 portions|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|lasagna|uit abruzzo|it|r|??|abruzzo|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|tradicional paganini 200 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|supper club new date added|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|supper club|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|supper club|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=896
W|lasagna|sheets|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|set|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|semola n121 granoro10 unidades de 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|semola 500g granoro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|semola 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|sadia mix de quesos 600gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|sadia crema de espinaca 600gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|sadia bolognesa 600gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|ragu bolognese beef only 400g portion|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|lasagna|ragu bolognese beef only 25kg tray 12 portions|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|lasagna|pesto con pomodoro 350 g 1 porcion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|pesto con pomodoro 1 kg 3 porciones|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|pastificio gentile|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|parmegiana|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna no 399|399|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna no 189|189|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|mixta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|mix de quesos 600grs agregar al carrito agregar|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|melanzana|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|making class|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|libre de gluten 250 gr granoro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|las acacias sin gluten|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|ita de cecco 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|gluten free granoro12 unidades de 250g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|gluten free 250gr granoro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|fresca 250g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|facil las acacias sin gluten 200 gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|facil las acacias espinaca 200 gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|facil las acacias|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|divella 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna de|salmoncamaron|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna de|espinaca 500g granoro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna de|crema de espinaca 600gr agregar al carrito agregar|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna de|alcachofa 1kg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|cuatro quesos 350 g 1 porcion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|cuatro quesos 1 kg 3 porciones|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|con huevo riscossa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|con espinacasgranoro12 unidades de 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|chuevo de cecco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|caja 270 grs nupsi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|bolognese tray|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|bolognese bio gr biocool|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|bolognese|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|bolognese|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=940
W|lasagna|bolognesa 600grs agregar al carrito agregar|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|bolognesa 350 grs sin stock agregar no hay stock disponible|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|bolognesa 350 g 1 porcion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|bolognesa 1 kg 3 porciones|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|bolognesa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|bolognesa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=946
W|lasagna|beef 650g approx 2 portions|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|lasagna|alluovo n173 rummo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
