W|grand|cru|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|pontet st emilion aoc|??|r|??|??|st emilion|2009|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco|=686
X
W|grand|pontey medoc|??|r|??|??|medoc|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|pontey medoc|??|r|??|??|medoc|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=689
W|grand|poppy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|posy of purple gypso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|poujeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|poujeaux aoc moulisenmedoc|??|r|??|??|medoc|2018|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|poujeaux bertrand|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|poujeaux bertrand|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=695
W|grand|pour cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|pour cabernet sauvignon reserve|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|prairie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|premier cru burgundy|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|premiere pinot noir vs nebbiolo vs cadarca|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|premiere vinoteca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|prestige collection|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|prestige wijnpakket|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|prix|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|prix|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=705
W|grand|prix 15|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|prix media|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|prix mousserande rose|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grand|prix mousserande solaris|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|prix solaris|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|prix solaris rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grand|puy ducasse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy ducasse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=713
W|grand|puy ducasse|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy ducasse|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy ducasse|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy ducasse pauillac|??|r|??|??|pauillac|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy ducasse|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy ducasse 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy ducasse 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy ducasse 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=721
W|grand|puy ducasse 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2022|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy ducasse pauillac|??|r|??|??|pauillac|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy ducasse pauillac|??|r|??|??|pauillac|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy ducasse pauillac|??|r|??|??|pauillac|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy ducasse top shoulder or better|??|r|??|??|??|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=728
W|grand|puy lacoste|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=728
W|grand|puy lacoste|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=728
W|grand|puy lacoste|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=728
W|grand|puy lacoste|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|grand|puy lacoste|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grand|puy lacoste|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=741
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|grand|puy lacoste|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|grand|puy lacoste|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=748
W|grand|puy lacoste|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=753
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=758
W|grand|puy lacoste cb6 pauillac|??|r|??|??|pauillac|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=761
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=764
W|grand|puy lacoste|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=764
W|grand|puy lacoste cb6 pauillac|??|r|??|??|pauillac|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste cb6 pauillac|??|r|??|??|pauillac|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=770
W|grand|puy lacoste cb6 pauillac|??|r|??|??|pauillac|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste cb6 pauillac|??|r|??|??|pauillac|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste cb6 pauillac|??|r|??|??|pauillac|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste pauillac 5eme cru|??|r|??|??|pauillac|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste cb3 pauillac|??|r|??|??|pauillac|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2001|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2005|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2005|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2012|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2012|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=782
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2013|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2013|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=784
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2015|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2015|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=786
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=788
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste 5 eme grand cru classe pauillac|??|r|??|??|pauillac|2022|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste 5 eme grand cru classe pauillac double|??|r|??|??|pauillac|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste lacoste borie pauillac aoc|??|r|??|??|pauillac|2020|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=794
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste pauillac owc1|??|r|??|??|pauillac|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste pauillac owc1|??|r|??|??|pauillac|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=763
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=763
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=763
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puy lacoste pauillac|??|r|??|??|pauillac|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grand|puylacoste|??|r|??|??|??|1982|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|puylacoste high shoulder|??|r|??|??|??|1982|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grand|puylacoste top shoulder|??|r|??|??|??|1982|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|quinquina|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|quinquina weinaperitif|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|raye vin de pays suisse matthias orsett|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|red bordeaux mix halves 6|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|regalien bordeaux aop|fr|r|??|bordeaux|??|nv|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|regalien bordeaux blend aop vinho fino tinto seco|fr|f|??|bordeaux|??|nv|20|aop|encorpado|queijos, sobremesas, chocolate|doce
W|grand|regalien bordeaux blend aop vinho fino tinto seco|fr|f|??|bordeaux|??|nv|20|aop|encorpado|queijos, sobremesas, chocolate|doce|=815
W|grand|regnard chablis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|regnard chablis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|grand|regnard chablis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|grand|regnard chablis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|grand|regnard chablis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|grand|regnard chablis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|grand|regnard chablis half|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|regnard chablis|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|regnard chablis|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=824
W|grand|regnard chablis|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=824
W|grand|regnard chablis|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=824
W|grand|regnard chablis|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=824
W|grand|regnard chablis|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|regnard chablis maison regnard|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|regnard chablis maison regnard|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=830
W|grand|renard blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|resereve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserva brut nature|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut nature
W|grand|reserva premixed case|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|grand|reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|grand|reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|grand|reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|grand|reserve 1864 brut blanc de blancs grand cru jean milan|??|s|??|??|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut
W|grand|reserve 1864 brut blanc de blancs grand cru jeroboam jean milan|??|s|??|??|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut
W|grand|reserve 1864 brut blanc de blancs grand cru jean milan|??|s|??|??|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut|=841
W|grand|reserve|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve trio|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve 202220212020|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve advocate albarino|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|reserve advocate albarino|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=850
W|grand|reserve cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve cabernet merlot france|fr|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=854
W|grand|reserve champagne cru brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|reserve champagne aoc|fr|s|??|champagne|??|nv|12|aoc|leve|aperitivos, frutos do mar, canapes|seco
W|grand|reserve chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|reserve chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=858
W|grand|reserve chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|reserve chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|reserve chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=861
W|grand|reserve cut cane merlot|??|r|merlot|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve cut cane merlot|??|r|merlot|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=863
W|grand|reserve cuvee bordignon|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve dafnes|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve dafnes|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve deluxe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve feteasca alba|??|w|??|??|??|2009|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|reserve feteasca regala|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve late harvest rielsing|??|d|??|??|??|2023|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grand|reserve late harvest rielsing|??|d|??|??|??|2023|10|??|encorpado|sobremesas, queijos, frutas secas|doce|=871
W|grand|reserve lodge chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|reserve lodge chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=873
W|grand|reserve merlot cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve merlot cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|grand|reserve muscat ottonel|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve naoussa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve naoussa boutari|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve naoussa|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve naoussa boutari|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve orcanico malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve peak syrah|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve peak syrah|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=883
W|grand|reserve pinot noir professors block|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve plateau pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve plateau pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=886
W|grand|reserve premier cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve priestess pinot gris|??|w|pinot gris|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|reserve priestess pinot gris|??|w|pinot gris|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=889
W|grand|reserve quinta da badula quinta da badula portugal tejo rood|pt|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve rhein riesling|??|w|riesling|??|??|2009|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|reserve sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|reserve sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=893
W|grand|reserve sparkling racines|??|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grand|reserve straits sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|reserve straits sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|reserve syrah|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve syrah|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=898
W|grand|reserve syrah|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve syrah|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=900
W|grand|reserve tannat a|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve terra tangra|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve terrigenus double oaked|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve triangle merlot|??|r|merlot|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reserve triangle merlot|??|r|merlot|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=905
W|grand|reserve white ixsir lebanon|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|reyne aoc bordeaux wooden case|fr|r|??|bordeaux|??|2018|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reyne aoc bordeaux|fr|r|??|bordeaux|??|2021|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reyne aoc bordeaux|fr|r|??|bordeaux|??|2023|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reyne blanc aoc bordeaux|fr|w|??|bordeaux|??|2020|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|grand|reyne full case aoc bordeaux|fr|r|??|bordeaux|??|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|reyne reserve aoc bordeaux|fr|r|??|bordeaux|??|2023|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|riesling trester|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|rivallon saint emilion grand cru|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|river valley|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|rojo tempranillo valdepenas|es|r|tempranillo|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
