1. W|carruades|de lafite pauillac|fr|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
677. W|carte|blanche 243 demi sec champagne louis roederer|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|demi-sec
678. X
679. W|carte|blanche 244 demi sec champagne louis roederer|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|demi-sec
680. W|carte|blanche 244 demi sec champagne louis roederer|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|demi-sec|=679
681. X
682. W|carte|blanche beckstoffer|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
683. W|carte|blanche beckstoffer cab sauv 2019 c6|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
684. W|carte|blanche beckstoffer cab sauv 2021 c6|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
685. W|carte|blanche beckstoffer missouri hopper cabernet sauvignon napa valley|us|w|cabernet sauvignon|napa valley|??|2021|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
686. W|carte|blanche beckstoffer missouri hopper cabernet sauvignon napa valley|us|w|cabernet sauvignon|napa valley|??|2021|12.5|??|encorpado|peixes, frutos do mar, saladas|seco|=685
687. W|carte|blanche brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
688. W|carte|blanche brut kologisk|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
689. W|carte|blanche brut zero dosage champagne maxime blin nv|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
690. W|carte|blanche cabernet sauvignon|??|w|cabernet sauvignon|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
691. W|carte|blanche cabernet sauvignon|??|w|cabernet sauvignon|??|??|2010|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
692. W|carte|blanche cabernet sauvignon|??|w|cabernet sauvignon|??|??|2011|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
693. W|carte|blanche cabernet sauvignon|??|w|cabernet sauvignon|??|??|2012|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
694. W|carte|blanche cabernet sauvignon beckstoffer missouri hopper|??|w|cabernet sauvignon|??|??|2019|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
695. W|carte|blanche cabernet sauvignon beckstoffer missouri hopper|??|w|cabernet sauvignon|??|??|2021|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
696. W|carte|blanche champagne louis roederer|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
697. W|carte|blanche chardonnay sonoma coast|us|w|chardonnay|sonoma|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
698. W|carte|blanche chardonnay uv|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
699. W|carte|blanche chardonnay uv|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
700. W|carte|blanche chardonnay uv vineyard|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
701. W|carte|blanche collection 242 mathusalem cassa di legno champagne de louis roederer|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
702. W|carte|blanche collection 245 jeroboam cassa di legno champagne de louis roederer|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
703. W|carte|blanche collection demi sec|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|demi-sec
704. W|carte|blanche demi sec|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|demi-sec
705. W|carte|blanche demisec kologisk|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
706. W|carte|blanche grande cru|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
707. W|carte|blanche louis roederer demi sec champagne|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|demi-sec
708. W|carte|blanche r blanc 2024 artisans vignerons vin partiellement desalcoolise|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
709. W|carte|blanche r rouge 2023 artisans vignerons vin partiellement desalcoolise|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
710. W|carte|blanche rouge|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
711. W|carte|blanche sun chase vineyard pinot noir|??|w|pinot noir|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
712. W|carte|blanche sun chase vineyard pinot noir|??|w|pinot noir|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
713. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
714. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
715. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
716. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
717. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
718. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
719. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
720. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
721. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
722. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
723. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
724. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
725. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
726. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
727. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
728. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
729. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
730. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
731. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
732. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
733. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
734. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
735. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
736. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
737. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
738. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
739. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
740. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
741. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
742. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
743. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
744. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
745. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
746. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
747. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
748. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
749. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
750. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
751. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
752. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
753. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
754. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
755. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
756. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
757. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
758. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
759. W|carte|cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
760. X
761. W|carte|cadeau 1 montant au choix|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
762. X
763. W|carte|cadeau 2 cellar master challenge|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
764. X
765. X
766. X
767. W|carte|cadeau a imprimer 100 euros|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
768. W|carte|cadeau a imprimer 150 euros|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
769. W|carte|cadeau a imprimer 200 euros|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
770. W|carte|cadeau a imprimer 30 euros|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
771. W|carte|cadeau a imprimer 50 euros|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
772. W|carte|cadeau a imprimer 500 euros|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
773. W|carte|cadeau a imprimer 75 euros|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
774. W|carte|cadeau a offrir|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
775. W|carte|cadeau atelier degustation|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
776. W|carte|cadeau ateliers|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
777. W|carte|cadeau campuget|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
778. W|carte|cadeau cave conseil|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
779. W|carte|cadeau cheque cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
780. W|carte|cadeau cheque cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=779
781. W|carte|cadeau cheque cadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=779
782. W|carte|cadeau degustation de vins|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
783. W|carte|cadeau degustation la crypte du vin|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
784. W|carte|cadeau degusto le plaisir doffrir|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
785. W|carte|cadeau devins|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
786. W|carte|cadeau dilettantes|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
787. W|carte|cadeau domaine du mont dor|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
788. W|carte|cadeau fauchon|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
789. W|carte|cadeau gare a la cave|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
790. W|carte|cadeau gueule de joie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
791. W|carte|cadeau instant degustation|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
792. W|carte|cadeau lepicurien|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
793. W|carte|cadeau let it bib|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
794. W|carte|cadeau offrez des vins naturels|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
795. W|carte|cadeau rsp wine|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
796. W|carte|cadeau soiree degustation|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
797. W|carte|cadeau vin bio biodynamique sans sulfite et gastronomie italienne|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
798. W|carte|cadeau vinoteca|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|carte|cadeau vins|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
800. W|carte|cadeau vins spiritueux|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
801. W|carte|cadeau vinum 100|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
802. W|carte|cadeau vinum 150|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
803. W|carte|cadeau vinum 200|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
804. W|carte|cadeau vinum 50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
805. W|carte|cadeau web|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
806. W|carte|cadeau web|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=805
807. W|carte|cadeau web|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=805
808. W|carte|cadeau web|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=805
809. W|carte|cadeau web|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=805
810. W|carte|cadeau web|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=805
811. W|carte|cadeau web|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=805
812. W|carte|cadeau web|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=805
813. W|carte|cadeaux|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
814. W|carte|cadeaux a partir de|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
815. W|carte|cadeaux format electronique|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
816. W|carte|cadeaux format papier|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
817. W|carte|d or morango ola|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
818. W|carte|de colorat 12 foi|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
819. W|carte|de colorat 12foi 2828cm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
820. W|carte|de colorat 30foi pe spirala 2630cm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
821. W|carte|de visite samuel blixen|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
822. W|carte|de visite venancio flores|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
823. W|carte|de voeux|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
824. W|carte|decouverte|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
825. W|carte|degustation|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
826. W|carte|degustation prestige|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
827. W|carte|des principaux cepages des vignobles de france|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
828. W|carte|des vins 30 x 40 cm france ou regions|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
829. W|carte|dobravel os vinhos de franca|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
830. W|carte|dor|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
831. W|carte|dor|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=830
832. W|carte|dor|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=830
833. W|carte|dor 40|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
834. W|carte|dor brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
835. W|carte|dor brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=834
836. W|carte|dor brut blanc de noirs testulat champagne france nv|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
837. W|carte|dor brut drappier|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
838. W|carte|dor brut drappier champagne france nv|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
839. W|carte|dor champagne nv|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
840. W|carte|dor champagne serveaux|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
841. X
842. W|carte|dor demi sec|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|demi-sec
843. W|carte|dor drappier|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
844. W|carte|dor drappier 075|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
845. W|carte|dor grand cru|??|r|??|??|??|NV|13.5|grand cru|medio|carne vermelha, massas, queijos curados|seco
846. W|carte|dor halvtr 1er cru fam phillipartcouvreur 37|??|r|??|??|??|NV|13.5|1er cru|medio|carne vermelha, massas, queijos curados|seco
847. W|carte|dor lody waniliowe z sosem o smaku czekoladowym i mieszanka kawakow rozka waflowego i rozka waflowego w polewie czekoladowej|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
848. W|carte|dor lody waniliowe z sosem o truskawkowym i mieszanka kawakow rozka waflowego i rozka waflowego w polewie czekoladowej|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
849. W|carte|dor tr 1er cru fam phillipartcouvreur 37|??|r|??|??|??|NV|13.5|1er cru|medio|carne vermelha, massas, queijos curados|seco
850. W|carte|du monde a gratter|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
851. W|carte|du vignoble de bordeaux|fr|r|??|bordeaux|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
852. W|carte|du vignoble de bourgogne|fr|r|??|bourgogne|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
853. W|carte|du vignoble de provence|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
854. W|carte|du vignoble des cotes du rhone|fr|r|??|rhone|??|NV|13.5|cotes du rhone|medio|carne vermelha, massas, queijos curados|seco
855. W|carte|du vignoble deurope|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
856. W|carte|noir|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
857. W|carte|noir 49|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
858. W|carte|noir cahors|??|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco
859. W|carte|noire 30 capsules alu espresso classique n7 165g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
860. W|carte|noire 30 capsules alu espresso intense n9 165g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
861. W|carte|noire aop pays dauge zathinoe|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
862. W|carte|noire bouteille tropezienne|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
863. W|carte|noire brut|??|s|??|??|??|2017|12|??|leve|frutos do mar, aperitivos, sushi|brut
864. W|carte|noire brut blanco|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
865. W|carte|noire cafe arome intense gout intense 250g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
866. W|carte|noire cafe grains classique 1kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
867. W|carte|noire cafe moulu arome intense 2x 250g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|carte|noire cafe pur arabica decafeine 250g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
869. W|carte|noire capsules aluminium espresso puissant n11 x1055g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
870. W|carte|noire cote de provence red heritage|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
871. W|carte|noire cote de provence rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
872. W|carte|noire cote de provence rose heritage|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
873. W|carte|noire cote de provence white heritage|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
874. W|carte|noire heritage rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
875. W|carte|noire heritage rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=874
876. W|carte|noire heritage rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=874
877. W|carte|noire rose french rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
878. W|carte|or|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
879. W|carte|pliable les vins de bordeaux|fr|r|??|bordeaux|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|carte|pliable les vins de bordeaux|fr|r|??|bordeaux|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=879
881. W|carte|pliable les vins de bordeaux|fr|r|??|bordeaux|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=879
882. W|carte|pliable les vins de france|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
883. W|carte|pliable les vins de france|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=882
884. W|carte|pliable les vins de france|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=882
885. W|carte|pliable les vins de loire|fr|r|??|loire|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
886. W|carte|pliable les vins de loire|fr|r|??|loire|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=885
887. W|carte|pliable les vins de loire|fr|r|??|loire|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=885
888. W|carte|pu copii cu oglinda animals pvc 2116cm xindee|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
889. W|carte|pu copii mix desene pvc 8215cm aidinai|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
890. W|carte|turquise cremant de loire brut domaine baumard|fr|s|??|loire|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
891. W|carte|turquise cremant de loire brut mg domaine baumard|fr|s|??|loire|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
892. W|carte|turquoise cremant de loire brut|fr|s|??|loire|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
893. W|carte|turquoise cremant de loire brut|fr|s|??|loire|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=892
894. W|carte|verde|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
895. W|carte|verte igp normandie zathinoe|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
896. W|cartecadeau|cartecadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
897. W|cartecadeau|cartecadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=896
898. W|cartecadeau|cartecadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=896
899. W|cartecadeau|cartecadeau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=896
900. W|cartecadeau|1clic1cave|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|cartecadeau|25 a epicurieux|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|cartecadeau|250 euros|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|cartecadeau|50 euros|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
904. W|cartecadeau|500 euros|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. W|cartecadeau|frais dagence|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
906. W|cartecadeau|just for you|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
907. W|cartecadeau|la sobrerie format electronique|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
908. W|cartecadeau|le caveau de bacchus|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. W|cartecadeau|lemon brothers|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
910. W|cartecadeau|lesprit du vin|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
911. W|cartecadeau|mas amiel|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
912. W|cartecadeau|merry xmas|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
