W|hacienda|lopez de haro blanco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|haferl|munchen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|munchen mit gebrannten mandeln|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|munchen mit kurbiskernen gerostet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|munchen mit pralinen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|munchen mit tartufi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|mustermix blume|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|mustermix karo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|mustermix tupfen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|nymphenburg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|ostergenuss|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|starnberg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|summerfeeling|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|taste of love|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|torte 18 cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|torte 18cm zum individuell beschriften|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|vier jahreszeiten|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|wascheleine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haferl|winterkarussell|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafez|the poet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haffagani|bites 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haffelin|pinot blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|haffelin|pinot blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|haffelin|pinot gris|??|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|haffelin|pinot gris|??|w|pinot gris|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|haffelin|riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|haffelin|riesling|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hafif|acl ve dana jambonlu pizza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|alexander cabernet sauvignon|??|r|cabernet sauvignon|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|anakin grand reserve 13|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|ba 18|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|batsheva red sweet kiddush wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|hafner|blaufrankisch non mevushal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau royal riesling semi sweet|hafner|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|hafner|delight|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|frizzante muscat|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|hafner|frizzante muscat|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=705
W|hafner|gruner veltliner|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hafner|ice wine furmint|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hafner|ice wine gewurz traminer late harvest 10|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|hafner|ice wine welsch reisling|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|icewine furmint|??|d|??|??|??|2020|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|hafner|icewine muscat ottonel|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|hafner|kashmir|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|kashmir|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=713
W|hafner|kashmir 15|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|kuf kiddush wine non mevushal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|late harvest cuvee|??|d|??|??|??|2021|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|hafner|late harvest muscat ottonel|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|hafner|late harvest muscat sweet wine low alcohol|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|hafner|late harvest queen of sheba kiddush wine|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|hafner|muscat ice wine 18|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|muscat ottonel icewine|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|hafner|neusiedlersee dac|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|neusiedlersee dac|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=723
W|hafner|neusiedlersee dac reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|neusiedlersee dac reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=725
W|hafner|otto blue muscat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|otto gift pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|otto yellow muscat 18 semidry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|ottos red lady spatlese|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|queen esther gruner veltliner|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hafner|queen esther kiddush semi sweet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|hafner|queen esther late harvest cabernet sauvignon 17 sweet|??|d|cabernet sauvignon|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|hafner|queen esther organic sweet red kiddush wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|hafner|queen esther organic sweet red kiddush wine damaged label|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|hafner|queen esther pinot grigio 12|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hafner|queen esther reserve organic cabernet sauvignon 19|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|queen of sheba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|shiraz prestige|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|spatlese chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hafner|spatlese muskat ottonel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|syrah reserve|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|tba chardonnay barrique 02|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hafner|tba scheurebe essencia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafner|tba scheurebe white late harvest|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|hafner|velvet semi sweet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|hafner|velvet semi sweet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=746
W|hafner|vineyar alexander valley rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hafner|welsch riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hafnium|9day old malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafod|7cm deep cut|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafod|cheddar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hafod|cheddar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=752
W|hafod|welsh organic cheddar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj artesanal hebreoingles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj en hebreo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj en hebreo editorial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj hebreo con traduccion espanola|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj hebreo espanol fonetica y comentarios|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj hebreoespanolfonetica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj matok haor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj matok haor azquenazi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj meam loez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj mesilot hatora|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj mor deror|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj para la familia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj para la familia artscroll|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj senderos r sitt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj shalom yerushalayim|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|de pesaj shem tob|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|para la familia hebreoespanol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagada|pesaj marroqui hebreo espanol y fonetica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|almond macaroons 340g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|assorted cookies 283g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|baby fingers 113g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|black white cookies 283g|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagadda|button cookies 283g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|coconut macaroons 283g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|fancy sandwich cookies 283g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|florentine lace cookies 198g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|home style sandwich cookies 283g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|marble cake 311g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|nut cake 311g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|nut macaroons 283g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|rainbow cookies 340g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|sandwich cookies 283g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|seven layer cake 284g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|sponge cake 311g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadda|sprinkle cookies 283g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadot|relatos divinos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagadot|relatos divinos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=791
W|hagadot|relatos divinos como estudiarlos para entenderlos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|brut rose sparkling wine napa valley|us|s|??|california|napa valley|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|hagafen|brut rose sparkling wine|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|hagafen|brut rose sparkling wine 1720 champagne type|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|hagafen|brut rose sparkling wine|??|s|??|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|hagafen|brut rose sparkling wine damaged label|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|hagafen|cab franc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|cab sauv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|carneros chardonnay kosher|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|cellars lake county riesling kosher|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|chardonnay 22|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|chardonnay kosher|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|dry riesling napa|us|w|riesling|california|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|dry white riesling napa 22|us|w|riesling|california|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|dry white riesling napa damaged label|us|w|riesling|california|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|estate dry riesling napa valley|us|w|riesling|california|napa valley|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|estate dry riesling napa valley|us|w|riesling|california|napa valley|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|family vineyard red blend 19|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|johannisberg riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|lake county dry white riesling kosher wine|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|lake county dry white riesling kosher wine|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=814
W|hagafen|lake county white riesling|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|lake county white riesling 2122|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|late harvest sauvignon blanc 09 12 12 oz rated wine cellar 90|??|d|sauvignon blanc|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|hagafen|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|merlot|??|r|merlot|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley brut cuvee sparkling kosher white wine|us|s|??|california|napa valley|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|hagafen|napa valley brut cuvee sparkling kosher white wine|us|s|??|california|napa valley|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=821
W|hagafen|napa valley brut cuvee sparkling wine 17 champagne type|fr|s|??|champagne|napa valley|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|hagafen|napa valley brut cuvee sparkling wine|us|s|??|california|napa valley|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|hagafen|napa valley cabernet franc 18|us|r|cabernet franc|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley cabernet franc damaged label|us|r|cabernet franc|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley cabernet franc kosher red wine|us|r|cabernet franc|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley cabernet franc kosher red wine|us|r|cabernet franc|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=827
W|hagafen|napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley cabernet sauvignon 21|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley cabernet sauvignon 21|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=831
W|hagafen|napa valley cabernet sauvignon damaged label|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley chardonnay|us|w|chardonnay|california|napa valley|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|napa valley merlot kosher red wine|us|r|merlot|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley merlot kosher red wine|us|r|merlot|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=835
W|hagafen|napa valley pinot noir|us|r|pinot noir|california|napa valley|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley pinot noir 22|us|r|pinot noir|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley pinot noir damaged label|us|r|pinot noir|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley pinot noir kosher red wine|us|r|pinot noir|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|napa valley pinot noir kosher red wine|us|r|pinot noir|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=840
W|hagafen|napa valley sauvignon blanc|us|w|sauvignon blanc|california|napa valley|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|napa valley sauvignon blanc 2122|us|w|sauvignon blanc|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|napa valley syrah 21|us|r|syrah|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|oak knoll chardonnay damaged label|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=846
W|hagafen|pinot noir carneros|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|riesling lake county ca|??|w|riesling|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hagafen|sauv blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|sauvignon blanc kosher white wine|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|sauvignon blanc kosher white wine|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=852
W|hagafen|sauvignon blanc mendocino county|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagafen|syrah napa valley|us|r|syrah|california|napa valley|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagafen|wh riesling lake county|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagakure|el camino del samurai|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagalaz|skaggring brons|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagamos|un hombre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haganuz|amuka shiraz|gb|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haganuz|elima cab sav|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haganuz|marom cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagar|matthias zweigelt pur blanc de noir ried seeberg austria sekt|at|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|hagar|orszaga|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagase|la luz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hageakeleie|aquilegia nora barlow pakke a barrotstaude h7|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagebag|hagebag|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagehansker|med klr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagel|henry fuchs|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagel|donder anijs boomsma 100 ltr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagel|en donder anijsbrandewijn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagelander|chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagelander|cuvee joseph|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagelander|cuvee josephine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagelnat|for fruktodling|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagelslag|hagelslag|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagelslag|puur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagemelde|aurora orach mixtricolor kologiske fr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagemelde|rd orach kologiske fr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagens|fugler klokke med fuglelyd hver time|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hageormehode|vipers bugloss kologiske fr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagepils|hagepils|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagepoppelrose|mix farger kologiske fr|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hagepoppelrose|mont blanc kologiske fr|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hagepute|red cascade flerarige fr h6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hager|ew blauer zweigelt 37|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hager|gruner veltliner pet nat|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hager|matthais zweigelt petillant naturel|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hager|matthias gruner pet nat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hager|matthias mollands|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hager|matthias mollands|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hager|matthias niederosterreich|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hager|matthias pet nat rose osterreich austria|at|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hager|matthias petnat rose|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hager|matthias riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hager|matthias riesling terrassen|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
