W|georges|laval cumieres brut nature jeroboam|??|s|??|??|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|roumier chambolle musigny|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=641
W|georges|roumier chambolle musigny|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny us label|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny us label|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=644
W|georges|roumier chambolle musigny us label label damage|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru amoureuses label damage|??|r|??|??|??|1987|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru amoureuses us label|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru amoureuses us label|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru amoureuses|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru amoureuses|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru amoureuses|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru amoureuses|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru amoureuses|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru les combottes|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru les combottes|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=655
W|georges|roumier chambolle musigny cru les cras|??|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru les cras|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru les cras|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=658
W|georges|roumier chambolle musigny cru les cras|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru les cras|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru les cras|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=661
W|georges|roumier chambolle musigny cru les cras|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru les cras|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru les cras|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=664
W|georges|roumier chambolle musigny cru les cras|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru les cras|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cru les cras|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=671
W|georges|roumier chambolle musigny|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=676
W|georges|roumier chambolle musigny|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=679
W|georges|roumier chambolle musigny|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=682
W|georges|roumier chambolle musigny|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=684
W|georges|roumier chambolle musigny|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=684
W|georges|roumier chambolle musigny|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=688
W|georges|roumier chambolle musigny|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny amoureuses|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny combottes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny cras|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=709
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=711
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=713
W|georges|roumier chambolle musigny les amoureuses cru|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les amoureuses|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les combottes cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les combottes cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les combottes|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras cru|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambolle musigny les cras|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambollemusigny 1|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambollemusigny|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambollemusigny 1|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier chambollemusigny 1 3|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier charmes chambertin gc|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier charmes chambertin grand cru|??|r|??|??|??|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier clos de la bussiere moreysaintdenis cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier clos de vougeot grand cru|??|r|??|??|??|1976|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier clos de vougeot grand cru|??|r|??|??|??|1993|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier clos de vougeot grand cru|??|r|??|??|??|1996|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier corton charlemagne|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier corton charlemagne grand cru|??|r|??|??|??|2007|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier corton charlemagne grand cru|??|r|??|??|??|2010|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier echezeaux|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier les cras chambollemusigny cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis bussiere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|1967|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey saint denis clos de la bussiere cru|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=769
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=769
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=772
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=775
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis cru clos de bussiere|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=782
W|georges|roumier morey st denis clos de la bussiere|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis clos de la bussiere cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis clos de la bussiere|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis clos de la bussiere|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis clos de la bussiere|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis clos de la bussiere|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis les bussieres cru|??|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier morey st denis les bussieres cru|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis cru clos de la bussiere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis cru clos de la bussiere|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis clos de la bussiere cru 1|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis clos de la bussiere cru 1|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis clos de la bussiere cru 1|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis clos de la bussiere cru 1|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis clos de la bussiere cru 1|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis clos de la bussiere cru 1|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis clos de la bussiere cru 1|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis clos de la bussiere cru 1|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis clos de la bussiere cru 1|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis clos de la bussiere cru 1|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier moreysaintdenis clos de la bussiere cru 1|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|1976|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru label damage|??|r|??|??|??|1983|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru label damage|??|r|??|??|??|1983|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=809
W|georges|roumier musigny grand cru|??|r|??|??|??|1987|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|1990|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|1992|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|1993|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|1993|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=814
W|georges|roumier musigny grand cru|??|r|??|??|??|1993|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=814
W|georges|roumier musigny grand cru us label|??|r|??|??|??|1995|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|1997|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|1998|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|1999|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2000|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2000|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|georges|roumier musigny grand cru|??|r|??|??|??|2001|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2002|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2002|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=824
W|georges|roumier musigny grand cru|??|r|??|??|??|2003|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2004|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru cut capsule|??|r|??|??|??|2005|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru cut capsule|??|r|??|??|??|2005|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=828
W|georges|roumier musigny grand cru|??|r|??|??|??|2006|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2007|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2008|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2009|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2010|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2010|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=834
W|georges|roumier musigny grand cru|??|r|??|??|??|2012|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2012|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|georges|roumier musigny grand cru|??|r|??|??|??|2013|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2014|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2014|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|georges|roumier musigny grand cru|??|r|??|??|??|2014|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|georges|roumier musigny grand cru|??|r|??|??|??|2016|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier musigny grand cru|??|r|??|??|??|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier ruchottes chambertin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier ruchottes chambertin grand cru|??|r|??|??|??|1997|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roumier ruchottes chambertin grand cru|??|r|??|??|??|1999|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roy aloxe corton|??|r|??|??|??|1978|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|roy choreylesbeaune rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|rupp cremant dalsace georges brut|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|georges|rupp riesling alsace white semidry 125 075|fr|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|rupp riesling prestige|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|spicy craft bloody mary mix 32oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|spicy craft bloody mary mix 32oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=852
W|georges|spoon kaffesirup|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay cote rotie blonde du seigneur|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay cote rotie maison rouge|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
