W|latour|red|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|harvest sauvignon blanc merry edwards|??|d|sauvignon blanc|??|??|2014|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest sauvignon blanc cameo chateau vartely|??|d|sauvignon blanc|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest sauvignon blanc|??|d|sauvignon blanc|??|??|2022|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest sauvignon blanc|??|d|sauvignon blanc|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest sauvignon blanc|??|d|sauvignon blanc|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=745
W|late|harvest sauvignon blanc|??|d|sauvignon blanc|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=745
W|late|harvest royal tokaji|hu|d|??|tokaj|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest royal tokaji|hu|d|??|tokaj|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=748
W|late|harvest rose sol de chile|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|late|harvest rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|late|harvest riesling reserva valle de casa blanca|??|d|riesling|??|??|2018|10|reserva|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest riesling kologiskved 6 stk 21000 stk|??|d|riesling|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest riesling svr|??|d|riesling|??|??|2017|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest ravasqueira lh 37 alentejo|pt|d|??|alentejo|??|2017|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest quinta do portal 37 douro|pt|f|??|douro|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|harvest quinta do gradil lisboa|??|d|??|??|??|2021|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest quinta de s francisco lisboa|??|d|??|??|??|2010|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest quinta de carapecos 37 vinhos verdes|??|d|??|??|??|2017|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
X
X
W|late|harvest prologo francisco de aguirre 375cc|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest petit manseng douro branco|pt|d|??|douro|??|2021|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest petit manseng|??|d|??|??|??|2022|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest pacheca douro|pt|d|??|douro|??|2019|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest olaszrizling|??|d|??|??|??|2018|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest muscat a petits grains robert sinskey|??|d|muscat|??|??|2023|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest misiones de rengo rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|late|harvest misiones de rengo|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest mingorra m 37 regional alentejano|??|d|??|??|??|2011|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest malbec susana balbo signature|??|d|malbec|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest lujuria|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest lagoalva tejo|??|d|??|??|??|2022|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest herdade dacalada clemente b alentejo|pt|d|??|alentejo|??|2018|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest gran reserva|??|d|??|??|??|2024|10|gran reserva|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest gewurztraminer terminium aa alto adige doc|it|d|gewurztraminer|alto adige|??|2016|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest gewurztraminer g|??|d|gewurztraminer|??|??|2022|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest gewurztraminer|??|d|gewurztraminer|??|??|2021|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest gewurztraminer|??|d|gewurztraminer|??|??|2015|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest gewurztraminer|??|d|gewurztraminer|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest furmint teraszok|??|d|furmint|??|??|2018|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest foral de evora 37 alentejo|pt|d|??|alentejo|??|2016|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest fautor winery|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest falcoaria 37 tejo|??|d|??|??|??|2018|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest dessert wine|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest d graca viosinho 37 douro|pt|d|??|douro|??|2018|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest cuvee tokaj pdo sauska 05|hu|d|??|tokaj|??|2023|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest cuvee|??|d|??|??|??|2019|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest colchagua valley 20212024 casa silva|cl|d|??|colchagua|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest chenin blanc leo steen sd|??|d|chenin blanc|??|??|2019|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest chateau sigalas rabaud premier cru classe 1855 37 sauternes bordeaux|fr|d|??|bordeaux|??|2012|10|premier cru|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest chateau dyquem sauternes bourdeaux|??|d|??|??|??|2019|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest chateau de fargues lur saluces sauternes bordeaux|fr|d|??|bordeaux|??|2010|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest chateau coutet 1o grand cru classe 37 barsac bordeaux|fr|d|??|bordeaux|??|2016|10|grand cru|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest chardonnay|??|d|chardonnay|??|??|2025|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest chardonnay|??|d|chardonnay|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest chardonel|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest casa ermelinda freitas peninsula de setubal|??|d|??|??|??|2016|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
X
W|late|harvest carmenere|??|d|carmenere|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest cabernet sauvignon blanc de noir|??|d|sauvignon blanc|??|??|2021|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest cabernet sauvignon|??|d|cabernet sauvignon|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest cabernet s 375 cc|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest branco lizbona casa santos lima|??|d|??|??|??|2017|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest botellin|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest botellin|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=805
W|late|harvest blend de tintas|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest blanco lomas de llah|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest blanco|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest astobiza|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest aneto 37 douro|pt|d|??|douro|??|2019|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest 375cc|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest|??|d|??|??|??|2024|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest tokaj pdo grand tokaj 05|hu|d|??|tokaj|??|2023|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest|??|d|??|??|??|2022|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest|??|d|??|??|??|2022|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=815
W|late|harvest wijngoed thorn|??|d|??|??|??|2021|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest chateau imperial tokaj|hu|d|??|tokaj|??|2021|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest|??|d|??|??|??|2021|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest vina monte maria 6 un 500cc|??|d|??|??|??|2019|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest|??|d|??|??|??|2019|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest 0 wijngoed thorn|??|d|??|??|??|2021|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest 0|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=824
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=824
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=824
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=824
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=824
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=824
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=824
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=824
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=824
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=824
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=824
W|late|harvest|??|d|??|??|??|NV|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce|=824
W|late|flame|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|disgorged special cuvee|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|disgorged brut reserve nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|late|checkout|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage tubo special edition w j grahams|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage tinto|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage ramos pinto port|??|f|??|??|??|2018|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage quinta dos malvedos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage porto taylors|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port unfiltered vintage|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port ramospinto|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port ramospinto|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce|=847
W|late|bottled vintage port niepoort|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port i gavekarton|??|f|??|??|??|2017|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port giftbox ramospinto|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port giftbox ramospinto|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce|=851
W|late|bottled vintage port giftbox|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port ferreiraportugal|??|f|??|??|??|2019|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port churchills douro portugal|pt|f|??|douro|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port bottle matured ramospinto|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port|??|f|??|??|??|2020|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port|??|f|??|??|??|2020|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce|=857
W|late|bottled vintage port|??|f|??|??|??|2020|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce|=857
W|late|bottled vintage port|??|f|??|??|??|2020|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce|=857
W|late|bottled vintage port|??|f|??|??|??|2020|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce|=857
W|late|bottled vintage port|??|f|??|??|??|2019|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port|??|f|??|??|??|2019|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce|=862
W|late|bottled vintage port|??|f|??|??|??|2018|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port|??|f|??|??|??|2018|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce|=864
W|late|bottled vintage port fonseca vila nova de gaia|??|f|??|??|??|2016|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port fonseca portwein|??|f|??|??|??|2015|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port|??|f|??|??|??|2010|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port|??|f|??|??|??|2009|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port|??|f|??|??|??|2008|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage port|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce|=871
W|late|bottled vintage port|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce|=871
W|late|bottled vintage lbv|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage lbv|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage lbv maynards douro portugal|pt|f|??|douro|??|2008|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage lbv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage fonseca porto|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage bottle aged|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=880
W|late|bottled vintage astucciato adriano ramos pinto|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=884
W|late|bottled vintage|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=884
W|late|bottled vintage|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage miguels porto portugal|??|f|??|??|??|2016|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage miguels porto portugal|??|f|??|??|??|2014|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage miguels porto portugal|??|f|??|??|??|2012|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottled vintage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottled vintage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=892
W|late|bottled vintage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=892
W|late|bottled frederiksdal gods lolland danmark 05 liter|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottle vintage port delaforce duoro portugal|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|bottle vintage dows|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottle vintage|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottle vintage|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|late|bottle vintage porto ramos pinto|??|f|??|??|??|1995|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|late|autumn mixed six chardonnay pinot syrah cabernetmerlot provence rose and saintemilion grand cru|fr|p|chardonnay|provence|??|NV|12.5|grand cru|leve|saladas; peixes grelhados; massas leves|seco
W|latavique|tradition|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latavique|mouzon leroux champagne blanc|fr|s|??|champagne|??|2021|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|latavique|magnum mouzon leroux champagne blanc|fr|s|??|champagne|??|2020|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|latavique|magnum 15 liter|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latavique|grand cru extra brut mouzon leroux|??|s|??|??|??|NV|12|grand cru|leve|aperitivos; frutos do mar; canapes|extra brut
W|latavique|champagne mouzon leroux et fils|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|latavique|champagne grand cru extra brut mouzon leroux fils champagne|fr|s|??|champagne|??|NV|12|grand cru|leve|aperitivos; frutos do mar; canapes|extra brut
W|latavique|0 bio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latavique|latavique|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latavique|latavique|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=910
W|latavique|latavique|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=910
W|latas de|atun claro al natural 4 calvo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latarce|vinos seleccion|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latarce|verdejo|??|w|verdejo|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latarce|seleccion verdejo|??|w|verdejo|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latarce|seleccion verdejo|??|w|verdejo|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=916
W|latarce|seleccion tinto|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latarce|seleccion|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latarce|seleccion|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=919
W|latarce|seleccion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latarce|seleccion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=921
W|latarce|gran seleccion magnum|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lataconera|lataconera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lataa|tasta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|zillertal 473 cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|xmas chicken galo celta 24 kg pollo de navidad|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|warsteiner|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|vintage de marmelada quinta de jugais 150g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|vino tinto encinares|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|vino rosado encinares|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lata|vino blanco encinares|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|vino blanco chardonnay do la mancha|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lata|vinho rose verde portugues 80 s|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lata|vinho branco verde portugues 80 s|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|lata|ventresca atun blanco ortiz 110gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|vacia glenmorangie 10 handcrafts|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|un abrazo novio perfecto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|tomate entero pelado cidacos 820gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|tin box e otto schmidt germany|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|tati cookies dust pink|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
X
W|lata|tambor pascoa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|stella artois 473 cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|spritz rossard hibisccc ready to drink|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|spritz rossard flor de sauco 350cc ready to drink|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|spritz rossard aranciata 350cc ready to drink|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|spritz hibiscus rossard 350cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|spritz flor de sauco rossard 350cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|spritz aranciata rossard 350cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata santa|sangria|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|sangria epica|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|sangria encinares|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|rosadito|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|rectangular|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|pina en rodajas en almibar la fragua 565 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|pimenton puro picante dos caballos 750|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|pilsen 473 cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|patricia 473 cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|pate oca delicass 130 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|pate iberico al pedro ximenez zubia 78 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|pate iberico a la trufa negra zubia 78 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|pate de pato delicass 130 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|patatas fritas bonilla a la vista 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ovo grande florido rosa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ovo grande florido azul|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ovo grande florido amarelo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ovinho violeta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ovinho roxo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ovinho feliz pascoa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ovinho corderosa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ovinho coelho romantico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ovinho coelho florista|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ovinho coelha horta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ovinho coelha cesta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ovinho azul|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|ostion ahumado crown prince 12106 gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lata|octogonal pastas santiago de compostela|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
