W|lapostolle|grand selection merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=658
W|lapis|luna pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=658
W|lapis|luna pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=658
W|lapis|luna pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=658
W|lapis|luna pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=658
W|lapis|luna pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=658
W|lapis|luna pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=658
W|lapis|luna north coast zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna north coast zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=668
W|lapis|luna north coast zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=668
W|lapis|luna north coast pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna north coast pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=671
W|lapis|luna north coast pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=671
W|lapis|luna north coast pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=671
W|lapis|luna north coast california zinfandel|us|r|zinfandel|california|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna north coast california zinfandel|us|r|zinfandel|california|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna north coast california zinfandel|us|r|zinfandel|california|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=676
W|lapis|luna north coast california pinot noir|us|r|pinot noir|california|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna north coast california pinot noir|us|r|pinot noir|california|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna north coast california pinot noir|us|r|pinot noir|california|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=679
W|lapis|luna lodi california chardonnay|us|w|chardonnay|california|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna lodi california chardonnay|us|w|chardonnay|california|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna lodi california chardonnay|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna lodi california chardonnay|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=683
W|lapis|luna lodi california cabernet sauvignon|us|r|cabernet sauvignon|california|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna lodi california cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna lodi cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna limited reserve red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna limited reserve red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=688
W|lapis|luna chardonnay white dry wine|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna chardonnay north coast ca|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna chardonnay california usa|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna chardonnay california|us|w|chardonnay|california|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna chardonnay california|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna chardonnay blanc california|us|w|chardonnay|california|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=698
W|lapis|luna chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=701
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=701
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=701
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=701
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=701
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=701
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=701
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=701
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=701
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=701
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=701
W|lapis|luna chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=701
W|lapis|luna cabernet sauvignon lodi|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna cabernet sauvignon lodi|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=714
W|lapis|luna cabernet sauvignon lodi|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=714
W|lapis|luna cabernet sauvignon lodi|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=714
W|lapis|luna cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=719
W|lapis|luna cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna cabernet sauvignon 750nl|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=724
W|lapis|luna cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=724
W|lapis|luna cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=724
W|lapis|luna cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=724
W|lapis|luna cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=724
W|lapis|luna cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=724
W|lapis|luna cabernet franc reserve|??|r|cabernet franc|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|luna cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|luna california|us|r|??|california|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|lazuli vinho carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapis|lazuli and eva earrings|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|labial note ultra rich color lip pencil 08 tender pink 11g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|labial note ultra rich color lip pencil 06 11g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|labial note ultra rich color lip pencil 05 cherry 11g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|labial note cosmetique ultra rich color lip pencil 12 11g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|labial note cosmetique ultra rich color lip pencil 07 nude rose 11g|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapis|labial note cosmetique ultra rich color lip pencil 04 fuchsia 11g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|labial note cosmetique ultra rich color lip pencil 03 nude 11g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|labial note cosmetique ultra rich color lip pencil 01 sandy 11g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|knit blouse|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|grafite bic evolution preto 4unidades|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|furmint|??|w|furmint|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapis|dress|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|sobrancelha note natural look eyebrow pencil 05 grey brown 108g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|sobrancelha note cosmetique natural look eyebrow pencil 06 108g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|sobrancelha note cosmetique natural look eyebrow pencil 03 brown 108g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|sobrancelha note cosmetique natural look eyebrow pencil 02 light brown 108g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|sobrancelha note cosmetique natural look eyebrow pencil 01 fair 108g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|olhos 2 em 1 iconic london smokey eye duo kajal eyeliner juniper green 085g 02g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|olho note ultra rich color eye pencil 08 deep forest 11g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|olho note ultra rich color eye pencil 07 iceberg 11g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|olho note cosmetique note ultra rich color lip pencil 08 11g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|olho note cosmetique note ultra rich color eye pencil 10 ultramarine 11g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|olho note cosmetique kajal note pencil black 03g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|olho note cosmetique intense look eye pencil 035g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|grafite no2 hb staedtler noris|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|grafite no2 hb qconnect|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|grafite no1 b staedtler noris|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|cor sextavado colorcis madeira 12 cores 3 tons pastel|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|lapis de|cor giotto stilnovo acquarell 12x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|cor crayola colors of kindness 12 pecas c682114|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|cor crayola caixa com und coloridos c042936|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|cor crayola c684050 50 pecas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|cor crayola c682118 aromatico smash ups 12 pecas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|cor crayola c520130 24 pecas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|cor bic kids 24 cores un|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|cor 12un faber castell|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|cera triangulares 12un liderpapel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|cera crayola c523715 com purpurina 24 pecas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis de|cera 12un liderpapel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|4 noris 12|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapis|2 noris 12|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapinou|lapinou|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|tai maitoa solidaarisuusversio 100 g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|kulta pure organic 45 2403|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|kulta premium 52|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|kulta premium|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|kulta export|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|lapin|kulta 52 x 24 tolkkia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|kulta 52 2403|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|kulta 52|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|kulta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin de|paques ganache caramel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|chocolat noir 120g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|chocolat au lait 120g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|bonbon blue pm 20cm|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|blanc 23 la franchaie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapin|a la moutarde 390gr sodicas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapilli|greco di tufo docg|??|r|??|??|??|2024|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lapilli|greco di tufo docg italy|??|r|??|??|??|2023|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lapilli|greco di tufo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapilli|greco di tufo|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapilli|greco di tufo|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapilli|greco di tufo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapilli|greco di tufo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=800
W|lapilli|greco di tufo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=800
W|lapilli|greco di tufo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=800
W|lapilli|greco di tufo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=800
W|lapilli|fiano beneventano igt italy|??|w|fiano|??|??|2023|12.5|igt|medio|peixes; frutos do mar; aves|seco
W|lapilli|fiano beneventano igt|??|w|fiano|??|??|2023|12.5|igt|medio|peixes; frutos do mar; aves|seco
W|lapilli|falanghina beneventano igt|??|r|??|??|??|2023|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lapilli|falanghina beneventano|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapilli|falanghina|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapilli|falanghina|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapilli|bianco murgo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapilli|aglianico beneventano|??|r|aglianico|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapilli|aglianico beneventano|??|r|aglianico|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=812
W|lapilli|aglianico beneventano|??|r|aglianico|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=812
W|lapilli|aglianico beneventano|??|r|aglianico|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=812
W|lapilli|aglianico beneventano|??|r|aglianico|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=812
W|lapilli|aglianico beneventano|??|r|aglianico|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapierre|raisons gaulois|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|raisons gaulois|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=818
W|lapierre|raisins gaulois vin de france|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|raisins gaulois gamay|??|r|gamay|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|raisins gaulois gamay|??|r|gamay|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|raisins gaulois|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|raisins gaulois|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|raisins gaulois|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=824
W|lapierre|raisins gaulois|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=824
W|lapierre|raisins gaulois|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=824
W|lapierre|raisins gaulois|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=824
W|lapierre|raisins gaulois|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|raisins gaulois|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=829
W|lapierre|raisins gaulois 125|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|raisins gaulois|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|raisins gaulois|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=832
W|lapierre|pacalet julienas cousins|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon nature|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon cuvee camille|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon camille|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=838
W|lapierre|morgon|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=838
W|lapierre|morgon|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=838
W|lapierre|morgon|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=838
W|lapierre|morgon|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=838
W|lapierre|morgon|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=838
W|lapierre|morgon|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon 15 lts|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=850
W|lapierre|morgon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=850
W|lapierre|morgon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=850
W|lapierre|morgon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=850
W|lapierre|marcel raisins gaulois|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|marcel beaujolais rouge le beaujolais|fr|r|??|beaujolais|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|marcel beaujolais rouge le beaujolais|fr|r|??|beaujolais|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=856
W|lapierre|m morgon|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre les|raisins gaulois|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre le|beaujolais rouge|fr|r|??|beaujolais|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre le|beaujolais|fr|r|??|beaujolais|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre le|beaujolais|fr|r|??|beaujolais|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=861
W|lapierre|cuvee marcel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|beaujolais rouge|fr|r|??|beaujolais|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|a villiemorgon le beaujolais|fr|r|??|beaujolais|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=845
W|lapierre|morgon s|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=846
W|lapierre|morgon s|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon roche du py cuvee camille|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon roche du py cuvee camille|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=870
W|lapierre|morgon|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=847
W|lapierre|morgon roche du py cuvee camille|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon roche du py cuvee camille|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=873
W|lapierre|morgon cuvee n|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon cuvee marcel|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=848
W|lapierre|morgon s|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon roche du py cuvee camille|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon cuvee n|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon cuvee marcel|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon s|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon s|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapierre|morgon roche du py cuvee camille|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
