W|langhe|doc freisa lice adriano marco e vittorio|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|twins jahant woods fume blanc|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|twins jahant woods 03 vineyard fume blanc|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|twins centennial zinfandel|??|r|zinfandel|??|??|2014|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|twins 38 vineyard cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|tsr chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|three hills cuvee chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|three hills chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|slv reringe med vedhng by str|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|rouge|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|rouge|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=680
W|lange|rouge|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=680
W|lange|rouge|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=680
W|lange|rose of pinot noir|??|p|pinot noir|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lange|rose|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lange|rose|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=685
W|lange|rose|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=685
W|lange|rose|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=685
W|lange|pinot noir willamette valley classique|us|r|pinot noir|willamette|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|pinot noir willamette valley|us|r|pinot noir|willamette|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|pinot noir willamette valley|us|r|pinot noir|willamette|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=690
W|lange|pinot noir willamette|us|r|pinot noir|willamette|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|pinot noir reserve|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|pinot noir reserve|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=693
W|lange|pinot noir reserve|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=693
W|lange|pinot noir reserve|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=693
W|lange|pinot noir freedom hill|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|pinot noir estate dundee hills|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|pinot noir estate dundee hills|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=698
W|lange|pinot noir classique|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|pinot noir classic|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|pinot noir|??|r|pinot noir|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|pinot gris willamette valley classique|us|w|pinot gris|willamette|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|pinot gris willamette valley|us|w|pinot gris|willamette|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|pinot gris willamette valley|us|w|pinot gris|willamette|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=705
W|lange|pinot gris classique|??|w|pinot gris|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|pinot gris classique|??|w|pinot gris|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=707
W|lange|pinot gris|??|w|pinot gris|??|??|2018|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|pinot gris|??|w|pinot gris|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|pinot gris|??|w|pinot gris|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=710
W|lange|og varme vinter sokker cozypaws socks|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|nero davola redtail vineyard jahant|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|nebbiolo doc|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|guldbelagte 18k reringe med vedhng by str|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|gris vallee du paradis igp cascastel|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|lange|freedom hill vineyard pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|estate white wine duo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|estate tsr shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|estate tsr cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|estate tsr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
X
W|lange|estate providence road shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|estate providence road shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|estate providence road riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|estate providence road chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|estate pinot gris reserve|??|w|pinot gris|??|??|2018|12.5|??|medio|peixes; frutos do mar; aves|seco
X
W|lange|estate and pinot noir dundee hills|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lange|estate and pinot gris willamette valley|us|w|pinot gris|willamette|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|estate and chardonnay willamette valley|us|w|chardonnay|willamette|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|estate and chardonnay three hills cuvee willamette valley|us|w|chardonnay|willamette|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange de|ripeau saintemilion grand cru persoonlijke aanbeveling|??|r|??|??|??|2023|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|lange de|ripeau saintemilion grand cru|??|r|??|??|??|2023|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|lange|classique chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|chardonnay merrill vineyard clarksburg|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lange|cabernet sauvignon thirty eight vineyard jahant|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lange|blanc|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langdorf|kaldukee barossa valley mataro|au|r|??|barossa|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langdorf|barossa valley shiraz|au|r|shiraz|barossa|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langdorf|barossa valley cabernet|au|r|??|barossa|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langdon|silver sham 50x75|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langdon|silver flat sheet 270x300|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langdon|capetan sham 50x75|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langdon|capetan flat sheet 240x300|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langdon|blue sham 50x75|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langdon|blue flat sheet 270x300|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langdon|624 fitted sheet navy|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langdom|langdom|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langbult|steen|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langbnne|tapir kologiske fr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langbnne|red noodle kologiske fr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langatun|old woodpecker organic bio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langatun|old wolf|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langatun|old deer|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langatun|old crow|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langatun|jacobs dram pinot cask limited edition swiss single malt swiss 4912|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langatun|avo jazz session 1st edition ohne holzbox swiss single malt swiss 440|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langatun|arinzano cask finish|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langatun|7 years jacobs dram single cask 593|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langatun|6yo 20162022 4912|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langatun|5yo 20162021 cigar malt 456|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langatun|12 years vintage reserve single grain single cask 155px|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langatun|10 years priorat cask finish|es|r|??|priorat|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langarmad|troja odenmask tvattad gra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langarmad|troja merinoylle svart|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langarmad|troja merinoylle naturell|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langarmad|traningstroja jarngreipr svart|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langarmad|traningstroja heathen svart|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langarmad|traningstroja grimfrost svart|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langarmad|traningstroja berserker svart|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langa|sekeida|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langa|reyes de aragon cava el casto brut reserva|es|s|??|cava|??|NV|12|reserva|leve|aperitivos; frutos do mar; canapes|brut
W|langa|reyes de aragon cava do el monje brut nature|es|s|??|cava|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut nature
W|langa|pasion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langa|mitico chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langa|mitico chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco|=776
W|langa|mitico|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langa|frenesi bio|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langa|frenesi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langa|frenesi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=780
W|langa|cravanzina lbs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langa|classic dop calatayud|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langa|classic|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langa|castelbelbo lb|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lang0624|lang0624|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lang|unitard shieldmaiden svart|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lang|reed chenin blanc|??|w|chenin blanc|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lang|reed cabernet franc north coast|??|r|cabernet franc|??|??|2015|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lang|reed cabernet franc|??|r|cabernet franc|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lang|reed cabernet franc|??|r|cabernet franc|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=790
W|lang|reed cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lang|reed cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=792
W|lang|reed 214 cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lang|reed cabernet franc california|us|r|cabernet franc|california|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lang|of yes rose v24 6pk|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lang|gjennomfring sveisefri 12|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lang|gjennomfring 115cm med nippel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lang|eiswein riesling|??|w|riesling|??|??|2015|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lang|bryggeskje plast|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanfora|igt toscana cabernet sauvignon|it|r|cabernet sauvignon|toscana|??|NV|13.5|igt|encorpado|carnes vermelhas; massas; queijos|seco
W|lanfora|lanfora|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laneway|shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|laneway|chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|laneta|reposado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laneta|reposado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=805
W|laneta|blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laneta|blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=807
W|lanessan|htmedoc c6|fr|r|??|medoc|??|2012|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanessan|lanessan|??|r|??|??|??|2006|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanessan|lanessan|??|r|??|??|??|2003|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanessan|hautmedoc|fr|r|??|medoc|??|2000|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanessan|lanessan|??|r|??|??|??|2000|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanessan|haut medoc|fr|r|??|medoc|??|1990|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanessan|haut medoc|fr|r|??|medoc|??|1975|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanes|magic dust seasoning 130g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanegreta|lanegreta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanee|rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lanee|blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laneberg|wine pinot noir|??|r|pinot noir|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laneberg|wine bacch|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lane|rg chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lane|pinot gris pack|??|w|pinot gris|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lane|pinot gris|??|w|pinot gris|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lane|greta elena corzana|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lane|gathering sauvignon semillon|??|w|semillon|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lane|gathering sauv sem pack|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lane|crossbody bag black|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lane|chardonnay pack|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lane|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lane|beginnings chardonnay pack|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lane|beginning chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landzsas|utifu szirup jutavit|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landzsas|utifu szirup jutavit|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=833
W|landzsas|utifu level 50g mecsek|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landzsas|utifu kohoges elleni cukorka dr theiss|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landzicht|riesling trocken|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landzicht|gewurztraminer halbtrocken|??|w|gewurztraminer|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landzicht|cabernet sauvinon reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landzicht|12 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landy|xo n1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landy|vsop|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landy|vsop 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landy|vs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landy|vs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=844
W|landy|vineyards sonoma coast chardonnay|us|w|chardonnay|sonoma|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landy|desire gold dor 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landy|desir red 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landwein|welschriesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landwein|wei 1 liter|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landwein|wei|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landwein|steirerland|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landwein|rot|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landwein|pinot noir unfiltriert trocken|??|r|pinot noir|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landwein|gruner veltliner|??|w|gruner veltliner|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landwein|aus osterreich|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landwein|landwein|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landwalker|pinot noir|??|r|pinot noir|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landwalker|pinot noir|??|r|pinot noir|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=858
W|landwalker|chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landwalker|chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco|=860
W|landuaer|gruner veltliner|??|w|gruner veltliner|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landua|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landua|rioja aiurri|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landua|aiurri doca rioja|es|r|??|rioja|??|NV|13.5|doca|medio|carnes vermelhas; massas; queijos|seco
W|landua|aiurri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landua|aiurri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=866
W|landua|aiurri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=866
W|landua|landua|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landua|landua|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=869
W|landua|landua|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landterrine|mit steinpilzen|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landterrine|mit honig und feigen servir frais beauharnais 180g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landsturmler|landsturmler|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|the heritage cinsaut|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|shiraz paul de villiers shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landskroon|shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landskroon|shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landskroon|shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=878
W|landskroon|shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=878
W|landskroon|shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=878
W|landskroon|sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landskroon|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landskroon|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=883
W|landskroon|pinotage rose|??|p|pinotage|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|landskroon|pinotage|??|r|pinotage|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landskroon|pinotage|??|r|pinotage|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landskroon|pinotage|??|r|pinotage|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=887
W|landskroon|pinotage|??|r|pinotage|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=887
W|landskroon|pinotage|??|r|pinotage|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=887
W|landskroon|paul hugo red 6 x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|paul hugo red|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|paul de villiers shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landskroon|paul de villiers reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|paul de villiers reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=894
W|landskroon|paul de villiers merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|paul de villiers carbernet sauvignon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|paul de villiers cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landskroon|paul de villiers cabernet franc|??|r|cabernet franc|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landskroon|merlot|??|r|merlot|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=901
W|landskroon|dry chenin blanc|??|w|chenin blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landskroon|cinsault|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|chenin blanc paarl|za|w|chenin blanc|paarl|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landskroon|chenin blanc|??|w|chenin blanc|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landskroon|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landskroon|cape vintage case of 6|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|cape vintage|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|cape vintage|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=909
W|landskroon|cabsauv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
