W|gewurztraminer|hospices|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|gaisberg gruner veltliner erste lage|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|goldberg riesling erste lage|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|gruner veltliner hoher rain|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|gruner veltliner ludwig adele|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|gruner veltliner ried hoher rain|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|gruner veltliner stockwerk|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|gruner veltliner stockwerk|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|gruner veltliner stockwerk|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=691
W|geyerhof|gruner veltliner wild wux|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|gruner veltliner wildwux|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|gutsreserve gruner veltliner|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|hofstudien donauriesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|hofstudien donauriesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=696
W|geyerhof|hofstudien donauriesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|hofstudien gruner veltliner|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|hofstudien gruner veltliner|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|hofstudien gruner veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|hofstudien gruner veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|hofstudien gruner veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=702
W|geyerhof|hofstudien pinot blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|hofstudien pinot blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=704
W|geyerhof|hofstudien pinot blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|hofstudien pinot blanc|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|hoher rain|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyerhof|hoher rain gruner veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|johannisberg riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|kremstal zweigelt stockwerk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyerhof|ried goldberg 1otw|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyerhof|ried hoher rain gruner veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|ried johannisberg riesling|??|w|riesling|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|ried kirchensteig 1otw riesling|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|ried steinleithn 1otw gruner veltliner|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|riesling ried sprinzenberg|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|riesling sprinzenberg|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|riesling sprinzenberg|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=718
W|geyerhof|rosensteig gruner veltliner|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|geyerhof|sprinzenberg riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|sprinzenberg riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|steinleithen gruner veltliner erste lage|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|stock werk zweigelt|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyerhof|stockwerk gruner veltliner|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|stockwerk gruner veltliner|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=725
W|geyerhof|stockwerk gruner veltliner|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=725
W|geyerhof|stockwerk gruner veltliner|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=725
W|geyerhof|stockwerk gruner veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|stockwerk gruner veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=729
W|geyerhof|stockwerk gruner veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|stockwerk gruner veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=731
W|geyerhof|stockwerk rose zweigelt|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|geyerhof|stockwerk zweigelt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyerhof|stockwerk zweigelt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=734
W|geyerhof|stockwerk zweigelt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=734
W|geyerhof|stockwerk zweigelt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=734
W|geyerhof|wildwux gruner veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyerhof|zweigelt stockwerk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyerhof|zweigelt stockwerk|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyersberg|riesling|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyik|model epoksi dalga efektli dograma sunum tahtas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|geyser|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|jurancon sec domaine cauhape|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak block collection walking tree cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak cabernet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=748
W|geyser|peak cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=748
W|geyser|peak cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=748
W|geyser|peak cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=748
W|geyser|peak cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=748
W|geyser|peak chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=754
W|geyser|peak chardonnay 20 case only|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak chardonnay 24 2024case only|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak chardonnay california|us|w|chardonnay|california|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=760
W|geyser|peak pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=762
W|geyser|peak pinot grigio california|us|w|pinot grigio|california|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak red blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak russian river|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=768
W|geyser|peak sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=768
W|geyser|peak sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=768
W|geyser|peak sauvignon blanc california|us|w|sauvignon blanc|california|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak uncensored white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak walking tree alexander valley cabernet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak walking tree cab sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak walking tree cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak walking tree cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=776
W|geyser|peak walking tree cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=776
W|geyser|peak walking tree chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak walking tree merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak walking tree merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|geyser|peak walking tree merlot|??|r|merlot|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak winery alexandre reserve meritage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak winery alexandre reserve meritage|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak winery cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak winery cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=785
W|geyser|peak winery cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=785
W|geyser|peak winery cabernet sauvignon|??|r|cabernet sauvignon|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak winery geyser peak chardonnay 22 case only|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak winery geyser peak red blend 21 case only|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak winery geyser peak sauv blanc 24 case only|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak winery geyser peak walking tree chardonnay 23 case only|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geyser|peak winery red blend california usa|us|r|??|california|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|peak winery tectonic red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|pk cab sauv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyser|sec jurancon aoc|fr|r|??|??|??|2023|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|geyserville|ridge|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyserville|ridge vineyards|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyserville|ridge vineyards sonoma county usa|us|r|??|california|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyserville|single vineyard ridge vineyards|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geyserville|vineyard ridge vineyards|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geysir|geysir|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gez|gold live|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geza|balla kiralyeanyka|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geza|legli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geza|lenkey|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geza|trieber|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezaagde|gasconne rundermergpijpjes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezellig|gezellig|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezellig|botan distillery|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezelligheid|kent geen tijd|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezocht|wijnadviseur voor onze winkel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezond|gezond|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezondheid|notenmix ongebrand|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezouten|baambrugs big buik|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezouten|cashewnoten|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezouten|pindas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezuckerte|erdnusse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezwavelde|abrikozen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezwitscher|cuvee no 06 alkoholfrei pica pica saar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gezwitscher|no 10|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|amato gnocchi di patate 250gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|artokratoras 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|artokratoras butter biscuits 160gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|artokratoras cheesebreads 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|artokratoras chocholate brioche 450gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|artokratoras paprika breadsticks 160gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|artokratoras peinerli 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|artokratoras petit beurre with chocholate|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|df get in my belly|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|df snaccidents box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|duntze extra brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gf|fusilli rummo 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|kneidel and krumbs mix|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|knorr beef broth cubes 8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|knorr vegetable broth cubes 8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|marinos kosmas donuts|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|metodo classico rosato dosaggio zero gianfranco fino puglia|it|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gf|nutri valley wheat tahini 310gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|panettone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|penne rigate no 66 rummo 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|principiano barbera d alba superiore doc|??|r|barbera|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|principiano barbera doc|??|r|barbera|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|principiano barolo boscaretto docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|principiano barolo docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|principiano chardonnay doc|??|w|chardonnay|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gf|principiano langhe nebbiolo doc|it|r|nebbiolo|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|rigatoni tricolore 100 vegan legumes 250gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|schar biscuits with creamchocholate 165gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|schar gluten free biscuits with chocholate gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|tempties chocholate schar 25gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|vialetto angelina cioccolato bianco 90gr|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gf|vialetto clotilde cioccolato lattefondente 100gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf|vialetto osvaldo cioccolato fondente al frutti rossi 100gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gf35|chefs knife 30cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gfa|gfa|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gfa|de viranel domaine de viranel trilogie igp cessenon rouge sec|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gfa|de viranel tradition|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gfa|term casa de mae preta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gfa|term casa de mae vermelha|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gff|lodi petite sirah|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gfill|sauvignon alto adige doc|it|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gfill|sauvignon blanc alto adige doc kellerei st pauls sudtirol|it|w|sauvignon blanc|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gfish|gfish|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gfish|gfish|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=864
W|gform|pros elite x shin guard athletic safety gear protective sports shin guards for soccer more matte blackgold adult s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gform|pros vento soccer shin guard black adult small|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gform|prox knee pads1 pair youth and adult|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gfv|chenin|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gfx|20 olivier boulin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gfx|gfx|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|gg|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|gg|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|gg|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|gg|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=874
W|gg|gg|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|gg|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|gg|gg|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|gg|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=878
W|gg|gg|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=878
W|gg|gg|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|gg|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=881
W|gg|gg|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=881
W|gg|gg|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=881
W|gg|gg|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|gg|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=885
W|gg|gg|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=885
W|gg|gg|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|gg|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gg|gg|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gg|gg|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gg|gg|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gg|gg|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gg|gg|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|48161 precision mandoline|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|b|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|b|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|b|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|blanco sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gg|by gina sommelier reserva especial|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|by gina sommelier sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gg|by ginasommelier rose 750 mlt 12|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gg|crispy caramel small 125 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|flexia tipo 1 colombo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|gran reserva malbec|??|r|malbec|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|gran reserva malbec gran oro concours mondial de bruxelles cmb|??|r|malbec|??|??|2019|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|gran reserva malbec|??|r|malbec|??|??|2021|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|granada gose|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|granada gose|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=908
W|gg|le dos d chat 23|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|le dos dchat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
