W|camino de|chile limited edition|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bsenses viognier 075|075|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|bsenhor doutor field|blend 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bsenhor doutor alvarinho 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
X|=26
W|bseco planalto 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bseco planalto 0375|0375|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bseco bse 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bseco bse 0375|0375|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bscala coeli sauvignon blanc|2022 075|??|w|sauvignon blanc|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|bscala coeli 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brutalis|tinto|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|brutalis|tinto|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut|=674
W|brutalis by vidigal|vidigal|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|brutalis|brutalis|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|brutalis|brutalis|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut|=677
W|brunholi|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|brunholi|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello montalcino caprili|caprili|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino uccelliera riserva|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino uccelliera|uccelliera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino terre del palio|palio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino tenuta giocomina|docg italiano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino tenuta di sesta|sesta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino talenti|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino selected by giacomina|giacomina|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino selected by giacomina|giacomina|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=688
W|brunello di montalcino san biagio|biagio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino salvioni|salvioni|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino riserva gualto camigliano|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino podere brizio|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino pertimali sassetti livio|livio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino montosoli altesino|altesino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino millecento riserva|riserva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino maddalena cordella|cordella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino la magia|organico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino la fuga folonari|folonari|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino il poggione|poggione|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino il marroneto|marroneto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino giacomina|2018 tinto italia|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino fattoria dei barbi|2013 tinto italia|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino|dop 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino|docg riserva vigna paganelli il poggione 2010|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino|docg riserva vigna paganelli il poggione|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino|docg il poggione|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino|docg castello banfi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino|docg castelgiocondo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino|docg camigliano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino|docg 2015|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino|docg 2010 mastro janni|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino|docg 2009 mastro janni|??|r|??|??|??|2009|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino|docg 2008 mastro janni|??|r|??|??|??|2008|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino de castelo banfi|banfi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino corte pavone|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino colle dei medici vv 43 oferta|oferta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino colle dei medici|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino colle dei medici|2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino claudia ferrero|ferrero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino castiglion del bosco|docg 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino castiglion del bosco|docg 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino castiglion del bosco campo del drago|2011|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino castiglion del bosco campo del drago|drago|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino castiglion del bosco|2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino castiglion del bosco|2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino castiglion del bosco|2016|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino castiglion del bosco|2015|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino castello giulio castelli martinozzi|martinozzi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino castelli martinozzi riserva|riserva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino castelli martinozzi|martinozzi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino casale del bosco|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino caprilli|caprilli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino caprilli|caprilli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=733
W|brunello di montalcino caparzo|caparzo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino canalicchio di sopra vigna la casaccia|casaccia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino canalicchio di sopra|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino bueno|2011|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino biondisanti|2006|??|r|??|??|??|2006|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino bersaglio|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino bergollo|docg tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino bergollo|2015 tinto italia|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino banfi|docg 2016 tinto italia|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino banfi castello|2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino banfi|banfi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino argiano|docg 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino altesino|docg 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino altesino|2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino altesino|altesino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino altesino|altesino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=749
W|brunello di montalcino|2014 tt|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello di montalcino|montalcino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunello conte ilcino cantina aisna|aisna|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunel pere et fils cairanne|2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunel de la gardine gigondas|gigondas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brunel de la gardina gigondas|gigondas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brp 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brownstone pinot grigio|grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brownstone chardonnay|branco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brownstone cabernet sauvignon|tinto|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brookfields ohiti|cabernet sauvignon 2015|??|r|cabernet sauvignon|??|??|2015|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brookfields ohiti|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brola 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|broglia gavi la meirana|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|broglia gavi|docg il|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brocim clay aged 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|broccato|chianti toscana igt|it|r|??|toscana|chianti|NV|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|brocardo|rose moscato 2022|??|p|??|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
W|brnco alforge|alforge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brise marine|rose estandon kit com 6 garrafas oferta|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|brise marine|rose estandon kit com 3 garrafas oferta|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|brise marine|rose estandon kit com 12 garrafas oferta|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|brisas del|valle cabernet sauv chile|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brioso|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brio cantenac brown|brown|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brindisi taco barocco|dop|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brindisi|dop 1952 riserva|??|r|??|??|??|1952|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brinde|brinde|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bridao touriga|touriga|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|bridao|do tejo collection tinto|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|bridao collection|collection|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|bridao|classico tinto|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|bridao|classico tinto|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco|=782
W|bridao|classico tinto|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco|=782
W|bricco dei guazzi barbera dasti|docg 2020|??|r|barbera|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bricco cichetta barbera dalba superiore|doc|??|r|barbera|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bric barolo coste|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|breteches|rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|breteches chateau kefraya bco 1x|1x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia ultima hoja|2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia ultima hoja|hoja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia sylvestra sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|bressia sylvestra sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=792
W|bressia sylvestra sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=792
W|bressia sylvestra|rose pinot noir|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|bressia sylvestra pinot|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|bressia sylvestra pinot|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=796
W|bressia sylvestra malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia sylvestra malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=798
W|bressia sylvestra malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=798
W|bressia profundo|blend 2015|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia profundo|2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia profundo|profundo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia profundo|profundo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=803
W|bressia piel negra pinot noir|noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia monteagrelo syrah|syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia monteagrelo syrah|syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=806
W|bressia monteagrelo syrah|syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=806
W|bressia monteagrelo malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia monteagrelo malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=809
W|bressia monteagrelo cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia monteagrelo cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=811
W|bressia monteagrelo cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=811
W|bressia monteagrelo cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=811
W|bressia monteagrelo cabernet franc|franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia lagrima de canela|canela|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bressia conjuro|conjuro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bresesti pequenas colecciones cabernet sauvignon|2017|??|r|cabernet sauvignon|??|??|2017|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bresesti pequenas colecciones cabernet sauvignon|2017|??|r|cabernet sauvignon|??|??|2017|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=818
W|bredoma 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brecciarolo rosso piceno|doc superiore|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro vino|sparkling rose lata|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|brasileiro vino|branco chardonnay lata|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro villa francioni vf|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|brasileiro|tinto suaveviolette pizzato fausto merlot cabernet sauvignon alicante bouschet serra gaucha|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|brasileiro|tinto suave vale dos vinhedos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|brasileiro|tinto suave naturelle cabernet franc pinot noir vale dos vinhedos|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|brasileiro|tinto suave grande rio vale do sao francisco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|brasileiro|tinto suave country wine bordo serra gaucha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|brasileiro|tinto seco tannat sul de santa catarina|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco sinuelo bordo serra gaucha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco selecao pergola serra gaucha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco selecao miolo cabernet sauvignon merlot campanha|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco reservado classic merlot serra gaucha|??|r|merlot|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco reserva miolo cabernet sauvignon campanha|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco reserva aurora cabernet sauvignon serra gaucha|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco quinta do rio grande bordo serra gaucha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco pizzato fausto tannat serra gaucha|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco pizzato fausto merlot serra gaucha|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco origem merlot vale dos vinhedos|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco origem merlot vale dos vinhedos|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=840
W|brasileiro|tinto seco di bartolo garibaldi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco aurora gioia merlot vale dos vinhedos|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco almaden merlot campanha|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto seco almaden cabernet sauvignon campanha|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto nobre merlot casa geraldo|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto naturelle casa valduga|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto meio seco marcus james pinotage serra gaucha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto meio seco maison de ville cabernet merlot serra gaucha|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|tinto almaden cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro thera|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|brasileiro terroir gewurztraminer casa valduga|valduga|??|r|??|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro talhamar|blend tinto cabernet sauvignon e syrah vinicola sao patricio goias 2022 adega 89 pts|??|r|cabernet sauvignon|??|??|2022|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|brasileiro sanjo nobrese|nobrese|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro san martin|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro salton intenso malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro salton intenso corte|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro salton campanha marselan|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|rose suave naturelle malvasia moscato merlot vale dos vinhedos|??|p|merlot|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|brasileiro|rose rosa neve quinta da neve|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|brasileiro riesling almaden|branco|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro riesling almaden|branco|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco|=861
W|brasileiro|pinot grigio miolo|??|w|pinot grigio|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|brasileiro|merlot miolo|??|r|merlot|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|brasileiro quarezemin goethe|suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|brasileiro pizzato fausto merlot|rose|??|p|merlot|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|brasileiro pizzato fausto merlot|rose|??|p|merlot|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=866
W|brasileiro pizzato fausto merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro pizzato fausto charddonay|charddonay|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro perola|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|brasileiro naturelle|rose frisante|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|brasileiro naturelle|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|brasileiro moscatel frisante blanc doce almaden|almaden|??|w|moscatel|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro modestus syrah stella valentino|valentino|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro miolo syrah|single vineyard|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|brasileiro miolo|tannat|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
