W|grain|par grain caroline lededente grain de minuit|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|frisant de gel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|gessami|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|gessami|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=691
W|gramona|gessami|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=691
W|gramona|gessami|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=691
W|gramona|gessami|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=691
W|gramona|gessami|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=691
W|gramona|gessami|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|gessami|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=612
W|gramona|gessami|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=612
W|gramona|gessami|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|gessami bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|gessami blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|gessami blanco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|gessami penedes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|gramona|gra a gra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|gra a gra pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|iii lustros|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|iii lustros|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=708
W|gramona|iii lustros|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=708
W|gramona|iii lustros|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=708
W|gramona|iii lustros|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|iii lustros|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|iii lustros|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|iii lustros brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|iii lustros brut nature|??|s|??|??|??|2013|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|iii lustros brut nature|??|s|??|??|??|2015|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|iii lustros brut nature|??|s|??|??|??|2015|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=717
W|gramona|iii lustros corpinnat penedes spain|es|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|iii lustros finca font de jui brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|iii lustros gr|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|iii lustros gr|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|ill lustros corpinat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|imperial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|imperial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=724
W|gramona|imperial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=724
W|gramona|imperial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=724
W|gramona|imperial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=724
W|gramona|imperial|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|imperial corpinnat|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|imperial|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|imperial brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|imperial brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=732
W|gramona|imperial brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=732
W|gramona|imperial brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=732
W|gramona|imperial brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=732
W|gramona|imperial brut|??|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|brut|=609
W|gramona|imperial brut|??|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|brut|=609
W|gramona|imperial brut|??|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|imperial brut corpinnat|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|imperial brut corpinnat|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=740
W|gramona|imperial brut organic|??|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|imperial corpinnat penedes spain|es|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|imperial corpinnat brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|imperial gran reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|imperial gran reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|gramona|imperial gran reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|gramona|imperial gran reserva brut|??|s|??|??|??|2015|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|imperial gran reserva brut|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|imperial gran reserva brut|??|s|??|??|??|2016|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|imperial gran reserva cava|es|s|??|??|??|2018|12|reserva|leve|aperitivos, frutos do mar, canapes|seco
W|gramona|imperial sparkling white|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gramona|innoble|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|innoble cuvee 318 corpinnat nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|la cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|la cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=755
W|gramona|la cuvee aliances|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|la cuvee aliances|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=757
W|gramona|la cuvee aliances|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=757
W|gramona|la cuvee aliances extra brut|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gramona|la cuvee aliances organic|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|la cuvee brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|la cuvee brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=762
W|gramona|la cuvee brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=762
W|gramona|la cuvee brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=762
W|gramona|la cuvee brut corpinnat|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|la cuvee brut reserva|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|la cuvee brut reserva|??|s|??|??|??|2021|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|la cuvee corpinnat brut cava blanc|es|s|??|??|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|la cuvee extra brut|??|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gramona|la maca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|la maca|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|la maca eco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|la maca macabeo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|la suite gran cuvee artesana|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|lustros brut nature organic|??|s|??|??|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gramona|marc 42o|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|mart organic rose|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|mart penedes rose|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|mart rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|mart rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=780
W|gramona|mart rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=780
W|gramona|mart rose organic 22|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|mart xarello|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|mart xarello vermell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|mart xarello vermell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=785
W|gramona|mart xarello vermell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=785
W|gramona|mart xarello vermell rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|mart xarello vermell rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=788
W|gramona|mas escorpi|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|mas escorpi|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|mas escorpi chardonnay|??|w|chardonnay|??|??|2003|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|mas escorpi chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|moustillant rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|mustillant blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|mustillant blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|penedes gessami|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|penedes gessami|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|gramona|penedes gessami blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|penedes gessami blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=799
W|gramona|penedes mart rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|pino te amo|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|pinot noir rose brut|??|s|pinot noir|??|??|2021|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|pinoteamo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|pinoteamo blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|reserva brut 37|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
X
W|gramona|roent rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|roent rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|rosado primeur|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|rosat brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|rose brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|rose pinot noir brut|??|s|pinot noir|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|rose pinot noir brut gran rva|??|s|pinot noir|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gramona|rose roent|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|rose roent|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramona|sauvignon blanco|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|savinat|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|savinat sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|savinat sauvignon blanc|??|w|sauvignon blanc|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|savinat sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gramona|tres lustros|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|tres lustros nature|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramona|vi de gel gewurztraminer coleccion|??|w|??|??|??|2003|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
X
X
X
X
X
X
X
X
X
X
X
X
W|grampians|shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grampians|shiraz|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramplin|rosato careglio|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gramsci|o el suicidio de la revolucion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramuri|gramuri|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gramuri|bio|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran abadendo|juan garcia arribes|de|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran abadia|mediterranea|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran abito|blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran abito|blend gran reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran agave|blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran agave|ghost edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran agave|ghost edition reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran agave|ghost edition reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=852
W|gran agave|ghost edition reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=852
W|gran agave|ghost reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran agave|reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran alambrado|blend 750 cc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran alanis|castes blancas|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran alanis|castes blancas|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=858
W|gran alanis|castes tintas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran alanis|castes tintas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=860
W|gran alanis|treixadura godello|??|r|godello|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran albina|reserva bodegas riojanas|es|r|??|rioja|rioja|1996|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran albina|vendimia|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran alegranza|monastrell|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran algramar|gran algramar|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran allegranza|gran allegranza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran allegranza|alicante monastrell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran allegranza|alicante monastrell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=868
W|gran allegranza|alicante monastrell|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran allegranza|allicante monastrell|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran allegranza|monastrell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran allegranza|monastrell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=872
W|gran allegranza|monastrell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=872
W|gran allegranza|monastrell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=872
W|gran allegranza|monastrell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=872
W|gran allegranza|monastrell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=872
W|gran allegranza|monastrell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=872
W|gran allegranza|monastrell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=872
W|gran allegranza|monastrell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=872
W|gran allegranza|monastrell 14 abv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran allegranza|monastrell|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran allegranza|tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran alma|negra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran alma|negra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=884
W|gran alma|negra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=884
W|gran alma|negra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=884
W|gran alma|negra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=884
W|gran alma|negra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=884
W|gran alma|negra|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran alma|negra blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran alma|negra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=884
W|gran alma|negra x|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran amado|gran amado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran amado|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran amado|nebbiolo|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran amado|nebbiolo|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=896
W|gran amado|v de garza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran aminga|blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran anciano|oak matured tempranillo valdepenas dop|es|r|tempranillo|??|??|2019|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gran anciano|seleccion especial tempranillo|es|r|tempranillo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran andes|del sur cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran andes|del sur merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran anejo|375|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran anejo|guatemala belize 42|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran angus|burger seara gourmet 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|gran appasso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran appasso|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran appasso|collezione|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|collezione 16|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|collezione masca del tacco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|collezione old vines primitivo kraftvoller rotwein|??|r|primitivo|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|collezione old vines primitivo puglia igp|it|r|primitivo|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|collezione old vines primitivo puglia igp 16|it|r|primitivo|??|??|2020|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|collezione primitivo|??|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|collezione primitivo 16|??|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|primitivo appassimento|??|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|primitivo rose|??|p|primitivo|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran appasso|puglia rosso passito|it|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gran appasso|riserva|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran appasso|rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|rosso 145|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran appasso|rosso 145|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=924
W|gran appasso|rosso passito|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gran appasso|rosso passito|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce|=926
W|gran appasso|rosso passito|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce|=926
W|gran appasso|rosso passito|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce|=926
W|gran appasso|rosso passito masca del tacco|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gran appasso|rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran arana|versailles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran araucano|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran araucano|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=933
W|gran araucano|cabernet sauvignon colchagua valley|cl|r|cabernet sauvignon|??|colchagua|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran araucano|cabernet sauvignon colchagua valley caja madera 3bot|cl|r|cabernet sauvignon|??|colchagua|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran arzuaga|gran arzuaga|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran arzuaga|gran arzuaga|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=937
W|gran arzuaga|gran arzuaga|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=937
W|gran arzuaga|gran arzuaga|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran arzuaga|gran arzuaga|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran arzuaga|bodegas arzuaga|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran arzuaga|rating js94|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
