W|gruzinsky|cerny caj se sipkem porcovany 20 ks|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso doc bolgheri superiore 1 antinori|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso guado al tasso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso guado al tasso|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=683
W|guado|al tasso il bruciato|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato bolgheri|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato bolgheri|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=688
W|guado|al tasso il bruciato bolgheri marchesi piero antinori italienischer rotwein|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato bolgheri|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato bolgheri doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato bolgheri doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato bolgheri doc rosso|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato bolgheri doc trocken rotwein italien|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato bolgheri doc trocken rotwein italien|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=695
W|guado|al tasso il bruciato bolgheri doc trocken rotwein italien|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=695
W|guado|al tasso il bruciato bolgheri doc trocken rotwein italien|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=695
W|guado|al tasso il bruciato red blend|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso il bruciato tuscany bolgheri doc|it|r|??|tuscany|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso italy|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso bolgheri superiore|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=489
W|guado|al tasso bolgheri superiore docg antinori|??|r|??|??|??|2001|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso marchesi antinori|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=504
W|guado|al tasso marchesi antinori doc bolgheri tuscany italy|it|r|??|tuscany|??|2018|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso marchesi antinori nv guado al tasso vermentino|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guado|al tasso matarocchio|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso matarocchio|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso matarocchio igt|??|r|??|??|??|2013|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso matarocchio igt 3 liter|??|r|??|??|??|2013|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso matarocchio|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso matarocchio|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=711
W|guado|al tasso matarocchio matarocchio|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso matarocchio|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso matarocchio|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=714
W|guado|al tasso matarocchio igt|??|r|??|??|??|2017|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso matarocchio|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso matarocchio bolgheri|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso matarocchio igt|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso matarocchio igt|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco|=719
W|guado|al tasso matarocchio igt 3ltr|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso matarocchioo|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso rosso bolgheri superiore doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|al tasso scalabrone top rose uit bolgheri|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guado|al tasso scalabrone rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guado|al tasso scalabrone rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=725
W|guado|al tasso scalabrone rosato di bolgheri|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guado|al tasso vermentino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guado|al tasso vermentino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=728
W|guado|al tasso vermentino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=728
W|guado|al tasso vermentino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=728
W|guado|al tasso vermentino|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guado|al tasso vermentino bolgheri doc|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|guado|al tasso vermentino bolgheri doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|guado|al tasso vermentino bolgheri doc|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=733
W|guado|al tasso vermentino di bolgheri|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guado|al tasso vermentino di bolgheri|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=736
W|guado|al tasso vermentino di bolgheri|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guado|al tasso vermentino di bolgheri|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=738
W|guado|de gemoli|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli giovanni chiappini|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli chiappini|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli bolgheri rosso superiore|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli bolgheri superiore|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli bolgheri superiore|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli bolgheri superiore doc chiappini|??|r|??|??|??|2009|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli bolgheri superiore doc|??|r|??|??|??|2017|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli bolgheri superiore doc chiappini|??|r|??|??|??|2017|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli bolgheri superiore doc|??|r|??|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli doc chiappini|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli doc bolgheri superiore giovanni chiappini|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli doc bolgheri superiore 1|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|de gemoli igt|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|guado|del re suvereto|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaglione|irpinia aglianico doc|??|r|??|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guairabo|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guairabo|carignan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guairabo|ensamblaje|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guairabo|petit verdot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guairabo|reserva autor merlot|??|r|merlot|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|guairabo|rose late harvest|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|doce
W|guairabo|semillon late harvest|??|d|semillon|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|guaite|noemi solitario|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaje|vasija|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guajillo|molido naguila kmd pesaj|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guajira|bio fair trade ron blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guajira|bio fair trade ron blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=768
W|guajiro|ron miel 30o|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guajiro|ronmiel de canarias|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guala|amarore|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualala|cafe bio infuse a froid|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualala|infusion glacee bio cafe vert passion fraise|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualala|infusion glacee bio mate basilic citron vert|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualala|infusion sarrasin framboise|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualberto|franciacorta dosaggio zero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualco|rosa rosae|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualdo|del re cabraia toscana rosso igt|it|r|??|tuscany|??|2019|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gualdo|del re eliseo rosso|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualdo|del re sangiovese suvereto docg|??|r|sangiovese|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gualdo|del re sangiovese suvereto docg|??|r|sangiovese|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=781
W|gualdo|del re toscana cabraia|it|r|??|tuscany|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualdo|del re toscana cabraia|it|r|??|tuscany|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualdo|del re toscana cabraia|it|r|??|tuscany|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=784
W|gualdo|del re valentina|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualdo|del re vermentino|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gualdo|del re vermentino|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=787
W|gualdo|del re vermentino|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=787
W|gualdo|del re vermentino costa toscana igt|it|w|??|tuscany|??|2022|12.5|igt|medio|peixes, frutos do mar, saladas|seco
W|gualdo|del re vermentino costa toscana igt|it|w|??|tuscany|??|2022|12.5|igt|medio|peixes, frutos do mar, saladas|seco|=790
W|gualdrada|gualdrada|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualibaou|du russe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualicho|gualicho|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guallarauco|limonada 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guallarauco|limonada 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=795
W|guallarauco|limonada frambuesa 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guallarauco|limonada frambuesa 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|guallarauco|limonada maracuya 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guallarauco|mango desechable|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guallarauco|naranja desechable|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtallary|gran enemigo|ar|r|??|mendoza|gualtallary|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtallary|cabernet sauvignon o blend|ar|r|cabernet sauvignon|mendoza|gualtallary|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtallary|de altus premium malbec gualtallary wines|ar|r|malbec|mendoza|gualtallary|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtallary|grand vin blend|ar|r|??|mendoza|gualtallary|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtallary|malbec|ar|r|malbec|mendoza|gualtallary|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtallary|malbec|ar|r|malbec|mendoza|gualtallary|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=806
W|gualtallary|malbec matias riccitelli|ar|r|malbec|mendoza|gualtallary|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtallary|malbec premium|ar|r|malbec|mendoza|gualtallary|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtallary|merlot|ar|r|merlot|mendoza|gualtallary|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtallary|single vineyard malbec|ar|r|malbec|mendoza|gualtallary|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtieri|bucciamara selezione lambrusco regiano doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtieri|fogarina rosato emilia igt bot|??|p|??|??|??|nv|12.5|igt|leve|aperitivos, frutos do mar, saladas|seco
W|gualtieri|fortana rosato dell emilia dolce igt bot|??|p|??|??|??|nv|12.5|igt|leve|aperitivos, frutos do mar, saladas|doce
W|gualtieri|frizzantino bianco dolce weiss perlwein weisswein italien 12|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|gualtieri|frizzantino bianco dolce weiss perlwein weisswein italien 3|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|gualtieri|frizzantino bianco dolce weiss perlwein weisswein italien 3|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|doce|=816
W|gualtieri|frizzantino bianco dolce weiss perlwein weisswein italien 6|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|gualtieri|frizzantino bianco dolce weiss perlwein weisswein italien 6|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|doce|=818
W|gualtieri|il ferrante lambrusco mantovano doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtieri|il ligabue lambrusco regiano doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtieri|il ligabue rosso secco dop bot|??|r|??|??|??|nv|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtieri|lambrusco dell emilia suss dolce igt roter perlwein rotwein italien 12|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|doce
W|gualtieri|lambrusco dell emilia suss dolce igt roter perlwein rotwein italien 3|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|doce
W|gualtieri|lambrusco dell emilia suss dolce igt roter perlwein rotwein italien 6|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|doce
W|gualtieri|lambrusco dell emilia suss dolce rot rotwein italien 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gualtieri|lambrusco dell emilia suss dolce rot rotwein italien 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gualtieri|lia lambrusco rose biologico igt|??|p|??|??|??|nv|12.5|igt|leve|aperitivos, frutos do mar, saladas|seco
W|gualtieri|ligabue frizzante bianco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gualtieri|ligabue frizzante rosato|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gualtieri|ligabue lambrusco rosso amabile|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gualtieri|malvasia dell emilia dolce igt bot|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|doce
W|gualtieri|naif bianco amabile bot|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gualtieri|naif rosato amabile bot|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gualtieri|naif rosso amabile bot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guan|heong chicken floss square egg roll and product|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guan|heong handmade egg biscuit and nostalgic biscuits|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guan|heong handmade taiwanese pineapple cake|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guan|heong organic golden cashew nut|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guan|heong original layer cake kueh lapis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guan|heong palmier cookies|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guan|heong peanut puff|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanabana|guanabana|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanabana|pulpa cong 500 grs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanabana|unidad 3k|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanabana|und|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|torrontes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|west blend|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|west bonarda|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|west bonarda roble|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|west cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|west cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=851
W|guanaco|west cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|west cabernet sauvignon roble|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|west chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guanaco|west chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=855
W|guanaco|west gran reserva|??|r|??|??|??|2018|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|west malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|west malbec|??|r|malbec|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|west malbec roble|??|r|malbec|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|west malbec rose|??|p|malbec|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guanaco|west reserva blend|??|r|??|??|??|2018|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaco|west torrontes|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaja|70|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaja|70 70gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanaja|chocolat noir 70 edelbitterschokolade 70g valrhona|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanajuato|corn tortilla 15cm white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guanajuato|tortilla cactus green|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guanajuato|tortilla maiz blue|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guaname|blanco moscatel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guaname|blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|blend 750 mlt 138|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|blend tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|caramel cream|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|guaname|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|guaname|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|guaname|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|guaname|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|guaname|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|guaname|malbec tinto|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=884
W|guaname|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=884
W|guaname|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=884
W|guaname|merlot 750 mlt 138|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|merlot tinto|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|moscatel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|moscatel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|guaname|pajaro azul|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|red blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|rompope|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|rompope|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=894
W|guaname|rompope|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=894
W|guaname|rompope vainilla vidrio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guaname|rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guaname|rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=898
W|guaname|rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=898
W|guaname|rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=898
W|guaname|rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=898
