W|geschenktasche|fur wein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevorkian|winery ariats red wine kakhani reserve vayots dzor armenia|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=752
W|gevorkian|winery ariats rose areni vayots dzor armenia|??|p|??|??|??|2019|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gevorkian|winery ariats rose areni vayots dzor armenia|??|p|??|??|??|2019|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=754
W|gevorkian|winery ariats white wine voskehat vayotz dzor armenia|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gevorkian|winery ariats white wine voskehat vayotz dzor armenia|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=756
W|gevorkian|winery hay pet nat areni rose|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gevorkian|winery hay pet nat muscateni white|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gevrey|cru clos saint jacques fourrier 0750 bourgogne frankrijk|fr|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|cru la romanee vv monopole domain varoilles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|cru lavaux saint jacques domaine tawse|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|cru les goulots domaine heresztynmazzini|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|c les combottes|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|cambertin la justice domaine gerard seguin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertain domaine kohut aoc gevrey chambertain|??|r|??|??|??|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gevrey|chambertin 1 cru au closeau|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru aux combottes lucien le moine|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru bel air|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru cluny|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru combes aux moines|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru la perriere|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru la petite chapelle|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru lavaut st jacques|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru lavaux st jacques|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru lavaux stjacques rousseau|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru les cazetiers|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru les cazetiers|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|gevrey|chambertin 1 cru les champeaux|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru les champeaux|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=813
W|gevrey|chambertin 1 cru les champonnets|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru les combottes domaine amiot|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru nuitonbeaunoy 6 fl|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru petite chapelle|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1 cru petite chapelle|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=818
W|gevrey|chambertin 1 er cru clos st jacques domaine bruno clair|fr|r|??|bourgogne|gevrey chambertin|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1859 domaine trapet|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin charles quillardet|fr|r|??|bourgogne|gevrey chambertin|1979|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|1982|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin henri rebourseau|fr|r|??|bourgogne|gevrey chambertin|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin bachelet|fr|r|??|bourgogne|gevrey chambertin|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1cru les cazetiers|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin 1e cru les corbeaux rood domaine louis boillot fils|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin clos prieur 22 drouhin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru domaine denis mortet|fr|r|??|bourgogne|gevrey chambertin|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru domaine denis mortet|fr|r|??|bourgogne|gevrey chambertin|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru domaine denis mortet|fr|r|??|bourgogne|gevrey chambertin|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru domaine denis mortet|fr|r|??|bourgogne|gevrey chambertin|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru lavaux saintjacques louis jadot|fr|r|??|bourgogne|gevrey chambertin|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les corbeaux|fr|r|??|bourgogne|gevrey chambertin|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru romauld valot|fr|r|??|bourgogne|gevrey chambertin|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru clos prieur domaine trapet|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru la petite chapelle domaine trapet|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru au closeau domaine drouhin laroze|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru la petite chapelle domaine trapet|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru lavaut st jacques domaine drouhin laroze|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru le poissenot domaine geantetpansiot|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru alea domaine jean trapet pere fils|fr|r|??|bourgogne|gevrey chambertin|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru alea domaine jean trapet pere fils|fr|r|??|bourgogne|gevrey chambertin|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru aoc combe au moine arnaud baillot|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru aoc combe au moine arnaud baillot|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|gevrey|chambertin cru aoc combe au moine arnaud baillot|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|gevrey|chambertin cru aoc craipillot domaine gerard seguin|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru aux combottes|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru aux combottes|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=849
W|gevrey|chambertin cru aux combottes domain rossignoltrapet domaine rossignoltrapet|fr|r|??|bourgogne|gevrey chambertin|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru aux combottes|fr|r|??|bourgogne|gevrey chambertin|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru cazetiers|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru cazetiers bruno clair|fr|r|??|bourgogne|gevrey chambertin|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru cazetiers joseph drouhin|fr|r|??|bourgogne|gevrey chambertin|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru champeaux domaine denis mortet|fr|r|??|bourgogne|gevrey chambertin|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru champeaux denis mortet|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru champeaux denis mortet|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru clos prieur domaine pierre gelin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru clos saint jacques bruno clair|fr|r|??|bourgogne|gevrey chambertin|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru clos saint jacques dominique laurent|fr|r|??|bourgogne|gevrey chambertin|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru clos saintjacques|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru clos saintjacques|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=862
W|gevrey|chambertin cru clos st jacques|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru combe aux moines vv fourrier 0750 bourgogne frankrijk|fr|r|??|bourgogne|gevrey chambertin|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru combottes 3x mags arlaud|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru combottes odoul coquard frankrijk bourgogne rood|fr|r|??|bourgogne|gevrey chambertin|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru craipillot|fr|r|??|bourgogne|gevrey chambertin|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru drouhin|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru estournelles saintjacques closerie des alisiers|fr|r|??|bourgogne|gevrey chambertin|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru fonteny domaine rebourseau henri|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru fonteny domaine rebourseau henri|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru ko domaine huguenot|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru ko fontenys domaine huguenot|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru la perriere chanson pere et fils|fr|r|??|bourgogne|gevrey chambertin|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru lavaux saint jacques domaine mortet denis|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru lavaux saint jacques domaine mortet denis|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|gevrey|chambertin cru lavaux saint jacques domaine mortet denis 1|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru lavaux saint jacques domaine mortet denis 1|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=878
W|gevrey|chambertin cru lavaux saint jacques domaine tortochot|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru lavaux saintjacques domaine denis mortet|fr|r|??|bourgogne|gevrey chambertin|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru lavaux st jacques domaine denis mortet|fr|r|??|bourgogne|gevrey chambertin|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru lavaux st jacques domaine denis mortet domaine denis mortet|fr|r|??|bourgogne|gevrey chambertin|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru lavaux st jacques domaine denis mortet|fr|r|??|bourgogne|gevrey chambertin|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru lavaux st jacques lucien le moine|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru lavaux st jacques domaine denis mortet|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru le fonteny domaine serafin pere fils|fr|r|??|bourgogne|gevrey chambertin|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru le fonteny serafin|fr|r|??|bourgogne|gevrey chambertin|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les cazetiers domaine serafin pere fils|fr|r|??|bourgogne|gevrey chambertin|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les cazetiers domaine bruno clair|fr|r|??|bourgogne|gevrey chambertin|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les cazetiers|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les cazetiers jerome castagnier|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les cazetiers camille giroud|fr|r|??|bourgogne|gevrey chambertin|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les cazetiers jadot louis|fr|r|??|bourgogne|gevrey chambertin|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les cazetiers jadot louis|fr|r|??|bourgogne|gevrey chambertin|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=894
W|gevrey|chambertin cru les cazetiers jadot louis|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les cazetiers maison castagnier jerome|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les cazetiers maison castagnier jerome|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les champeaux|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les champeaux domaine denis mortet|fr|r|??|bourgogne|gevrey chambertin|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les champeaux domaine mortet denis|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les champeaux domaine mortet denis|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=901
W|gevrey|chambertin cru les champeaux domaine tortochot|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les champeaux von domaine olivier guyot|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les champonnets|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les combottes domaine hubert lignier|fr|r|??|bourgogne|gevrey chambertin|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les corbeaux domaine serafin pere fils|fr|r|??|bourgogne|gevrey chambertin|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les corbeaux francois leclerc|fr|r|??|bourgogne|gevrey chambertin|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les evocelles domaine de la vougeraie|fr|r|??|bourgogne|gevrey chambertin|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les fonteneys domaine joseph roty frankrijk bourgogne rood|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les fontenys domaine joseph roty frankrijk bourgogne rood|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les fontenys domaine joseph roty frankrijk bourgogne rood|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les goulots|fr|r|??|bourgogne|gevrey chambertin|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru les goulots|fr|r|??|bourgogne|gevrey chambertin|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru perriere domaine rebourseau henri|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru petite chapelle|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru petite chapelle|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=916
W|gevrey|chambertin cru petite chapelle|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=916
W|gevrey|chambertin cru petite chapelle dugat py|fr|r|??|bourgogne|gevrey chambertin|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru petite chapelle|fr|r|??|bourgogne|gevrey chambertin|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru petite chapelle|fr|r|??|bourgogne|gevrey chambertin|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru poissenot domaine geantet pansiot|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru poissenot domaine geantet pansiot|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=922
W|gevrey|chambertin cru poissenot domaine humbert|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cru robbers van den hoogen|fr|r|??|bourgogne|gevrey chambertin|1959|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin cruestournelles saint jacques|fr|r|??|bourgogne|gevrey chambertin|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin lavaux st jacques domaine denis mortet|fr|r|??|bourgogne|gevrey chambertin|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin lavaux st jacques|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin les corbeaux|fr|r|??|bourgogne|gevrey chambertin|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin marchand daniel|fr|r|??|bourgogne|gevrey chambertin|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin fran pierre damoy|fr|r|??|bourgogne|gevrey chambertin|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
