W|gevrey|chambertin domaine robert philippe|fr|r|??|bourgogne|gevrey chambertin|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petitechapelle domaine rossignoltrapet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petitechapelle domaine jean trapet pere fils|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petitechapelle domaine rossignoltrapet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru petitechapelle domaine jean trapet pere fils|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru poissenot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru poissenot eksklusiv rdvin|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru poissenot domaine geantet pansiot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cru poissenots rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|lavaux st jacques domaine denis mortet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=568
W|gevreychambertin|fran denis mortet|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|from denis mortet|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|van denis mortet|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|denis mortet|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|denis mortet|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=573
W|gevreychambertin|denis mortet|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=573
W|gevreychambertin|domaine pierre labet|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|camus pere fils|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine trapet domaine jean trapet pere fils|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|harmandgeoffroy|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|maison philippe pacalet|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine bruno clair|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|maison philippe pacalet|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|arnaud mortet|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine david duband|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine jean trapet pere fils|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine francois feuillet|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|arnaud mortet|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine bruno clair|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine meocamuzet|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine pierre damoy|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gallois rood|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|maison philippe pacalet|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|philippe pacalet|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|1 cru lavaux st jacques|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine david duband|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine jean trapet pere fils domaine jean trapet pere fils|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|maison philippe pacalet|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine bruno clair|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine david duband|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine meocamuzet|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine pierre damoy|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine armand rousseau|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine bruno clair|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine david duband|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine fourrier|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine jeanclaude rateau|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine marchandgrillot|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine roblot marchand|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|espirit le flaive|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|maison philippe pacalet|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|meocamuzet frere surs|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|vignes belles|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=615
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=615
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=615
W|gevreychambertin|borgonha franca|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine bruno clair|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine david duband|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine frederic leprince|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine ghislain kohut|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine rene bouvier|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine serafin pere fils|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|jadot|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|jeanpierre guyon vosneromanee|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|maison philippe pacalet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|meocamuzet frere surs|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=630
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=630
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=630
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=630
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=630
W|gevreychambertin|david duband|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|david duband|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=636
W|gevreychambertin|david duband|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=636
W|gevreychambertin|david duband|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=636
W|gevreychambertin|david duband|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=636
W|gevreychambertin|domaine amiot et fils rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine arlaud rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine bruno clair|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine david duband|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine fournier|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine jean fournier|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine meocamuzet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine rene bouvier|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine serafin pere fils|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine taupenotmerme|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|jadot|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|jean fournier|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|jeanpierre guyon vosneromanee|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|louis latour|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|louis latour|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=654
W|gevreychambertin|louis latour|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=654
W|gevreychambertin|louis latour|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=654
W|gevreychambertin|louis latour|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=654
W|gevreychambertin|maison philippe pacalet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|nudant|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|rood domaine harmandgeoffroy|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|gevreychambertin|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=662
W|gevreychambertin|domaine bruno clair|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine claude dugat|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine collotte bourgogne|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine david duband|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine henri magnien|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine henri magnien|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|gevreychambertin|domaine henri magnien|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|gevreychambertin|domaine henri magnien|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|gevreychambertin|domaine henri magnien|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|gevreychambertin|domaine jean trapet pere fils|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine perrotminot|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine pierre duroche|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine rene bouvier|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|maison philippe pacalet|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|paul gayot|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|remoissenet|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|rood domaine huguenot|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ac|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|agcc|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|alte reben|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|alte reben|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aoc|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aoc|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|gevreychambertin|aoc|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|gevreychambertin|aoc cru petite chapelle domaine trapet|??|r|??|??|??|2014|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aoc cru petite chapelle domaine trapet|??|r|??|??|??|2017|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aoc arnaud baillot|??|r|??|??|??|2023|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aoc arnaud baillot|??|r|??|??|??|2023|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco|=690
W|gevreychambertin|aoc arnaud baillot|??|r|??|??|??|2023|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco|=690
W|gevreychambertin|aoc henri de villamont|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aoc laurent guillot vigneron|??|r|??|??|??|2020|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aoc les jeunes rois domaine tortochot|??|r|??|??|??|2021|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aoc vieilles vignes domaine faiveley|??|r|??|??|??|2019|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aoc vieilles vignes domaine faiveley|??|r|??|??|??|2020|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aoc vieilles vignes maison champy|??|r|??|??|??|2023|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aoc vieilles vignes domaine gerard seguin|??|r|??|??|??|2018|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aoc vieilles vignes domaine gerard seguin|??|r|??|??|??|2019|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|armand rousseau|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|arnaud baillot rouge|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|arnaud mortet ma cuvee|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|au velle domaine marchandgrillot|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aux corvees domaine henri richard|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aux corvees domaine henri richard|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=705
W|gevreychambertin|aux etelois|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|aux etelois domaine tawse|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|belair|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|billard jerome galeyrand|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|bouchard pere et fils|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|bouchard pere fils|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|bouchard pere fils|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|gevreychambertin|champ domaine duroche|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|champerrier vieilles vignes|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|champerrier vieilles vignes domaine tortochot|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|champonnet cru domaine du couvent|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|champonnets cru domaine des varoilles|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|chanson|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|chartron et trebuchet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|chartron trebuchet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|claude dugat|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos de la justice vallet freres|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos de meixvelle|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos du chapitre cru nuiton beaunoy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos prieur cru|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos prieur marc roy|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos prieur marc roy|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gevreychambertin|clos prieur marc roy|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gevreychambertin|clos prieur marc roy|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gevreychambertin|clos prieur marc roy|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gevreychambertin|clos prieur|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos prieur|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=732
W|gevreychambertin|clos prieur|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=732
W|gevreychambertin|clos prieur marc roy|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos prieur marc roy|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=735
W|gevreychambertin|clos prieur marc roy|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=735
W|gevreychambertin|clos prieur marc roy|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=735
W|gevreychambertin|clos prieur marc roy|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=735
W|gevreychambertin|clos prieur|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos prieur|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=740
W|gevreychambertin|clos prieur|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos prieur domaine marc roy|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos prieur domaine marc roy|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos prieur lupecholet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos prieur lupecholet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|gevreychambertin|clos saintjacques|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos tamisot monopole domaine pierre damoy|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|clos village|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|coeur de roy tres vieilles vignes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|coeur de roy tres vv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|combe aux moines premier cru|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|combe du dess domaine denis mortet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cur de roy rouge domaine dugatpy|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee 1859 domaine jean trapet pere fils|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee 1859 domaine jean trapet pere fils|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee 1859 domaine jean trapet pere fils|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee 1859|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee 1859 domaine jean trapet pere fils|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee 1859 domaine jean trapet pere fils|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee alexandrine marc roy|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee alexandrine marc roy|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=761
W|gevreychambertin|cuvee alexandrine marc roy|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=761
W|gevreychambertin|cuvee alexandrine marc roy|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=761
W|gevreychambertin|cuvee alexandrine marc roy|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=761
W|gevreychambertin|cuvee alexandrine|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee alexandrine|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee alexandrine|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee alexandrine domaine marc roy|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee coeur du roy tres vieilles vignes|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee cur de roy|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee de labeille domaine ponsot|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee de tres vieilles vignes arnaud mortet|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee de tres vieilles vignes domaine denis mortet|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
