W|grand|soir rollon elixir set|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 1531 de aimery brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 de aimery brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 de aimery brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=683
W|grande|cuvee 1531 de aimery brut rose cremant de limoux|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 de aimery brut rose nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 de aimery cremant de limou white brut 125 075|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 de aimery cremant de limoux brut 1|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 de aimery cremant de limoux rose brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 de aimery cremant de limoux rose brut 125 075|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 de aimery cremant de limoux rose brut gold|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 de aimery cremant de limoux rose brut gold|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=691
W|grande|cuvee 1531 de aimery cremant de limoux rose brut persoonlijke aanbeveling|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 de aimery cremant de limoux rose gold|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|cuvee 1531 de aimery limoux brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 1531 magnumflaske|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 1625|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 169eme edition astucciato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 170|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 170eme edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 170eme edition astucciato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 170eme edition champagne brut krug|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 171eme edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 171eme edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=703
W|grande|cuvee 171eme edition astucciato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 172 edition krug champagne frankrig|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|cuvee 172eme edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 172eme edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=707
W|grande|cuvee 173|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 173 edition brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee 173 edition brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=710
W|grande|cuvee 173e ed in|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee frigoulas cotes du rhone frankrig|fr|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee kthm|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee kthm|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=719
W|grande|cuvee|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=719
W|domaine bessa valley thracian|grande cuvee valley bulgarien|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=723
W|grande|cuvee 3|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee bordeaux|fr|r|??|bordeaux|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de lhortus|grande cuvee|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 3|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 20222018201720162015|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|grande|cuvee kthm|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee 750gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee alma bellavista non dosato franciacorta docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee alma brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee alma brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=738
W|grande|cuvee alma brut franciacorta|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee alma brut franciacorta docg bellavista|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee alma brut franciacorta docg 1|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee alma brut jeroboam|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee alma non dosato bellavista|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee alma non dosato franciacorta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee alma non dosato franciacorta docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee alma rose franciacorta|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|cuvee astucciato 173eme edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|cuvee blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|cuvee blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=750
W|domaine de lhortus|grande cuvee blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|cuvee blanc brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee blanc brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=753
W|grande|cuvee blanc brut demibouteille|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee blanc brut edition gold|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee blanc brut etincelante argent|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee blanc brut jeroboam|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee blanc brut mathusalem|us|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee blanc brut picollo|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee blanc brut veuve ambal|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee blanc de blancs handgeruttelt|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|cuvee blanc de blancs handgeruttelt|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=762
W|grande|cuvee blanc de blancs handgeruttelt|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=762
W|grande|cuvee blanc de blancs sekt brut nature|??|s|??|??|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|grande|cuvee blanc demisec|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|cuvee blanche aoc valais cave la chapelle salgesch|??|w|??|??|??|nv|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|grande|cuvee blanche cave la chapelle aoc valais|??|w|??|??|??|nv|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|grande|cuvee brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=769
W|grande|cuvee brut 172eme edition|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee brut de chardonnay bouchard aine fils|??|s|chardonnay|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee brut nv07 hatt et soner|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee brut veuve doussot champagne frankrig|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee certeze santomas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee chablis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee chablis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=776
W|grande|cuvee champagne aoc brut krug|fr|s|??|champagne|??|nv|12|aoc|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee charlesx vii champagne brut canard duchene|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|chateau la coste|grande cuvee|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee corbieres par castelmaure|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee cremant de luxembourg|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|cuvee cremant de saumur brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee de purcari|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee de purcari|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=784
W|grande|cuvee de purcari|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=784
W|grande|cuvee de purcari 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee de purcari extra brut 075|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grande|cuvee de purcari vintage extra brut spumant sgr|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grande|cuvee del fondatore|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee del fondatore extra brut bortolomiol|??|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grande|cuvee del fondatore free|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee del fondatore motus vitae extra brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grande|cuvee dezaley rouge aoc|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee dezaley rouge grand cru aoc|??|r|??|??|??|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee editie 171|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee editie 171 in|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee hortus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee intimiste|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee luigi moio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee luigi moio quintodecimo|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee luigi moio|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee luigi moio irpinia doc quintodecimo|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee luigi moio irpinia doc quintodecimo|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee luigi moio quintodecimo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee oder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee maris signee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee nemea|gr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee nemea|gr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=808
W|grande|cuvee nemea 20182020|gr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee nemea|gr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee nemea|gr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee nemea skouras|gr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee non dosato docg franciacorta bellavista|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee reserve|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee reserve the iris|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee reserve the iris bio|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|cuvee rose brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grande|cuvee rose ed 28 in|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|cuvee rot|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee rouge|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee rouge|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee rouge|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee rouge|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=825
W|domaine de lhortus pic|grande cuvee rouge saint loup|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee rouge cave la chapelle aoc valais|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee rouge cave la chapelle aoc valais cave la chapelle salgesch|??|r|??|??|??|2016|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee sancerre blanc|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|cuvee spumante extra dry bellussi|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|cuvee tba|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|cuvee valais zurbriggen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|dame|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|dame|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=834
W|grande|dame|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=834
W|grande|dauphine cherry rocher|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|dauphine cherry rocher|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
S
W|grande|deli style provolone sliced|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|desafio quinta da peonia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|douro vin rosu|pt|r|??|douro|douro|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=843
W|grande|druida tinto|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida encruzado branco|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida branco|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida dao|pt|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida encruzado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida encruzado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=849
W|grande|druida encruzado branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida encruzado branco|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida encruzado parcela original dao branco|pt|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida encruzado reserva branco|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida encruzado reserva branco|??|r|??|??|??|2021|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida encruzado reserva branco dao|pt|r|??|??|??|2021|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida encruzado reserva branco|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=854
W|grande|druida parcela original encruzado|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|druida tinto|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|grande|edicao comentada e ilustrada dos lusiadas fasciculo introducao capa jose de guimaraes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|edicao comentada e ilustrada dos lusiadas fasciculo introducao capa julio pomar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|edicao comentada e ilustrada dos lusiadas fasciculo 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|edicao comentada e ilustrada dos lusiadas fasciculo 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|edicao comentada e ilustrada dos lusiadas fasciculo 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|edicao comentada e ilustrada dos lusiadas fasciculo 4|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|edicao comentada e ilustrada dos lusiadas fasciculo 5|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|edicao comentada e ilustrada dos lusiadas fasciculo 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|edicao comentada e ilustrada dos lusiadas fasciculo 7|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|edicao comentada e ilustrada dos lusiadas fasciculo 8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|edicao comentada e ilustrada dos lusiadas fasciculo 9|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|emozione rosso igt marche premium principi sani|??|r|??|??|??|2024|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|escolha alvarinho doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|escolha arinto doc|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|escolha loureiro doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|escolha tinto|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|escolha tinto|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|escolha vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|espingarda branco estilo tradicional|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|espingarda branco vinho|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|espingarda rosado estilo tradicional|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|espingarda vinhao|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|espingarda vinhao escolha|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|espingarda vinhao grande escolha|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|espingarda vinho rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|experiencia menin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|expression blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|expression rouge|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|fine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|fine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=889
W|grande|fine champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grande|garde rose mas de cadenet|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|gentiane aperitif distillerie genestine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|gentiane genestine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|grazing box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|jose colheita tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|jose echanson tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|jose selecao tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|maison bergerac blanc cuvee sophie|??|w|??|??|??|2009|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|maison monbazillac|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|maison monbazillac cuvee des anges|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|maison monbazillac cuvee du chateau|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|momento 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|montagne grand cru brut nature|??|s|??|??|??|2009|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut nature
W|grande|pacote caixa de agroecologia caixa pedagogica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|pacote caixa grande jantar caixa pedagogica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|pacote caixa italia caixa pedagogica|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|pacote caixa minha primeira adega caixa pedagogica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|pacote caixa volta ao mundo caixa pedagogica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|pacote estojo de viagem em espanha estojo pedagogico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
