W|gaveske|med 2 udvalgte alkoholfrie speciall|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaz|de schistes pet nat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaz|eurojet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaz|green appletini|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaz|reseller|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaz|reumplere st dupont albastru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaz|reumplere st dupont galben|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaz|reumplere st dupont rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaz|reumplere st dupont verde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaz|strawberry margarita|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazali|estate merlot|??|r|merlot|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazan|winery|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazania|cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazania|cabernet franc organico|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazania|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazania|malbec organico|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazar|blazer with butterfly sleeve in white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazdagon|felszerelt szerszamkeszlet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazdasagos|zoldito paros 25kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazdina|dogwood berry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazdina|plum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazdina|quince|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazdina|raspberry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaze|blueberry pomegranite can|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazebo|detox|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazebo|easy flex con tende removibili e finestre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazebo|fuenti 3x36 antracite|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazebo|mykonos 3x3 fumo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazebo|mykonos 3x3 grigio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazebo|pieghevole easyflex a fisermonica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazela|gazela|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazela|gazela|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=715
W|gazela|gazela|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=715
W|gazela|gazela|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=715
W|gazela|aire|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazela|aire rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gazela|blanco 750 mlt 9|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazela|branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazela|branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=722
W|gazela|branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=722
W|gazela|mare branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazela|mare vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazela|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gazela|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=727
W|gazela|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=727
W|gazela|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=727
W|gazela|rose wine portugal|pt|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gazela|vihno verde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazela|vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazela|vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gazela|vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gazela|vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gazela|vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gazela|vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gazela|vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gazela|vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gazela|vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gazela|vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gazela|vinho verde|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gazela|vinho verde 075 portugal zold bor|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazela|vinho verde 9|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazela|vinho verde branco|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazela|vinho verde branco|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=746
W|gazela|vinho verde branco|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=746
W|gazela|vinho verde nv vinho verde portugal|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazela|vinho verde rose|pt|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gazela|vinho verde rose|pt|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=750
W|gazela|vinho verde rose|pt|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=750
W|gazela|vinho verde white|pt|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazela|vinho verde white|pt|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=753
W|gazela|vino blanco do vinho verde|pt|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazela|white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazelle|gazelle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazelle|shorts red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazette|0|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazette|1|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazette|gazette|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazi|deresi domates tohumu 10 adet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazi|glory crop top|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazi|glory crop top blue|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazi|glory crop top floral|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazi|glory crop top green|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazi|glory crop top watercolor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazi|glory crop top white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazi|glory crop top yellow|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=770
W|gazin|gazin|??|r|??|??|??|1982|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=773
W|gazin|gazin|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|gazin|gazin|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|gazin|gazin|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=784
W|gazin|gazin|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|gazin|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=788
W|gazin|gazin|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|pomerol|??|r|??|??|pomerol|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|pomerol|??|r|??|??|pomerol|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|pomerol|??|r|??|??|pomerol|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|pomerol|??|r|??|??|pomerol|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=793
W|gazin|pomerol|??|r|??|??|pomerol|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=793
W|gazin|pomerol|??|r|??|??|pomerol|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|pomerol|??|r|??|??|pomerol|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|pomerol|??|r|??|??|pomerol|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|pomerol|??|r|??|??|pomerol|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=798
W|gazin|pomerol|??|r|??|??|pomerol|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|pomerol|??|r|??|??|pomerol|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazin|pomerol|??|r|??|??|pomerol|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|gazin|rocquencourt|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazing|gecko cabernet merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazing|gecko semillon sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazinrocquencourt|gazinrocquencourt|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazinrocquencourt|blanc|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazinrocquencourt|blanc|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazioglucler|kadayif 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaznata|garnacha|??|r|garnacha|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazosa|arancia dolce|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gazosa|aranciata amara|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazosa|bergamotte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazosa|chinotto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazosa|coldesina arancia amara|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazosa|grapefruit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazosa|kirsche|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazosa|la fiorenzana|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazosa|lampone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazosa|limone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazosa|limone zero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazosa|mandarine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazosa|mirtillo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazouillis|gazouillis|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazouillis|by jeff carrel|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazouillis|gazouillis|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|gazpacho|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|gazpacho|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=827
W|gazpacho|430g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|andaluz de la madre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|andaluz de la madre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=830
W|gazpacho|hiszpanska zupa warzywna bio biosabor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|la fragua|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|original 23 portions bottle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|original 23 portions bottle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=834
W|gazpacho|original 23 portions bottle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=834
W|gazpacho|original 23 portions bottle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=834
W|gazpacho|remolacha|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|spanische kalte gemusesuppe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|tradicional|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|traditionell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|with leek vichyssoise|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|with tomato and beetroot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazpacho|z pomidorow|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazur|ko vinedos de matallana ribera del duero spanien|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazur|ribera del duero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazur|telmo rodriguez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazza|ladra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazza|ladra igt puglia fiano santa lucia|it|w|??|??|??|2024|12.5|igt|medio|peixes, frutos do mar, saladas|seco
W|gazza|matta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazza|rosso igt agricola arzilla|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gazza|rubina aleatico puglia igt|it|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzanu|gazzanu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzaro|1896 ancestralle cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzaro|1896 ancestralle pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzaro|1896 ancestralle rose pinot noir|??|p|pinot noir|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gazzaro|1896 ancestralle sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzaro|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzaro|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=858
W|gazzaro|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzaro|chardonnay reserva|??|w|chardonnay|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gazzaro|espumante branco extra brut tradicional|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gazzaro|gran reserva chardonnay|??|w|chardonnay|??|??|2020|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gazzaro|gran reserva chardonnay|??|w|chardonnay|??|??|2020|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=863
W|gazzaro|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzaro|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=865
W|gazzaro|moscato giallo|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzaro|moscato giallo|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|gazzaro|reserva petit verdot|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzaro|reserva sangiovese|??|r|sangiovese|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzaro|reserva syrah|??|r|syrah|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzaro|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gazzaro|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=872
W|gazzaro|tannat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzaro|tannat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=874
W|gazzaro|tannat originals|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzaro|tannat originals|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|gazzaro|vinho branco chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzaro|vinho rose classic|??|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gazzerotta|grillo superiore|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzerotta|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzerotta|malbec igt terre siciliane|it|r|malbec|sicily|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzerotta|malbec pellegrino|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzerotta|nero d avola|??|r|nero d avola|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzerotta|nero davola cantine pellegrino sicily italy|it|r|??|sicily|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzerotta|nero davola rosso sicilia doc pellegrino|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzerotta|rosso igt pellegrino|??|r|??|??|??|2022|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzerotta|superiore grillo doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzetta|bianco g05|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzetta|bianco g05 orange|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzetta|bianco misticanza|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzetta|bianco susanna|us|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzetta|bianco susanna|us|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzetta|bianco trilli|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzetta|bianco trilli|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=894
W|gazzetta|bianco trilli|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzetta|bianco vignarola|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzetta|big saldos sips|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzetta|castagno rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzetta|gazzetta rosso|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzetta|gazzetta rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzetta|rosa trilli|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzetta|rosa trilli|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=902
W|gazzetta|rosa trilli|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzetta|rosso castagno|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzetta|rosso gazzetta|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzetta|rosso in comune|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzetta|rosso trilli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzetta|susanna bianco|us|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzetta|tasting 012124|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzetta|vino bianco|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzosa|gazzosa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzosa|amara lurisia confezione bottiglie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzosa|bio cortese confezione 27 bottiglie|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gazzosa|bio igp tomarchio pz|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzosa|citron lurisia 0|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzosa|fizzy aranciata amara bugel mw 20 liter 103347|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzosa|fizzy grapefruit bugel mw 20 liter 103348|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzosa|fizzy trauben bugel mw 20 liter 103346|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzosa|lurisia 4 oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzosa|lurisia confezione 27 bottiglie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzosa|siciliana bio|it|r|??|sicily|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
