1. W|cascade heights|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
653. W|cascina|doc nebbiolo dalba rouge 2018|??|r|nebbiolo|??|??|2018|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco|=651
654. W|cascina|doc nebbiolo dalba rouge 2018|??|r|nebbiolo|??|??|2018|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco|=651
655. W|cascina dor|barbaresco|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
656. W|cascina dor barbaresco|docg|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
657. W|cascina dor|barolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
658. W|cascina dor dolcetto|dalba|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
659. W|cascina dor langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
660. W|cascina dor monferrato|rosso icardi piemonte italien 2018 3 liter|it|r|??|piemonte|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
661. W|cascina dor monferrato|rosso icardi piemonte italien 2021|it|r|??|piemonte|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
662. W|cascina drezza vino spumante|brut blanc de blancs|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
663. W|cascina drezza vino spumante metodo|classico brut|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
664. W|cascina ebreo|alea|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
665. W|cascina ebreo alea vino bianco piedmont italy|2022|it|r|??|piedmont|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
666. W|cascina ebreo|rosso|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
667. W|cascina ebreo|rosso|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=666
668. W|cascina ebreo|rosso nv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
669. W|cascina ebreo|rosso nv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=668
670. W|cascina ebreo segreto|2017|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
671. W|cascina ebreo sinche|2018|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
672. X
673. X
674. X
675. W|cascina ebreo|torbido|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
676. W|cascina ebreo vino|rosso piedmont italy nv|it|r|??|piedmont|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
677. W|cascina elena|dolcetto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
678. W|cascina elena|dolcetto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=677
679. W|cascina elena kei petnat|moscato favorita|??|w|moscato|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
680. W|cascina faletta baudolino|grignolino|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
681. W|cascina faletta la pignola|barbera|??|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
682. W|cascina faletta myricae|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
683. W|cascina faletta tre fucilli|pinot nero|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
684. W|cascina feipu dei massaretti pigato|2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
685. W|cascina feipu dei massaretti pigato liguria pigato|2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
686. W|cascina feipu dei massaretti riviera ligure di ponente pigato|doc 2023|??|r|??|??|??|2023|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
687. W|cascina feipu dei massaretti rossese di albenga|2024|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
688. W|cascina ferrero|barolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
689. W|cascina fonda alta langa|extra brut 2016|??|s|??|??|??|2016|12|??|leve|aperitivos, frutos do mar, sushi|extra brut
690. W|cascina fonda bel piasi asti spumnate|docg 2023 vino spumante|??|s|??|??|??|2023|12|docg|leve|aperitivos, frutos do mar, sushi|brut
691. W|cascina fonda brachetto|spumante|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
692. W|cascina fonda|moscato d asti|??|w|moscato|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
693. W|cascina fonda|moscato dasti|??|w|moscato|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
694. W|cascina fonda|moscato dasti|??|w|moscato|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=693
695. W|cascina fonda|moscato dasti|??|w|moscato|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=693
696. W|cascina fonda|moscato dasti docg 2024|??|w|moscato|??|??|2024|12.5|docg|leve|frutos do mar, peixes, saladas|seco
697. W|cascina fonda|moscato dasti docg bel piano|??|w|moscato|??|??|NV|12.5|docg|leve|frutos do mar, peixes, saladas|seco
698. W|cascina fonda|moscato dasti docg bel piano 6 szt|??|w|moscato|??|??|NV|12.5|docg|leve|frutos do mar, peixes, saladas|seco
699. W|cascina fonda piemonte|brachetto|it|r|??|piemonte|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
700. W|cascina fonda piemonte|brachetto|it|r|??|piemonte|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=699
701. W|cascina fonda piemonte|brachetto|it|r|??|piemonte|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=699
702. W|cascina|fontana|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
703. W|cascina fontana|barbera d alba 2020|??|r|barbera|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
704. W|cascina fontana|barbera d alba 2021|??|r|barbera|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
705. W|cascina fontana|barbera dalba 2013|??|r|barbera|??|??|2013|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
706. W|cascina fontana|barbera dalba 2015|??|r|barbera|??|??|2015|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
707. W|cascina fontana|barbera dalba 2015|??|r|barbera|??|??|2015|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=706
708. W|cascina fontana|barbera dalba 2016|??|r|barbera|??|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
709. W|cascina fontana|barbera dalba 2017|??|r|barbera|??|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
710. W|cascina fontana|barbera dalba 2017|??|r|barbera|??|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=709
711. W|cascina fontana|barbera dalba 2018|??|r|barbera|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
712. W|cascina fontana|barbera dalba 2018|??|r|barbera|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=711
713. W|cascina fontana|barbera dalba 2018 piedmont italy|it|r|barbera|piedmont|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
714. W|cascina fontana|barbera dalba 2019|??|r|barbera|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
715. W|cascina fontana|barbera dalba 2020|??|r|barbera|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
716. W|cascina fontana|barbera dalba 2020|??|r|barbera|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=715
717. W|cascina fontana|barbera dalba 2020|??|r|barbera|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=715
718. W|cascina fontana|barbera dalba 2021|??|r|barbera|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
719. W|cascina fontana|barbera dalba 2021|??|r|barbera|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=718
720. W|cascina fontana|barbera dalba 2022|??|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
721. W|cascina fontana|barbera dalba 2022|??|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=720
722. W|cascina fontana|barbera dalba 2023|??|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
723. W|cascina fontana|barbera dalba 2023|??|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=722
724. W|cascina fontana|barbera dalba 2024|??|r|barbera|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
725. W|cascina fontana|barbera dalba 75|??|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
726. W|cascina fontana|barbera dalba 75|??|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=725
727. W|cascina fontana|barbera dalba 75|??|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=725
728. W|cascina fontana|barbera dalba barbera dalba doc 2021 vino rosso|??|r|barbera|??|??|2021|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
729. W|cascina fontana|barbera dalba barbera dalba doc 2022 vino rosso|??|r|barbera|??|??|2022|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
730. W|cascina fontana|barbera dalba doc 2023|??|r|barbera|??|??|2023|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
731. W|cascina fontana|barbera dalba piedmont italy 2022|it|r|barbera|piedmont|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
732. W|cascina fontana|barolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
733. W|cascina fontana|barolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=732
734. W|cascina fontana barolo|2011|it|r|??|??|??|2011|13.5|??|medio|carne vermelha, massas, queijos curados|seco
735. W|cascina fontana barolo|2012|it|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
736. W|cascina fontana barolo|2013|it|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco
737. W|cascina fontana barolo|2013|it|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=736
738. W|cascina fontana barolo|2014|it|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco
739. W|cascina fontana barolo|2015|it|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
740. W|cascina fontana barolo|2016|it|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
741. W|cascina fontana barolo|2016|it|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=740
742. W|cascina fontana barolo|2017|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
743. W|cascina fontana barolo|2017|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=742
744. W|cascina fontana barolo|2017|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=742
745. W|cascina fontana barolo|2017|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=742
746. W|cascina fontana barolo|2017|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=742
747. W|cascina fontana barolo|2017 jeroboam legno|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
748. W|cascina fontana barolo|2017 piedmont italy|it|r|??|piedmont|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
749. W|cascina fontana barolo|2018|it|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
750. W|cascina fontana barolo|2018|it|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=749
751. W|cascina fontana barolo|2018|it|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=749
752. W|cascina fontana barolo|2018|it|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=749
753. W|cascina fontana barolo|2018|it|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=749
754. W|cascina fontana barolo|2018|it|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=749
755. W|cascina fontana barolo|2018 magnum cartone|it|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
756. W|cascina fontana barolo|2019|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
757. W|cascina fontana barolo|2019|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=756
758. W|cascina fontana barolo|2019|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=756
759. W|cascina fontana barolo|2019 jeroboam cassa legno|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
760. W|cascina fontana barolo|2019 magnum cartone|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
761. W|cascina fontana barolo|2019 piedmont italy|it|r|??|piedmont|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
762. W|cascina fontana barolo|2020|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
763. W|cascina fontana barolo|2020|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=762
764. W|cascina fontana barolo|2020|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=762
765. W|cascina fontana barolo|2020|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=762
766. W|cascina fontana barolo|2020 jeroboam cassa legno|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
767. W|cascina fontana barolo|2022|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
768. W|cascina fontana barolo barolo|docg 2010 vino rosso|it|r|??|??|??|2010|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
769. W|cascina fontana barolo barolo|docg 2013 vino rosso|it|r|??|??|??|2013|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
770. W|cascina fontana barolo barolo|docg 2014 vino rosso|it|r|??|??|??|2014|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
771. W|cascina fontana barolo barolo|docg 2015 vino rosso|it|r|??|??|??|2015|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
772. W|cascina fontana barolo barolo|docg 2016 vino rosso|it|r|??|??|??|2016|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
773. W|cascina fontana barolo barolo|docg 2017 vino rosso|it|r|??|??|??|2017|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
774. W|cascina fontana barolo barolo|docg 2018 vino rosso|it|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
775. W|cascina fontana barolo barolo|docg 2019 vino rosso|it|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
776. W|cascina fontana barolo barolo|docg 2020 vino rosso|it|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
777. W|cascina fontana barolo castiglione|2016|it|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
778. W|cascina fontana barolo castiglione|2016|it|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=777
779. W|cascina fontana barolo castiglione|falletto|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
780. W|cascina fontana barolo castiglione falletto|2016|it|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
781. W|cascina fontana barolo castiglione falletto|2016|it|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=780
782. W|cascina fontana barolo castiglione falletto|2017|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
783. W|cascina fontana barolo castiglione falletto|2017|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=782
784. W|cascina fontana barolo castiglione falletto|2019 jeroboam legno cl300|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
785. W|cascina fontana barolo castiglione falletto|2019 magnum cl150|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
786. W|cascina fontana barolo castiglione falletto|2019 wotm|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
787. W|cascina fontana barolo castiglione falletto|2020 magnum cl150|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
788. W|cascina fontana barolo castiglione falletto|2021 jeroboam cassa legno|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
789. W|cascina fontana barolo castiglione falletto|2021 magnum cl150|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
790. W|cascina fontana barolo castiglione falletto|75|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
791. W|cascina fontana barolo castiglione falletto|75|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=790
792. W|cascina fontana barolo castiglione falletto|75|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=790
793. W|cascina fontana barolo castiglione falletto|docg 2021|it|r|??|??|??|2021|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
794. W|cascina fontana barolo comune di castiglione falletto|2013|it|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco
795. W|cascina fontana barolo comune di castiglione falletto|2015|it|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
796. W|cascina fontana barolo comune di castiglione falletto|2016|it|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
797. W|cascina fontana barolo comune di castiglione falletto|2017|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
798. W|cascina fontana barolo del commune castiglione|2016|it|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|cascina fontana barolo del comune di castiglione falleto|2019 barolo piedmont italy|it|r|??|piedmont|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
800. W|cascina fontana barolo del comune di castiglione falletto|2019|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
801. W|cascina fontana barolo del comune di castiglione falletto|2021|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
802. W|cascina fontana barolo del comune di castiglione falletto|2021|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=801
803. W|cascina fontana barolo del comune di castiglione falletto|2021 magnum cassa|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
804. W|cascina fontana barolo del comune di castiglione falletto|2022|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
805. W|cascina fontana barolo del comune di monforte|75|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
806. W|cascina fontana barolo del comune di monforte|75|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=805
807. W|cascina fontana barolo del comune di monforte|75|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=805
808. W|cascina fontana barolo di castiglione falletto|2017|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
809. W|cascina fontana barolo di castiglione falletto|2017|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=808
810. W|cascina fontana barolo dmg owc barolo|docg 2018|it|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
811. W|cascina fontana barolo dmg owc barolo|docg 2019|it|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
812. W|cascina fontana barolo dmg owc barolo|docg 2020 vino rosso|it|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
813. W|cascina fontana barolo|docg|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
814. W|cascina fontana barolo|docg|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=813
815. W|cascina fontana barolo|docg 2018|it|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
816. W|cascina fontana barolo|docg piedmont italy 2020|it|r|??|piedmont|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
817. W|cascina fontana barolo|docg piedmont italy 2020 magnum|it|r|??|piedmont|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
818. W|cascina fontana barolo mgm barolo|docg 2017 vino rosso|it|r|??|??|??|2017|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
819. W|cascina fontana barolo mgm barolo|docg 2018 vino rosso|it|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
820. W|cascina fontana barolo mgm barolo|docg 2019 vino rosso|it|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
821. W|cascina fontana barolo mgm barolo|docg 2020 vino rosso|it|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
822. W|cascina fontana barolo owc barolo|docg 2016 vino rosso|it|r|??|??|??|2016|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
823. W|cascina fontana barolo owc dmg barolo|docg 2017 vino rosso|it|r|??|??|??|2017|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
824. W|cascina fontana castiglione falletto barolo|docg 2015 vino rosso|it|r|??|??|??|2015|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
825. W|cascina fontana castiglione falletto barolo|docg 2016 vino rosso|it|r|??|??|??|2016|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
826. W|cascina fontana castiglione falletto barolo|docg 2017 vino rosso|it|r|??|??|??|2017|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
827. W|cascina fontana castiglione falletto barolo|docg 2019 vino rosso|it|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
828. W|cascina fontana castiglione falletto barolo|docg 2020|it|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
829. W|cascina fontana castiglione falletto barolo|docg 2020 vino rosso|it|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
830. W|cascina fontana castiglione falletto barolo|docg 2021 vino rosso|it|r|??|??|??|2021|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
831. W|cascina fontana castiglione falletto barolo|docg italy 2019|it|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
832. W|cascina fontana castiglione falletto dmg owc barolo|docg 2017 vino rosso|it|r|??|??|??|2017|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
833. W|cascina fontana castiglione falletto dmg owc barolo|docg 2019 vino rosso|it|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
834. W|cascina fontana castiglione falletto dmg owc barolo|docg 2020 vino rosso|it|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
835. W|cascina fontana castiglione falletto dmg owc barolo|docg 2021 vino rosso|it|r|??|??|??|2021|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
836. W|cascina fontana castiglione falletto mgm owc barolo|docg 2017 vino rosso|it|r|??|??|??|2017|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
837. W|cascina fontana castiglione falletto mgm owc barolo|docg 2019 vino rosso|it|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
838. W|cascina fontana castiglione falletto mgm owc barolo|docg 2020 vino rosso|it|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
839. W|cascina fontana castiglione falletto mgm owc barolo|docg 2021 vino rosso|it|r|??|??|??|2021|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
840. W|cascina fontana castiglione falletto owc barolo|docg 2015 vino rosso|it|r|??|??|??|2015|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
841. W|cascina fontana castiglione falletto owc barolo|docg 2016 vino rosso|it|r|??|??|??|2016|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
842. W|cascina fontana comune di monforte barolo|docg 2019 vino rosso|it|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
843. W|cascina fontana comune di monforte barolo|docg 2020 vino rosso|it|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
844. W|cascina fontana dolcetto dalba|2016|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
845. W|cascina fontana dolcetto dalba|2017|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
846. W|cascina fontana dolcetto dalba|2018|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
847. W|cascina fontana dolcetto dalba|2019|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
848. W|cascina fontana dolcetto dalba|2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
849. W|cascina fontana dolcetto dalba|2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
850. W|cascina fontana dolcetto dalba|2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=849
851. W|cascina fontana dolcetto dalba|2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=849
852. W|cascina fontana dolcetto dalba|2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=849
853. W|cascina fontana dolcetto dalba|2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=849
854. W|cascina fontana dolcetto dalba|2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=849
855. W|cascina fontana dolcetto dalba|2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
856. W|cascina fontana dolcetto dalba|2024|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
857. W|cascina fontana dolcetto dalba|2024|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=856
858. W|cascina fontana dolcetto dalba|2025|??|r|??|??|??|2025|13.5|??|medio|carne vermelha, massas, queijos curados|seco
859. W|cascina fontana dolcetto dalba|doc 2023|??|r|??|??|??|2023|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
860. W|cascina fontana dolcetto dalba dolcetto dalba|doc 2022 vino rosso|??|r|??|??|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
861. W|cascina fontana dolcetto dalba dolcetto dalba|doc 2023 vino rosso|??|r|??|??|??|2023|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
862. W|cascina fontana dolcetto dalba triple a|2024|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
