W|gran siesta|biodinamico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|beylesse cote de provence rose|fr|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=747
W|grand|blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|blanc aoc 15|??|w|??|??|??|nv|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|grand|blanc bio champagne leclerc briant epernay|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grand|blanc champagne leclerc briant epernay|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grand|blanc coteaux de miramont igp|??|w|??|??|??|2023|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|grand|blanc coteaux de miramont igp|??|w|??|??|??|2024|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|grand|blanc de blanc gb|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|blanc de blanc gb|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=755
W|grand|blanc de blancs|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grand|blanc de blancs|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=757
W|grand|blanc de blancs brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|blanc de blancs brut gosset champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|blanc de blancs champagne gosset|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|chateau de sannes sgr|grand blanc de sannes|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|blanc grand cru brut zero champagne leclerc briant france|fr|s|??|champagne|??|2013|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut
W|grand|blanc philipponnat|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|blanc princeps xarello|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|vignobles vellas|grand blaquiere|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|blend nicasia 750cc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bois cotes du rhone reserve village cairanne maximilien|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bois cotes du rhone reserve village cairanne maximilien|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=768
W|grand|boise 1610|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|boise auro red|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|boise auro white|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|boise sainte victoire rose|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grand|boise sainte victoire rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grand|bol a riz aibai|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bos graves blanc|es|w|??|bordeaux|graves|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bos graves blanc cuvee spinoza|es|w|??|bordeaux|graves|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bosquet blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bosquet blanc igp agenais|??|w|??|??|??|2023|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|grand|bosquet merlotcabernets|??|r|merlot|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bosquet rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grand|bosquet rose cotes du marmandais|??|p|??|??|??|2015|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grand|bosquet rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bosquet rouge aop cotes du marmandais|??|r|??|??|??|2016|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bosquet rouge igp agenais|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bosquet rouge igp agenais 20222023|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bosquet sauvignoncolombard|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bou|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bouquet extra brut blanc de blancs chouilly grand cru 3000ml doppel|??|s|??|??|??|2015|12|grand cru|leve|aperitivos, frutos do mar, canapes|extra brut
W|grand|bouquet extra brut blanc de blancs chouilly grand cru 3000ml doppel|??|s|??|??|??|2017|12|grand cru|leve|aperitivos, frutos do mar, canapes|extra brut
W|grand|bouquet extra brut blanc de blancs chouilly grand cru|??|s|??|??|??|2018|12|grand cru|leve|aperitivos, frutos do mar, canapes|extra brut
W|grand|bourdieu blanc expression|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bourdieu expression blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bourdieu graves blanc prestige|es|w|??|bordeaux|graves|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bourdieu graves expression blanc|es|w|??|bordeaux|graves|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|bourdieu graves expression rouge|es|r|??|bordeaux|graves|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bourdieu graves rouge prestige|es|r|??|bordeaux|graves|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bourgeois sauvignon bio henri bourgeois|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bourry chevalier delaude|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bouteilles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|braquet cuvee chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|braquet cuvee sauvignon gris|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|braquet de guillaume chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|braquet de guillaume chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|breuil xo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|brocard pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=807
W|grand|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=807
W|grand|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=807
W|grand|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=807
W|grand|brut 37|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|brut astucciato|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|brut astuccio|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|burge filsell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|burgundy dinner auckland 19th march 630pm|fr|r|??|??|??|2026|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|bussiere|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|c alsace gewurztraminer reserve|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|c alsace grand cru riesling eichberg|fr|w|riesling|??|??|2019|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|grand|c alsace pinot gris reserve|fr|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|c alsace pinot noir reserve|fr|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|c alsace riesling reserve|fr|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|c brut cremant alsace|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|c brut cremant dalsace|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|c brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|c cremant brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|c cremant dalsace brut rose|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|c cremant dalsace elsass frankreich|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grand|c edel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|c edel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=829
W|grand|c gewurztraminer reserve|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|c gewurztraminer reserve|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=831
W|grand|c leichtigkeit des seins rose igp|??|p|??|??|??|nv|12.5|igp|leve|aperitivos, frutos do mar, saladas|seco
W|grand|c leichtigkeit des seins rose igp|??|p|??|??|??|nv|12.5|igp|leve|aperitivos, frutos do mar, saladas|seco|=833
W|grand|c leichtigkeit des seins rouge igp|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|c leichtigkeit des seins weiss igp|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|c muscat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|c pinot blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|c pinot gris|??|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|c pinot gris extra sec|??|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|c pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|c reserve pinot blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|c reserve riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|c riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|grand|cabernet franc 15 vol|??|r|cabernet franc|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cabernet franc mendoza|ar|r|cabernet franc|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cabernet franc mendoza|ar|r|cabernet franc|mendoza|mendoza|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|caforkasteel|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cafour chateau|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cafour chateau|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=851
W|grand|calcaire chablis millesime|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|calcaire chablis premier cru vaucoupin millesime|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|calcaire petit chablis aoc gruhier delaunay|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|canyon sunset|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cape chardonnay 13|za|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|cape chardonnay unoaked|za|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|cape chardonnay unoaked do robertson|za|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|cape chenin blanc|za|w|chenin blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|cape merlot 135|za|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cape shiraz|za|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cappucino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|castle 18 year old cask 3598|??|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cavalier|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grand|cave|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cave|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cave|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cave|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=868
W|grand|cave mega spileo grand cave|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cave syrah|??|r|syrah|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cave vintage|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cave vintage 20142013|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|celebration|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|celebration|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=874
W|grand|celebration 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
X
W|grand|celier les 87|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|celier les 87|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=880
W|grand|cellier|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cellier|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=882
W|grand|cellier|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=882
W|grand|cellier brut cru vilmart|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|cellier d or cru vintage vilmart|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cellier dor|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cellier dor vilmart cie champagne brut cru|fr|s|??|champagne|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|cellier dor|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cellier dor|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cellier dor|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cellier nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cellier rubis|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cellier rubis|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|centenario anejo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cep merlot igp pays doc|??|r|merlot|??|??|2016|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|ch blanc de blanc brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grand|chai medoc|??|r|??|??|medoc|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|chapon|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|chardonnay alpasion 140 vol|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|chateau brut|grand|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|chateau chalon en beaumont|grand|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau chalon en beaumont|grand|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=903
W|chateau du soleil brut|grand|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|chateau du soleil sparkling wine brut|grand|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|chateau du soleil vino espumoso extra|grand brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|chateau du soleil vino espumoso rosado|grand brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
X
W|grand|cheesecake selection the cheesecake factory caixa 992g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|chemin cuvee velours|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|chemin cuvee velours gsm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|chemin cuvee velours paus doc|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|chemin cuvee velours pays doc igp|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|chemin minervois|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cheval|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cheval oregon|us|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city appetizer fork 150mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city bouillon spoon 176mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city butter knife 170mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city cake fork 146mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city dessert fork 181mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city dessert knife 213mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city dessert spoon 183mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city espresso spoon 103mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city fish fork 184mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city fish knife 191mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city gourmet spoon 181mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city ice cream spoon 170mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city oyster fork 130mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city saltspices 82mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city sand blasted cake fork 146mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city sand blasted dessert fork 181mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city sand blasted dessert knife 213mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city sand blasted dessert spoon 183mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city sand blasted espresso spoon 103mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city sand blasted table fork 201mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city sand blasted table knife 234mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city sand blasted table spoon 201mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city steak knife 235mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city table fork 201mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city table knife 234mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city table knife hollow handle 234mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|city table spoon 201mm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|clapeau olivier aoc haut medoc cru bourgeois|??|r|??|??|medoc|2016|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|clapeau olivier haut medoc|??|r|??|??|medoc|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|classic tokaji muscat blanc felszaraz feherbor 075 drs|hu|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|classique|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine daigues belles|grand classique|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|classique|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|classique|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=950
W|grand|classique|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|classique|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=952
W|grand|classique blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|classique cotes de provence|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|classique rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|clos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos rousseau|grand desfontaine freres|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|club winemakers pick|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|club winemakers pick|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=959
W|grand|coeur blanc de blanc|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|coffret truffe lavande noix|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|coffret zero dechet beaute|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|constance investment box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|corbier reserve corbieres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|corbin|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|corbin despagne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|corbin despagne|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|corbin despagne|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|corbin despagne|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|corbin despagne st emilion|??|r|??|??|st emilion|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|corbin despagne cb6 stemilion|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|corbin saint emilion gcc owc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|corbin saint emilion gcc owc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|grand|corbin saint emilion gcc owc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|grand|cordon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cordon mumm|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grand|cordon mumm exclusieve champagne|fr|s|??|champagne|??|1985|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grand|cordon mumm exclusive champagne|fr|s|??|champagne|??|1985|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grand|cordon mumm exklusiv champagne|fr|s|??|champagne|??|1985|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grand|cordon rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grand|cotes du jura blanc tradition chardonnay savagnin|fr|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|cotes du jura blanc tradition chardonnay savagnin|fr|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco|=982
W|grand|cotes du jura chardonnay la grande chaude|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grand|cotes du jura chardonnay la grande chaude|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=984
W|grand|cotes du jura rouge pinot noir|fr|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
