W|branco|seco louis latour bourgogne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling superiore vigna martina isimbarda oltrepo pavese doc 2024|??|w|riesling|??|??|2024|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling superiore le fleur isimbarda oltrepo pavese doc 2023|??|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling superiore le fleur isimbarda oltrepo pavese doc 2023|??|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco|=665
W|branco|riesling spatlese 2019|??|w|riesling|??|??|2019|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling single johannisberg miolo|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling schlossberg grand cru 2018|??|w|riesling|??|??|2018|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|riesling reserva emiliana adobe 6 unidades|??|w|riesling|??|??|NV|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|riesling qualitatswein trocken 2020|??|w|riesling|??|??|2020|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling pfalz trocken 2022|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling pfalz 2022|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling organico alsace marcel deiss|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling mosel spatlese trocken 2017|??|w|riesling|??|??|2017|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling mosel qualitatswein trocken 2023|??|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling mosel organic premium trocken 2019|??|w|riesling|??|??|2019|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling mosel kabinett trocken 2022|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling mosel goldquadrat qualitatswein trocken 2001|??|w|riesling|??|??|2001|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|riesling luiz argenta l a jovem|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling luigi bosca|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling lieser niederberghelden auslese feinherb 2011|??|w|riesling|??|??|2011|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling les chapelles zusslin|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling langenlois hiedler|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling kabinnet troken koehler ruprecht|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling kabinett trocken 2018|??|w|riesling|??|??|2018|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling kabinett holle franz kunstler|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling kabinett eugen muller|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling kabinett braunewell|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling hunters|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling grand cru sommerberg 2018|??|w|riesling|??|??|2018|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|riesling grand cru muenchberg 2018|??|w|riesling|??|??|2018|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|riesling grand cru brand 2018|??|w|riesling|??|??|2018|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|riesling gelber sandstein ruppertsberg pfalz 2022|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling fronholz 2018|??|w|riesling|??|??|2018|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling estate franz kunstler|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling clos mathis 2018|??|w|riesling|??|??|2018|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling castellamare|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling arteviva|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|riesling alsace dopff au moulin|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ribolla gialla 2025|??|w|??|??|??|2025|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ribolla gialla 2025|??|w|??|??|??|2025|12.5|??|leve|peixes, frutos do mar, saladas|seco|=701
W|branco|ribolla gialla 2025|??|w|??|??|??|2025|12.5|??|leve|peixes, frutos do mar, saladas|seco|=701
W|branco|ribeiro santo vinha da neve 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|ribeiro santo rabo de ovelha|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ribeiro santo pinha|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ribeiro santo encruzado garrafa magnum 1|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ribeiro santo encruzado 2025 dao|pt|w|??|dao|??|2025|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|ribeiro santo encruzado|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ribeiro santo automatico 2022 dao|pt|w|??|dao|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|ribeiro santo automatico|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ribeiro santo 2024 dao|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|ribeiro santo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ribbonwood sauvignon blanc 2018 marlborough|??|w|sauvignon blanc|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|rheingau riesling qba trocken 2023|??|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|rheingau riesling qba trocken 2020|??|w|riesling|??|??|2020|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|rheingau riesling qba melange trocken 2019|??|w|riesling|??|??|2019|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|rheingau riesling melange trocken 2023|??|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|rheingau riesling kiedrich trocken 2023|??|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|rhebokskloof flat rock white blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|retsina tetramythos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|retamal reta quebrada seca chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|respiro altitude 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|white malbec trivento|??|w|malbec|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|reservado sauvignon tierra los andes|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|vimioso|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|sauvignon blanc 2019|??|w|sauvignon blanc|??|??|2019|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|magnum esporao|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|kompassus|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|horacio simoes|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|flor do coa costa boal portugues|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|esporao|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|devils collection casillero del diablo|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|del camino|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|cuvee brut nature colinas|??|s|chardonnay, pinot noir|??|??|NV|12|Reserva|medio|aperitivos, frutos do mar, canapes|brut nature
W|branco|chardonnay monte paschoal|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casas del bosque sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|casas del bosque|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|barbara riesling giacomin|??|w|riesling|??|??|NV|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|adega grande|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|adega grande|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=741
W|branco|2024|??|w|??|??|??|2024|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|remordimiento chardonnay jumilla 2024|??|w|chardonnay|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|remoissenet pere fils chablis gr cru les clos 2018 borgonha franca|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|remoissenet pere fils chablis gr cru bougros 2018 borgonha franca|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|remoissenet pere fils chablis amiral vernon 2018 borgonha franca|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|remoissenet pere fils chablis 1er cru fourchaumes 2018 borgonha franca|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|remirez de ganuza olagar gran reserva rioja 2016|es|w|??|rioja|??|2016|12.5|DOCa|medio|peixes, frutos do mar, saladas|seco
W|branco|reguengos reserva doc alentejo|pt|w|??|alentejo|??|NV|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|reguengos reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|reguengos reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=751
W|branco|reguengos doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|reguengos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|regional de lisboa 1808 colheita|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|regional alentejo terras lusas|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|region del valle central chardonnay u by undurraga do|cl|w|chardonnay|valle central|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|regia colheita reserva carmim|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|regia colheita doc alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|regia colheita doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|refrescante portugues mateus|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|redondo single block blend 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|redoma reserva 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|redoma reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|redoma niepoort|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|redoma|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|redencao 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|rebelo gouveia reserva garrafa magnum 1|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|rebelo gouveia reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|rebelo gouveia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ravasqueira viognier 2019 alentejo|pt|w|viognier|alentejo|??|2019|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|ravasqueira superior 2023 regional alentejano|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ravasqueira selecao do ano 2024 alentejo|pt|w|??|alentejo|??|2024|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|ravasqueira sauvignon blanc 2024 alentejo|pt|w|sauvignon blanc|alentejo|??|2024|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|ravasqueira reserva da familia 2023 alentejo|pt|w|??|alentejo|??|2023|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|ravasqueira encantado 2023 alentejo|pt|w|??|alentejo|??|2023|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|ravasqueira alvarinho 2016 alentejo|pt|w|??|alentejo|??|2016|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|raul perez la del vivo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ratzelhaft mosel qualitaswein 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|rascunho by quinta de santiago 2022 vinhos verdes|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|rascunho by quinta de santiago 2021 vinhos verdes|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|rarissimo nv dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|rarissimo dao dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|rarissimo bairrada 2017 bairrada|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|rarissimo 2017 bairrada|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|rarissimo 2011 dao|pt|w|??|dao|??|2011|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|rar collezione viognier|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ramon roqueta chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ramirana varietal sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ramilo vital 2020 regional de lisboa|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ramilo nativas 2023 lisboa|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ramilo malvasia borra colares lisboa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ramilo malvasia 2020 doc colares|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ramilo malvasia 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ramilo galego dourado 2022 doc colares|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ramilo arinto 2019 regional de lisboa|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ramalhosa encruzado|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|raka sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|raipoumpou roussanne 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|r de riussec bordeaux blanc 2021|fr|w|??|bordeaux|??|2021|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|r de rieussec bordeaux blanc 2022|fr|w|??|bordeaux|??|2022|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quintino encantos da quinta colheita 2022 trasosmontes|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quintas de melgaco torre de menagem 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quintaluna 2019 castilla leon espanha|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta varzea da pedra sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta varzea da pedra reserva 2016 obidos|??|w|??|??|??|2016|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta varzea da pedra fernaopires 2019 lisboa|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta varzea da pedra colheita 2023 ivv|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta varzea da pedra arinto 2023 lisboa|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta valle madruga viosinho 2020 trasosmontes|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta valle madruga reserva 2020 trasosmontes|??|w|??|??|??|2020|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta valle madruga grande reserva 2019 trasosmontes|??|w|??|??|??|2019|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta valle madruga grande escolha 2020 trasosmontes|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta valle madruga gouveio 2020 trasosmontes|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta valle madruga fernaopires 2019 trasosmontes|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta vale dona maria rufo douro doc|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta vale dona maria douro superior doc|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta vale dona maria douro superior|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta serra doura reserva trasosmontes|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta serra doura grande reserva trasosmontes|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta seara dordens reserva 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta seara dordens gouveio real 2019 douro|pt|w|??|douro|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta sao sebastiao sauvigon blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta sao sebastiao chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta sao sebastiao arinto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta sao sebastiao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta pousada de fora loureiro reserva vinhos verdes|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta pousada de fora arinto reserva vinhos verdes|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta nova touriga nacional|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta nova reserva blanc de noir 2021|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta nova reserva blanc de noir|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta nova grainha reserva douro|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta nova grainha reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta nova blanc de noir reserva 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta nossa senhora de fatima 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta nogueira reserva 2016 lisboa|??|w|??|??|??|2016|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta maria izabel vinhas velhas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta maria izabel sublime 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta maria izabel 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta maria izabel|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta edmun do val alvarinho grande reserva 2008 minho|??|w|??|??|??|2008|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos termos reserva riesling 2025 doc beira interior|??|w|riesling|??|??|2025|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos termos reserva 2024 doc beira interior|??|w|??|??|??|2024|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos termos colheita 2023 doc beira interior|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos tavoras reserva 2019 trasosmontes|??|w|??|??|??|2019|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos tavoras reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos roques reserva 2021 dao|pt|w|??|dao|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos roques encruzado 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos roques encruzado 2022 dao|pt|w|??|dao|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos roques encruzado 2014 dao|pt|w|??|dao|??|2014|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos roques dao branco quinta do correio|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos roques cerceal 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos roques 2022 dao|pt|w|??|dao|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos pocos reserva 2023 douro doc|pt|w|??|douro|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos pocos reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos pocos colheita 2019 douro|pt|w|??|douro|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos pocos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos murcas assobio 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares vinhas a norte 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares vinhas a norte|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares reserva 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=862
W|branco|quinta dos castelares moscatel galego 2022 douro|pt|w|moscatel|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares manuel caldeira 2021 doc douro blend exclusivo de uvas autoctones branco seco elegante e mineral vinho portugues premium para gastronomia fina|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares manuel caldeira 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares manuel caldeira|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares colheita 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares codega do larinho 2022 doc douro branco seco aromatico uva nativa portuguesa vinho leve e elegante para frutos do mar e momentos especiais|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares codega do larinho 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares codega do larinho 2017|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares chardonnay 2022 douro|pt|w|chardonnay|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares bio 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares alvarinho 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos castelares|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos carvalhais reserva dao|pt|w|??|dao|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos carvalhais reserva 2021 dao|pt|w|??|dao|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos carvalhais especial dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos carvalhais encruzado dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos carvalhais encruzado dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco|=879
