W|franschoek cellars|the last elephant|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|chardonnay kirchberg gg 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz keller|chardonnay kirchberg gg groes gewachs 2018|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|franz keller|chardonnay oberbergener bassgeige 2021|fr|w|chardonnay|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|franz keller|chardonnay oberbergener bassgeige 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|franz keller|chardonnay oberbergener bassgeige 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz keller|drei dorfer chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz keller|drei dorfer chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=693
W|franz keller|drei dorfer chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=693
W|franz keller|eichberg spatburgunder grosses gewachs 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|eichberg spatburgunder grosses gewachs 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=696
W|franz keller|enselberg grosses gewaches spatburgunder|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|enselberg grosses gewachs spatburgunder 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|enselberg grosses gewachs spatburgunder 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=699
W|franz keller|enselberg spatburgunder grosses gewachs 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|enselberg spatburgunder grosses gewachs 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=701
W|franz keller|erste lage oberbergener bassgeige spatburgunder 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|gg kahner oberbergen|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|gg kirchberg chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz keller|grauburgunder|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|grauburgunder|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=706
W|franz keller|grauburgunder kahner gg 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|grauburgunder schlossberg achkarren 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|grauburgunder trocken 6x 1 liter mehrweg|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|grauburgunder vdp oberbergener bassgeige kaehner gg 2022|fr|r|??|??|??|2022|13.5|VDP|encorpado|carne vermelha, queijo|seco
W|franz keller|grauburgunder vom loss|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|grauburgunder vom loss|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=712
W|franz keller|grauburgunder vom loss 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|grauburgunder vom loss 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|grauburgunder vom loss 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=715
W|franz keller|grauburgunder vom loss 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|kahner grauburgunder grosses gewachs 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|kahner grauburgunder grosses gewachs 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=718
W|franz keller|kahner grosses gewaches grauburgunder|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|kahner grosses gewachs grauburgunder 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|kahner grosses gewachs grauburgunder 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=721
W|franz keller|kaiserstuhl pinot rose brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|franz keller|kaiserstuhl pinot rose brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=723
W|franz keller|kirchberg grosses gewachs chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz keller|kirchberg grosses gewachs chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=725
W|franz keller|oberbergen bassgeige spatburgunder premier cru 2023|fr|r|??|??|??|2023|13.5|PREMIER CRU|encorpado|carne vermelha, queijo|seco
W|franz keller|oberbergen bassgeige spatburgunder premier cru 2023|fr|r|??|??|??|2023|13.5|PREMIER CRU|encorpado|carne vermelha, queijo|seco|=727
W|franz keller|oberbergener bassgeige 2017 spatburgunder erste lage|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|oberbergener bassgeige chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz keller|oberbergener bassgeige chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=730
W|franz keller|oberbergener bassgeige chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|franz keller|oberbergener bassgeige chardonnay erste lage premier cru 2023|fr|w|chardonnay|??|??|2023|12.5|PREMIER CRU|medio|peixe, frutos do mar|seco
W|franz keller|oberbergener bassgeige chardonnay erste lage premier cru 2023|fr|w|chardonnay|??|??|2023|12.5|PREMIER CRU|medio|peixe, frutos do mar|seco|=733
W|franz keller|oberbergener bassgeige grauburgunder|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|oberbergener bassgeige grauburgunder 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|oberbergener bassgeige grauburgunder 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=736
W|franz keller|oberbergener bassgeige spatburgunder|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|oberbergener bassgeige spatburgunder|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=738
W|franz keller|oberbergener bassgeige spatburgunder|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=738
W|franz keller|oberbergener bassgeige spatburgunder 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|oberbergener bassgeige spatburgunder 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=741
W|franz keller|oberbergener pulverbuck 2017 weiburgunder erste lage|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|oberbergener pulverbuck 2018 weiburgunder erste lage|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|oberbergener pulverbuck weiburgunder 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|oberbergener pulverbuck weissburgunder|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|oberbergener pulverbuck weissburgunder 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|oberbergener pulverbuck weissburgunder 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|oberrotweil spatburgunder 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|oberrotweil spatburgunder 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=749
W|franz keller|petit adler rose brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|franz keller|pinot gris schwarzer adler|fr|w|pinot gris|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franz keller|pinot noir|fr|r|pinot noir|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|pinot noir|fr|r|pinot noir|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=753
W|franz keller|pinot noir schwarzer adler|fr|r|pinot noir|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|schlossberg achkarren grauburgunder grosses gewachs 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|schlossberg achkarren grauburgunder grosses gewachs 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=756
W|franz keller|schlossberg grosses gewaches grauburgunder|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|schlossberg grosses gewachs grauburgunder 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|schlossberg grosses gewachs grauburgunder 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=759
W|franz keller|schlossberg spatburgunder grosses gewachs 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|schlossberg spatburgunder grosses gewachs 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=761
W|franz keller|spatburgunder|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder eichberg gg 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder eichberg gg 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder eichberg gg oberrotweil 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder eichberg gg oberrotweil 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder enselberg gg groes gewachs 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder jechtinger enselberg gg 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder jechtinger enselberg grosses gewachs 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder kirchberg gg 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder schlossberg gg 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder schlossberg gg 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder schlossberg gg 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder steinriese gg 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder steinriese gg 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder steinriese gg 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder vom loss|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder vom loss 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder vom loss 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder vom loss 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|spatburgunder vom loss 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=781
W|franz keller|spatburgunder vom loss 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=781
W|franz keller|spatburgunder vom loss 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=781
W|franz keller|steinreise spatburgunder grosses gewachs 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|vom loss pinot noir|fr|r|pinot noir|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|weiburgunder vom loss 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|weiburgunder vom loss 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|weissburgunder oberbergener 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|weissburgunder vom loss|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|weissburgunder vom loss 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz keller|weissburgunder vom loss 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz pichler|bachgarten gruner veltliner federspiel|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz plays|orange 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz plays|with szurke feher kek|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz plays|with szurke feher kek|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=795
W|franz plays|with szurke feher kek 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz saumon|cave se rebiffe 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz schubert|le 8 sinfonie|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz strohmeier|catsilver 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz strohmeier|gelb 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz strohmeier|gratitude 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz strohmeier|karmin 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz strohmeier|rot 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz strohmeier|schilcher frizzante rose nv|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|franz strohmeier|sonne 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz strohmeier|tlz indigo no 3 nv steiermark austria|at|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz strohmeier|tlz rot no 9 nv steiermark austria|at|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz strohmeier|tlz weinderstille no 10 nv steiermark austria|at|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz strohmeier|tlz weiss no 10 nv steiermark austria|at|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz strohmeier|weiss 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz turk|veltliner 333 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz turk|veltliner 333 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz ventas|ventas tienda y online i will be back soon|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz von|fein aperitif duo|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz von|fein bernstein aperitif|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz von|fein bernstein aperitif|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=816
W|franz von|fein rubin aperitif|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz von|fein rubin aperitif|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=818
W|franz weninger|blaufrankisch 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz weninger|ponzichter blaufrankisch burgenland austria|at|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz weninger|ponzichter red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz weninger|rozsa petsovits 12|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz weninger|rozsa petsovitz rose germanyaustriahungary|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|franz weninger|rozsa petsovitz rose germanyaustriahungary|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco|=824
W|franz weninger|stein furmint 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz weninger|steiner kekfrankos 2015|fr|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz xaver|pichler durnsteiner kellerberg gruner veltliner smaragd|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franz xaver|pichler m gruner veltliner smaragd|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzbitter san|basile aperitivo de ervas aromaticas|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzbrotchenlikor|franzbrotchenlikor|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzchen franzbrotchenlikor|franzbrotchenlikor|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzelles personal|favourites|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta albinuta|sweet cakes 400g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta breadcrumbs|with fruits 250g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta dried|biscuits malyutka glazed vanilla 400g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta drying|500g baby amateur|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta drying|500g vanilla|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta drying|shuttle 500g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta homemade|biscuits 500g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta oat|biscuits 400g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta oatmeal|cookies with plum 400g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta poppy|seed bagels 400g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta pretzels|with poppy seeds 500g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta pretzels|with poppy seeds in glaze 400g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta rectangle|waffle wafer sheets 700g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta rusks|vanilla 200g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta square|waffle wafer sheets 350g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta sushki|500g baby honey|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta sweet|cakes caramel flavor 400g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta wafer|sheets around 100g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta wafer|sheets trio round 120g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta wafer|sheets with cocoa 120g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzeluta wafers|with condensed milk 300g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzen|2021 mosel riesling trocken quartzitschiefer|de|w|riesling|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|franzen bremmer|calmont riesling|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzen elbling|elbling|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzero riesling|extra trocken|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzes|2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzes|2022 vino rosso podere sotto il noce|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzese fruit|wine collection 4 bottle bundle|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzi e|cratzi prosecco|it|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|franzi e|cratzi prosecco rose|it|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|franzi franzbrotchenlikor|franzbrotchenlikor|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzi franzbrotchenlikor|franzbrotchenlikor|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=864
W|franzi franzbrotchenlikor|2 shotglaser|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzi franzbrotchenlikor|inkl 2 shotglaser|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzi gebrannte|mandel likor|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzi margarita|margarita|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzi rose|sekt|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|franzi sekt|pinot blanc brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|franzi spekulatius|likor|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzi zitronenrollen|likor|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzi zitronenrollen|likor miniaturbox vpe 16x002|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia|franzia|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia blush|blush|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia blush|box|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia bold|and jammy cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia bold|jammy cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia burgundy|burgundy|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia burgundy|burgundy|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=880
W|franzia burgundy|burgundy|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=880
W|franzia burgundy|burgundy|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=880
W|franzia burgundy|burgundy|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=880
W|franzia burgundy|box|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia buttery|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia cab|sauv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=888
W|franzia cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=888
W|franzia cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=888
W|franzia cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=888
W|franzia cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=888
W|franzia cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=888
W|franzia cabernet|sauvignon 5 liter|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia cabernet|sauvignon 5 liter box|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia cabernet|sauvignon box|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia cal|red wine 37775|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia california|red|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia california|red|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=899
W|franzia california|red|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=899
W|franzia california|red|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=899
W|franzia california|red|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=899
W|franzia california|red wine|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia california|red wine|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=904
W|franzia california|red wine in bottle|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia california|red wine in bottle|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=906
W|franzia chablis|chablis|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia chablis|chablis|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=908
W|franzia chablis|chablis|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=908
W|franzia chablis|chablis|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=908
W|franzia chablis|box|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia chablis|box|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=912
