1. W|casa coste|piane valdobbiadene prosecco docg|it|s|??|??|??|NV|12|docg|leve|frutos do mar, aperitivos, sushi|brut
683. W|casa de|mouraz dao doc tinto biologico|pt|r|??|dao|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
684. W|casa de|mouraz dao doc white wine|pt|w|??|dao|??|2012|12.5|doc|medio|peixes, frutos do mar, saladas|seco
685. W|casa de|mouraz dao doc white wine|pt|w|??|dao|??|2012|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=684
686. W|casa de|mouraz dao encruzado|pt|r|??|dao|??|2023|13.5|do|medio|carne vermelha, massas, queijos curados|seco
687. W|casa de|mouraz dao palhete|pt|r|??|dao|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
688. W|casa de|mouraz dao palhete|pt|r|??|dao|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
689. W|casa de|mouraz dao palhete|pt|r|??|dao|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=688
690. W|casa de|mouraz dao palhete red wine|pt|r|??|dao|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
691. W|casa de|mouraz dao red palhete|pt|r|??|dao|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
692. W|casa de|mouraz dao tinto|pt|r|??|dao|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
693. W|casa de|mouraz dao tinto|pt|r|??|dao|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=692
694. W|casa de|mouraz dao tinto 2020 portugal|pt|r|??|dao|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
695. W|casa de|mouraz elfa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
696. W|casa de|mouraz elfa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=695
697. W|casa de|mouraz elfa dao doc|pt|r|??|dao|??|2011|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
698. W|casa de|mouraz elfa dao doc|pt|r|??|dao|??|2011|13.5|doc|medio|carne vermelha, massas, queijos curados|seco|=697
699. W|casa de|mouraz elfa tinto|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
700. W|casa de|mouraz elfa tinto bio|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
701. W|casa de|mouraz encruzado|??|r|??|??|??|2018|13.5|do|medio|carne vermelha, massas, queijos curados|seco
702. W|casa de|mouraz encruzado|??|r|??|??|??|2023|13.5|do|medio|carne vermelha, massas, queijos curados|seco
703. W|casa de|mouraz encruzado branco|??|w|??|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco
704. W|casa de|mouraz encruzado branco|??|w|??|??|??|2017|12.5|do|medio|peixes, frutos do mar, saladas|seco
705. W|casa de|mouraz encruzado branco|??|w|??|??|??|2022|12.5|do|medio|peixes, frutos do mar, saladas|seco
706. W|casa de|mouraz encruzado branco bio|??|w|??|??|??|2022|12.5|do|medio|peixes, frutos do mar, saladas|seco
707. W|casa de|mouraz encruzado dao doc white wine|pt|w|??|dao|??|2012|12.5|doc|medio|peixes, frutos do mar, saladas|seco
708. W|casa de|mouraz encruzado dao doc white wine|pt|w|??|dao|??|2012|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=707
709. W|casa de|mouraz encruzado dao doc white wine|pt|w|??|dao|??|2013|12.5|doc|medio|peixes, frutos do mar, saladas|seco
710. W|casa de|mouraz encruzado dao doc white wine|pt|w|??|dao|??|2013|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=709
711. W|casa de|mouraz encruzado dao doc white wine|pt|w|??|dao|??|2014|12.5|doc|medio|peixes, frutos do mar, saladas|seco
712. W|casa de|mouraz encruzado dao doc white wine|pt|w|??|dao|??|2014|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=711
713. W|casa de|mouraz jaen|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
714. W|casa de|mouraz jaen|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=713
715. W|casa de|mouraz nina|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
716. W|casa de|mouraz nina tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
717. W|casa de|mouraz palhete|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
718. W|casa de|mouraz palhete|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=717
719. W|casa de|mouraz palhete|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=717
720. W|casa de|mouraz palhete|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
721. W|casa de|mouraz palhete|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=720
722. W|casa de|mouraz pita nat|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
723. W|casa de|mouraz pita pet nat|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
724. W|casa de|mouraz pito pet nat palhete|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
725. W|casa de|mouraz planet chibu red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
726. W|casa de|mouraz planet mouraz bolinha|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
727. W|casa de|mouraz planet mouraz chibu|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
728. W|casa de|mouraz planet mouraz nina|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
729. W|casa de|mouraz private selection|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
730. W|casa de|mouraz private selection dao doc red wine|pt|r|??|dao|??|2011|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
731. W|casa de|mouraz private selection dao doc red wine|pt|r|??|dao|??|2011|13.5|doc|medio|carne vermelha, massas, queijos curados|seco|=730
732. W|casa de|mouraz private selection tinto|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
733. W|casa de|mouraz private selection tinto bio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
734. W|casa de|mouraz ps|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
735. W|casa de|mouraz ps|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=734
736. W|casa de|mouraz rose|??|p|??|??|??|2022|12|??|leve|carne vermelha, massas, queijos curados|seco
737. W|casa de|mouraz rose|??|p|??|??|??|2022|12|??|leve|carne vermelha, massas, queijos curados|seco|=736
738. W|casa de|mouraz tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
739. W|casa de|mouraz tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=738
740. W|casa de|mouraz tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=738
741. W|casa de|mouraz tinto|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
742. W|casa de|mouraz tinto|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
743. W|casa de|mouraz tinto|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=742
744. W|casa de|mouraz tinto bio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
745. W|casa de|mouraz tinto dao|pt|r|??|dao|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
746. W|casa de|mouraz tinto dao organic|pt|r|??|dao|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
747. W|casa de|mouraz vinho verde|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
748. W|casa de|mouraz vinho verde|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=747
749. W|casa de|mouraz vinho verde|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
750. W|casa de|mouraz vinho verde air|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
751. W|casa de|munecas|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
752. W|casa de|outeiro godello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
753. W|casa de|outeiro godello origen 2024 6 botellas|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
754. W|casa de|outeiro meco mencia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
755. W|casa de|outeiro mencia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
756. W|casa de|outeiro mencia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=755
757. W|casa de|outeiro mencia escudo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
758. W|casa de|outeiro mencia escudo 2022 6 botellas|??|r|??|??|??|2022|13.5|do|medio|carne vermelha, massas, queijos curados|seco
759. W|casa de|outeiro mencia historico|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
760. W|casa de|outeiro treixadura|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
761. W|casa de|pacos arinto reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
762. W|casa de|pacos family blend superior branco|??|w|??|??|??|2021|12.5|superior|medio|peixes, frutos do mar, saladas|seco
763. W|casa de|pacos loureiro e arinto vinho verde|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
764. W|casa de|pacos loureiro reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
765. W|casa de|pacos loureiro reserva|??|r|??|??|??|2021|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
766. W|casa de|pacos loureiro reserva|??|r|??|??|??|2021|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=765
767. W|casa de|pacos loureiro reserva vinho verde|pt|r|??|??|??|2022|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
768. W|casa de|pacos loureiro reserva white|??|w|??|??|??|2021|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
769. W|casa de|pacos loureiro vinho verde|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
770. W|casa de|pacos reserva arinto vinho verde|pt|r|??|??|??|2022|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
771. W|casa de|pacos reserva especial|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
772. W|casa de|pacos reserva especial branco|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
773. W|casa de|pancas|??|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco
774. W|casa de|pancas|??|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=773
775. W|casa de|pancas branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
776. W|casa de|passarella o fugitivo curtimenta branco dao|pt|w|??|dao|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
777. W|casa de|passarella o oenologo encruzado|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
778. W|casa de|pedra|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
779. W|casa de|perro bgp|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
780. W|casa de|piatra hvid halvtr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
781. W|casa de|piatra rose halvtr|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
782. W|casa de|piedra espuma de piedra blanc de blancs|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
783. W|casa de|piedra espuma de piedra blanc de blancs|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=782
784. W|casa de|piedra espuma de piedra blanc de blancs|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=782
785. W|casa de|piedra espuma de piedra blanc de noirs|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
786. W|casa de|piedra espuma de piedra blanc de noirs|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=785
787. W|casa de|piedra espuma de piedra rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
788. W|casa de|piedra espuma de piedra rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=787
789. W|casa de|piedra piedra del sol|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
790. W|casa de|piedra piedra del sol|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=789
791. W|casa de|piedra piedra del sol blanco ensenada mexico|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
792. W|casa de|piedra piedra del sol blanco ensenada mexico|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=791
793. W|casa de|piedra tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
794. W|casa de|piedra vino de piedra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
795. W|casa de|piedra vino de piedra 18 cosechas|??|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco
796. W|casa de|piedra vino de piedra tinto valle de guadalupe mexico 2021 winemaker hugo dacosta|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
797. W|casa de|piedra vino de piedra tinto valle de guadalupe mexico 2021 winemaker hugo dacosta|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=796
798. W|casa de|rodas alvarinho|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|casa de|rodas alvarinho branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
800. W|casa de|ronfe branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
801. W|casa de|rose cabernet sauvignon|??|p|cabernet sauvignon|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
802. W|casa de|rose cabernet sauvignon vin rose sec|??|p|cabernet sauvignon|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
803. W|casa de|rose feteasca neagra|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
804. W|casa de|rose feteasca neagra vin rose sec|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
805. W|casa de|sabicos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
806. W|casa de|sabicos avo sabica|??|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco
807. W|casa de|sabicos doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
808. W|casa de|sabicos reserva alentejo tinto|pt|r|??|alentejo|??|2013|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
809. W|casa de|sabicos tinto|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
810. W|casa de|saima|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
811. W|casa de|saima 1994 reserva tinto|??|r|??|??|??|1994|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
812. W|casa de|saima 1995 garrafeira tinto|??|r|??|??|??|1995|13.5|??|medio|carne vermelha, massas, queijos curados|seco
813. W|casa de|saima 1995 reserva tinto|??|r|??|??|??|1995|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
814. W|casa de|saima 1997 colheita tinto|??|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco
815. W|casa de|saima 1998 colheita tinto|??|r|??|??|??|1998|13.5|??|medio|carne vermelha, massas, queijos curados|seco
816. W|casa de|saima 2008 garrafeira tinto|??|r|??|??|??|2008|13.5|??|medio|carne vermelha, massas, queijos curados|seco
817. W|casa de|saima 2016 garrafeira tinto|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
818. W|casa de|saima 2018 vinhas velhas tinto|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
819. X
820. X
821. X
822. X
823. X
824. X
825. X
826. X
827. X
828. X
829. X
830. X
831. X
832. X
833. X
834. X
835. X
836. X
837. X
838. X
839. W|casa de|saima colheita rose 2021 cx 3uni|??|p|??|??|??|2021|12|??|leve|carne vermelha, massas, queijos curados|seco
840. W|casa de|saima colheita tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
841. W|casa de|saima colheita tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=840
842. W|casa de|saima colheita tinto 2019 cx 3uni|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
843. X
844. W|casa de|saima colheita tonel 10 tinto|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
845. W|casa de|saima colheita vinhas velhas branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
846. X
847. W|casa de|saima espumante reserva bruto|??|s|??|??|??|2022|12|reserva|leve|frutos do mar, aperitivos, sushi|brut
848. W|casa de|saima garrafeira|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
849. W|casa de|saima garrafeira branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
850. W|casa de|saima garrafeira branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=849
851. W|casa de|saima garrafeira branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=849
852. W|casa de|saima garrafeira branco|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
853. W|casa de|saima garrafeira branco|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
854. W|casa de|saima garrafeira tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
855. W|casa de|saima garrafeira tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=854
856. W|casa de|saima garrafeira tinto|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
857. W|casa de|saima garrafeira tinto|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
858. W|casa de|saima garrafeira tinto|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
859. X
860. X
861. X
862. W|casa de|saima grande reserva tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
863. W|casa de|saima grande reserva tinto|??|r|??|??|??|2016|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
864. W|casa de|saima pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
865. W|casa de|saima pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=864
866. W|casa de|saima pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=864
867. W|casa de|saima pinot noir|??|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|casa de|saima pinot noir bairrada tinto|pt|r|pinot noir|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
869. W|casa de|saima pinot noir tinto|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
870. W|casa de|saima pinot noir tinto|??|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
871. W|casa de|saima pinot noir tinto|??|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=870
872. W|casa de|saima pinot noir tinto|??|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=870
873. W|casa de|saima pinot noir tinto|??|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=870
874. W|casa de|saima reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
875. W|casa de|saima reserva bruto|??|s|??|??|??|NV|12|reserva|leve|frutos do mar, aperitivos, sushi|brut
876. W|casa de|saima reserva bruto branco|??|s|??|??|??|NV|12|reserva|leve|frutos do mar, aperitivos, sushi|brut
877. W|casa de|saima reserva bruto espumante 2022 cx 3uni|??|s|??|??|??|2022|12|reserva|leve|frutos do mar, aperitivos, sushi|brut
878. W|casa de|saima reserva tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
879. W|casa de|saima reserva tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=878
880. W|casa de|saima reserva tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=878
881. W|casa de|saima reserva tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=878
882. W|casa de|saima reserva tinto|??|r|??|??|??|2017|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
883. W|casa de|saima reserva tinto magnum|??|r|??|??|??|2020|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
884. W|casa de|saima rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
885. W|casa de|saima rose|??|p|??|??|??|2023|12|??|leve|carne vermelha, massas, queijos curados|seco
886. X
887. W|casa de|saima tinto beiras|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
888. X
889. X
890. W|casa de|saima tonel10 bairrada doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
891. X
892. W|casa de|saima vinhas velhas bairrada tinto|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. W|casa de|saima vinhas velhas branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
894. W|casa de|saima vinhas velhas branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=893
895. W|casa de|saima vinhas velhas branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=893
896. W|casa de|saima vinhas velhas branco|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
897. W|casa de|saima vinhas velhas branco|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
898. W|casa de|saima vinhas velhas branco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
899. W|casa de|saima vinhas velhas tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
900. W|casa de|saima vinhas velhas tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=899
901. W|casa de|saima vinhas velhas tinto|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|casa de|santa eufemia 20 year tawny port|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|casa de|santa eufemia 20 year tawny port|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
904. W|casa de|santa eufemia 2009 lbv port|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. W|casa de|santa eufemia 40 year tawny port|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
906. W|casa de|santa eufemia lbv|??|r|??|??|??|1995|13.5|??|medio|carne vermelha, massas, queijos curados|seco
907. W|casa de|santa eufemia ruby port|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
908. W|casa de|santa eufemia ruby port|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=907
909. W|casa de|santa eufemia ruby port douro portugal|it|f|??|douro|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
910. W|casa de|santa eufemia tawny port|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
911. W|casa de|santa eufemia tawny port douro portugal|it|f|??|douro|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
912. W|casa de|santa eufemia white port case only|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
913. W|casa de|santa eulalia avesso|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
914. W|casa de|santa eulalia espumante bruto|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
915. W|casa de|santa eulalia plainas loureiro|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
916. W|casa de|santa eulalia plainas rose espadeiro|??|p|??|??|??|2024|12|??|leve|carne vermelha, massas, queijos curados|seco
917. W|casa de|santa eulalia plainas vinhao|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
918. W|casa de|santar|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
919. W|casa de|santar 8 parcelas|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
920. W|casa de|santar 8 parcelas dao tinto|pt|r|??|dao|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
921. W|casa de|santar 8 parcelas tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
922. W|casa de|santar 8 parcelas tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=921
923. W|casa de|santar 8 parcelas tinto|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
924. W|casa de|santar branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
925. W|casa de|santar branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=924
926. W|casa de|santar branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=924
927. W|casa de|santar branco 13|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
928. W|casa de|santar branco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
929. W|casa de|santar branco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
930. W|casa de|santar branco curtimenta|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
931. W|casa de|santar branco de curtimenta|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
932. W|casa de|santar branco de curtimenta|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=931
933. W|casa de|santar branco de curtimenta|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
934. W|casa de|santar branco de curtimenta 2020 orange|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
