W|girlan|chardonnay riserva curlan|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girvan|girvan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|12 ars 46 murray mcdavid|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|16 yo 20062023 coopers choice sherry cask 523223 575|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|girvan|single grain bbros|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|ch7 30 years chapter 7|??|r|??|??|??|1991|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|25 years single grain old particular douglas laing|??|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|gwhl 29 years olo|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|octave collection sigle grai|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|20072026 18 yo single grain oloroso cask finish 2147668 the octave duncan taylor|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|girvan|25 years patent still single grain william grant sons|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|27 year old tawny port finish infrequent flyers|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|36yo sov|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|berrys own selection|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|fassdeckel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|n4|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|patent still 25 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|patent still 25 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|patent still 30 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|patent still n4 apps|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|patent still proof strength|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|patent still proof strength|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|girvan|proof strength|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girvan|proof strength bottling note|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girwan|proof strengh|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisborne|albarino|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gisborne|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gisborne|gewurztraminer|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gisborne|malbec|??|r|malbec|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisborne|malbec|??|r|malbec|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=714
W|gisborne|tarakihi fillet boneless skin off frozen 250gm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|giscours|giscours|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|giscours|giscours|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|giscours|giscours|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|giscours|giscours|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|giscours|giscours|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|giscours|giscours|??|r|??|??|??|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=726
W|giscours|margaux grand cru|??|r|??|??|margaux|1995|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=730
W|giscours|giscours|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=730
W|giscours|giscours|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=736
W|giscours|giscours|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=736
W|giscours|giscours|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=736
W|giscours|giscours|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|margaux grand cru|??|r|??|??|margaux|2010|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|giscours|pack|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|giscours|giscours|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=747
W|giscours|giscours|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=749
W|giscours|giscours|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=751
W|giscours|giscours|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|margaux grand cru|??|r|??|??|margaux|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|cb6 margaux|??|r|??|??|margaux|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|margaux|??|r|??|??|margaux|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|giscours|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|3eme grand cru classe margaux|??|r|??|??|margaux|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|3eme grand cru classe margaux|??|r|??|??|margaux|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=760
W|giscours|3eme grand cru classe margaux|??|r|??|??|margaux|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|3eme grand cru classe margaux|??|r|??|??|margaux|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|3eme grand cru classe margaux|??|r|??|??|margaux|2023|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|3eme grand cru classe margaux double|??|r|??|??|margaux|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|3eme grand cru classe margaux double|??|r|??|??|margaux|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|3eme grand cru classe margaux double|??|r|??|??|margaux|2023|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|3eme grand cru classe margaux 1|??|r|??|??|margaux|2023|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|3eme grand cru classe margaux methusalem|us|r|??|??|margaux|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|3eme grand cru classe margaux methusalem|us|r|??|??|margaux|2023|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|haut medoc|??|r|??|??|medoc|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|haut medoc 14|??|r|??|??|medoc|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|high mid shoulder|??|r|??|??|??|1966|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|la sirene de giscours|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|margaux|??|r|??|??|margaux|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|margaux 3eme cru|??|r|??|??|margaux|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giscours|margaux autographed|??|r|??|??|margaux|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisela|gisela|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisela|de cristal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisele|gisele|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisele|gisele|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisele|closeries des moussis vin de france blanc|fr|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gisele|daniel roland vernay|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisele|mas tinell|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giselle|giselle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giselle|00 alternative zu aperitif|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giselle|aperitif|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giselle|aperitif alkoholfrei|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giselle|aperitif likor 070 liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giselle|burgundy bohemia crystal set copas|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giselle|burgundy g bohemia crystal set copas|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giselle|cap classique case of 6|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giselle|dove black|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giselle|dove sand|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giselle|zero aperitif alkoholfrei|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisep|barbera dalba|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gising|gising|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisinggising|gisinggising|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|baciami ancora|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|baciami ancora|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=799
W|gismondi|baciami ancora campania rose|it|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gismondi|bestial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|bestial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=802
W|gismondi|bestial brutal|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gismondi|ceretto|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|cerreto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|cerreto|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|cerreto|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|cerreto skin contact malvasia di candia|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|chiaro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|chiaro|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|chiaro|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|chiaro|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=812
W|gismondi|crucella|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|crucella|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=814
W|gismondi|fontana|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|fontana|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|foresta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|foresta|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|foresta campania|it|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|pietre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|pietre|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|pietre|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gismondi|pietre|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisou|gisou|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisous|gisous|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisous|gisous|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=826
W|gisous|gisous|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=826
W|gisous|jeroboam selene vin de france rouge|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisous|gisous|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisperg|skt laurent teesdorf exlusiv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisselbecht|pinotg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisselbrecht|gewurtztraminer|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisselbrecht|gewurztraminer|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gisselbrecht|muscat reserve|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gisselbrecht|pinot blanc|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gisselbrecht|pinot gris|??|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gisselbrecht|riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gisselbrecht|riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=838
W|gisselbrecth|pinot gris|??|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gita|govinda los amores del dios krishna y de la pastora radha|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|alb de gitana|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|alb de gitana 13 sgr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=844
W|gitana|autograf cabernet sauvignon 6 x|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf cabernet sauvignon vin rosu|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf chardonay vin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gitana|autograf chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=849
W|gitana|autograf chardonnay|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gitana|autograf chardonnay 6 x|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gitana|autograf chardonnay feteasca regala|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gitana|autograf feteasca regala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf feteasca regala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=854
W|gitana|autograf feteasca regala 6 x|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf feteasca regala vin alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf fetregalachardonnay vin alb cupaj|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gitana|autograf local variety feteasca regala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=860
W|gitana|autograf merlot 6 x|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf merlot vin rosu|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf rara neagra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf rara neagra vin rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf saperavi rara neagra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|autograf saperavirara neagra vin rosu cupaj|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|bacalu vin rosu cutie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|chardonnay vin alb|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gitana|classico cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|crazus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|crazus rara neagra cab sauvignon 145 sgr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|crazus rara neagracabernet vin rosu cupaj|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|gita saperavi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|la petite sophie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|la petite sophie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|gitana|la petite sophie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|gitana|la petite sophie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|gitana|la petite sophie 14 sgr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|la petite sophie 6 x|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|la petite sophie vin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|la petite sophie vin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=881
W|gitana|la petite sophie vin alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|la petite sophie vin alb sec|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|lupi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|lupi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=885
W|gitana|lupi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=885
W|gitana|lupi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=885
W|gitana|lupi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=885
W|gitana|lupi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=885
W|gitana|lupi 6 x|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|lupi|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|lupi reserva 145 sgr|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|lupi vin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|lupi vin rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|lupi vin rosu cutie lemn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|lupi vin rosu cutie lemn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=896
W|gitana|lupi vin rosu cutie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|manastire vin alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|manastire vin alb cutie lemn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|manastirea rohbrach 135|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|manastirea rohrbach|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|manastirea rohrbach|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=902
W|gitana|manastirea rohrbach|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=902
W|gitana|manastirea rohrbach 6 x|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|manastirea rohrbach vin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|portret cabernet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|rara neagra vin rosu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|reserve rara neagra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|rose de gitana 13 sgr|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gitana|rosu de gitana|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|roz de gitana|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|saperavi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|saperavi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=913
W|gitana|saperavi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=913
W|gitana|saperavi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=913
W|gitana|saperavi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=913
W|gitana|saperavi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=913
W|gitana|saperavi 14 sgr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|saperavi 145 sgr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|saperavi|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|saperavi 6 x|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gitana|saperavi vin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
