W|greystone|organic waipara pinot gris|??|w|pinot gris|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|1984|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=659
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=659
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=662
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=664
W|grgich|hills cabernet sauvignon 21|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon miljenkos 100th birthday|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon yountville old vine|??|r|cabernet sauvignon|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon yountville old vine|??|r|cabernet sauvignon|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon yountville old vine|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon yountville old vine|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon yountville selection|??|r|cabernet sauvignon|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon yountville selection|??|r|cabernet sauvignon|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon yountville selection|??|r|cabernet sauvignon|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cabernet sauvignon yountville selection|??|r|cabernet sauvignon|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills cellars cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=681
W|grgich|hills chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=681
W|grgich|hills chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=681
W|grgich|hills chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=681
W|grgich|hills chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=681
W|grgich|hills chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=681
W|grgich|hills chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=681
W|grgich|hills chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=681
W|grgich|hills chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=681
W|grgich|hills chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=681
W|grgich|hills chardonnay|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=694
W|grgich|hills chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=696
W|grgich|hills chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=696
W|grgich|hills chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=699
W|grgich|hills chardonnay 23|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills chardonnay estate grown napa valley chardonnay biodynamic|us|w|chardonnay|california|napa valley|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills chardonnay napa estate|us|w|chardonnay|california|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills chardonnay napa valley|us|w|chardonnay|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills chardonnay napa valley|us|w|chardonnay|california|napa valley|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate chardonnay napa valley california|us|w|chardonnay|california|napa valley|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate napa valley merlot|us|r|merlot|california|napa valley|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate napa valley merlot copy|us|r|merlot|california|napa valley|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate napa valley merlot|us|r|merlot|california|napa valley|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate napa valley chardonnay|us|w|chardonnay|california|napa valley|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate napa valley chardonnay|us|w|chardonnay|california|napa valley|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=710
W|grgich|hills estate cabernet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=713
W|grgich|hills estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=713
W|grgich|hills estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=713
W|grgich|hills estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=720
W|grgich|hills estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate cabernet sauvignon library release napa valley|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate cabernet sauvignon napa|us|r|cabernet sauvignon|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate cabernet sauvignon napa valley california united states|us|r|cabernet sauvignon|california|napa valley|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate cabernet sauvignon yountville selection|??|r|cabernet sauvignon|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=728
W|grgich|hills estate chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate chardonnay napa valley california usa 141|us|w|chardonnay|california|napa valley|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate chardonnay napa valley|us|w|chardonnay|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate chardonnay napa valley|us|w|chardonnay|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=735
W|grgich|hills estate fume blanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate fume blanc|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate grown cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate grown cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate grown chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate grown chardonnay|??|w|chardonnay|??|??|2012|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate grown chardonnay napa valley|us|w|chardonnay|california|napa valley|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate grown chardonnay napa valley|us|w|chardonnay|california|napa valley|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate grown zinfandel napa valley|us|r|zinfandel|california|napa valley|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate merlot|??|r|merlot|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate merlot|??|r|merlot|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate merlot|??|r|merlot|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate merlot|??|r|merlot|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=749
W|grgich|hills estate merlot napa valley|us|r|merlot|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate merlot napa valley|us|r|merlot|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=751
W|grgich|hills estate miljenkos 100th birthday napa valley|us|r|??|california|napa valley|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate napa cabernet sauvignon|us|r|cabernet sauvignon|california|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=755
W|grgich|hills estate napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=755
W|grgich|hills estate napa valley cabernet sauvignon napa ca|us|r|cabernet sauvignon|california|napa valley|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate napa valley cabernet sauvignon napa ca|us|r|cabernet sauvignon|california|napa valley|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate napa valley chardonnay|us|w|chardonnay|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate napa valley chardonnay|us|w|chardonnay|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=763
W|grgich|hills estate napa valley chardonnay|us|w|chardonnay|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=763
W|grgich|hills estate napa valley merlot|us|r|merlot|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate napa valley zinfandel napa ca|us|r|zinfandel|california|napa valley|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate original til 6 flasker|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate original wooden box for bottle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate original wooden case for|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate original wooden case for|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=770
W|grgich|hills estate paradise block cabernet sauvignon napa ca|us|r|cabernet sauvignon|california|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate paris tasting commemorative chardonnay napa valley ca|us|w|chardonnay|california|napa valley|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grgich|hills estate sauvignon blanc|??|w|sauvignon blanc|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate sauvignon blanc fume blanc napa valley|us|w|sauvignon blanc|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills estate til 3 vine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate til magnumvin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate yountville selection cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|grgich|hills estate zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|grgich|hills estate zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|grgich|hills estate zinfandel|??|r|zinfandel|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate zinfandel|??|r|zinfandel|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate zinfandel|??|r|zinfandel|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills estate zinfandel napa|us|r|zinfandel|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills fume blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills fume blanc|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills fume blanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills fume blanc napa valley sauvignon blanc|us|w|sauvignon blanc|california|napa valley|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills fume blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills fume blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills fume blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=793
W|grgich|hills fume blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=793
W|grgich|hills fume blanc 23|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills fume blanc sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills fume blanc sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills johannisberg riesling late harvest|??|d|riesling|??|??|1975|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grgich|hills johannisberg riesling late harvest|??|d|riesling|??|??|1977|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grgich|hills merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|grgich|hills merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|grgich|hills merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|grgich|hills merlot|??|r|merlot|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills merlot|??|r|merlot|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills merlot|??|r|merlot|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills merlot|??|r|merlot|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=807
W|grgich|hills merlot|??|r|merlot|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=807
W|grgich|hills merlot|??|r|merlot|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills merlot|??|r|merlot|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=810
W|grgich|hills merlot napa valley|us|r|merlot|california|napa valley|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills miljenkos 100th birthday yountville selection napa valley cabernet valley|us|r|??|california|napa valley|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa cabernet sauvignon|us|r|cabernet sauvignon|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa cabernet sauvignon|us|r|cabernet sauvignon|california|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa merlot|us|r|merlot|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=820
W|grgich|hills napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|napa valley|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa valley chardonnay|us|w|chardonnay|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills napa valley chardonnay|us|w|chardonnay|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=823
W|grgich|hills napa valley chardonnay|us|w|chardonnay|california|napa valley|2012|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills napa valley chardonnay|us|w|chardonnay|california|napa valley|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills napa valley chardonnay|us|w|chardonnay|california|napa valley|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills napa valley chardonnay|us|w|chardonnay|california|napa valley|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills napa valley chardonnay|us|w|chardonnay|california|napa valley|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills napa valley chardonnay|us|w|chardonnay|california|napa valley|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills napa valley chardonnay organic|us|w|chardonnay|california|napa valley|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills napa valley fume blanc|us|w|??|california|napa valley|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills napa valley fume blanc|us|w|??|california|napa valley|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills napa valley merlot|us|r|merlot|california|napa valley|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa valley merlot|us|r|merlot|california|napa valley|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa valley zinfandel|us|r|zinfandel|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa valley zinfandel|us|r|zinfandel|california|napa valley|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa valley zinfandel|us|r|zinfandel|california|napa valley|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa valley zinfandel organic|us|r|zinfandel|california|napa valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills napa zinfandel|us|r|zinfandel|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills rose|??|p|??|??|??|2018|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grgich|hills rose napa valley|us|p|??|california|napa valley|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grgich|hills sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=843
W|grgich|hills sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=843
W|grgich|hills sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=843
W|grgich|hills sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=843
W|grgich|hills sauvignon blanc essence|??|w|sauvignon blanc|??|??|2010|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills sauvignon blanc skinfermented|??|w|sauvignon blanc|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills sonoma county zinfandel|us|r|zinfandel|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills tasting experience|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills yountville cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills yountville cabernet sauvignon|??|r|cabernet sauvignon|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=854
W|grgich|hills zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=854
W|grgich|hills zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=854
