1. W|carys|pinot gris|??|w|pinot gris|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
690. W|casa canevel|prosecco doc extra dry|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut|=689
691. W|casa canevel|prosecco extra dry|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
692. W|casa canevel|prosecco extra dry doc italy|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut
693. W|casa canevel|rose prosecco|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
694. W|casa cantalini|prosecco spumante nv|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
695. W|casa cantalini|prosecco spumante rosato|it|s|??|??|??|2024|12|??|leve|frutos do mar, aperitivos, sushi|brut
696. W|casa cantina|disko rare under 500 bottles|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
697. W|casa cantina|magika rare under 500 bottles|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
698. W|casa canuti|ravioli with black truffle 300g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
699. S
700. W|casa capitei|valpolicella ripasso classico superiore|it|r|??|??|??|NV|13.5|classico|medio|carne vermelha, massas, queijos curados|seco
701. W|casa carmela|monastrell barrica|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
702. W|casa carmela|monastrell barrica|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=701
703. W|casa carmela|monastrell barrica|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
704. W|casa carmela|tempranillo|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
705. W|casa carmela|tempranillo|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=704
706. W|casa carmen|tender is the night vermouth artesanal|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
707. W|casa carmen|the sun also rises vermouth artesanal|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
708. W|casa carmen|the sun also rises white vermouth nv|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
709. W|casa carnasciali|chardonnay colheita de inverno|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
710. W|casa carnasciali|merlot reserva|??|r|merlot|??|??|2023|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
711. W|casa castillo|castillo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
712. W|casa castillo|pie franco|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
713. W|casa castillo|castillo|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
714. W|casa castillo|cuvee n|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
715. W|casa castillo|cuvee n|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=714
716. W|casa castillo|cuvee n|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
717. W|casa castillo|cuvee n|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
718. W|casa castillo|cuvee n vinas viejas|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
719. W|casa castillo|cuvee n vinas viejas|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=718
720. W|casa castillo|cuvee n vinas viejas|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=718
721. W|casa castillo|cuvee n vinas viejas 2019 mg|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
722. W|casa castillo|cuvee n vinas viejas|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
723. W|casa castillo|el molar 16|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
724. W|casa castillo|el molar|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
725. W|casa castillo|el molar|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=724
726. W|casa castillo|el molar|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=724
727. W|casa castillo|el molar|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
728. W|casa castillo|el molar|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
729. W|casa castillo|el molar dop jumilla|??|r|??|??|??|2017|13.5|dop|medio|carne vermelha, massas, queijos curados|seco
730. W|casa castillo|el molar jumilla|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
731. W|casa castillo|el molar jumilla 2019 bottle|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
732. W|casa castillo|el molar tinto jumilla spain 2020 case|es|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
733. W|casa castillo|el molar vino de paraje|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
734. W|casa castillo|jumilla|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
735. W|casa castillo|jumilla 19|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
736. W|casa castillo|jumilla monastrell|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
737. W|casa castillo|jumilla monastrell|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
738. W|casa castillo|jumilla monastrell|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
739. W|casa castillo|jumilla monastrell|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=738
740. W|casa castillo|jumilla vino de finca|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
741. W|casa castillo|la tendida|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
742. W|casa castillo|la tendida|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=741
743. W|casa castillo|la tendida|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=741
744. W|casa castillo|la tendida|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
745. W|casa castillo|la tendida|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=744
746. W|casa castillo|la tendida|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
747. W|casa castillo|la tendida|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=746
748. W|casa castillo|la tendida jumilla|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
749. W|casa castillo|la tendida jumilla|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=748
750. W|casa castillo|la tendida jumilla|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
751. W|casa castillo|las gravas|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
752. W|casa castillo|las gravas|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=751
753. W|casa castillo|las gravas|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=751
754. W|casa castillo|las gravas|??|r|??|??|??|2000|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
755. W|casa castillo|las gravas|??|r|??|??|??|2015|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
756. W|casa castillo|las gravas|??|r|??|??|??|2017|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
757. W|casa castillo|las gravas|??|r|??|??|??|2019|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
758. W|casa castillo|las gravas|??|r|??|??|??|2020|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
759. W|casa castillo|las gravas|??|r|??|??|??|2020|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=758
760. W|casa castillo|las gravas|??|r|??|??|??|2021|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
761. W|casa castillo|las gravas|??|r|??|??|??|2021|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=760
762. W|casa castillo|las gravas|??|r|??|??|??|2021|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=760
763. W|casa castillo|las gravas|??|r|??|??|??|2021|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=760
764. W|casa castillo|las gravas|??|r|??|??|??|2021|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=760
765. W|casa castillo|las gravas|??|r|??|??|??|2021|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=760
766. W|casa castillo|las gravas 2021 jumilla|??|r|??|??|??|2021|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
767. W|casa castillo|las gravas|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
768. W|casa castillo|las gravas|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=767
769. W|casa castillo|las gravas|??|r|??|??|??|2023|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
770. W|casa castillo|las gravas dop jumilla|??|r|??|??|??|2016|13.5|dop|medio|carne vermelha, massas, queijos curados|seco
771. W|casa castillo|las gravas jumilla|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
772. W|casa castillo|las gravas jumilla do|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
773. W|casa castillo|las gravas jumilla spain|es|r|??|??|??|2020|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
774. W|casa castillo|las gravas jumilla vino de parcela vinas viejas|??|r|??|??|??|2021|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
775. W|casa castillo|monastrel dop jumilla|??|r|??|??|??|2017|13.5|dop|medio|carne vermelha, massas, queijos curados|seco
776. W|casa castillo|monastrell|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
777. W|casa castillo|monastrell|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=776
778. W|casa castillo|monastrell|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=776
779. W|casa castillo|monastrell|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=776
780. W|casa castillo|monastrell|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=776
781. W|casa castillo|monastrell|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=776
782. W|casa castillo|monastrell|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=776
783. W|casa castillo|monastrell|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=776
784. W|casa castillo|monastrell|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=776
785. W|casa castillo|monastrell 2020 0|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
786. W|casa castillo|monastrell|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
787. W|casa castillo|monastrell|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=786
788. W|casa castillo|monastrell|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=786
789. W|casa castillo|monastrell|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=786
790. W|casa castillo|monastrell|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=786
791. W|casa castillo|monastrell|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
792. W|casa castillo|monastrell|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=791
793. W|casa castillo|monastrell|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=791
794. W|casa castillo|monastrell 6 botellas|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
795. W|casa castillo|monastrell 750 mlt 14|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
796. W|casa castillo|monastrell el molar jumilla|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
797. W|casa castillo|monastrell jumilla|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
798. W|casa castillo|monastrell jumilla|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|casa castillo|monastrell jumilla|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
800. W|casa castillo|monastrell jumilla|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=799
801. W|casa castillo|monastrell jumilla|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
802. W|casa castillo|monastrell jumilla|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=801
803. W|casa castillo|monastrell jumilla 2023 case|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
804. W|casa castillo|monastrell jumilla spain|es|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
805. W|casa castillo|monastrell jumilla spain|es|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=804
806. W|casa castillo|monastrell jumilla spain 2020 case|es|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
807. W|casa castillo|monastrell magnum|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
808. W|casa castillo|monastrell pie franco|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
809. W|casa castillo|monastrell pie franco jumilla|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
810. W|casa castillo|monastrell pie franco jumilla spain|es|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
811. W|casa castillo|monastrell vinas viejas las gravas jumilla|??|r|??|??|??|2020|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
812. W|casa castillo|monastrell vino de finca jumilla|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
813. W|casa castillo|pie franco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
814. W|casa castillo|pie franco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=813
815. W|casa castillo|pie franco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=813
816. W|casa castillo|pie franco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=813
817. W|casa castillo|pie franco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=813
818. W|casa castillo|pie franco|??|r|??|??|??|1999|13.5|??|medio|carne vermelha, massas, queijos curados|seco
819. W|casa castillo|pie franco|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=712
820. W|casa castillo|pie franco|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
821. W|casa castillo|pie franco|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=820
822. W|casa castillo|pie franco 2020 100 puntos parker|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
823. W|casa castillo|pie franco|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
824. W|casa castillo|pie franco|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=823
825. W|casa castillo|pie franco|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=823
826. W|casa castillo|pie franco|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=823
827. W|casa castillo|pie franco|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
828. W|casa castillo|pie franco|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=827
829. W|casa castillo|pie franco|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=827
830. W|casa castillo|pie franco|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
831. W|casa castillo|pie franco|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=830
832. W|casa castillo|pie franco doc jumilla|??|r|??|??|??|2016|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
833. W|casa castillo|pie franco jumilla|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
834. W|casa castillo|tinto|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
835. W|casa castillo|valtosca|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
836. W|casa castillo|valtosca jumilla|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
837. W|casa castillo|valtosca syrah|??|r|syrah|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
838. W|casa castillo|vino de finca|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
839. W|casa castillo|vino de finca 19|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
840. W|casa castillo|vino de finca|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
841. W|casa castillo|vino de finca|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
842. W|casa castillo|vino de finca jumilla|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
843. W|casa castillo|vino de finca jumilla spain 2019 case|es|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
844. W|casa catelli|catelli|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
845. W|casa catelli|pinot grigio delle venezie doc pinot grigio delle venezie blanc|??|w|pinot grigio|??|??|2021|12.5|doc|leve|peixes, frutos do mar, saladas|seco
846. W|casa catelli|pinot grigio delle venezie doc pinot grigio delle venezie blanc|??|w|pinot grigio|??|??|2021|12.5|doc|leve|peixes, frutos do mar, saladas|seco|=845
847. W|casa catelli|pinot grigio delle venezie doc pinot grigio delle venezie blanc|??|w|pinot grigio|??|??|2021|12.5|doc|leve|peixes, frutos do mar, saladas|seco|=845
848. W|casa catelli|pinot grigio delle venezie doc pinot grigio delle venezie branco|??|w|pinot grigio|??|??|2021|12.5|doc|leve|peixes, frutos do mar, saladas|seco
849. W|casa catelli|pinot grigio delle venezie doc pinot grigio delle venezie wei|??|w|pinot grigio|??|??|2021|12.5|doc|leve|peixes, frutos do mar, saladas|seco
850. W|casa caterina|argical pas dose|??|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco
851. W|casa caterina|argical vino spumante di qualita pas dose vino spumante|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
852. W|casa caterina|blanc de blancs cuvee 60 nature|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
853. W|casa caterina|blanc de blancs cuvee 60 nature|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco|=852
854. W|casa caterina|brut cremont blanc de blancs|??|s|??|??|??|2009|12|??|leve|frutos do mar, aperitivos, sushi|brut
855. W|casa caterina|brut cremont blanc de blancs|??|s|??|??|??|2009|12|??|leve|frutos do mar, aperitivos, sushi|brut|=854
856. W|casa caterina|brut cuvee 36 nature|??|s|??|??|??|2016|12|??|leve|frutos do mar, aperitivos, sushi|brut
857. W|casa caterina|brut cuvee 36 nature|??|s|??|??|??|2016|12|??|leve|frutos do mar, aperitivos, sushi|brut|=856
858. W|casa caterina|brut cuvee 36 nature mg|??|s|??|??|??|2018|12|??|leve|frutos do mar, aperitivos, sushi|brut
859. W|casa caterina|brut cuvee 36 rose mg|??|s|??|??|??|2018|12|??|leve|frutos do mar, aperitivos, sushi|brut
860. W|casa caterina|brut cuvee 36 rose nv|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
861. W|casa caterina|brut cuvee 60 nature nv|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
862. W|casa caterina|brut cuvee 60 rose|??|s|??|??|??|2016|12|??|leve|frutos do mar, aperitivos, sushi|brut
863. W|casa caterina|brut cuvee 60 rose nv|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
864. W|casa caterina|brut nature rose cuvee 60 mesi|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut nature
865. W|casa caterina|brut rio cami blanc de noirs|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
866. W|casa caterina|brut rio cami blanc de noirs|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=865
867. W|casa caterina|cremont vino spumante di qualita brut vino spumante|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
868. W|casa caterina|cuvee 36 brut|??|s|??|??|??|2018|12|??|leve|frutos do mar, aperitivos, sushi|brut
869. W|casa caterina|cuvee 36 brut|??|s|??|??|??|2018|12|??|leve|frutos do mar, aperitivos, sushi|brut|=868
870. W|casa caterina|cuvee 36 extra brut nv|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut nature
871. W|casa caterina|cuvee 36 nature vino spumante di qualita brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
872. W|casa caterina|cuvee 36 rose mgm vino spumante di qualita brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
873. W|casa caterina|cuvee 36 rose vino spumante di qualita brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
874. W|casa caterina|cuvee 60 brut nature|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut nature
875. W|casa caterina|cuvee 60 brut nature|??|s|??|??|??|2016|12|??|leve|frutos do mar, aperitivos, sushi|brut nature
876. W|casa caterina|cuvee 60 nature vino spumante di qualita brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
877. W|casa caterina|cuvee 60 nature vino spumante di qualita zero|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
878. W|casa caterina|cuvee 60 rose extra brut|??|s|??|??|??|2018|12|??|leve|frutos do mar, aperitivos, sushi|brut nature
879. W|casa caterina|cuvee 60 rose mgm vino spumante di qualita extra brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut nature
880. W|casa caterina|cuvee 60 rose vino spumante di qualita extra brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut nature
881. W|casa caterina|extra brut cuvee 60 rose|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut nature
882. W|casa caterina|extra brut cuvee 60 rose|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut nature|=881
883. W|casa caterina|giulie|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
884. W|casa caterina|lanonyme|??|r|??|??|??|1999|13.5|??|medio|carne vermelha, massas, queijos curados|seco
885. W|casa caterina|lestro|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
886. W|casa caterina|metodo classico brut nature cuvee 60 mesi biodinamico|??|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut nature
887. W|casa caterina|rio cami vino spumante di qualita brut vino spumante|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
888. X
889. W|casa caterina|unico|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
890. W|casa caterina|vertical pas dose|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|casa caterina|vertical vino spumante di qualita dosaggio zero|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
892. W|casa caterina|vieux de la maison|??|r|??|??|??|2002|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. W|casa caterina|vitagrama|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco
894. W|casa caterina|vitagrama|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=893
895. W|casa caterina|vitagrama|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=893
896. W|casa caterina|vitagrama vino rosso 2009 vino rosso|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco
897. W|casa caterina|zero blanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
898. W|casa caterina|zero blanc 2021 vino bianco|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
899. W|casa ceccato|pinot grigio delle venezie|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
900. W|casa ceccato|pinot grigio delle venezie|??|w|pinot grigio|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
901. W|casa charlize|charlize|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|casa charlize|abbastanza cuvee icona toscana igt|it|r|??|toscana|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
903. W|casa charlize|abbastanza primitivo 18|??|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
904. W|casa charlize|blanc de blancs|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
905. W|casa charlize|chardonnay sparkling alcoholfree|??|s|chardonnay|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
906. W|casa charlize|cuvee alba|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
907. W|casa charlize|cuvee alba lavinia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
908. W|casa charlize|cuvee forte toscana 135|it|r|??|toscana|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. W|casa charlize|cuvee forte toscana rosso igt|it|r|??|toscana|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
910. W|casa charlize|cuvee forte toscana rosso igt bib|it|r|??|toscana|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
911. X
912. W|casa charlize|cuvee notte puglia igt|it|r|??|puglia|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
913. W|casa charlize|lago doro garda bianco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
914. W|casa charlize|lago doro garda doc bianco|??|w|??|??|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco
915. W|casa charlize|passonata|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
916. W|casa charlize|passonata cuvee forte|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
