W|vinho|tinto seco pinot noir gradevole dom bernardo|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco casa rioja tempranillo 750 mlano 2018 pode haver variacao de safrabvd001ou em ate12xno cartao de creditoa vista5 desconto|es|r|tempranillo|rioja|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco casa perini vitis marselan|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco casa perini vitis marselan|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=638
W|vinho|tinto seco casa perini vitis barbera|??|r|barbera|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco casa perini vitis barbera|??|r|barbera|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=640
W|vinho|tinto seco casa perini tannat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco casa perini tannat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=642
W|vinho|tinto seco casa perini merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco casa perini merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=644
W|vinho|tinto seco casa perini fracao unica tannat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco casa perini fracao unica pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco casa perini cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco casa perini cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=648
W|vinho|tinto seco casa ferreirinha vinha grande douro doc|pt|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco casa ferreirinha callabriga douro doc|pt|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cartuxa monte de pinheiros|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
X
W|vinho|tinto seco cartuxa colheita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cartuxa colheita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=654
W|vinho|tinto seco caro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco carmenre siglo de oro santa helena|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco carmenre san pedro 1865 single vineyard 20|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco carmenere viento del mar 2019 chileno|??|r|carmenere|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco carmenere origem casa valduga|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco carmenere don giusepp|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco carmenere don giusepp|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=661
W|vinho|tinto seco carmenere cousinomacul don luis 2019 chile vale do maipo|cl|r|carmenere|maipo valley|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco carmenere costa pacifico miolo|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco carm douro|pt|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco carlevana raritet rubinus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco carlevana raritet malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cappelletti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco caparzo rosso di montalcino doc|it|r|??|toscana|montalcino|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco calvet prestige bordeaux merlot cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet suavignon syrah rio sol|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignontannat imigrante don abel|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignonmerlot laurea rar|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignonmerlot joaquim villa francioni|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignonmerlot don miguel|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignonmerlot cuvee giuseppe miolo|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon zanotto campestre|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon ventisquero alma de los|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
X
W|vinho|tinto seco cabernet sauvignon terroir vilena|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon terroir casa valduga|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon sinais don guerino|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon sinais don guerino|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=682
W|vinho|tinto seco cabernet sauvignon sinais don guerino|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=682
W|vinho|tinto seco cabernet sauvignon sem alcool sinzero|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon sebrumo miolo|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon salamanca do jarau rd|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon reserva jolimont|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon reserva don guerino|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon reserva almaunica|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon rd kombi|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon premium don abel|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon paradoxo salton|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon origem chile|cl|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon millesime aurora|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
X
X|=696
W|vinho|tinto seco cabernet sauvignon los haroldos|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon lendas do pampa guatambu|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon gran baculo salvattore 2020|??|r|cabernet sauvignon|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon gran baculo safra 2012 salvattore|??|r|cabernet sauvignon|??|??|2012|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon fausto pizzato|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon equacao perico|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon e merlot cuvee giuseppe miolo|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon don laurindo|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon don giusepp|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon don giusepp|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=706
W|vinho|tinto seco cabernet sauvignon del tchodo|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon collezione rar|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon collector aracuri|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon classico salvattore|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon castellamare sao joao|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon casa perini arbo|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon biografia maximo boschi|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon bedrock terragnolo|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon basalto perico|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon barricas castellamare sao joao|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon almejo familia bebber|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon allume pizzato|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon agnus lidio carraro|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc terroir casa valduga|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc super premium almaunica|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc single vineyard miolo|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc reserva familia bebber 2022|??|r|cabernet franc|??|??|2022|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc reserva familia bebber|??|r|cabernet franc|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc pascual toso reserva|??|r|cabernet franc|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc old fashioned garbo|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc mountain vineyards zuccardi|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc gran reserva dunamis|??|r|cabernet franc|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc colheitas amitie|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc classico luiz argenta|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc cepas campos de cima|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc castellamare sao joao|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc ano xxvii valmarino|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc allume pizzato|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cabernet franc 2020 saumur champigny domaine des elettes|??|r|cabernet franc|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco caballo loco grand cru sagrada familia|cl|r|??|curico valley|sagrada familia|NV|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco caballo loco grand cru pirque|cl|r|??|maipo valley|pirque|NV|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco caballo loco grand cru maipo|cl|r|??|maipo valley|??|NV|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco caballo loco grand cru curico|cl|r|??|curico valley|??|NV|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco caballo loco grand cru apalta|cl|r|??|colchagua valley|apalta|NV|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco caballo loco experimental granitico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco cab sauvignon calisto vezzi maximo boschi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco ca montebello barbera|??|r|barbera|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco byzantium feteasca neagra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco brunello di montalcino la lecciaia resierva docg|it|r|??|toscana|montalcino|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco brestovitsa merlotmavrud|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco brestovitsa mavrud|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco brasileiro solidario cabernet sauvignon merlot casa perini|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco brasileiro querencias jolimont marselan|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco brasileiro pinot noir aurora varietal|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco brasileiro jolimont egiodola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco brasileiro country wine|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco brasileiro cabernet sauvignon casa perini|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco borgo scopeto chianti classico docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco borgo scopeto borgonero toscana igt|it|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco borges dao reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bordo quinta jubair|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bordo pergola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bordo pergola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=760
W|vinho|tinto seco bordo pergola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=760
W|vinho|tinto seco bordo goes tradicao brasil vinicola goes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bordo di bartolo garibaldi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bordo carregando|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bordo baginbox|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bordo altos da divisa salvattore|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bordo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bordo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=768
W|vinho|tinto seco bons ventos douro|pt|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bonarda mendoza argentino dante robino|ar|r|??|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco blend villa francioni|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco blend sole estivo cave antiga|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco blend sinonimos arteviva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco blend reserva salvattore|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco blend mario geisse|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco blend iridium cave antiga|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco blend francesco villa francioni|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco blend especial malu arteviva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco blend emersao cardenas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco blend edicao especial 90 anos castellamare|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco blend colheitas amitie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco blend 18 gran premium viapiana|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bis escolha do enologo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco biondisanti rosso di montalcino 2019 doc|it|r|??|toscana|montalcino|2019|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco biondisanti rosso di montalcino 2018 doc|it|r|??|toscana|montalcino|2018|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco biondisanti brunello di montalcino 2017 docg|it|r|??|toscana|montalcino|2017|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco beronia reserva rioja doca|es|r|??|rioja|??|NV|13.5|doca|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco beronia gran reserva rioja doca|es|r|??|rioja|??|NV|13.5|doca|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco beronia crianza rioja doca|es|r|??|rioja|??|NV|13.5|doca|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco benjamin blend malbec cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bellosguardo empalhado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bear flag red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco batasiolo langhe nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco batasiolo barolo docg|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco barrica unica 300 garbo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco barrabas cabernet franc malbec|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco barrabas cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco baronesa p baron philippe de rothschild|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco barone san michele|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco baron de lajoyosa gran reserva dop|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco barolo giovanni rosso serralunga docg italiapiemonte miolo|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco barolo giovanni rosso serralunga docg italiapiemonte miolo|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=803
W|vinho|tinto seco barolo docg terra|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bargylus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco banfi tinto brunello di montalcino|it|r|??|toscana|montalcino|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco balance shiraz|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bah tannat e touriga nacional 2022|??|r|touriga|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bagliore nero davola sicilia doc|it|r|??|sicilia|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco bacalhoa serras de azeitao|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco avanduri saperavi reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco avanduri saperavi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco assemblage reserva don giusepp|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco assemblage reserva don giusepp|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=814
X
X|=816
X|=816
W|vinho|tinto seco assemblage atezto mascara de ferro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco assemblage arbo casa perini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco artesano de argento malbec parcel selection organico|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco artesano de argento malbec organico|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco artesano de argento cabernet franc organico|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco arinarnoa terroir exclusivo casa valduga|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco arinarnoa terroir exclusivo casa valduga|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=824
W|vinho|tinto seco argiano brunello di montalcino 2019 docg|it|r|??|toscana|montalcino|2019|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco argentino tapiz cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco argentino sol sul malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco argentino angelica zapata cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco argentina uma malbec|ar|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco arboleda syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco arboleda carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco arboleda cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco arbo reservado tannat casa perini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco arbo reservado tannat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco arbo reservado tannat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=835
W|vinho|tinto seco arbo reservado merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco arbo reservado merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=837
W|vinho|tinto seco arbo reservado cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco arbo reservado cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=839
W|vinho|tinto seco arbo marselan|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco arbo carbenet sauvignon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco apothic red winemakers blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco anciano n 3 rioja tempranillo|es|r|tempranillo|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco ancellotta meninas do vinhedo cardenas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
