W|gran bassano|vermouth bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran enemigo|el cepillo cabernet franc special vintage|??|r|cabernet franc|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|el cepillo cabernet franc special vintage|??|r|cabernet franc|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|el cepillo single vineyard cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|el cepillo single vineyard cabernet franc|??|r|cabernet franc|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gran enemigo single vineyard gualtallary|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gran enemigo vineyard gualtallary|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|gran enemigo|gualtallary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|gran enemigo|gualtallary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|gran enemigo|gualtallary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|gran enemigo|gualtallary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|gran enemigo|gualtallary 100 puntos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=720
W|gran enemigo|gualtallary in bond|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary dbmg|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=725
W|gran enemigo|gualtallary|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=725
W|gran enemigo|gualtallary 100 puntos robert parker|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary 97 puntos parker|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary blend|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=725
W|gran enemigo|gualtallary|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=732
W|gran enemigo|gualtallary|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=732
W|gran enemigo|gualtallary doble|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=736
W|gran enemigo|gualtallary|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary assortment 4 sticle in cutie de lemn|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary assortment 4 sticle in cutie de lemn|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=741
W|gran enemigo|gualtallary cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=741
W|gran enemigo|gualtallary cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=741
W|gran enemigo|gualtallary cabernet franc|??|r|cabernet franc|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary cabernet franc special vintage|??|r|cabernet franc|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary cabernet franc special vintage|??|r|cabernet franc|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary cabernet franc special vintage|??|r|cabernet franc|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary cabernet franc special vintage|??|r|cabernet franc|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary cabernet franc special vintage|??|r|cabernet franc|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary single vineyard|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary single vineyard|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary single vineyard cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|gualtallary single vineyard cabernet franc|??|r|cabernet franc|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|los chacayes|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|parcelas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|red blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|red blend|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=644
W|gran enemigo|red blend|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|single vineyard|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|single vineyard chacayes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|single vineyard el cepillo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|single vineyard el cepillo cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|single vineyard gualtallary|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|single vineyard gualtallary|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|single vineyard gualtallary|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|single vineyard gualtallary|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|single vineyard gualtallary 99 rp|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|special selection el cepillo agrelo chacayes cabernet franc mix|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|torrontes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|torrontes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|gran enemigo|torrontes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|gran enemigo|torrontes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|gran enemigo|torrontes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|gran enemigo|torrontes|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|torrontes|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=776
W|gran enemigo|torrontes|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=776
W|gran enemigo|torrontes|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran enemigo|torrontes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|gran enemigo|vinho tinto blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran ensamblaje|cabernet sauvignon cabernet franc|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran ensamble|gran ensamble|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran espiritu|gran espiritu|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran espiritu|gran espiritu|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=784
W|gran espiritu|karton a|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran estirpe|gran estirpe|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran estirpe|malbec|??|r|malbec|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran exito|selected vineyards reserva navarra do|??|r|??|??|??|2013|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran fabian|gran fabian|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran fabian|gran fabian|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran fabian|gran fabian|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=791
W|gran fabian|gran fabian|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran fabian|gran fabian|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=793
W|gran fabian|gran fabian|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=793
W|gran fabian|albarino|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran fabian|albarino sobreira|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran fabian|sauvignon blanc ip altos montes|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran fabian|sauvignon blanc ip|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran fabian|sauvignon blanc ip|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=799
W|gran fabian|sauvignon blanc ip|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=799
W|gran famiglia|bianchi malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran famiglia|bianchi malbec|??|r|malbec|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran famiglia|bianchi malbec bodegas bianchi|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran famiglia|corte 19 case only|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran famiglia|malbec 19 case only|??|r|malbec|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran familia|rioja|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran familia|rioja|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=807
W|gran familia|rioja doca spain red blends|es|r|??|rioja|rioja|nv|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gran familia|rioja reserva|es|r|??|rioja|rioja|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran familla|rioja|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran faustino|gran faustino|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran faustino|anada mitica|??|r|??|??|??|1955|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran faustino|i gran reserva|??|r|??|??|??|2004|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran faustino|i gran reserva|??|r|??|??|??|2004|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=814
W|gran faustino|i gran reserva 135|??|r|??|??|??|2004|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|blanco chardonnay|??|w|chardonnay|??|??|2006|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran feudo|blanco chardonnay|??|w|chardonnay|??|??|2008|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran feudo|blanco chardonnay|??|w|chardonnay|??|??|2010|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran feudo|casilla del guapo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|casilla del guapo sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran feudo|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran feudo|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=822
W|gran feudo|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=822
W|gran feudo|chardonnay|??|w|chardonnay|??|??|2000|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran feudo|crianza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|crianza|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|crianza|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|crianza|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|crianza|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|crianza de la perelada 92 puncte guia penin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|crianza vino tinto suave y equilibrado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|dulce natural|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|edicion crianza 34|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|hoya de los lobos chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran feudo|hoya de los lobos crianza|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|moscatel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|moscatel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|gran feudo|moscatel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|gran feudo|moscatel 13|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|navarra reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=842
W|gran feudo|reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=842
W|gran feudo|reserva 1|??|r|??|??|??|2007|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|reserva de la perelada 91 puncte guia penin|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|reserva navarra do|??|r|??|??|??|2016|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|reserva vino tinto navarra|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|roble|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|roble|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran feudo|rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=851
W|gran feudo|rosado|??|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran feudo|rosado|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran feudo|rosado rose dry 135 075|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran feudo|rosado|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran feudo|rosado|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=856
W|gran feudo|rosado edicion sobre lias|??|p|??|??|??|2008|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran feudo|vinas viejas reserva|??|r|??|??|??|2005|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|vinas viejas reserva|??|r|??|??|??|2020|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran feudo|vino rosado caja de 6 botellas|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran feudo|vino rosado do navarra|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran feudo|vino tinto crianza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran fiocco|spigaroli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran fondo|bianco ditalia|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran fondo|bianco ditalia|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran fondo|bianco ditalia|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=866
W|gran fondo|rosso ditalia|it|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran fondo|rosso ditalia|it|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=868
W|gran fontal|reserva seleccion|??|r|??|??|??|2001|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran franc|gran franc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran gaggia|deluxe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran gaggia|style lsb black|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran gala|gran gala|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
W|gran gala|triple orange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran gala|triple orange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=900
S
S
S
S
W|gran gala|vs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran gala|vs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=906
W|gran gesta|brut cava|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gran gesta|brut cava|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=908
W|gran gesta|brut cava fresh elegant sparkling wine from penedes spain|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gran gesta|brut cava nv|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gran gesta|brut cava rose|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gran gesta|cava brut|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gran gesta|cava brut rose nv|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gran gesta|cava brut rose nv|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=914
W|gran gesta|cava rosado reserva nv|es|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|seco
W|gran gesta|cava rose|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gran granada|gran granada|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran grappino|barrique bertagnolli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran grappino|barriquedistilleria bertagnolli 1870|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran grappino|bertagnolli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran grappino|bianco 42 vol spirituose|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran grappino|riserva 18 mesi 42 vol spirituose|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran gren|20 cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran gren|25 cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran gualtallary|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran guarda|tannatcab sauv h stagniari|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran gusto|gran gusto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran gusto|ii|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran habano|gran robusto 1 connecticut|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran habano|gran robusto 3 habano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran habano|gran robusto 5 corojo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran habano|gran robusto no5 maduro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran hacienda|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran hacienda|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran hacienda|old vines cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran hacienda|old vines carmenere|??|r|carmenere|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran hacienda|old vines chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran hacienda|old vines chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran hacienda|old vines sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran hacienda|old vines sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran historia|visual de la filosofia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran impaciente|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran intenso|natural roast beans 1kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran irache|bodegas irache crianza|??|r|??|??|??|1991|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran irache|bodegas irache crianza|??|r|??|??|??|1991|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=945
W|gran irache|bodegas irache crianza|??|r|??|??|??|1991|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=945
W|gran istriano|gran istriano|hr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran juve|camps|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran juve|camps|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=949
W|gran juve|camps|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran juve|camps brut gran reserva cava gran reserva premium|es|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gran juve|camps gran reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran juve|camps gran reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=953
W|gran juve|camps gran reserva brut|??|s|??|??|??|2018|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gran juve|camps gran reserva cava|es|s|??|??|??|2018|12|reserva|leve|aperitivos, frutos do mar, canapes|seco
W|gran juve|i camps gran reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran juve|y camps brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gran kafa|gran kafa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran lafoa|sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
