W|vinho|tinto la celia pioneer reserva cabernet franc|??|r|cabernet franc|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano colimoro montepulciano dabruzzo docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano codici rinforzo salento primitivo igt|??|r|primitivo|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano codici puglia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano codici masserie primitivo puglia|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano codici masserie negroamaro puglia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano codici masserie dark blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano classico valpolicella bolla|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cisalto primitivo|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cinquesegni luna passante nero davola sicilia|it|r|??|sicilia|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cinquesegni il segno rosso sangiovese primitivo nero davola aglianico e nerello mascalese|??|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chiaro primitivo di manduria doc|??|r|primitivo|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chiaro primitivo di manduria doc|??|r|primitivo|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??|=643
W|vinho|tinto italiano chianti tinto toscana kosher vegano|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti sangiovese ruffino|it|r|sangiovese|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti riserva castellani|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti governo|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti gentilesco bonacchi|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti fasano|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti docg reserva|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti docg gran picco|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti docg castellani|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti classico riserva natale verga|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti classico riserva coppiere|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti classico docg tto|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano chianti classico docg tto|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=657
W|vinho|tinto italiano chianti borgo alla terra|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano centine castello banfi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cellaro usulea nero davola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cellaro micina igt|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cellaro luma nero davola igt 2021|??|r|??|??|??|2021|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cellaro luma nero davola igt|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cellaro due lune igt|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cella lambrusco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cecchi torrebona chianti riserva dogc|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cecchi torrebona chianti classico docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cecchi sangiovese toscana|it|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cecchi sangiovese igt|??|r|sangiovese|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cecchi rosso di montalcino doc|it|r|??|toscana|montalcino|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cecchi riserva di famiglia chianti classico docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cecchi riserva di famiglia chianti classico docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=672
W|vinho|tinto italiano cecchi chianti riserva sagrato docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cecchi chianti docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cecchi chianti|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cecchi brunello di montalcino docg|it|r|??|toscana|montalcino|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cecchi brunello di montalcino docg|it|r|??|toscana|montalcino|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=677
W|vinho|tinto italiano cecchi brunello di montalcino|it|r|??|toscana|montalcino|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano caviro musiolo vino rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano caviro antico rosone sangiovese rubicone igt|??|r|sangiovese|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano caviro antico rosone sangiovese rubicone igt|??|r|sangiovese|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??|=681
W|vinho|tinto italiano caviro antico rosone primitivo puglia igt|??|r|primitivo|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castiglion prima pietra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castiglion del bosco millecen|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castiglion del bosco brunello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castelvecchio barbera dasti docg|??|r|barbera|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castelvecchio barbaresco docg|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castello romitorio brunello di montalcino docg|it|r|??|toscana|montalcino|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castello di poppiano sangiovese|??|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castello del poggio monferrato dolceto garrafa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
W|vinho|tinto italiano castello biondi santi braccale|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castelli romani gran picco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castellani stranamente blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castellani pietraforte merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castellani forte ambrone super toscano igt|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castellani corbelli sangiovese puglia igt|??|r|sangiovese|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castellani corbelli primitivo di puglia igt|??|r|primitivo|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castellani corbelli nero davola sicilia doc|it|r|??|sicilia|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castellani corbelli montepulciano dabruzzo doc|it|r|montepulciano|toscana|montepulciano|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castellani corbelli chianti docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano castellani brunaio brunello di montalcino docg|it|r|??|toscana|montalcino|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano casalforno maremma toscana|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano casale del giglio shiraz tinto|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano casale del giglio petit verdot tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano casale del giglio merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano casale del giglio cesanese tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano casal ronco rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano carranco etna rosso villa dei baroni doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cantine da vinci toscana|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cantine da vinci rosso di montalcino|it|r|??|toscana|montalcino|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cantine da vinci chianti|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cantine da vinci brunello di montalcino|it|r|??|toscana|montalcino|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cantina di negrar recioto della valpolicella classico|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|??
W|vinho|tinto italiano cantina di negrar ii cedrone rosso veronese|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cantina di negrar ii cedrone rosso veronese|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=715
W|vinho|tinto italiano cantina di negrar bardolino doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cantina di negrar amarone della valpolicella classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cantina de negrar valpolicella classico superiore|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cantina de negrar valpolicella classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cantina de negrar bardolino doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cannonau sardegna reserva|??|r|cannonau|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cannonau di sardegna doc|??|r|cannonau|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano cannonau di sardegna doc|??|r|cannonau|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??|=723
W|vinho|tinto italiano camigliano rosso di montalcino doc 2019|it|r|??|toscana|montalcino|2019|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano camigliano poderuccio toscano 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano camigliano chianti colli senesi 2022|it|r|??|toscana|chianti|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano camigliano brunello di montalcino gualto riserva 2016|it|r|??|toscana|montalcino|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano camigliano brunello di montalcino 2018|it|r|??|toscana|montalcino|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano camarcanda magari gaja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano caldora yume montepulciano dabruzzo|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano caldora yume montepulciano dabruzzo|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=731
W|vinho|tinto italiano caldora sangiovese igt|??|r|sangiovese|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano caldora sangiovese|??|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano caldora montepulciano dabruzzo doc|it|r|montepulciano|toscana|montepulciano|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano caldora montepulciano dabruzzo|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano ca marcanda promis toscana|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano ca marcanda magari 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano ca leoni valpolicella classico 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano ca leoni amarone della valpolicella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano brunello di montalcino la serena|it|r|??|toscana|montalcino|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano brunello di montalcino fattoria dei barbi|it|r|??|toscana|montalcino|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano brunello di montalcino fattoi docg|it|r|??|toscana|montalcino|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano brunello di montalcino castellani|it|r|??|toscana|montalcino|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano brunello di montalcino castellani|it|r|??|toscana|montalcino|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=744
W|vinho|tinto italiano brunello di montalcino campodi marzo il valenciano docg|it|r|??|toscana|montalcino|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano brunello di montalcino 2020|it|r|??|toscana|montalcino|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano brio toscana rosso igt|it|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bosio boschi dei signori barolo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano borgogno no name|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano borgogno langhe freisa barolo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano borgogno barolo fossati|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano borgogno barolo fossati|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=752
W|vinho|tinto italiano borgo in fiore sangiovese rubicone igt|??|r|sangiovese|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano borgo del mandorlo appassimento|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano borgo dei trulli primitivo salento igp|??|r|primitivo|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano borgo dei trulli negroamaro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bolgheri sassi sparsi rocca delle macie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bolgheri 1898 donna olimpia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano blend loretto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bertani secco original vintage edition|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bertani recioto della valpolicella valpantena|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|??
W|vinho|tinto italiano bertani legacy valpolicella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bertani legacy amarone|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bertani amarone valpolicella classico doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bertani amarone valpantena doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bersaglio villa olimpia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bersaglio brunello di montalcino docg|it|r|??|toscana|montalcino|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bennati valpolicella cornale doc 2024|??|r|??|??|??|2024|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bennati bardolino cornale doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bennati barbera la quercia doc|??|r|barbera|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bellosguardo toscano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bellosguardo toscano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=772
W|vinho|tinto italiano bellosguardo empalhado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bellosguardo empalhado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=774
W|vinho|tinto italiano bellosguardo empalhado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=774
W|vinho|tinto italiano bellosguardo chianti|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bellosguardo chianti|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=777
W|vinho|tinto italiano bellosguardo chianti|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=777
W|vinho|tinto italiano bellosguardo chianti|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=777
W|vinho|tinto italiano bellosguardo chianti|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=777
W|vinho|tinto italiano bellosguardo chianti|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=777
W|vinho|tinto italiano belle daisy chianti classico docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano batasiolo barolo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano batasiolo barbera dalba|??|r|barbera|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bastioni della rocca primitivo puglia|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano basilicata rosso latto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano barolo natale verga|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano barolo fasano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano barolo docg terra|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano barolo docg 2019 by cantina claversana|??|r|??|??|??|2019|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano barolo doc nebbiolo umberto fiore manfredi 2015|??|r|nebbiolo|??|??|2015|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano barolo bussia giacomo fenocchio 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano barolo bonardi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bardolino gabbia doro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bardolino classico doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano bardolino classico doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??|=796
W|vinho|tinto italiano barbera dasti giancarlo|??|r|barbera|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano barbera dalba|??|r|barbera|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano barbera d alba doc sordo|??|r|barbera|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano barbaresco bonardi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano baia al vento bolgheri superiore|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano badia san mercuriale rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano avignonesi grandi annate|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano avignonesi grandi annate|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=804
W|vinho|tinto italiano avignonesi desiderio merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano avignonesi desiderio merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=806
W|vinho|tinto italiano avignonesi avignonesi grandi annate|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano astralino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano asio otus enigmatico 6 und|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano asio otus enigmatico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano asio otus enigmatico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=811
W|vinho|tinto italiano artimone toscana|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano aristocratico valpolicella ripasso doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano aristocratico valpolicella ripasso doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??|=814
W|vinho|tinto italiano apassimento passo salento|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano antico rosone nero davola sicilia 2021|it|r|??|sicilia|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano angelo puglia negroamaro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano angelico chianti|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano amore passo rosso puglia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano amerigo vespucci cabernet veneto igt|it|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano amerigo vespucci cabernet veneto igt|it|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??|=821
W|vinho|tinto italiano amarone gran passione|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano amarone docg 2019|??|r|??|??|??|2019|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano amarone della valpolicella sartori docg|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano amarone della valpolicella la corte del pozzo docg|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano amarone della valpolicella castelnuovo docg|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano aglianico vulture genesi|??|r|aglianico|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano aglianico classica|??|r|aglianico|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano acanteo syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano acanteo nero davola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italiano a mano promessa primitivo igt|??|r|primitivo|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia settesoli nero davola|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia rocchetta valmorena barbera dasti docg|it|r|barbera|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia rocchetta marchese leopoldo piemont|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia rocchetta futurosso moferrato rosso|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia rocchetta dallalto barolo docg|it|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia nozzole chianti classico|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia nobilduca chianti docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
