W|cantina mesa|giunco|it|w|vermentino|sardegna|??|2024|13|doc|medio|peixes; frutos do mar; saladas|seco
W|verite|la joie|us|r|??|california|sonoma|2018|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2018|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2017|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2017|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2016|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2016|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2016|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2016|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2015|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2015|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2015|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2015|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2015|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2015|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2014|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2014|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2014|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2014|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2014|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2014|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2014|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2013|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2013|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2013|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2013|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2013|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2013|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2013|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2012|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2012|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2012|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2012|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2009|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2008|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2008|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2008|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2008|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2008|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2007|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2007|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2007|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2007|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2007|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2006|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2005|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2005|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2004|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2004|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2004|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2003|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2002|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2002|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2002|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2001|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2000|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|1999|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|1999|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|1998|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|NV|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|NV|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|NV|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|NV|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|NV|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|le desir|us|r|??|california|sonoma|2007|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|le desir|us|r|??|california|sonoma|2014|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|le desir|us|r|??|california|sonoma|2014|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|le desir|us|r|??|california|sonoma|2017|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|le desir|us|r|??|california|sonoma|2014|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|le desir|us|r|??|california|sonoma|2014|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|joie|us|r|??|california|sonoma|NV|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|desir|us|r|??|california|sonoma|NV|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|collection le desir la joie la muse|us|r|??|california|sonoma|NV|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|assortment case la joie la muse le desir|us|r|??|california|sonoma|2015|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|archipel|us|r|??|california|sonoma|2001|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|mixed 3 bottle case le desir la muse la joie|us|r|??|california|sonoma|2022|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|mixed 3 bottle case le desir la muse la joie|us|r|??|california|sonoma|2022|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|verite|us|r|??|california|sonoma|2021|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|vintage owc 3pack|us|r|??|california|sonoma|2019|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|le desir owc 3pack|us|r|??|california|sonoma|2019|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|mixed 3 bottle case le desir la muse la joie|us|r|??|california|sonoma|2017|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|le desir|us|r|??|california|sonoma|2016|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|le desir|us|r|??|california|sonoma|2016|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2016|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|le desir|us|r|??|california|sonoma|2015|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2015|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|le desir|us|r|??|california|sonoma|2012|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|la joie|us|r|??|california|sonoma|2006|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|1 la muse 1 la joie 1 le desir|us|r|??|california|sonoma|2016|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|verite|verite|us|r|??|california|sonoma|NV|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|veritas winery|shiraz mourvedre pressings|??|r|shiraz; mourvedre|??|??|1997|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
S
X
X
W|veritas|viognier chardonnay|??|w|viognier; chardonnay|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|veritas vineyards|monticello viognier|us|w|viognier|??|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|veritas vineyard|petit verdot|us|r|petit verdot|??|??|2022|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
W|veritas|old shed tokay|??|f|??|??|??|NV|??|??|encorpado|sobremesas; queijos azuis; castanhas|doce
X
X
W|veritas|oaked chardonnay|??|w|chardonnay|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
X
X
X
X
X
X
X
X
X
W|veritas|hanisch shiraz|??|r|shiraz|??|??|2001|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
W|veritas|hanisch shiraz|??|r|shiraz|??|??|1998|??|??|encorpado|carnes vermelhas; cordeiro; queijos curados|seco
S
W|veritas|palmela|pt|r|??|palmela|??|2019|??|doc|medio|carnes vermelhas; massas; queijos curados|seco
X
X
X
X
X
X
X
W|veritas|casale terre mari rosso|it|r|??|??|??|NV|??|igt|medio|carnes vermelhas; massas; queijos curados|seco
X
X
X
X
W|veritas|cabernet merlot|??|r|cabernet sauvignon; merlot|??|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
X
X
X
X
X
W|veritas|veritas 50|??|??|??|??|??|NV|??|??|??|??|??
W|veritas|veritas|??|??|??|??|??|2019|??|??|??|??|??
W|veritas|veritas|??|??|??|??|??|2015|??|??|??|??|??
W|veritas|veritas 100|??|??|??|??|??|NV|??|??|??|??|??
W|veritas|veritas|??|??|??|??|??|NV|??|??|??|??|??
X
W|dolin|vermouth|fr|f|??|??|??|NV|17|vermouth|medio|aperitivo; tapas; azeitonas|??
S
S
X
X
X
X
W|verismo|pinot noir cellar release|??|r|pinot noir|??|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|verismo|pinot noir|??|r|pinot noir|??|??|2021|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|verismo|pinot noir|??|r|pinot noir|??|??|2015|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|verismo|3 bottle pack special|??|r|??|??|??|2021|??|??|??|??|??
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
S
S
X
X
