W|game|of thrones st emilion|??|r|??|??|st emilion|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|prosecco doc brut nv italy|it|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|prosecco doc brut rose|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|prosecco doc dry|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco doc dry nv|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco doc dry nv|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=709
W|gancia|prosecco doc dry nv|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=709
W|gancia|prosecco doc dry nv|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=709
W|gancia|prosecco doc italy 6pack|it|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco doc nv italy|it|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco doc rose|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco doc rose italy|it|s|??|??|??|2020|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco doc rose italy|it|s|??|??|??|2020|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=716
W|gancia|prosecco doc rose italy|it|s|??|??|??|2021|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco doc rose italy|it|s|??|??|??|2022|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco doc rose italy|it|s|??|??|??|2023|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco doc rose italy|it|s|??|??|??|2024|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco doc rose extra dry|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco dry doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco dry doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=723
W|gancia|prosecco ros doc 8 pack nv|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=726
W|gancia|prosecco rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=726
W|gancia|prosecco rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=726
W|gancia|prosecco rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=726
W|gancia|prosecco rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=726
W|gancia|prosecco rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=726
W|gancia|prosecco rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=726
W|gancia|prosecco rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=726
W|gancia|prosecco rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=726
W|gancia|prosecco rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=726
W|gancia|prosecco rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=726
W|gancia|prosecco rose d o c|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco rose doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco rose doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=739
W|gancia|prosecco rose doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=739
W|gancia|prosecco rose doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=739
W|gancia|prosecco rose doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=739
W|gancia|prosecco rose doc|??|s|??|??|??|2021|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco rose doc|??|s|??|??|??|2023|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco rose doc extra dry|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|prosecco sparkling|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|rose brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|rose brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=748
W|gancia|rose brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=748
W|gancia|rose brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gancia|rose pezsgo 075 115|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gancia|rose prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|rose prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=753
W|gancia|rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|rosso americano 1450|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|rosso sweet vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gancia|rosso vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|rosso vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=758
W|gancia|rosso vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=758
W|gancia|rosso vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=758
W|gancia|rosso vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=758
W|gancia|rouge vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|veneto doc prosecco dry|it|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|veneto doc prosecco rose|it|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gancia|vermouth americano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|vermouth bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gancia|vermouth bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=767
W|gancia|vermouth bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=767
W|gancia|vermouth bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=767
W|gancia|vermouth bianco 16|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gancia|vermouth bianco 16|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=771
W|gancia|vermouth blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gancia|vermouth blanco bianco italia|it|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gancia|vermouth blanco seco extra dry bianco italia|it|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gancia|vermouth dry 1ltr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|vermouth extra dry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|vermouth extra dry 18|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|vermouth extra dry 18|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=778
W|gancia|vermouth rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|vermouth rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|gancia|vermouth rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|gancia|vermouth rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|gancia|vermouth rosso 16|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancia|vermouth rosso 16|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=784
W|gancia|vermouth rosso rojo italia|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|business bag|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|chain print silk tie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|clutch black|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|credit card holder black|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|crossbody bag black|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|earrings with rhinestones gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|mini crossbody bag hammered calfskin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|mini earrings set brass and crystals gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|mini earrings set brass and crystals palladium|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|print silk tie dark blue|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|print silk tie green|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|print silk tie navy blue|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|print silk tie orange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|print silk tie red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|print tie blue marine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|print tie light blue|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gancini|reversible belt midnight blueoxblood|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganda|lisboa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganda|lisboa|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganda|lisboa branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganda|lisboa rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ganda|tinto|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandalf|the crisp|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandara|vini vidi vici|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandarada|dao branco|pt|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandarada|dao tinto|pt|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandarada|encruzado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandarada|encruzado branco|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandarada|reserva dao tinto|pt|r|??|??|??|2018|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gandarada|reserva especial|??|r|??|??|??|2022|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gandarada|reserva especial tinto|??|r|??|??|??|2022|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gandarada|reserva tinto|??|r|??|??|??|2018|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gandarada|tinto reserva dao doc|pt|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gandarada|veni vidi vici dao tinto|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandarada|veni vidi vici dao tinto|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=820
W|gandarado|dao tinto boas quintas|pt|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandfels|piwi cuvee rosso|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandharasa|tofu 250g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandia|bobal blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gandia|bobal negro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandim|gandim|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandin|filare bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gandin|filare rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandin|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gandin|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gandolfi|domaine le novi|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandolini|gandolini|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandolini|las 3 marias cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandolini|las 3 marias cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=834
W|gandona|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandona|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandona|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|gandona|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandona|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandona|cabernet sauvignon encosta napa valley|us|r|cabernet sauvignon|california|napa valley|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandona|cabernet sauvignon encosta napa valley|us|r|cabernet sauvignon|california|napa valley|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandona|cabernet sauvignon estate|??|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandona|cabernet sauvignon estate|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandona|cabernet sauvignon estate napa valley|us|r|cabernet sauvignon|california|napa valley|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandona|encosta cabernet sauvignon napa valley|us|r|cabernet sauvignon|california|napa valley|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandona|estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandul|olimpica 500 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gandul|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganesh|beedies 25 beedies|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganesh|bhel chaat papdi 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganesh|bhel dry bhel with green chutney 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganesh|bhel family pack 250 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganesh|bhel imlee chutney 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganesh|bhel panipuri chutney 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganesha|dry samll mamdarina|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganesha|laddo thamboolam traditional festive sweet gift|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|ganesha|london dry especies|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganesha|sweet gift to nepal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|ganeta|ganeta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganeta|getariako txakolina|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganeta|getariako txakolina|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganeta|getariako txakolina|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=862
W|ganeta|getariako txakolina arroxa rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ganeta|getariako txakolina blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganeta|getariako txakolina do|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganeta|getariako txakolina rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ganeta|getariako txakolina rose do|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ganeta|rose txakolina|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ganeta|txakoli new|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganeta|txakoli blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganeta|txakoli rosado getaria|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ganeta|txakoli rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ganeta|txakoli rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ganeta|txakoli rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=874
W|ganeta|txakoli rose spain|es|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ganeta|txakolina|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganeta|txakolina|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganeta|txakolina rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ganeta|txakolina rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=879
W|ganeta|txakolina white|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|ganevat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura les vignes de mon pere|fr|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura vin jaune|fr|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura vin jaune|fr|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|trousseau plein sud|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura blanc en sauvagny|fr|w|??|??|??|2009|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|cotes du jura les chalasses marnes bleues|fr|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura les grands teppes vieilles vignes|fr|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura assemblage cuvee oregane|fr|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura chardonnay les chalasses vieilles vignes|fr|w|chardonnay|??|??|2010|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|cotes du jura grusse en billat|fr|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura les chalasses vieilles vignes|fr|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura les grands teppes vieilles vignes|fr|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura savagnin cuvee prestige|fr|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|les chamois du paradis|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura les chalasses marnes bleues|fr|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura les chalasses vieilles vignes|fr|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura poulsard cuvee de lenfant terrible|fr|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura chardonnay cuvee florine|fr|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|cotes du jura chardonnay les miracules|fr|w|chardonnay|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|cotes du jura cuvee julien|fr|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|chardonnay la graviere|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|cotes du jura trousseau plein sud|fr|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|vin de france attention agite blanc cuvee viticole|fr|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|cotes du jura grusse en billat rouge|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|arbois pinot noir sur la cote|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura cuvee de lenfant terrible|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura cuvee de lenfant terrible|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=908
W|ganevat|cotes du jura grusse en billat rouge|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura trousseau plein sud|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|mon rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|anne et francois le jaja du ben|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|anne et francois nv cuvee madelon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|anne et francois nv jy aime|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|anne et francois nv le ptiot roukin|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|anne et jean francois sul q|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|anne et jeanfrancois jen veux encore|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|anne et jeanfrancois jen veux encore|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|anne et jeanfrancois de toute beaute|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|anne et jf cotes du jura blanc chardonnay la barraque|fr|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|arbois pinot noir sur la cote|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|bubulle a jeannette|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|bubulle a jeannot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|bubulle a jeannot mousseux brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|ganevat|chalasses chardonnay vv|??|w|chardonnay|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chalasses marnes bleues savagnin|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|chalasses marnes bleues savagnin|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|chalasses marnes bleues savagnin|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=928
W|ganevat|chalasses marnes bleues savagnin|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|chalasses marnes bleues savagnin|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=930
W|ganevat|chalasses marnes bleues savagnin|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|chalasses marnes bleues savagnin|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=932
W|ganevat|chalasses vv chardonnay|??|w|chardonnay|??|??|2012|12.5|??|medio|peixes, frutos do mar, saladas|seco
