W|gullon|galleta digestive zero 400 grs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu mountain cuvee|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu mountain cuvee red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu mountain cuvee red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=667
W|gundlach|bundschu mountain cuvee red blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu mountain cuvee sonoma 23|us|r|??|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu mountain cuvee sonoma county|us|r|??|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu mountain cuvee sonoma county merlot cab s malbec r|us|r|merlot|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu mt cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu mt cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=673
W|gundlach|bundschu mtn cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu pinot noir sonoma|us|r|pinot noir|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu rhine merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gundlach|bundschu sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=679
W|gundlach|bundschu sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gundlach|bundschu sauvignon blanc 24|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gundlach|bundschu sonoma coast chardonnay|us|w|chardonnay|california|sonoma coast|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gundlach|bundschu sonoma coast gewurztraminer|us|w|??|california|sonoma coast|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gundlach|bundschu sonoma county mountain cuvee|us|r|??|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu sonoma county mountain cuvee|us|r|??|california|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu sonoma valley cabernet sauvignon|us|r|cabernet sauvignon|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|bundschu sonoma valley cabernet sauvignon|us|r|cabernet sauvignon|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=687
W|gundlach|bundschu sonoma valley merlot|us|r|merlot|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlach|gewurztraminer|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gundlach|gunbun cabernet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlachbundschu|estate dry gewurtzraminer|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlachbundschu|estate vineyard mountain cuvee|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlachbundschu|estate vineyard mountain cuvee red blend sonoma valley california|us|r|??|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlachbundschu|estate vineyard rhinefarm cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlachbundschu|estate vineyard rhinefarm gewurztraminer|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gundlachbundschu|gunbun pinot noir sonoma county california|us|r|pinot noir|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundlachbundschu|sauvignon blanc sonoma coast california|us|w|sauvignon blanc|california|sonoma coast|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gundog|estate hunters semillon|??|w|semillon|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gundog|estate shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundog|estate smoking barrel red|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundog|estate wild semillon|??|w|semillon|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gundog|rare game shiraz|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundog|smoking barrel red|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gundog|the chase semillon|??|w|semillon|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunduzoglu|burma kadayif with pistachio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunduzoglu|sobiyet pastry with pistachio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunduzoglu|tulumba turkish churros|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gune|bakan tutsusu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gune|montepulciano dabruzzo reserva doc|it|r|montepulciano|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|guner|veltliner ried nussberg weinviertel dac|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guner|veltliner weinviertel dac|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunes|gumus kolye|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunes|isgm sar guller|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunes|isn gorkemi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunes|kolye|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunes|kremi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunes|sg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunes|tarot karti kolye|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunes|yastk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunesheimer|trocken 21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunesli|dilekler|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunesli|nordic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunesli|ordek cayr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunesli|ruya|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunflint|gris wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunflint|red wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunflint|white wine|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gungnirrelik|brons|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gungui|berteru cannonau|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunkan|set|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunlod|kologisk mjd|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunlukitir|ucucu yagli amber cam soyali mum|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunlukitir|ucucu yagli soyali mum|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunma|izumi chotoku junmai|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunma|izumi honjozo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunma|izumi honjozo nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunma|izumi yamahai honjozo famous fountain|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunma|yakiniku night 23 pax|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunmetal|aerating pour spout|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|est chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|est chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=741
W|gunn|est chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=741
W|gunn|est merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|est merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gunn|est pinot gris|??|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|est pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|est pinotg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|est pinotn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|est rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gunn|est sauv blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|est sauvb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|est sauvb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=752
W|gunn|est shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|est shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=754
W|gunn|est shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=754
W|gunn|estate chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|estate chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=757
W|gunn|estate chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|estate lighter pinot gris|??|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|estate lighter sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|estate merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|estate merlot|??|r|merlot|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|estate pinot gris|??|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|estate pinot gris|??|w|pinot gris|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|estate pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|estate pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=766
W|gunn|estate pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|estate pinot noir winemakers selection|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|estate reserve marlborough sauvignon blanc|nz|w|sauvignon blanc|??|marlborough|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|estate rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gunn|estate sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|estate sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=772
W|gunn|estate sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|estate shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|estate shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|estate shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|moore diamond 909 cricket bat short handle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|moore gm 303 cricket batting gloves right left handed adultyouthjunior size|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|moore gm aion cricket premium batting gloves white blue color available for right left hand batters in adult youth junior size|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunn|moore gm cricket bat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|moore gm diamond signature premium english willow cricket bat mens size short handle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|moore gm kids cricket rubber grip bat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|moore gm kids cricket set|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunn|moore gm noir signature english willow cricket bat full size short handle includes extra gm bat grip|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunners|daughter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunners|ginger bitters lime alcoholfree cocktail can|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunnlod|gunnlod|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunpowder|gunpowder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunpowder|gunpowder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=789
W|gunpowder|gunpowder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=789
W|gunpowder|gunpowder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=789
W|gunpowder|gunpowder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=789
W|gunpowder|gunpowder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=789
W|gunpowder|100|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunpowder|100gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunpowder|bio 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunpowder|bio 100gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunpowder|bio denree 100gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunpowder|california orange citrus|us|r|??|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunpowder|california orange citrus|us|r|??|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=800
W|gunpowder|orange citrus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunpowder|rye|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunpowder|sardinian citrus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunpowder|sardinian glass pk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guns|and military items|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guns|bell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guns|bell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=807
W|guns|spiced bell|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunsberg|grape fruits|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunsight|rock cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunsight|rock cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunsight|rock cabernet sauvignon paso roble|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunsight|rock cabernet sauvignon paso robles|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunsight|rock paso robles cabernet sauvignon|??|r|cabernet sauvignon|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guntensberg|guntensberg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau du coing de saintfiacre|gunter chereau muscadet sevre et maine|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunter|regina triebaumer blaufrankisch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunter|regina triebaumer furmint|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|schlink pinot blanc weissburgunder|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|schlink pinot gris grauburgunder|??|w|pinot gris|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|schlink pinot noir 12750|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|schlink pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|schlink pinot noir rose|??|p|pinot noir|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gunther|schlink riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|schlink riesling dry|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz alte reben|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz brauneberger juffer gb|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz brauneberger juffer kabinett feinherb mosel|de|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz brauneberger juffer riesling kabinett feinherb|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz brauneberger juffer sonnenuhr auslese|??|d|??|??|??|2018|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gunther|steinmetz brauneberger juffer spatlese|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz brauneberger mandelgraben eiswein|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz brauneberger mandelgraben riesling eiswein|??|w|riesling|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz brauneberger riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz brauneberger riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=836
W|gunther|steinmetz brauneberger riesling trocken|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz braunenberger juffer riesling kabinett feinherb|??|w|riesling|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz braunenberger riesling|??|w|riesling|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz dhroner grofer hengelberg spatlese|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz dhroner grosser hengelberg riesling monopollage|??|w|riesling|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz dhroner grosser hengelberg riesling monopollage reserve|??|w|riesling|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz gutsriesling 10 liter|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz kestener herrenberg pinot noir|??|r|pinot noir|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz kestener herrenberg pinot noir unfiltered|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz kestener paulinsberg auslese|??|d|??|??|??|2018|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gunther|steinmetz kestener paulinsberg spatlese|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz kestener paulinshofberg|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz kestner paulisberg auslese|??|d|??|??|??|2018|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gunther|steinmetz mosel brauneberger juffer gb|de|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz mosel brauneberger riesling|de|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz mosel dhroner grosser hengelberg monopollage gg gg|de|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz mosel neumagener rosengartchen am fels|de|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gunther|steinmetz mosel piesporter goldtropfchen gp|de|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz mosel piesporter treppchen gg|de|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz mosel piesporter treppchen gg|de|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz mosel piesporter treppchen von den terrassen gg|de|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz mosel wintricher geierslay kabinett mosel blanc|de|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz neumagener rosengartchen riesling grosses gewachs|??|p|riesling|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gunther|steinmetz neumagener rosengartchen von der terrassen|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gunther|steinmetz neumagener rosengartenchen riesling|??|p|riesling|??|??|2019|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gunther|steinmetz neumagener rosenglatchen von der terrassen|??|p|??|??|??|2018|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gunther|steinmetz piesporter goldtropfchen|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz piesporter goldtropfchen auslese|??|d|??|??|??|2018|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gunther|steinmetz piesporter goldtropfchen g p|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz piesporter goldtropfchen riesling kabinett fruchtsu|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz piesporter grafenberg kabinett|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz piesporter treppchen riesling auslese goldkapsel|??|d|riesling|??|??|2022|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gunther|steinmetz piesporter treppchen von der terrassen|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gunther|steinmetz riesling 1liter|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz riesling brauneberger|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz riesling kabinett piesporter goldtropfchen|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz riesling kabinett piesporter goldtropfchen|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=876
W|gunther|steinmetz riesling mosel|de|w|riesling|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz riesling trocken|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz riesling trocken|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=879
W|gunther|steinmetz riesling trocken|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz riesling trocken liter|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz riesling trocken liter|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gunther|steinmetz rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
