W|gitton|pere et fils sancerre lamiral|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giunonico|primitivo di manduria dop riserva|??|r|primitivo|??|??|nv|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|giunonico|primitivo di manduria dop riserva|??|r|primitivo|??|??|2017|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|giunonico|primitivo di manduria riserva 15 puglia italy|it|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giunonico|primitivo di manduria riserva dop|??|r|primitivo|??|??|2017|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|giunta|by decibel crispy white|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giunta|by decibel malbec nouveau|??|r|malbec|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giunta|chrispy white new|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giunta|crispy white|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giunta|crunchy red|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giunta|hawkes bay albarino|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giunta|malbec nouveau|??|r|malbec|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giunta|pinot noir new|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giunta|sauvignon blanc|??|w|sauvignon blanc|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|alberti liquore strega|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|b carpano 1786 anitca formula vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|bianchi ghemme|??|r|??|??|??|1974|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|bianchi ghemme|??|r|??|??|??|1979|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|bianchi ghemme cru valderico|??|r|??|??|??|1967|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|bianchi ghemme cru valderico|??|r|??|??|??|1969|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|bianchi ghemme cru valderico|??|r|??|??|??|1970|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|bianchi ghemme riserva|??|r|??|??|??|1964|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|borgogno barolo reserve|it|r|??|barolo|barolo|1947|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|borgogno barolo reserve|it|r|??|barolo|barolo|1947|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=656
W|giuseppe|borgogno barolo riserva|it|r|??|barolo|barolo|1947|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|calabrese cera suolo|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|calabrese cera suolo e ce ancora|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|calabrese cera suolo e ce ancora|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=660
W|giuseppe|calabrese peppina moscato di saracena|??|r|moscato|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|calabrese pollino|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|calabrese pollino|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=663
W|giuseppe|calabrese pollino terre di cosenza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|calabrese rosso pollino|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|calabrese vadduna longa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|calabrese vadduna longa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=667
W|giuseppe|calabrese vadduna longa calabria bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|calabrese vadduna longa dai pastini|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|campagnola amarone della valpolicella|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|campagnola amarone della valpolicella|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=671
W|giuseppe|campagnola amarone della valpolicella classico|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|campagnola amarone della valpolicella classico|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|campagnola amarone della valpolicella classico|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|campagnola amarone della valpolicella classico|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=675
W|giuseppe|campagnola amarone della valpolicella classico doc|??|r|??|??|??|2018|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|campagnola valpolicella ripasso classico superiore doc|??|r|??|??|??|2018|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cappellano barbaresco|it|r|??|barbaresco|barbaresco|1950|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cappellano barbaresco|it|r|??|barbaresco|barbaresco|1950|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=679
W|giuseppe|cappellano barbaresco|it|r|??|barbaresco|barbaresco|1950|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=679
W|giuseppe|cappellano barolo pie franco|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cappellano barolo pie franco|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cappellano barolo pie franco|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cappellano barolo pie franco|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cappellano barolo pie rupestris|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cappelletti vino aperitivo mazzura|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|carpano antica formula sweet vermouth italy|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|carpano antica formula sweet vermouth italy|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=688
W|giuseppe|carpano antica formula sweet vermouth italy|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=688
W|giuseppe|carpano antica formula sweet vermouth italy|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=688
W|giuseppe|cipolla le robbe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cipolla le robbe|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cipolla passofonduto|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cipolla passofonduto bianco sul gresso|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cipolla passofonduto le robbe rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cipolla passofonduto le robbe vino rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cipolla passofonduto rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cipolla passofonduto rosso|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cipolla passofonduto solfare skin contact|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cipolla rosso|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cipolla solfare|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cipolla solfare|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=702
W|giuseppe|ciusti modena vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|contratto barbaresco|it|r|??|barbaresco|barbaresco|1964|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|contratto barbaresco|it|r|??|barbaresco|barbaresco|1970|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|contratto barbaresco|it|r|??|barbaresco|barbaresco|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|contratto barolo|it|r|??|barolo|barolo|1964|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|contratto barolo|it|r|??|barolo|barolo|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|contratto barolo riserva centenario|it|r|??|barolo|barolo|1967|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|contratto bitter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|contratto vermouth rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|corte lonardi amarone classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|corte lonardi amarone riserva|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|corte lonardi valpolicella ripasso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese nebbiolo langhe|it|w|nebbiolo|langhe|langhe|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera dalba|??|w|barbera|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese babaja barbaresco|it|w|??|barbaresco|barbaresco|2001|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barb rabaja ris mag|??|w|??|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco|=724
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=726
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=726
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=726
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=726
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=726
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=726
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=733
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=733
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=733
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=733
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=717
W|giuseppe|cortese barbaresco 145 ck|it|w|??|barbaresco|barbaresco|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=717
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=741
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=741
W|giuseppe|cortese barbaresco 145 ck|it|w|??|barbaresco|barbaresco|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco|it|w|??|barbaresco|barbaresco|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco 14 ck|it|w|??|barbaresco|barbaresco|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco 14 ck|it|w|??|barbaresco|barbaresco|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=746
W|giuseppe|cortese barbaresco docg|it|w|??|barbaresco|barbaresco|nv|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco docg|it|w|??|barbaresco|barbaresco|2020|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco docg|it|w|??|barbaresco|barbaresco|2022|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco docg barbaresco|it|w|??|barbaresco|barbaresco|2019|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco docg piedmont|it|w|??|barbaresco|barbaresco|2022|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=753
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco|=755
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco|=757
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco|=757
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco|=757
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco|=757
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco|=757
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=763
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=765
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=765
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=765
W|giuseppe|cortese barbaresco rabaja 145 ck|it|w|??|barbaresco|barbaresco|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja 145 ck|it|w|??|barbaresco|barbaresco|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=771
W|giuseppe|cortese barbaresco rabaja|it|w|??|barbaresco|barbaresco|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=771
W|giuseppe|cortese barbaresco rabaja 145 ck|it|w|??|barbaresco|barbaresco|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja 145 ck|it|w|??|barbaresco|barbaresco|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=774
W|giuseppe|cortese barbaresco rabaja docg|it|w|??|barbaresco|barbaresco|2022|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja riserva bottle|it|w|??|barbaresco|barbaresco|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja riserva|it|w|??|barbaresco|barbaresco|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja riserva|it|w|??|barbaresco|barbaresco|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco|=778
W|giuseppe|cortese barbaresco rabaja riserva bottle|it|w|??|barbaresco|barbaresco|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja riserva 201620132011|it|w|??|barbaresco|barbaresco|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja riserva 145 ck|it|w|??|barbaresco|barbaresco|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco rabaja riserva jeroboam|it|w|??|barbaresco|barbaresco|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco riserva rabaja|it|w|??|barbaresco|barbaresco|2011|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco riserva rabaja|it|w|??|barbaresco|barbaresco|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco riserva rabaja|it|w|??|barbaresco|barbaresco|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco|=785
W|giuseppe|cortese barbaresco riserva rabaja|it|w|??|barbaresco|barbaresco|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco|=785
W|giuseppe|cortese barbaresco riserva rabaja docg|it|w|??|barbaresco|barbaresco|2008|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco riserva rabaja docg|it|w|??|barbaresco|barbaresco|2011|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco riserva rabaja docg|it|w|??|barbaresco|barbaresco|2016|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbaresco riserva rabaja docg|it|w|??|barbaresco|barbaresco|2016|12.5|docg|medio|peixes, frutos do mar, saladas|seco|=790
W|giuseppe|cortese barbera d alba|??|w|barbera|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera d alba|??|w|barbera|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera d alba doc|??|w|barbera|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera d alba morassina|??|w|barbera|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera dalba|??|w|barbera|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera dalba|??|w|barbera|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=796
W|giuseppe|cortese barbera dalba|??|w|barbera|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=719
W|giuseppe|cortese barbera dalba|??|w|barbera|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera dalba|??|w|barbera|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=799
W|giuseppe|cortese barbera dalba|??|w|barbera|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera dalba|??|w|barbera|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=801
W|giuseppe|cortese barbera dalba|??|w|barbera|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=801
W|giuseppe|cortese barbera dalba|??|w|barbera|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=801
W|giuseppe|cortese barbera dalba|??|w|barbera|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=801
W|giuseppe|cortese barbera dalba 135 ck|??|w|barbera|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco|=808
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco|=808
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco|=808
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=716
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=814
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=814
W|giuseppe|cortese barbera dalba morassina 14 ck|??|w|barbera|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese barbera dalba morassina|??|w|barbera|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=818
W|giuseppe|cortese barbera dalba morassina 14 ck|??|w|barbera|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese chardonnay langhe scapulin|it|w|chardonnay|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese dolcetto dalba|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|giuseppe|cortese dolcetto dalba|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|giuseppe|cortese langhe bianco scapulin|it|w|??|langhe|langhe|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe bianco scapulin|it|w|??|langhe|langhe|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=824
W|giuseppe|cortese langhe bianco scapulin 13 ck|it|w|??|langhe|langhe|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe bianco scapulin 13 ck|it|w|??|langhe|langhe|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=826
W|giuseppe|cortese langhe chardonnay scapulin|it|w|chardonnay|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe chardonnay scapulin|it|w|chardonnay|langhe|langhe|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe dolcetto|it|w|??|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|giuseppe|cortese langhe dolcetto|it|w|??|langhe|langhe|2019|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|giuseppe|cortese langhe dolcetto|it|w|??|langhe|langhe|2021|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|giuseppe|cortese langhe dolcetto|it|w|??|langhe|langhe|2023|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|giuseppe|cortese langhe dolcetto|it|w|??|langhe|langhe|2024|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|giuseppe|cortese langhe dolcetto|it|w|??|langhe|langhe|2024|12.5|??|medio|peixes, frutos do mar, saladas|doce|=834
W|giuseppe|cortese langhe dolcetto 125 ck|it|w|??|langhe|langhe|2024|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|giuseppe|cortese langhe dolcetto doc|it|w|??|langhe|langhe|2023|12.5|doc|medio|peixes, frutos do mar, saladas|doce
W|giuseppe|cortese langhe dolcetto doc|it|w|??|langhe|langhe|2024|12.5|doc|medio|peixes, frutos do mar, saladas|doce
W|giuseppe|cortese langhe nebbio|it|w|??|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
