W|dalva|10 ars tawny|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie distillers|edition 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=761
W|dalwhinnie distillers|edition 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie distillers|edition 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=763
W|dalwhinnie distillers|edition 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=763
W|dalwhinnie distillers|edition 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=763
W|dalwhinnie distillers|edition 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie distillers|edition 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=767
W|dalwhinnie distillers|edition 2023 release|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie distillers|edition 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie distillers|edition 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=770
W|dalwhinnie distillers|edition double matured 07 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie distillers|edition double matured 43 0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie distillers|edition oloroso seasoned american oak casks|fr|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos|seco
W|dalwhinnie distillers|edition single malt|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie double|matured|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie fassdeckel|fassdeckel|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie fassende|fassende|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie game|of thrones house stark|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie haus|stark 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie highland|30 year old special release 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie ldr|shiraz 2021|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie ldr|shiraz 2023|fr|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie mesa|chardonnay 2022 pyrenees|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|dalwhinnie mesa|chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dalwhinnie mesa|chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=785
W|dalwhinnie mesa|chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=785
W|dalwhinnie mesa|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie mesa|shiraz 2020|fr|r|shiraz|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie mesa|shiraz 2021|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie mesa|shiraz 2021|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=790
W|dalwhinnie mesa|shiraz 2021|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=790
W|dalwhinnie moonambel|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|cabernet sauvignon 2002|fr|r|cabernet sauvignon|??|??|2002|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|cabernet sauvignon 2003|fr|r|cabernet sauvignon|??|??|2003|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|cabernet sauvignon 2004|fr|r|cabernet sauvignon|??|??|2004|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|cabernet sauvignon 2006|fr|r|cabernet sauvignon|??|??|2006|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|cabernet sauvignon 2018|fr|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|cabernet sauvignon 2020|fr|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|cabernet sauvignon 2021|fr|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalwhinnie moonambel|chardonnay 2021|fr|w|chardonnay|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|dalwhinnie moonambel|chardonnay 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|dalwhinnie moonambel|museum 2015 shiraz|fr|r|shiraz|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|museum release shiraz 2015|fr|r|shiraz|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=806
W|dalwhinnie moonambel|shiraz 1999|fr|r|shiraz|??|??|1999|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz 2000|fr|r|shiraz|??|??|2000|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz 2001|fr|r|shiraz|??|??|2001|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz 2001|fr|r|shiraz|??|??|2001|13.5|??|encorpado|carne vermelha, queijo|seco|=810
W|dalwhinnie moonambel|shiraz 2002|fr|r|shiraz|??|??|2002|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz 2003|fr|r|shiraz|??|??|2003|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz 2004|fr|r|shiraz|??|??|2004|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz 2006|fr|r|shiraz|??|??|2006|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz 2007|fr|r|shiraz|??|??|2007|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz 2012|fr|r|shiraz|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz 2012|fr|r|shiraz|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco|=817
W|dalwhinnie moonambel|shiraz 2018|fr|r|shiraz|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz 2018|fr|r|shiraz|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco|=819
W|dalwhinnie moonambel|shiraz 2020|fr|r|shiraz|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz 2021|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz 2021|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=822
W|dalwhinnie moonambel|shiraz 2021|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=822
W|dalwhinnie moonambel|shiraz museum release 2017|fr|r|shiraz|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie moonambel|shiraz pyrenees vic 2021|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie pinnacle|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie single|15 ani 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie smlt|sc 15yr|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie the|distillers edition 2018 double matured 2003 43 0 gb|gb|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie the|distillers edition 2022 double matured 43 0 gb limited edition|gb|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie the|distillers edition 2023 double matured in oloroso seasoned american oak casks|fr|f|??|??|??|2023|20|??|encorpado|sobremesas, queijos|seco
W|dalwhinnie the|distillers edition 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie the|distillers edition oloroso finish 2006|fr|f|??|??|??|2006|20|??|encorpado|sobremesas, queijos|seco
W|dalwhinnie the|eagle shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie the|eagle shiraz 2000|fr|r|shiraz|??|??|2000|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie the|eagle shiraz 2018|fr|r|shiraz|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie the|eagle shiraz 2020|fr|r|shiraz|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie the|eagle shiraz 2020|fr|r|shiraz|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=838
W|dalwhinnie the|pinnacle shiraz 2020|fr|r|shiraz|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie the|pinnacle shiraz 2021|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie three|valleys pinot noir 2020|fr|r|pinot noir|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie three|valleys pinot noir 2021|fr|r|pinot noir|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie three|valleys pinot noir tasmania 2021|au|r|pinot noir|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winter|winter|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winter|frost game of thrones|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winter|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winter|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=847
W|dalwhinnie winter|gold 0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winter|s gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winter|s gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=850
W|dalwhinnie winter|s gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=850
W|dalwhinnie winters|winters|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|frost edicion juego de tronos casa stark|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|frost game of thrones|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|frost game of thrones 0 giftbox|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|frost game of thrones house stark|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|frost game of thrones house stark|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=857
W|dalwhinnie winters|frost house of stark game of thrones 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|frost house stark|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|frost house stark game of thrones 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|frost limited edition|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=863
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=863
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=863
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=863
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=863
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=863
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=863
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=863
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=863
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=863
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=863
W|dalwhinnie winters|gold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=863
W|dalwhinnie winters|gold 0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|gold 07 43 diszdobozban|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|gold 07 ltr|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|gold 07 ltr 43 alc|fr|r|??|??|??|NV|43|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|gold 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|gold 43 0|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|gold gift box 43 07|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|gold highland scotland 43 vol gift box|fr|r|??|??|??|NV|43|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|gold single malt|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwhinnie winters|gold single malt|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=884
W|dalwhinnie winters|gold single malt|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=884
W|dalwhinnie winters|gold vm|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwihinnie|15 ans|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwihinnie edition|limite|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwood estate|chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dalwood estate|chardonnay 2023 12 bottles|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dalwood estate|chardonnay 2024|fr|w|chardonnay|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|dalwood estate|fiano 2024|fr|w|fiano|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
X
W|dalwood estate|hunter river sparkling chardonnay nv 12 bottles|fr|s|chardonnay|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dalwood estate|rose 2025|fr|p|??|??|??|2025|13.5|??|medio|frutos do mar, saladas|seco
W|dalwood estate|semillon 2021|fr|w|semillon|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|dalwood estate|semillon 2023|fr|w|semillon|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dalwood estate|semillon 2023|fr|w|semillon|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=898
W|dalwood estate|semillon 2023 12 bottles|fr|w|semillon|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dalwood estate|shiraz 2021|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwood estate|shiraz 2022|fr|r|shiraz|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwood estate|shiraz 2023|fr|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwood estate|shiraz 2023 12 bottles|fr|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwood estate|sparkling chardonnay nv|fr|s|chardonnay|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dalwood estate|tempranillo touriga 2022 12 bottles|fr|r|tempranillo, touriga|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwood estate|tempranillo touriga 2023|fr|r|tempranillo, touriga|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalwood hunter|river sparkling chardonnay crown seal nv|fr|s|chardonnay|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dalwood tempranillo|touriga 2022|fr|r|tempranillo, touriga|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dam blonde|5 vp|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dam de pique|noire 95 vp|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dam etna|rosso nerello mascalesenerello cappucio sicilie|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dam etna|rosso tenuta antica cavalleria 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dam good|white frisky beaver wines|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
X
W|dam premium|tee 10th anniversary|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dam tenuta|antica cavalleria|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama bianca|bianca|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama bianca|bianca|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=918
W|dama de la justicia|color bronce 155x20x48cm|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama de la justicia|plateado c reloj 135x115x45cm|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama de la vina|vina|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama de lago|lago|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama de noche|cabernet|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama de plata|plata|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama de plata|plata|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=925
W|dama de plata|plata|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=925
W|dama de plata|plata|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=925
W|dama de plata|plata|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=925
W|dama decor|12x10x275cm100poliresina|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama decor|135x8x21cm 100poliresina|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama del|lago|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama del|lago blanco|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama del|lago rueda tempranillo|es|r|tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama del|rovere biancodama 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama del|rovere biancodama 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama del|rovere bortolo vigne vecchie soave classico 2017|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama del|rovere brenton durello spumante brut 0|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dama del|rovere brenton durello spumante nv|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dama del|rovere durello metodo classico extra brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|extra brut
W|dama del|rovere durli petian|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama del|rovere durli petian durello spumante metodo classico brut 0|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dama del|rovere nv durello spumante brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dama del|rovere soave classico|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama del|rovere soave classico 2024|it|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama del|rovere tremenalto soave classico 2022|it|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama del|rovere tremenalto soave classico 2023|it|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama del|rovere virtu durello metodo classico brut 0|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dama do|monte 2019|fr|r|??|??|??|2019|13.5|DO|encorpado|carne vermelha, queijo|seco
W|dama do|monte branco|fr|r|??|??|??|NV|13.5|DO|encorpado|carne vermelha, queijo|seco
W|dama do|monte branco|fr|r|??|??|??|NV|13.5|DO|encorpado|carne vermelha, queijo|seco|=950
W|dama do|monte red|fr|r|??|??|??|NV|13.5|DO|encorpado|carne vermelha, queijo|seco
W|dama do|monte tinto|fr|r|??|??|??|NV|13.5|DO|encorpado|carne vermelha, queijo|seco
W|dama do|monte tinto|fr|r|??|??|??|NV|13.5|DO|encorpado|carne vermelha, queijo|seco|=953
W|dama do|monte white|fr|w|??|??|??|NV|12.5|DO|medio|peixe, frutos do mar|seco
W|dama grenache|2022|fr|r|grenache|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama gummies|nnf|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama juana|pipeno 2021 gustavo riffo f|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama montepulciano|dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama nero|davola sicilia doc 2021|it|r|??|??|??|2021|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|dama puglia|sangiovese igt|it|r|sangiovese|??|??|NV|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|dama rosa|rosa|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dama trebbiano|dabruzzo|it|w|trebbiano|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|damage and|color care conditioner a|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damage care|conditioner|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damage care|conditioner refill pack|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damage preventing|cream anti pollution|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged dom|perignon|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged garage|project good things come to those who wait bb 0126|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged goods|distilling full bottle bundle|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged goods|smashed apple aperitivo|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged goods|smashed apple aperitivo|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=971
W|damaged heitz|napa cab|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged heyday|radler rays grapefruit radler can bb 1811|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|13 celsius sauvignon blanc 2022|fr|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|damaged label|14 hands chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|damaged label|14 hands hot to trot smooth red blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|19 crimes bride of frankenstein red blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|19 crimes cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|19 crimes frankenstein cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|19 crimes the uprising red nv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|1924 double black cabernet sauvignon 750 ml|fr|r|cabernet sauvignon|??|??|1924|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|2011|fr|r|??|??|??|2011|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|7 deadly zins zinfandel 2022|fr|r|zinfandel|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|a to z pinot noir|fr|r|pinot noir|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|acacia carneros pinot noir 2021|fr|r|pinot noir|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|achavalferrer mendoza cabernet sauvignon|ar|r|cabernet sauvignon|mendoza|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|achavalferrer mendoza malbec 2021|ar|r|malbec|mendoza|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|adesso cagnina dolce|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|alamos cabernet sauvignon 2023|fr|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|damaged label|alamos malbec|fr|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
