W|large|leather purse black|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lara|kruskovac 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lara|kruskovac 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lara|kruskovac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lara|kruskovac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=724
W|lara|kruskovac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=724
W|lara|kruskovac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=724
W|lara da|silva godello|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lara|blouse|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lara|merlot mit cabernet sauvignon cuvee grande reserve weingut karl pfaffmann|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lar|mer|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar de|plata cava semi seco bottle 115|es|s|??|cava|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lar de|plata cava brut bottle 115|es|s|??|cava|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lar de|paula tempranillo maduro|??|r|tempranillo|??|??|2015|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lar de|paula tempranillo crianza 075|??|r|tempranillo|??|??|2015|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lar de|paula tempranillo|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lar de|paula rioja doc terrazas|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar de|paula rioja crianza edicion limitada|es|r|??|rioja|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar de|paula rioja blanco reserva limited edition|es|r|??|rioja|??|2016|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|lar de|paula reserva limited edition rioja doc|es|r|??|rioja|??|NV|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|lar de|paula merus4|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar de|paula madurado magnum|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar de|paula madurado|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar de|paula gran baroja gran reserva|??|r|??|??|??|2011|13.5|gran reserva|medio|carnes vermelhas; massas; queijos|seco
W|lar de|paula doc rioja rouge|es|r|??|rioja|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar de|paula doc rioja rouge|es|r|??|rioja|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=745
W|lar de|paula doc rioja rouge|es|r|??|rioja|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=745
W|lar de|paula doc rioja rouge|es|r|??|rioja|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=745
W|lar de|paula crianza limited edition|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar de|oro tempranillosyrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lar de|oro pinot noir nv|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar de|maia 8 castilla y leon rosado rosewein wein trocken vdlt spanien|es|p|??|castilla|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lar de|lares ribera reserva|??|r|??|??|??|2004|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|lar de|barros verdejo afrutado|??|w|verdejo|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lar de|barros tinto joven|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar de|barros crianza|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar de|barros crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar|a torna pasas escolma|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lar|a teixa blanco|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laquite|acquavite di agave coqlicorne|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laquite|acquavite di agave coqlicorne|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=760
W|laquilone|sauvignon blanc doc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|laquille|20 year organic|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laquila|nebbiolo 19 pizzini|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|laquila|london sliced black truffle 120g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laque|tigi keep it casual hair spray aero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laque|tigi bed head mini masterpiece hairspray|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laquarta|negre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laquarta|blanc 2n any vinyes velles|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laquarta|blanc 2n any vinyes velles|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=769
W|laquarta|blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laquai|spatburgunder lorcher bodental steinberg|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laquai|spatburgunder blanc de noir|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapuyade|jurancon sec cuvee dentelle|fr|r|??|jura|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapuyade|jurancon sec|fr|r|??|jura|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapuyade|jurancon sec cuvee dentelle|fr|r|??|jura|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapuyade|jurancon moelleux petit manseng|fr|r|??|jura|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapuyade|jurancon cuvee marielouise|fr|r|??|jura|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapuyade|jurancon confidence|fr|r|??|jura|??|2010|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapulapu|laman pugapo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapulapu|approx 1kg pugapo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapuela|eucalyptus honey 350g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapuela|chestnut honey 350g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapu|lapu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laptisor|pu bronz uvauvb 50|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laptisor|pu bronz uvauvb 30|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laptisor da|bronz cu pantenol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|semidegresat 15 grasime zuzu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|pu corp mades stackable spicy lime|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|pu corp mades stackable lily blue|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|pu corp mades stackable fruity purple|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|praf nutricia aptamil junior 3 800 g de la 3 ani|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|praf nestle nan 2 optipro 800 g de la 6 luni|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|praf integral 250g droetker|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|pentru copii de varsta mica nestle nan optipro 4 de la 2 ani 800g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|pentru copii de varsta mica nestle nan optipro 3 hmo intre 12 ani 400g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|pentru copii de varsta mica nestle nan comfortis 3 intre 12 ani 800g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|pentru cafea 10 grasime uht 75g delaco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|monor 35|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|monor 15|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|integral 396 ferma cu origini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|integral 35 grasime zuzu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|demachiant cera di cupra delicato|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|demachiant 2 in 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte de|inceput nutricia aptamil 1 800 gr 06 luni|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|condensat indulcit 8 grasime|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|condensat incia 370 gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|condensat incia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|condensat fiert la conserva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|condensat fiert caramelizat incia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|condensat 85 latti 480g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|condensat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio proaspat din alpi 35 grasime tetrapack berchtesgadener|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio fara lactoza 35 grasime berchtesgadener|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio fara lactoza 35 grasime|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio fara lactoza 35 berchtesgadener|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio din alpi uht 35 berchtesgadener|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio din alpi uht 15 berchtesgadener|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio din alpi 38 berchtesgadener|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio de fan heumilk bauern|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio de capra uht 33 grasime andechser|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio de capra lapte de fan biohof|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio de capra din lapte de fan leeb|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio cu ciocolata 250g berchtesgadener|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio cu ciocolata 250g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|bio cu ciocolata 15 saliter|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|batut 2 grasime 500g baciul|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|batut 2 grasime 330g napolact|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|batut 2 grasime 330g albalact|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|batut|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|35 grasime uht poiana florilor|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|35 grasime uht oke|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|35 grasime uht baciul|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|35 grasime napolact|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|31 grasime savushkin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|15 grasime uht poiana florilor|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|15 grasime uht oke|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|15 grasime uht fulga|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|15 grasime uht baciul|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|15 grasime savushkin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|15 grasime napolact|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapte|15|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapszuro|spadoni meccanica|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsus|dor rouge|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsus|dor|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsnacks|habas piccante 201g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsille|pillimehu 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsille|munkki l|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsille|munkki kaakao l|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsille|kaakao|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapset|osta lasten muotia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapset|lapset|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapseki|gulu hazr kokteyl|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsang|souchong rget the|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsang|souchong palmiers 12pcs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsang|souchong cookies 24pcs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsang|souchong 100g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsang|souchong 100g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=857
W|lapsang|souchong|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapsang|souchong|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=859
W|laps|laps|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laproaig|triplewood|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laproaig|quarter cask|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laproaig|10 years old|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapro|1800|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapponia|polarkarpalo johvikas 21 box|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapponia|polar karpalo cranberry tranbar|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapponia|mustikka mustikas 21 box|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapponia|lakka murakas 21|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapponia|lakka cloudberry hjortron|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapponia|lakka 21|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapponia|buckthorn havtorn 21|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lappoletku|lappoletku|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lappel|rouge gorge pinot noir|??|r|pinot noir|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lappel|rdj pinot noir|??|r|pinot noir|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lappel du|large|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lappel|des sereines vin de france domaine francois villard|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lappel|des sereines syrah|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lappartement de|chinon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lappartamento|lappartamento|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|rosso di toscana merlot igt|it|r|merlot|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|igt toscana castello di ama|it|r|??|toscana|??|2020|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|castello di ama|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|castello di ama|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|castello di ama|??|r|??|??|??|1990|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|castello di ama|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=883
W|lapparita|lapparita|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|lapparita|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=887
W|lapparita|lapparita|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=887
W|lapparita|toscana igt castello di ama|it|r|??|toscana|??|2019|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|lapparita|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|lapparita|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=891
W|lapparita|lapparita|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|lapparita|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|lapparita|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|lapparita|??|r|??|??|??|1996|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|lapparita|??|r|??|??|??|1994|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapparita|lapparita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapousse|dor chambollemusigny 1er cru les groseilles|??|p|??|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapotre|lv99 magnum 15 liter in giftbox|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapotre|champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lapotre|lapotre|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapothicaire|baco ugni blanc|??|r|??|??|??|2009|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapothicaire|baco joliette finish|??|r|??|??|??|1987|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostrophe|rose varois|??|p|??|??|??|2019|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapostrophe|aoc coteauxvaroisenprovence|fr|r|??|provence|??|2025|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle|xo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle|xo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=907
W|lapostolle|vinho tinto grand selection cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapostolle|vieilles vignes la parcelle 8 20142015|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle|valle del colchagua clos apalta|cl|r|??|colchagua|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle|syrah cuvee alexandre las kuras vineyard|??|r|syrah|??|??|2013|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapostolle|syrah cuvee alexandre las kuras vineyard|??|r|syrah|??|??|2009|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapostolle|sauvignon blanc grand selection casa|??|w|sauvignon blanc|??|??|2018|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapostolle|sauvignon blanc grand selection|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapostolle|sauvignon blanc 69 z|??|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapostolle|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lapostolle|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=917
W|lapostolle|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=917
W|lapostolle|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=917
W|lapostolle|sauv bl 16|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle|prelude|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle|parcelle 8 cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lapostolle|merlot grand selection|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle|merlot cuvee alexandre|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle|merlot 69 z|??|r|merlot|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=927
W|lapostolle|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=927
W|lapostolle le|rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle le|rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=930
W|lapostolle le|rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=930
W|lapostolle le|rose franschileense rose|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapostolle le|rose|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapostolle le|rose|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=934
W|lapostolle le|rose|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapostolle le|rose|??|p|??|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapostolle le|rose|??|p|??|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=937
W|lapostolle le|rose|??|p|??|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapostolle le|rose|??|p|??|??|??|2018|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapostolle le|rose|??|p|??|??|??|2016|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapostolle le|rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lapostolle le|rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=942
W|lapostolle le|rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=942
W|lapostolle le|rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=942
W|lapostolle le|rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=942
W|lapostolle le|rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=942
W|lapostolle le|petit clos apalta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle le|petit clos|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle le|petit clos|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle le|petit clos|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=950
W|lapostolle le|petit clos|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle le|petit clos|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=952
W|lapostolle le|petit clos|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lapostolle le|petit clos|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
