1. W|casa madero|chardonnay mexico|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
637. W|casa organizada vida feliz guia practica para organizar tus|espacios|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
638. W|casa paciencia garrafao|empalhado|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
639. W|casa padrino lyxig rund spegel i silver|110 cm|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
640. W|casa pai natal regina 130gr|12|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
641. W|casa paladin panettone|agricanto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
642. X
643. X
644. X
645. X
646. W|casa panciu fet regalamuscat|ott|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
647. W|casa panciu|feteasca alba|pt|w|feteasca alba|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
648. W|casa panciu|feteasca alba demisec|pt|w|feteasca alba|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
649. X
650. X
651. W|casa panciu|feteasca neagra demisec|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
652. W|casa panciu|feteasca neagra demisec bag inbox|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
653. W|casa panciu|feteasca neagra ds 13|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
654. X
655. X
656. W|casa panciu|feteasca regala|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
657. W|casa panciu|feteasca regala demisec|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
658. X
659. X
660. W|casa panciu|feteasca regala muscat ottonel demisec|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
661. W|casa panciu|feteasca regala muscat ottonel demisec|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=660
662. X
663. W|casa panciu frizzante alb|demisec|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
664. W|casa panciu frizzante muscat|ottonel|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
665. W|casa panciu frizzante|rose demisec|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
666. X
667. W|casa panciu riserva cab sauv|sec|pt|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
668. W|casa panciu riserva|feteasca neagra rosu sec|pt|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
669. W|casa panciu riserva|feteasca regala alb sec|pt|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
670. X
671. W|casa panciu roze|demisec|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
672. X
673. W|casa panciu sagio alb ds frmo|2023 125|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
674. W|casa panciu spumant|feteasca regala muscat ottonel demisec|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
675. W|casa panciu vin de masa|rose ds 12|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
676. W|casa panciu vin sagio|rose ds 12|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
677. W|casa pardet blanquet chmac|2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
678. W|casa pardet doble|d rose 2017|pt|p|??|??|??|2017|12.5|??|leve|saladas, aves, queijos leves|seco
679. W|casa pardet mac21|2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
680. W|casa pardet pep nat|blanc 2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
681. W|casa pardet pep nat roig|2021 x gimios muscat sec 2020|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
682. W|casa pardet pep nat|roig2021|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
683. W|casa pardet pep nat|sparkling blanc 2021|pt|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, sushi|brut
684. W|casa passarela vindima i|tinto 2014|pt|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco
685. W|casa pastene|cabernet sauvignon central valley do 2022|pt|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
686. W|casa pastene|chardonnay central valley do 2022|pt|w|chardonnay|??|??|2022|12.5|??|leve|frutos do mar, peixes, saladas|seco
687. W|casa pastene|gran reserva cabernet sauvignon valle del maule do 2018|pt|r|cabernet sauvignon|??|??|2018|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
688. W|casa pastene|red blend|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
689. W|casa pastore|1999 azienda agricola rio grande|pt|r|??|??|??|1999|13.5|??|medio|carne vermelha, massas, queijos curados|seco
690. W|casa patronales leal|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
691. W|casa patronales luguria|late harvest sauvignon blancriesling|pt|d|sauvignon blanc, riesling|??|??|NV|10|??|encorpado|sobremesas, queijos azuis, foie gras|doce
692. W|casa patronales sabio limited edition|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
693. W|casa pecunia aperitivo|11 0|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
694. W|casa pecunia chianti|cw|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
695. W|casa pecunia chianti|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
696. W|casa pecunia diamond|prosecco rose spumante doc|it|p|??|??|??|NV|12.5|doc|leve|saladas, aves, queijos leves|seco
697. W|casa pecunia diamond|prosecco spumante doc|it|s|??|??|??|NV|12|doc|leve|aperitivos, frutos do mar, sushi|brut
698. W|casa pecunia|nero davola cpw|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
699. W|casa pecunia|nero davola doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
700. W|casa pecunia orvieto|classico bw 0|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
701. W|casa pecunia orvieto|classico doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
702. W|casa pecunia|pinot grigio bw 0|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
703. W|casa pecunia|pinot grigio doc|pt|w|pinot grigio|??|??|NV|12.5|doc|leve|frutos do mar, peixes, saladas|seco
704. W|casa pecunia|primitivo igt|pt|r|primitivo|??|??|NV|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
705. W|casa pecunia|prosecco delicato doc|it|s|??|??|??|NV|12|doc|leve|aperitivos, frutos do mar, sushi|brut
706. W|casa pecunia|prosecco rose spumante doc|it|p|??|??|??|NV|12.5|doc|leve|saladas, aves, queijos leves|seco
707. W|casa pecunia|prosecco spumante doc|it|s|??|??|??|NV|12|doc|leve|aperitivos, frutos do mar, sushi|brut
708. W|casa pecunia|rosato di toscana igt|pt|p|??|toscana|??|NV|12.5|igt|leve|saladas, aves, queijos leves|seco
709. W|casa pecunia|rosato rpw 0|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
710. W|casa pedrucci|brut millesime 2021|pt|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, sushi|brut
711. W|casa pedrucci|brut millesime 2021|pt|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, sushi|brut|=710
712. W|casa pedrucci|brut rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
713. W|casa pedrucci|brut tradicional|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
714. W|casa pedrucci|brut tradicional blanc de blancs|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
715. W|casa pedrucci|nature tradicional|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
716. W|casa pedrucci|nature tradicional|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=715
717. W|casa pedrucci occasione|branco|pt|w|??|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
718. W|casa pedrucci occasione|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
719. W|casa pedrucci|reserva extra brut|pt|s|??|??|??|NV|12|reserva|leve|aperitivos, frutos do mar, sushi|extra brut
720. W|casa pedrucci|reserva extra brut|pt|s|??|??|??|NV|12|reserva|leve|aperitivos, frutos do mar, sushi|extra brut|=719
721. W|casa pedrucci|reserva nature|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
722. W|casa pedrucci|reserva nature|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=721
723. W|casa pedrucci|reserva tinto|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
724. W|casa pedrucci|reserva tinto|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=723
725. W|casa pedrucci sur lie|rose fatto a mano|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
726. W|casa pedrucci sur lie|rose fatto a mano|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco|=725
727. W|casa penusavo vino|spiegelau|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
728. W|casa perini|aquarela|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
729. W|casa perini aquarela|espumante moscatel rose|pt|p|moscatel|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
730. X
731. W|casa perini aquarela|espumante moscatel rose ed especial|pt|p|moscatel|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
732. W|casa perini arbo|assemblage|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
733. W|casa perini arbo|assemblage|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=732
734. W|casa perini arbo|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
735. X
736. X
737. W|casa perini arbo|marselan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
738. W|casa perini arbo|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
739. X
740. X
741. W|casa perini arbo reservado|marselan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
742. W|casa perini arbo reservado|moscatotrebbiano|pt|r|moscato, trebbiano|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
743. W|casa perini arbo reservado|riesling|pt|w|riesling|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
744. W|casa perini arbo|riesling|pt|w|riesling|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
745. W|casa perini arbo|tannat|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
746. W|casa perini arbo trebianno e|moscato|pt|w|moscato|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
747. X
748. X
749. W|casa perini benildo|perini|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
750. X
751. X
752. X
753. X
754. X
755. W|casa perini|brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
756. W|casa perini|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
757. W|casa perini|cabernet sauvignon 2023|pt|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
758. W|casa perini|cabernet sauvignon compre 3 e leve 4|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
759. W|casa perini|cabernet sauvignonno pixem ate2xdesem juroscomprar|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
760. W|casa perini|cabernet sauvignonno pixem ate2xdesem juroscomprarcomprar pelo whatsapp|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
761. W|casa perini|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
762. W|casa perini|chardonnay 2024|pt|w|chardonnay|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
763. W|casa perini|chardonnay compre 3 e leve 4|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
764. W|casa perini charmat|brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
765. W|casa perini demi|sec|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|demi-sec
766. W|casa perini drella|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
767. W|casa perini drella|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco|=766
768. W|casa perini|eden|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
769. W|casa perini eden|licoroso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
770. W|casa perini|espumante aquarela moscatel|pt|s|moscatel|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
771. W|casa perini|espumante black edition extra brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|extra brut
772. W|casa perini|espumante black edition winter extra brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|extra brut
773. W|casa perini|espumante brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
774. W|casa perini|espumante brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut|=773
775. X
776. X
777. X
778. W|casa perini|espumante brut charmat|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
779. W|casa perini|espumante brut metodo tradicional|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
780. W|casa perini|espumante brut rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
781. W|casa perini|espumante brut rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco|=780
782. X
783. W|casa perini|espumante brut rose rubi edition|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
784. W|casa perini|espumante cristal|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
785. W|casa perini|espumante demi sec|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|demi-sec
786. X
787. W|casa perini|espumante demisec ice branco|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
788. W|casa perini|espumante dona carmo|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
789. W|casa perini|espumante dona carmo brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
790. W|casa perini|espumante erick jacquin brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
791. W|casa perini|espumante lotus extra brut rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
792. W|casa perini|espumante moscatel|pt|s|moscatel|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
793. W|casa perini|espumante moscatel|pt|s|moscatel|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut|=792
794. X
795. X
796. X
797. W|casa perini|espumante moscatel ed especial verao|pt|s|moscatel|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
798. W|casa perini|espumante moskatel|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
799. W|casa perini|espumante moskatel aquarela|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
800. W|casa perini|espumante nature|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
801. W|casa perini|espumante prosecco|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
802. W|casa perini|espumante prosecco prosecco|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
803. W|casa perini fracao unica|cabernet franc|pt|r|cabernet franc|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
804. W|casa perini fracao unica|cabernet franc|pt|r|cabernet franc|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=803
805. W|casa perini fracao unica|cabernet franc 2022|pt|r|cabernet franc|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
806. W|casa perini fracao unica|cabernet franc compre 3 e leve 4|pt|r|cabernet franc|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
807. W|casa perini fracao unica|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
808. W|casa perini fracao unica|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=807
809. W|casa perini fracao unica|cabernet sauvignon 2021|pt|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
810. W|casa perini fracao unica|cabernet sauvignon compre 3 leve 4|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
811. W|casa perini fracao unica|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
812. W|casa perini fracao unica|chardonnay 2023|pt|w|chardonnay|??|??|2023|12.5|??|leve|frutos do mar, peixes, saladas|seco
813. W|casa perini fracao unica|chardonnay compre 3 leve 4|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
814. W|casa perini fracao unica kit de vinhos|tintos|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
815. W|casa perini fracao unica|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
816. W|casa perini fracao unica|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=815
817. W|casa perini fracao unica|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=815
818. W|casa perini fracao unica|merlot 2020|pt|r|merlot|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
819. W|casa perini fracao unica|merlot compre 3 leve 4|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
820. W|casa perini fracao unica|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
821. W|casa perini fracao unica|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=820
822. W|casa perini fracao unica|pinot noir 2022|pt|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
823. W|casa perini fracao unica|pinot noir compre 3 leve 4|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
824. W|casa perini fracao unica|pinot noir rose|pt|p|pinot noir|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
825. W|casa perini fracao unica|pinot noir rose 2024|pt|p|pinot noir|??|??|2024|12.5|??|leve|saladas, aves, queijos leves|seco
826. W|casa perini fracao unica|rose de pinot noir|pt|p|pinot noir|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
827. W|casa perini fracao unica|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
828. W|casa perini fracao unica|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=827
829. W|casa perini fracao unica|sauvignon blanc 2024|pt|w|sauvignon blanc|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
830. W|casa perini fracao unica|tannat|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
831. W|casa perini fracao unica|tannat compre 3 leve 4|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
832. W|casa perini ice|espumante demi sec|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|demi-sec
833. X
834. W|casa perini ice|espumante demi sec rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
835. X
836. X
837. X
838. X
839. X
840. X
841. X
842. W|casa perini lotus|espumante extra brut rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
843. W|casa perini macaw|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
844. W|casa perini macaw|merlot demi sec|pt|s|merlot|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|demi-sec
845. W|casa perini macaw|moscato demi sec|pt|s|moscato|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|demi-sec
846. W|casa perini macaw|tannat demi sec|pt|s|tannat|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|demi-sec
847. X
848. X
849. W|casa perini matteo|perini|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
850. W|casa perini matteo|perini|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=849
851. W|casa perini|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
852. W|casa perini|merlot 2022|pt|r|merlot|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
853. W|casa perini|merlot compre 3 e leve 4|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
854. W|casa perini|merlot tinto seco 2003|pt|r|merlot|??|??|2003|13.5|??|medio|carne vermelha, massas, queijos curados|seco
855. W|casa perini|moscatel branco|pt|w|moscatel|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
856. W|casa perini|moscatel edicao comemorativa|pt|w|moscatel|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
857. W|casa perini|moscato sparkling wine brazil|pt|s|moscato|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
858. W|casa perini|nuances|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
859. W|casa perini nuances|cabernet sauvignon suave|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
860. W|casa perini nuances|suave|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
861. W|casa perini nuances suave|2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
862. W|casa perini|prosecco|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
863. W|casa perini|prosecco espumante brut|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
864. X
865. W|casa perini|qu4tro|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
866. W|casa perini|qu4tro|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=865
867. W|casa perini qu4tro|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|casa perini|rose brut|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
869. W|casa perini rubi|espumante brut rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
870. W|casa perini|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
871. W|casa perini|sauvignon blanc compre 5 leve 6|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
872. W|casa perini serinna|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
873. W|casa perini serinna|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=872
874. W|casa perini|solidario|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
875. W|casa perini|solidario|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=874
876. W|casa perini solidario|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
877. W|casa perini solidario|branco|pt|w|??|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
878. W|casa perini solidario|branco 2024|pt|w|??|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
879. W|casa perini solidario compre|3 e leve 4|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|casa perini solidario|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
881. W|casa perini solidario|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco|=880
882. W|casa perini solidario|rose 2025|pt|p|??|??|??|2025|12.5|??|leve|saladas, aves, queijos leves|seco
883. W|casa perini solidario|rose compre 3 e leve 4|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
884. W|casa perini solidario|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
885. W|casa perini solidario|tinto 2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
886. W|casa perini|tannat|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
887. W|casa perini|tannat|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=886
888. W|casa perini|tannat 2023|pt|r|tannat|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
889. W|casa perini|tannat compre 3 e leve 4|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
890. W|casa perini terroirs|malbec|pt|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
891. W|casa perini tradicional|espumante brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
892. W|casa perini tradicional|espumante nature|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
893. W|casa perini tropical macaw frisante|suave|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
894. W|casa perini tropical macaw frisante suave|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
895. W|casa perini|vinho tannat tinto|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
