W|gense|morter hj i stbejern|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill premium red selection gw cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill premium red selection jackos shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve cab sauv 15|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=723
W|geoff|merrill reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=726
W|geoff|merrill reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=728
W|geoff|merrill reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=728
W|geoff|merrill reserve chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|merrill reserve chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=731
W|geoff|merrill reserve chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|merrill reserve chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|merrill reserve chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=734
W|geoff|merrill reserve selection cabernet sauvignon|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve selection chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|merrill reserve selection henley shiraz|??|r|shiraz|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve selection shiraz|??|r|shiraz|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=740
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=740
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=653
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=653
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=653
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=653
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=653
W|geoff|merrill reserve shiraz|??|r|shiraz|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=653
W|geoff|merrill saint nic grenache shiraz mourvedre|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill saint nic grenache shiraz mourvedre|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=754
W|geoff|merrill saint nic gsm|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill saint nic shiraz cabernet|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill sgm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill shiraz aged reserve|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill shiraz grenache mourvedre|??|r|shiraz|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill shiraz grenache mouvedre|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill shiraz grenache mouvedre|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=762
W|geoff|merrill shiraz jackos blend|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill shiraz reserve|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill wickham park chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|merrill wickham park shiraz cabernet|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill wines connawarra parham cabernet sauvignon|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill wines connawarra parham cabernet sauvignon|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=768
W|geoff|merrill wines gw cab sauvignon|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill wines gw cab sauvignon|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=770
W|geoff|merrill wines gw cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill wines henley shiraz|??|r|shiraz|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill wines henley shiraz|??|r|shiraz|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=773
W|geoff|merrill wines jackos shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill wines pimpala road chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|merrill wines pimpala road chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=776
W|geoff|merrill wines pimpala road shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill wines pimpala road shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=778
W|geoff|merrill wines pimpala road shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=778
W|geoff|merrill wines reserve chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|merrill wines reserve chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=781
W|geoff|merrill wines reserve coonawarra cabernet sauvignon|??|r|cabernet sauvignon|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill wines reserve coonawarra cabernet sauvignon|??|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill wines reserve coonawarra cabernet sauvignon|??|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=784
W|geoff|merrill wines reserve coonawarra cabernet sauvignon|??|r|cabernet sauvignon|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill wines reserve coonawarra cabernet sauvignon|??|r|cabernet sauvignon|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=786
W|geoff|merrill wines reserve coonawarra cabernet sauvignon|??|r|cabernet sauvignon|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=783
W|geoff|merrill wines reserve coonawarra cabernet sauvignon|??|r|cabernet sauvignon|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=783
W|geoff|merrill wines reserve shiraz|??|r|shiraz|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoff|merrill wines reserve shiraz|??|r|shiraz|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|geoff|weaver aged release lenswood chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|weaver chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|weaver ferus sauvignon blanc|??|w|sauvignon blanc|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|weaver riesling|??|w|riesling|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|weaver riesling|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|weaver sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|weaver sauvignon blanc|??|w|sauvignon blanc|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|weaver sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|weaver sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoff|weaver sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoffrey|beene grey flannel edt caballero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffrey|beene grey flannel edt caballero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=802
W|geoffrey|bennison master decorator|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffrey|de nouel chinon les noraies|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffrey|de nouel chinon les noraies|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=805
W|geoffrey|de nouel chinon les noraies|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=805
W|geoffrey|de nouel chinon les noraies|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffrey|zakarians holiday favorites halfcase|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffrey|zakarians holiday favorites halfcase|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=809
W|geoffreys|chefs table tasting mixed case|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|chefs table tasting mixed case|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|geoffreys|chefs table tasting pack red case|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|chefs table tasting pack red case|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=813
W|geoffreys|chefs table tasting pack white case|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoffreys|chefs table tasting pack white case|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=815
W|geoffreys|dark delicious cabs trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|dark delicious cabs trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|geoffreys|european spring sips|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|european spring sips|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=819
W|geoffreys|fresh fruity california whites halfcase|us|w|??|california|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoffreys|fresh fruity california whites halfcase|us|w|??|california|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=821
W|geoffreys|holiday sampler trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|holiday sampler trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=823
W|geoffreys|international selections|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|international selections|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=825
W|geoffreys|mediterranean musthaves|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|mediterranean musthaves|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=827
W|geoffreys|new year celebration|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|new year celebration|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=829
W|geoffreys|partystarting prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geoffreys|partystarting prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=831
W|geoffreys|partystarting prosecco duo|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geoffreys|partystarting prosecco duo|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=833
W|geoffreys|partystarting prosecco trio|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geoffreys|partystarting prosecco trio|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=835
W|geoffreys|starter tasting trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|starter tasting trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|geoffreys|summer mixed sips|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|summer mixed sips|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|geoffreys|summer red sips|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|summer red sips|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=841
W|geoffreys|summer white sips|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geoffreys|summer white sips|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=843
W|geoffreys|sustainable selections trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|sustainable selections trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|geoffreys|valentines musthaves case|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|valentines musthaves case|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|geoffreys|valentines musthaves trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|valentines musthaves trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=849
W|geoffreys|valentines tasting halfcase|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|valentines tasting halfcase|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=851
W|geoffreys|valentines tasting trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffreys|valentines tasting trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=853
W|geoffroy|geoffroy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|blanc de rose extra brut champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|geoffroy|blanc de rose extra brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|geoffroy|blanc de rose premier cru champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geoffroy|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|brut champagne expression premier cru|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|chablis cru beauroy|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|chablis cru fourchaume|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|chablis grand cru les clos|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|chablis le verger|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|chablis premier cru beauroy signature|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|chablis signature|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geoffroy|champagne cru blanc de noirs empreinte extra brut|fr|s|??|champagne|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|geoffroy|champagne cru blanc de noirs empreinte extra brut|fr|s|??|champagne|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=868
W|geoffroy|champagne cru purete brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|geoffroy|champagne cru purete brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=870
W|geoffroy|champagne cru purete brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=870
W|geoffroy|champagne cru rose de saignee brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|champagne brut expression nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|champagne cumieres cru expression extra brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|geoffroy|champagne cumieres cru expression extra brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=875
W|geoffroy|champagne cumieres cru expression extra brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=875
W|geoffroy|champagne cuvee volupte cru|fr|s|??|champagne|??|2008|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geoffroy|champagne empreinte brut|fr|s|??|champagne|??|2013|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|champagne expression brut cru|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|champagne extra brut blanc de noirs cru empreinte|fr|s|??|champagne|??|2015|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|geoffroy|champagne extra brut blanc de noirs cru empreinte millesime|fr|s|??|champagne|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|geoffroy|champagne premier cru terre extra brut|fr|s|??|champagne|??|2008|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|geoffroy|champagne rose de saignee brut cru|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|champagne rose di saignee|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geoffroy|cumieres rouge coteaux champenois pinot meunier|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|de nouel laffreux jojo|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|empreinte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|empreinte cru brut|??|s|??|??|??|2011|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|empreinte cru brut|??|s|??|??|??|2012|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|empreinte|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|empreinte|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=891
W|geoffroy|empreinte|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|empreinte blanc de noirs extra brut cru|??|s|??|??|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|geoffroy|empreinte blanc de noirs extra brut cru|??|s|??|??|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=894
X
W|geoffroy|expression|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|expression cru brut champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|expression cru brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|expression cru brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=899
W|geoffroy|expression cru brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=899
W|geoffroy|expression cru brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=899
W|geoffroy|expression cru brut nv champagne france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|expression brut cru|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|expression nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|expression nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=905
W|geoffroy|expression premier cru brut champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|expression premier cru brut nv champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|les houtrants complantes nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|les houtrants complantes nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=909
W|geoffroy|meunier les tiersaudes brut nature millesime champagne france|fr|s|??|champagne|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|geoffroy|nv brut expression|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|premier cru terre millesime extra brut|??|s|??|??|??|2009|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|geoffroy|purete brut nature cru|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|geoffroy|purete brut nature premier cru|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|geoffroy|purete brut nature premier cru champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|geoffroy|purete nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|purete nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=917
W|geoffroy|ratafia de champagne 18 05|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|geoffroy|rose de saignee|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|geoffroy|rose de saignee cru brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|rose de saignee brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|rose de saignee brut cru|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|rose de saignee brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|rose de saignee premier cru brut champagne france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|rose de saignee premier cru brut champagne france nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|rose de saignee premier cru brut champagne france nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=926
W|geoffroy|rose de saignee premier cru brut champagne france nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=926
W|geoffroy|terre|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|terre|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=929
W|geoffroy|terre extra brut millesime champagne france|fr|s|??|champagne|??|2000|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|geoffroy|terre extra brut millesime champagne france|fr|s|??|champagne|??|2009|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|geoffroy|terre extra brut millesime champagne france|fr|s|??|champagne|??|2012|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|geoffroy|volupte|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|volupte|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=934
W|geoffroy|volupte brut|??|s|??|??|??|2015|12|??|leve|aperitivos, frutos do mar, canapes|brut
