W|grahams|late bottle vintage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=726
W|grahams|vintage|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=726
W|grahams|vintage ruby|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=731
W|grahams|vintage|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=731
W|grahams|vintage malvedos|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage com caixa individual ruby|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage ruby|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port wine|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port wooden box|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage stone terraces|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage malvedos|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|grahams|vintage|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|grahams|vintage porto|??|f|??|??|??|2016|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage ruby|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=747
W|grahams|vintage porto|??|f|??|??|??|2017|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage ruby|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=751
W|grahams|vintage box|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage library|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage library|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage 2011port wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage porto|??|f|??|??|??|2011|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage porto|??|f|??|??|??|2011|20|??|encorpado|queijos, sobremesas, chocolate|doce|=758
W|grahams|vintage port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=760
W|grahams|vintage port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=760
W|grahams|vintage port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=760
W|grahams|vintage port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=760
W|grahams|vintage port|??|r|??|??|??|1966|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1970|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1970|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=766
W|grahams|vintage port|??|r|??|??|??|1970|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=766
W|grahams|vintage port|??|r|??|??|??|1970|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=766
W|grahams|vintage port|??|r|??|??|??|1970|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=766
W|grahams|vintage port|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|grahams|vintage port|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|grahams|vintage port|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|grahams|vintage port|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|grahams|vintage port|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|grahams|vintage port|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|grahams|vintage port|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|grahams|vintage port 15 liter|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=781
W|grahams|vintage port|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=781
W|grahams|vintage port 20 alc|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1984|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=786
W|grahams|vintage port|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=786
W|grahams|vintage port|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=786
W|grahams|vintage port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|grahams|vintage port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|grahams|vintage port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|grahams|vintage port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|grahams|vintage port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|grahams|vintage port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|grahams|vintage port|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|grahams|vintage port|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|grahams|vintage port|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|grahams|vintage port|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|grahams|vintage port|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|grahams|vintage port single bottle|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|grahams|vintage port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|grahams|vintage port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|grahams|vintage port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|grahams|vintage port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|grahams|vintage port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|grahams|vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=756
W|grahams|vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=756
W|grahams|vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=756
W|grahams|vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=756
W|grahams|vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=756
W|grahams|vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=756
W|grahams|vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=756
W|grahams|vintage port|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=831
W|grahams|vintage port|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=831
W|grahams|vintage port|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=831
W|grahams|vintage port|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=831
W|grahams|vintage port|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|grahams|vintage port|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|grahams|vintage port|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|grahams|vintage port|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|grahams|vintage port|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|grahams|vintage port|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|grahams|vintage port|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|grahams|vintage port meia gfa|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|grahams|vintage port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|grahams|vintage port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|grahams|vintage port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|grahams|vintage port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|grahams|vintage port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|grahams|vintage port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|grahams|vintage port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=845
W|grahams|vintage port the stone terraces quinta dos malvedos|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port quinta do tua vinha velha|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
X
W|grahams|vintage port library release|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port library release|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port quinta dos malvedos 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port the stone terraces 34 ltr w j graham co|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage porto|??|f|??|??|??|1945|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage porto|??|f|??|??|??|1977|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage porto|??|f|??|??|??|1980|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage porto|??|f|??|??|??|1983|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage porto|??|f|??|??|??|1983|20|??|encorpado|queijos, sobremesas, chocolate|doce|=866
W|grahams|vintage porto|??|f|??|??|??|1985|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage porto|??|f|??|??|??|1994|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage porto|??|f|??|??|??|2007|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage porto|??|f|??|??|??|2016|20|??|encorpado|queijos, sobremesas, chocolate|doce|=745
W|grahams|vintage porto|??|f|??|??|??|2020|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage vintage tappit hen|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage vintage the stone terraces|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|white 20|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|white port blend no 5 douro|pt|w|??|douro|douro|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|white port lagrima porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|whithe extra dry 19o|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|wine dinner the hk bankers club|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahamss|late bottled vintage port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahvid|hj tromme til dekoration|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahvid|minitromme til juletr og dekoration|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graillot|alain crozes hermitage|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graillot|alain crozes hermitage la guiraude|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graillot|alain crozes hermitage la guiraude|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graillot|alain crozes hermitage|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graillot|crozes hermitage blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graillot|crozeshermitage guiraude|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graillot|la guiraude crozes hermitage syrah|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graillot|syrah|??|r|syrah|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graillot|syrah du morocco syrocco|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graillot|thalvin syrocco syrah zenata morocco|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grailton|ukelele|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|grain|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|and green bowl 10 individual bowls gfv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|arvine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|arvine marietherese chappaz|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|arvine de fully valais aoc|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|barn 30 year old single grain claxtons|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
W|grain|carmin aoc cotesdurhone|fr|r|??|??|??|2025|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|cinq|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|cinq marietherese chappaz|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|cinq valais aoc|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|cornalin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|d orge aubel pomme cerise 58|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|d orge aubel triple 9|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|d orge aubel triple 9 fut|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|d orge canaille blanche 52|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grain|d orge immortelle triple 86|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|d orge the pom 48|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|dambre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|damour|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|damour|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|damour cosmic|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|damour rose doux|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grain|damour rose doux brulhois|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grain|damour rose doux vignerons du brulhois|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grain|damour vin de france|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|dargile|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|dargile extra brut champagne 20192020|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grain|de beaute|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de blanc chateau de gragnos|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grain|de bulles jus de raisin petillant|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de celles rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grain|de copains moulin de mont lauzin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de folie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de folie 2020petite arvine aoc valais grain noble charte grain noble confidenciel 30 mois delevage|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de glace|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de glace|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=931
W|grain|de glace le rose de lhiver|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grain|de glace rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grain|de jouvence|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de lune|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de lune sauvignon gris|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de lune sauvignon gris|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=937
W|grain|de lune sauvignon gris|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de minuit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de minuit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=940
W|grain|de minuit caroline lededente|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de minuit grain par grain caroline lededente|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de minuit|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de muscat vin de pays doc igp blanc moelleux|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|grain|de pierre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de sable|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de sable|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de sable leo dirringer alsace riesling blanc|fr|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grain|de soleil|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de soleil|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de terroir passetoutgrain|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de vigne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|de volcan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|docean sauvignon blanc entredeuxmers france case|fr|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|grain|dor|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|doux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|ermitage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|ermitage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=958
W|grain|ermitage marietherese chappaz|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|ermitage president troillet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|ermitage president troillet valais aoc|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|et granit domaine thevenet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|fed angus hanger steak 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|fed angus ox tail 1kg frozen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|fed angus ribeye|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|fed angus sirloin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|fed beef cubes chilled 300gm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|fed beef minced chilled 300gm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|fed beef patties chilled 2s x 100gm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|fed beef stirfry chilled 300gm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|fed beef tallow 350g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|fed beef tallow 420g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|fed beef tallow 4kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grain|fed beef tallow 700g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
