W|habata|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|araucanogran lurton cabernet sauvignonecocert|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|araucanos reserva carmenere|??|r|carmenere|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|arinzano bco 34|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|arinzano t 34|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos de|hacienda auraucano valle de colchaga lolol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|bios electium petnat rose nv|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|brut sparkling brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|hacienda|brut sparkling brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=704
W|hacienda|cabernet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|cabernet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|hacienda|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|calavia crianza|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|caone cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|casa del valle|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|casa del valle chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|casa del valle chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=712
W|hacienda|casa del valle chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|casa del valle frizzante moscato|??|s|moscato|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|hacienda|casa del valle s especial|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|casa del valle seleccion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|casa del valle seleccion especial bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|casa del valle shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|casa del valle syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|chada blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|chada blend|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|chada maipo|cl|r|??|??|maipo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=724
W|hacienda|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=724
W|hacienda|chihuahua sotol plata mexico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|cutillas jumilla|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de arinzano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de arinzano|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de arinzano chardonnay|??|w|chardonnay|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|de arinzano rose tempranillo|es|p|tempranillo|??|??|2018|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|de arinzano dop pago de arinzano tempranillo|es|r|tempranillo|??|??|2019|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de arinzano blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|de arinzano blanco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|de arinzano blanco 34|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|de arinzano blanco|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|de arinzano chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|de arinzano chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=738
W|hacienda|de arinzano chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|de arinzano chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|de arinzano|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de arinzano merlot spain|es|r|merlot|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de arinzano red tinto|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de arinzano red tinto|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|hacienda|de arinzano rose|??|p|??|??|??|2017|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|de arinzano tempranillo|es|r|tempranillo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de arinzano tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de arinzano tinto|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de arinzano tinto 34|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de banuelos masparillo joven|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de calidad malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de calidad malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=752
W|hacienda|de calidad malbec|??|r|malbec|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihauah sotol anejo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihauaha sotol plata|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihauaha sotol reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua anejo sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua anejo sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=758
W|hacienda|de chihuahua extra anejo sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua h5 extra anejo sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua h5 sotol extra anejo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua oro pura|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua plata sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua plata sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=764
W|hacienda|de chihuahua reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=766
W|hacienda|de chihuahua reposado sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua reposado sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=768
W|hacienda|de chihuahua reposado sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=768
W|hacienda|de chihuahua rustico sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua rustico sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|hacienda|de chihuahua rustico sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|hacienda|de chihuahua rustico sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|hacienda|de chihuahua rustico sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|hacienda|de chihuahua silver sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol anejo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol anejo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|hacienda|de chihuahua sotol anejo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|hacienda|de chihuahua sotol anejo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|hacienda|de chihuahua sotol anejo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|hacienda|de chihuahua sotol anejo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|hacienda|de chihuahua sotol anejo 38|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol anejo oro puro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol crema de sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol h extra anejo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol h5 anejo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol h5 extra anejo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol oropuro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol plata|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol plata|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|hacienda|de chihuahua sotol plata|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|hacienda|de chihuahua sotol plata 38|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=794
W|hacienda|de chihuahua sotol reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=794
W|hacienda|de chihuahua sotol reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=794
W|hacienda|de chihuahua sotol reposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=794
W|hacienda|de chihuahua sotol reposado 38|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol resposado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol rustico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol rustico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|hacienda|de chihuahua sotol rustico plata silver|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol silver|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuahua sotol silver|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=804
W|hacienda|de chihuahua sotol super premiumplata|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de chihuauhua reposado sotol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de encinillas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de encinillas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=808
W|hacienda|de encinillas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=808
W|hacienda|de encinillas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=808
W|hacienda|de encinillas|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de encinillas|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de la flor blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|de lluna cabernet sauvignon|??|r|cabernet sauvignon|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de lluna merlot|??|r|merlot|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de lluna merlot|??|r|merlot|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de lluna moscatel rosado|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|de lluna moscatel rosado|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|de lluna syrah|??|r|syrah|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de sacramento|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de susar|us|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de susar rioja|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de tepa mineral|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de tepa paloma|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de tepa paloma 6 latas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de tepa reposado cristalino 750 mlt 35|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|de tepa seltzer 6 latas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del abuelo fermentado en tinajas malbec bot|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del abuelo fermentado en tinajas mollar bot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del abuelo fermentado en tinajas negra criolla bot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del bajio blueberry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del bajio lichi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del bajio pepejin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del bajio pinacoco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del bajio tamarindo picoso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del bajio vidrio amarillo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del bajio vidrio cristalino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del carche cepas viejas 6 botellas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del carche crianza 075|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del carche raices viejas 075|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del carche seleccion 075|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del carche tinto 075|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del marques|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del rubio white crianza|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|del sacramento tannat merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|del sacramento viognier|??|w|viognier|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|el divisadero raicilla agave amarillo y verde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el espino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el espino 1707 chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|el espino 1707 chardonnay barrica|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|el espino almansa 1707 chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|el espino almansa 1707 chardonnay barrica|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|el espino chardonnay barrica|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|el espino chardonnay barrica|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=854
W|hacienda|el espino chardonnay joven|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|el espino chardonnay joven|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=856
W|hacienda|el espino la joven garnacha blanco|??|w|garnacha|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|el espino la joven rosato|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|el espino paco milan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el olmo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el olmo tempranillo|es|r|tempranillo|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el palo premium|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el ternero barrica|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el ternero crianza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el ternero crianza rioja alta|es|r|??|rioja|rioja|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el ternero crianza rioja alta|es|r|??|rioja|rioja|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=866
W|hacienda|el ternero crianza seleccion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el ternero la pera|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el ternero reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el ternero reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=870
W|hacienda|el ternero rioja reserva|es|r|??|rioja|rioja|2015|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el ternero rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|el ternero torno crianza|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el ternero torno crianza|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=874
W|hacienda|el ternero torno crianza rioja alta do|es|r|??|rioja|rioja|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|el ternero torno rioja crianza|es|r|??|rioja|rioja|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|encinillas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|encinillas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=878
W|hacienda|encinillas seleccion especial chihuahua|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|everything eventually|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|florida blanco verdejo|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|florida blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida blend 4 uvas|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida cabernet sauvignon shiraz|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida cabernet sauvignon shiraz|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida cabernet sauvignonshiraz|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida cabernet shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida cabernetshiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=882
W|hacienda|florida cabernet shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=892
W|hacienda|florida ensamble 4 uvas|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida gran reserva shiraz grenache|??|r|shiraz|??|??|2020|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida grenache mouvedre shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=899
W|hacienda|florida malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=899
W|hacienda|florida malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=899
W|hacienda|florida malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=899
W|hacienda|florida malbec|??|r|malbec|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida malbec grenache mourvedre|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida malbec grenache mourvedre|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=905
W|hacienda|florida malbec grenache mouvedre shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida malbec grenache shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida malbec shiraz grenache mouverdre|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida mezcla de tintos|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida reserva cabernetshiraz|??|r|shiraz|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|florida rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|florida rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=912
W|hacienda|florida rosado|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|florida toscana|it|r|??|tuscany|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon chardonnay en barrica|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|grimon crianza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon crianza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=917
W|hacienda|grimon crianza rioja|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon crianza rioja|es|r|??|rioja|rioja|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
