W|syrah|vdf|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|doc baglio di pianetto|??|r|syrah|??|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|doc baglio di pianetto|??|r|syrah|??|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco|=734
W|syrah|doc achelo la braccesca|??|r|syrah|??|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|doc achelo la braccesca|??|r|syrah|??|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco|=736
W|syrah|do parra jimenez|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|diverso passionate wines tupungato mendoza|ar|r|syrah|mendoza|??|2013|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|distenta iii|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|distant noises mornington peninsula australia|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|discovery|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|diamond collection francis ford coppola winery californien usa|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|dgigantes|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|des princes cellier des princes|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|des corles|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|des cistes moulin de mont lauzin|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|delia nivolelli riserva doc|??|r|syrah|??|??|2016|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|del ticino doc|??|r|syrah|??|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|del lazio piazza del cielo igt federici|??|r|syrah|??|??|2025|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|del lazio igt|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|defayes crettenand|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de st jemms|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de seyssuel lame sur|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de salgesh cave du rhodan|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de salgesch barrique|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de saintleonard|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de saintjemms|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de rosette benoit roseau|??|p|syrah|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
W|syrah|de plancerisier aoc valais|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|de maucoil pays doc|??|r|syrah|??|??|2021|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|de matasnos|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de matasnos|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de matasnos|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de la quebrada en estuche de madera|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de fully quintessence|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de fully henri valloton|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de fully aoc valais gerard dorsaz|??|r|syrah|??|??|2021|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|de fully cave de lorlaya|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de fully|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de finges|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de chamoson tsavannes bio aoc valais cave fin bec sa|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|de chamoson tsavannes aoc wallis bio fin bec|??|r|syrah|??|??|2018|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|de chamoson aoc valais|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|de brousson|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|de bosque matasnos 34|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|dautrefois igp vins de pays doc red|??|r|syrah|??|??|2022|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|daqui|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|da discordia red|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|d ogier|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|czekolada|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cuvee balthazar pays doc|??|r|syrah|??|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|cusumano|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cusumano|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=783
W|syrah|cusumano|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=783
W|syrah|crunchy roastie stolpman|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|crunchy roastie stolpman|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|crunchy roastie stolpman|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|crozeshermitage|??|p|syrah|??|??|2022|12.5|??|medio|saladas, peixes, aves|seco
W|syrah|crozeshermitage|??|p|syrah|??|??|2021|12.5|??|medio|saladas, peixes, aves|seco
W|syrah|cretaplan|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|creme valle daosta doc|??|r|syrah|??|??|2017|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|creme crotta di vegneron|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|crama bauer|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cotes du rhone valvigneyre anthony paret france|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|coteaux de beziers igp|??|r|syrah|??|??|NV|13.5|IGP|encorpado|carnes, massas, queijos|seco
W|syrah|cortona doc mgm stefano amerighi|??|r|syrah|??|??|2020|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|cortona doc stefano amerighi|??|r|syrah|??|??|2022|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|cortona doc stefano amerighi|??|r|syrah|??|??|2022|13.5|DOC|encorpado|carnes, massas, queijos|seco|=798
W|syrah|cortona doc jeroboam stefano amerighi|??|r|syrah|??|??|2022|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|cortona doc stefano amerighi|??|r|syrah|??|??|2021|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|cortona doc stefano amerighi|??|r|syrah|??|??|2020|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|cortona doc stefano amerighi|??|r|syrah|??|??|2017|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|cortona doc 0618 leuta|??|r|syrah|??|??|2019|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|cortona|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cortona|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco|=805
W|syrah|cortona vini capoverso montepulciano doc italien|??|r|syrah|??|??|2014|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|corralillo matetic rosario chile|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cornas terres brulees|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cornas terres brulees|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=809
W|syrah|coriolis|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|contrada boscarelli classico biologico cantina petracastalda|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|contarini riserva|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|columbia valley chateau ste michelle|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|columbia valley red wine|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|columbia gorge ovum|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|colline rhodaniennes yves cuilleron|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|collezione privata toscana igt|??|r|syrah|??|??|2018|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|collezione privata toscana igt|??|r|syrah|??|??|2019|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|collezione isole olena|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|collezione isole olena|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=820
W|syrah|collezione de marchi|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|collection|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|collection|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|collection|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=824
W|syrah|colle al fico petra in cassa legno|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|colle al fico petra|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|colle al fico petra in cassa legno|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|colle al fico petra|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|colchagua costa el portazo|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|coeur de roche le rhyton dor|??|r|syrah|??|??|2016|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|clos du crosex grille cuvee excellentia|??|p|syrah|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
W|syrah|clos des monzuettes|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|clos de la george|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|clos de la george|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|clava reserva vina quintay|??|r|syrah|??|??|NV|13.5|Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|classique rose|??|p|syrah|??|??|2024|12.5|??|medio|saladas, peixes, aves|seco
W|syrah|classique rose|??|p|syrah|??|??|2023|12.5|??|medio|saladas, peixes, aves|seco
W|syrah|classique rose|??|p|syrah|??|??|2022|12.5|??|medio|saladas, peixes, aves|seco
W|syrah|classique ardeche|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|classico gran reserva|??|r|syrah|??|??|NV|13.5|Gran Reserva|encorpado|carnes, massas, queijos|seco
W|syrah|classic aoc valais jean rene germanier sa vetroz|??|r|syrah|??|??|2024|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|cinsault domaine vindiou thomas et cyprien|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cicogna|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|chosen barrels|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|chosen barrels|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco|=845
W|syrah|chimaera biologico sicilia doc azienda vitivinicola tola|it|r|syrah|sicilia|??|2023|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|chenin collection|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|chaveyron 1422|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|champlan|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|chamoson grand cru cave des promesses grands crus du valais|??|r|syrah|??|??|2022|13.5|Grand Cru|encorpado|carnes, massas, queijos|seco
W|syrah|chamoson grand cru cave des promesses grands crus du valais|??|r|syrah|??|??|2022|13.5|Grand Cru|encorpado|carnes, massas, queijos|seco|=851
W|syrah|chamoson daniel magliocco et fils sa|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|chamaray antica|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|celien|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cayuse cailloux vineyard|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cayas reserve jeanrene germanier sa|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cave du cretacombe|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cave corbassiere|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cava|??|s|syrah|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut
W|syrah|castellucci miano|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|via igt organic winery|??|r|syrah|??|??|2019|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|via fontodi|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|via fontodi|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|via fontodi|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|via|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|via fontodi|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|via fontodi|??|r|syrah|??|??|1999|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|via fontodi|??|r|syrah|??|??|1999|13.5|??|encorpado|carnes, massas, queijos|seco|=868
W|syrah|via fontodi|??|r|syrah|??|??|1999|13.5|??|encorpado|carnes, massas, queijos|seco|=868
W|syrah|via|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cascadia yakima valley washington state usa|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|carmenere mr premium rdvin ravanal|??|r|carmenere|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|carmenere cabernet sauvignon limited release ravanal|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|carinus polkadraai stellenbosch south africa|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|carbonico javiera ortuzar|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cantina gabriele palmas|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|caja de 6 botellas|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cailloux cayuse vineyards|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|cabernet rose sans alcool domaine de larjolle|??|p|syrah|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
W|syrah|cabernet effervescent rose sans alcool domaine de larjolle|??|p|syrah|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
W|syrah|cabernet|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|by muses estate|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|by latue bio toledo|??|r|syrah|??|??|2024|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|by julia kemper tinto biologico|??|r|syrah|??|??|2012|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|by julia kemper tinto|??|r|syrah|??|??|2012|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|by julia kemper biodinamico|??|r|syrah|??|??|2012|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|by jacob martin|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|by foundry vineyards|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|by amoise|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bxt shake ridge ranch|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bundle|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bramasole la braccesca vin vechi de colectie|??|r|syrah|??|??|1999|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bramasole cortona doc|??|r|syrah|??|??|2018|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|brama cantina mesa|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bourdic|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|botellin|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|botanic series x 6|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|boria bio|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|black painted wolf|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|biologico igt|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|biologico|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|biologico|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=903
W|syrah|bio spadafora|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bio spadafora|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=905
W|syrah|bio sous locean|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bio pour la nature|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bio igt mascarin san valentino|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|bio igt mascarin san valentino|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco|=909
W|syrah|bio doc sicilia talia tenute mokarta|it|r|syrah|sicilia|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|bio baglio di pianetto|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bio|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bio 100 vendimias|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bio 100 organic wine|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bio 100 biologico|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bilancia|??|r|syrah|??|??|2024|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bib|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bib|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=918
W|syrah|berto aguiar|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bernunes|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|beau chene vdf|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|barrique valais aoc|??|r|syrah|??|??|2020|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|barrique aoc valais fernand cina sa salgesch|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|barrique aoc valais fam pierrealain mathier vins et vignobles julius|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|barrique aoc valais cave du tunnel jacques germanier|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|barrique la madeleine andre fontannaz filles|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|barrique chateau le rosey|??|p|syrah|??|??|2021|12.5|??|medio|saladas, peixes, aves|seco
W|syrah|barricas de cauquenes|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|barrel selection patagonia fabre montmayou|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|barrel|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|barral|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|baron vineyard yarden golan heights winery|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|baron vineyard yarden golan heights winery|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|baron vineyard yarden|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|baron vineyard yarden|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=935
W|syrah|barnard griffin|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|bar galil mountain winery|??|r|syrah|??|??|2024|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|balades romain duvernay|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|baglio normanno terre siciliane igt marchese della torre san rocco|it|r|syrah|sicilia|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|baglio di pianetto|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|aus st jemms|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|arroyo grande valley rim rock vyd piedrasassi|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|arnotroberts que syrah|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|arnotroberts clary ranch mag|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|armada cayuse vineyards|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|armada cayuse vineyards|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|ardeche|??|r|syrah|??|??|2016|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|apice stefano amerighi|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|apice|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|apice stefano amerighi|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|aoc wallis 138 vol|??|r|syrah|??|??|2023|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|aoc valais jean rene germanier sa vetroz|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|aoc valais domaine grand brule|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|aoc valais cave fin bec sa|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|aoc valais cave du tunnel jacques germanier|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|aoc valais|??|r|syrah|??|??|2024|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|aoc valais josef glenz tochter ag|??|r|syrah|??|??|2023|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|aoc valais cave valentina andrei|??|r|syrah|??|??|2023|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|aoc valais cave mabillardfuchs|??|r|syrah|??|??|2023|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|aoc valais|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|aoc valais|??|r|syrah|??|??|NV|13.5|AOC|encorpado|carnes, massas, queijos|seco|=961
W|syrah|antonella|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|antica|??|r|syrah|??|??|2024|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|antica|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|antica|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|andrea pilar organic winery|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|and ever carnuntum|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|and ever bio|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|amfora castell dage|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|amerighi cortona|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|amandiers|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|altotinto|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|alte reben|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|alte reben|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|alte reben|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=975
W|syrah|alte reben|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=975
W|syrah|alpha estate|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
