W|quinta barroca da tilia probono|probono|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto vinhas do convento reserva doc alentejo|pt|r|??|alentejo|??|NV|14.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto urbanista|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto trinca bolotas herdade do peso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto terras de nelas caminhos cruzados|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto terras de lisboa adegamae|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto taylors ruby|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto setubal jmf|pt|r|??|setubal|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto select reserve taylor s|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto seco quatro ventos tinta roriz touriga|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto seco porca de murca touriga franca touriga nacional tinta roriz tinta barroca douro|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto seco mare viva alentejano garrafa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto seco alecrim|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto seco alandra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto reserva periquita|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto reserva cigarra|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto regional cadeado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto red reserva da pipa|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto quinta dos murcas esporao|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto quinta do cachao douro|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto quinta de cabriz|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto quinta de cabriz|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=702
W|portugues|tinto quid pro quo alentejo|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto putos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto porto taylor s|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues|tinto portada lote dfj reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto portada lote dfj|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto porta 6 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto porta 6|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto porta 6|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=710
W|portugues|tinto porca de murca reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto porca de murca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto periquita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto periquita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=714
W|portugues|tinto organico monte velho|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto olaria regiao alentejo bag in box|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto mosaico signature|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto mosaico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto minas quinta dos murcas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto messias beiras seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto meio seco valcatrina touriga nacional syrah alicante bouschet alentejano|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto meio seco rebelde alicante bouschet petit verdot syrah touriga nacional alentejano|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto meio seco quinta das amoras castelao camarate tinta miuda lisboa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto meia serra dao jaen|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto julia florista vidigal wines uvas castelao e aragonez teor alcoolico 13 vinho regional de lisboa tinto meio seco com aroma frutado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto intimista|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto homenagem costa boal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto holminhos reserva douro|pt|r|??|douro|??|NV|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto guarda rios gold edition com|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto flor de xisto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto flor de crasto douro|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto flor de crasto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto fino meio seco alma de lisboa|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|portugues|tinto fine tawny porto taylor s|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues|tinto eugenio almeida reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto esteva douro casa ferreirinha|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto esporao private selection|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto esporao pe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto entrelinhas grande reserva douro doc|pt|r|??|douro|??|NV|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto entrelinhas douro reserva doc|pt|r|??|douro|??|NV|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto ea cartuxa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto douro lago cerqueira|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto douro fonte da perdiz superior|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto douro barca velha|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto doce tawny dom jose touriga nacional touriga franca bastardo tinta roriz tinta carvalha tinto cao mourisco vinho do porto|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues|tinto doce fine tawny croft vinho do porto|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues|tinto doc alentejo redondo segur estates|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto do porto grahams fine tawny|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues|tinto do porto grahams fine ruby|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues|tinto do barro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto descobre douro doc|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto dao grao vasco doc|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto dao grao vasco doc|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco|=753
W|portugues|tinto da pipa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto conde alentejano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto colheita fronteira|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto ciconia alentejo|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto cartuxa ea|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto cartuxa ea|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=759
W|portugues|tinto cadeado peninsula de setubal|pt|r|??|setubal|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto baga luis pato|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto baga e toriga luis pato|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto azulejo reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto arribas do douro reserva|pt|r|??|douro|??|NV|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto arribas do douro 2019|pt|r|??|douro|??|2019|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto algazarra signature reserva regional lisboa|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto alentejo reserva d o c esporao|pt|r|??|alentejo|??|NV|14.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto alentejo reguengos|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto alentejo monte velho|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto alentejo doc carmim reguengos|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
S|=279
W|portugues|tinto 10 years old tawny port grahams|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues terroir pacheca|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues terroir pacheca|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=774
W|portugues territorio|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues territorio|tinto seco|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues territorio casa santos|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues territorio casa santos|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=778
W|portugues terras|do po rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues terras|do po rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=780
W|portugues terras|do po reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues terras|do po branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues terras|do po branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=783
W|portugues terras|do po|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues terras|do cedro tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues terras|do cedro branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues terras del rei|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues terras del rei|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues terras del rei|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=789
W|portugues terras del rei|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues terras del rei|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=791
W|portugues terras de xisto|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues terras de xisto|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=793
W|portugues terras de xisto|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues terras de santar|dao rose|pt|p|??|dao|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|portugues terras de santar|dao doc tinto|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues terras da nobrega verde|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues terras da beira almendra|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues terra dos lobos|tinto doc tejo|pt|r|??|tejo|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues terra dos lobos|branco doc tejo|pt|w|??|tejo|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|portugues terra de touros|tinto do tejo|pt|r|??|tejo|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues terra boa bacalhoa|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues terra boa|boa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues taylors to lbv|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues taylors tawny|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues taylors ruby|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues taylors|porto tawny|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues taylors|porto lbv tinto|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues taylors|porto fine ruby|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues taylors|porto fine ruby|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce|=810
W|portugues taylors|porto 40 anos|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues taylors|porto 10 anos|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues taylors lbv|porto tinto|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues taylors fine|white|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues taylors fine tawny|porto tinto doce|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues taylors fine tawny|porto tinto|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues tawny messias vinho|do porto tinto|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues tawny messias vinho|do porto tinto|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce|=818
W|portugues tavoras tto|tto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues tavedo|douro branco seco|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|portugues tapada|do cunha tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues tapada de coelheiros cabernet sauvignon|tinto|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues tamara|blend tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues tamara|blend branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues talabira|do algarve premium tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues talabira|do algarve premium branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues synfonia colheita|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues sonho|do poeta tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues sonho|do poeta 2017 branco|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues somontes colheita|tinto dao|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues soldado|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues soldado|branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|portugues soalheiro allo|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues sino da romaneira|romaneira|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues serras azeitao|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues sericaia|doc alentejo tinto|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues sericaia|alentejo branco|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|portugues segredos de sao miguel|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues segredo|do abade tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues seco|tinto do barro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues seco|tinto do barro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=841
W|portugues seco|tinto do barro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=841
W|portugues sao goncalo vinho verde|doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues sao goncalo verde|doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues santos e seixo nectar|tinto douro doc|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues santos da casa seco|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues santos da casa|douro|pt|r|??|douro|??|NV|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues santos da casa alvarinho vinho verde|doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues ruby croft edicao aniversario 430th|430th|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues royal oporto|porto tawny tinto|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues rotas de portugal|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues rotas de portugal|tejo branco|pt|w|??|tejo|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|portugues rotas de portugal seco|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|rose verde amarante|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose titular dao com|pt|p|??|dao|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|portugues|rose suave olaria 750m|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|portugues|rose real lavrador|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose quadrante verde|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose quadrante verde|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=859
W|portugues|rose quadrante verde|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=859
W|portugues|rose putos|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose praca marqueses|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose portada lote dfj|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose pintus|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose petnat natural|it|p|??|sicilia|etna|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|portugues|rose pescada|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose pescada|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=867
W|portugues|rose monte do gaio|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose mateus baby 187mlcomprar|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose mateus baby|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose mateus baby|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=871
W|portugues|rose julia florista|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose frisante meio seco faisao|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose frisante da pipa|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose faisao garrafa|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose esporao assobio douro 2019|pt|p|??|douro|??|2019|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|portugues|rose douro doc quinta da pacheca|pt|p|??|douro|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|portugues|rose douro crasto|pt|p|??|douro|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|portugues|rose dona ermelinda doc palmela|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose doce sweet casal garcia|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose comeco peninsula de setubal|pt|p|??|setubal|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|portugues|rose casa ermelinda tulipa|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose casa ermelinda tulipa|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=883
W|portugues|rose casa ermelinda tulipa|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=883
W|portugues|rose calamares verde|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose bag da pipa|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose azulejo verde|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose anjos quinta da lixa|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues|rose 1808 colheita regional lisboa|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues romeira|tinto reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues romariz|douro|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues romaneira|porto vintage|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues rola|tinto douro|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues rola|douro tinto|pt|r|??|douro|??|NV|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues rola|douro tinto|pt|r|??|douro|??|NV|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco|=895
W|portugues rocim mariana|branco meio seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues ribeira velha|doc ouro tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues ribeira grande regional alentejano|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|viosinho malv fina gouveio arinto codega e outras castas casa ferreirinha|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|vinhas velhas douro pacheca tinto|pt|r|??|douro|??|NV|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|vinhas velhas douro pacheca tinto|pt|r|??|douro|??|NV|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco|=901
W|portugues|vale de touros|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinto fraga da galhofa 2015|??|r|??|??|??|2015|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|tinta castelo do sulco|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|ortigao tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
