W|garage|project zinger can|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garces|silva amayna pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|garces|silva amayna pinot noir premium|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garces|silva amayna sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garces|silva amayna sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=678
W|garces|silva amayna sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garces|silva amayna sauvignon blanc barrel fermented|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garces|silva amayna souv bl|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garces|silva amayna souv bl|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=682
W|garces|silva amayna syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garces|silva boya cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garces|silva boya cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|garces|silva boya cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|garces|silva boya cabernet franc|??|r|cabernet franc|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garces|silva boya chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garces|silva boya pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garces|silva boya pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=690
W|garces|silva boya pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=690
W|garces|silva boya rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|garces|silva boya sauv bl|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garces|silva boya sauv bl|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=694
W|garces|silva boya sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garces|silva boya sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=696
W|garces|silva boya sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garces|silva boya sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garces|silva boya syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garces|silva catalino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garces|silva cordon huinca sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garces|tinto de guarda|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garche|garche|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|baquero manchego 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|caamano albarino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garcia|carrau chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garcia|carrau primeur merlot|??|r|merlot|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|carrion castelfino cava brut|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|brut
W|garcia|carrion cava pata negra organic brut|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|garcia|carrion don luciano tempranillo trocken 6|??|r|tempranillo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de castro vinha garcia douro tinto|pt|r|??|douro|douro|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de la cruz ekologisk extra jungfruolja i atervunnen pet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de la jara organico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de la jara t 34|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de lara finca villalobillos pie franco airen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de lara finca villalobillos pie franco barrel fermented airen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de lara finca villalobillos tinto de la pampana blanca|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garcia|de lara la cueva colora cencibel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de lara villalobillos pie franco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de olano rioja semi crianza|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de olano roble|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de olano tinto|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de verdevique cuore profundo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de verdevique mil pieles 14|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de verdevique tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de verdevique tinto 145|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de verdevique vigiriego|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|de verdevique vigiriego barrica 135|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|esmeralda el carrascal|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|esmeralda santyuste|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|esmeralda santyuste|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|esmeralda el carrascal|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|esmeralda la fuentecilla|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|esmeralda santyuste|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|esmeralda vallejo|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|esmeralda vayuste|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|figuero asomo figuero 4 tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|georgieva albillo malvasia|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|georgieva finca guijarrales|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|georgieva finca los quemados clarete goyo garcia viadero|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|georgieva finca los quemados clarete goyo garcia viadero|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=741
W|garcia|georgieva finca los quemados clarete vino de la tierra de castilla y leon spain|es|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|perez bobal tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|perez macabeo en su piel|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|perez macabeo en su piel 115|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|perez rosado|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|garcia|perez rosado ancestral|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|garcia|perez rosado ancestral|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|garcia|perez rosado ancestral 11|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|garcia|perez rosado de la familia|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|garcia|perez tinto bobal|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|perez tinto litro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|pierreolivier nuitssaintgeorges saints jacques|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|pulido reserva tinto|??|r|??|??|??|1987|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|vega brown 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|vega green 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|vega sweets 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|garcia|viadero albillo|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcia|viadero blanco de albillo|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garcia|viadero blanco natural|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garcia|viadero blanco natural|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garcia|viadero valduero blanco ribera del duero|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garciani|vermu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garciarevalo|garciarevalo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garciarevalo|finca tresolmos verdejo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garciarevalo|finca tresolmos verdejo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=766
W|garciarevalo|finca tresolmos verdejo lias|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garciarevalo|finca tresolmos verdejo lias|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garciarevalo|finca tresolmos verdejo lias|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garciarevalo|rueda finca tresolmos verdejo lias|es|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garciarevalo|rueda tresolmos|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garciarevalo|tresolmos verdejo lias|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garciarevalo|tresolmos verdejo lias rueda|es|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garcibuey|garcibuey|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcigrande|verdejo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garcigrande|verdejo 6 ud|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garcin|family poesia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcinia|d native 90 capsulas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcon|co wine kit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garcon|manque|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gard|active clean charcoal triple sachet 111|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gard|blanc 100 viognier les iles blanches|??|w|viognier|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gard|cabernet sauvignon lawrence estate royal slope|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gard|cap au nord domaine clos des boutes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gard|domaine croze granier cuvee lescatillon white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gard|fagnes blanc domaine clos des boutes|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gard|igp belle emilie cellier des chartreux rouge|??|r|??|??|??|2023|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gard|igp chamasutra cellier des chartreux rouge|??|r|??|??|??|2023|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gard|igp la nuit tous les chats sont gris cellier des chartreux rose|??|p|??|??|??|2024|12.5|igp|leve|aperitivos, frutos do mar, saladas|seco
W|gard|merlot le chant du merle cellier des chartreux rouge|??|r|merlot|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gard|moisturising care|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gard|moisturising care 111|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gard|origine blanc des chartreux|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gard|refreshing menthol 111|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gard|rouge chamasutra unlimited love des chartreux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gard|vin onoff|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|bianco 0|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garda|bianco castel del lago|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garda|bianco castel del lago riolite vini italienischer weiwein|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garda|bianco doc|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|garda|bianco dop ca de rocchi tinazzi|??|w|??|??|??|nv|12.5|dop|medio|peixes, frutos do mar, saladas|seco
W|garda|bianco il laghetto doc|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|garda|blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garda|brut rose doc pratello|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|garda|cabernet doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garda|chardonnay dop trocken 6|??|w|chardonnay|??|??|nv|12.5|dop|medio|peixes, frutos do mar, saladas|seco
W|garda|classico chiaretto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|classico rosso dunant selva capuzza|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|collins|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|cortese doc tenuta matteo ferrari|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|garda|doc bianco|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|garda|doc cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|doc chardonnay|??|w|chardonnay|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|garda|doc merlot|??|r|merlot|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|essentials|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|frizzante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|garda|frizzante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=819
W|garda|frizzante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=819
W|garda|frizzante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=819
W|garda|frizzante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=819
W|garda|frizzante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=819
W|garda|frizzante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=819
W|garda|frizzante gold|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|garda|frizzante gold|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=826
W|garda|frizzante gold|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=826
W|garda|frizzante gold|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=826
W|garda|frizzante gold|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=826
W|garda|frizzante gold|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=826
W|garda|pinot grigio delle venezie|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garda|pinot nero doc crocevento cassa di legno monte zovo|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|pinot nero doc crocevento cassa di legno monte zovo|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=833
W|garda|pinot nero doc crocevento monte zovo|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|pinot nero doc crocevento monte zovo|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=835
W|garda|prestige box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|rose brut spumante doc avanzi|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|garda|special selection|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garda|spumante brut chardonnay doc bulgarini|??|s|chardonnay|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|garda|spumante brut doc valdo|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|garda|spumante brut doc valdo|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut|=841
W|garda|spumante brut doc valdo|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut|=841
W|garda|spumante rose brut doc bulgarini|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut
W|gardacho|garnacha blanca|??|w|garnacha|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gardacho|garnacha blanca|??|w|garnacha|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gardacho|tinto crianza|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardameer|pakket|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardameer|toppers pakket|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardarem|gardarem|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardarem|aop luberon rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardarem|luberon rouge marrenon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardasee|bianco entdeckerpaket mit 6 flaschen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garde|blanc pessac leognan|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garde|corps|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garde|olivier hautes cotes de nuits|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardel|y leguizamo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardelin|gardelin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardelin|gardelin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=858
W|gardelin|gardelin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=858
W|gardelin|klinec|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardelin|klinec|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=861
W|garden|of earthly delights chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garden|of earthly delights pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|garden|of earthly delights pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=864
W|garden|route sauvignon blanc white dry 13 5 0 75|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garden|route sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garden|route sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=867
W|gardena|90247|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardena|90248|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardena|90249|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardena|kobling 1 bsp hunngjenger speidel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardena|kobling 12 bsp hunngjenger speidel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardena|kobling 34 bsp hunngjenger speidel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardeners|hand therapy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardeners|hempseed single 85gm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|gardenia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|amazing black forest loaf 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|california raisin loaf 400g|us|r|??|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|classic white loaf 600g|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gardenia|duftolie urtegaarden|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|essential oil pure|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|high fiber wheat cranberry loaf 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|high fiber wheat loaf 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|high fiber wheat raisin loaf 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|high fiber wheat raisin loaf 600g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|hotdog buns 220g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|jasminoides variegata|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|pandesal 350g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|pandesal soft family pack 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|quick bites durian|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|reed diffuser|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|strange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|toasties 10x25g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardenia|white flowers|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gardenia|wholemeal bsims|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardeniaazalea|gardeniaazalea|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardening|gloves|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardening|irrigation plants spray attachmentwater drink bottle head|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardening|pamper gift with decorative watering can|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardening|seeds fatty seeds alfalfa vegetable seeds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardening|seeds fatty seeds angled gourd vegetable seeds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardening|seeds fatty seeds baby pak choy vegetable seeds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardening|seeds fatty seeds broccoli vegetable seeds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gardening|seeds fatty seeds capsicum green vegetable seeds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
