W|leaf|street cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco nottetempo 100 barrique salento chardonnay igp|??|w|chardonnay|??|??|NV|12.5|igp|medio|peixes; frutos do mar; aves|seco
W|le|vigne di sammarco nero di troia puglia 14 075|it|r|??|puglia|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco malvasia nera salento igp|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco malvasia bianca salento igp|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco cala porto fiano salento igp|??|f|fiano|??|??|NV|20|igp|encorpado|queijos azuis; sobremesas; castanhas|doce
W|le|vigne di sammarco argivo primitivo di manduria reserva|??|r|primitivo|??|??|2016|13.5|reserva|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco arche primitivo di manduria|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di sammarco arche primitivo di manduria|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=710
W|le|vigne di sammarco alipasso salento igp|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di giorgio valpolicella doc ripasso vent red wine italy|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di giorgio valpolicella doc ripasso vent red wine|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di giorgio custoza doc vinesa white wine italy|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di giorgio custoza doc vinesa white wine|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di giorgio chiaretto di bardolino doc brut spumante ora rosa organic rose wine|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|le|vigne di eli feudo di mezzo etna rosso|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di eli etna rosso sicily it|it|r|??|sicily|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di eli etna rosso etna rosso doc vino rosso|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di eli etna rosso doc moganazzivolte sciara extremely limited 6 bottles|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di eli etna rosso doc calderara sottana extremely limited 6 bottles|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di eli etna rosso doc 12 bottles|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di eli etna rosso|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di eli etna rosso|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di eli etna bianco doc 12 bottles|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di eli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di domenico cabernet sauvignon paso robles|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|vigne di domenico cabernet franc paso robles|??|r|cabernet franc|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|vigne di clementina fabi piceno|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di alice tajad vino frizzante|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice tajad frizzante nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice tajad frizzante|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice signature metodo classico nature|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne di alice san mon spumante zero alcol|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice rose prosecco nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice prosecco valdobbiadene sup extra dry|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice prosecco valdobbiadene sup doro nature|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice prosecco di valdobbiadene superiore extra dry|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice prosecco di valdobbiadene superiore doro nature|??|s|??|??|??|2022|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice prosecco di valdobbiadene superiore brut doro nature|??|s|??|??|??|2022|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|le|vigne di alice prosecco a fondo|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice ose spumante rosato brut veneto italy nv|it|s|??|veneto|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|le|vigne di alice ose rose brut nature nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut nature
W|le|vigne di alice ose nature vino spumante nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice ose nature brut rose nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|le|vigne di alice ose brut nature rose nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut nature
W|le|vigne di alice fondo marzemino frizzante nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice extra dry prosecco|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice doro nature valdobbiadene prosecco superiore brut|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|le|vigne di alice doro nature prosecco superiore|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice doro nature brut valdobbiadene prosecco superiore docg italy|??|s|??|??|??|2022|12|docg|leve|aperitivos; frutos do mar; canapes|brut
W|le|vigne di alice doro brut nature prosecco|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut nature
W|le|vigne di alice alice prosecco conegliano valdobbiadene extra dry|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice a fondo prosecco di valdobbiadene nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne di alice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne dellolmo lambrusco dellemilia amabile|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne de eli rosso moganazzi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne de eli rosso etna rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne de alice prosecco extra dry daman|??|s|??|??|??|2020|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vigne cabernet sauvignon paso robles|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|vigne basket white wine|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne barolo docg|??|r|??|??|??|2019|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne barolo docg|??|r|??|??|??|2016|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne barolo|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne barolo|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne barolo|??|r|??|??|??|2008|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne barolo magnum|??|r|??|??|??|1999|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne barolo|??|r|??|??|??|1999|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vigne barolo|??|r|??|??|??|1998|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vignant|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vif vin de france|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vif|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux xo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux vacqueyras|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux telegraphe vieux marc|??|r|??|??|??|1996|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux pressoir saumur sparkling|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vieux pressoir saumur alienor|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux pin syrah cuvee violette|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|vieux pin retouche|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux pin petit rouge okanagan valley canada|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux pin petit rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux pin equinoxe syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|vieux pigeonnier montagnesaintemilion bordeaux france|fr|r|??|bordeaux|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux pane|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux pana|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux moulin bordeaux|fr|r|??|bordeaux|??|1961|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux logis rasteau|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux lavoir cotes du rhone red blend|fr|r|??|rhone|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux lavoir|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux fort medoc bordeaux|fr|r|??|bordeaux|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon rouge cdp|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon rouge|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape rouge|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape rouge|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape rouge|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape rouge|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=797
W|le|vieux donjon chateauneufdupape rouge|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=797
W|le|vieux donjon chateauneufdupape rouge|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=797
W|le|vieux donjon chateauneufdupape blanc|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape blanc|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape 23|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape demi|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=807
W|le|vieux donjon chateauneufdupape|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=809
W|le|vieux donjon chateauneufdupape|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=809
W|le|vieux donjon chateauneufdupape|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=809
W|le|vieux donjon chateauneufdupape|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape|??|r|??|??|??|2007|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape|??|r|??|??|??|2005|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneufdupape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneuf du pape rouge|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneuf du pape donjon|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneuf du pape blanc|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneuf du pape blanc|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneuf du pape blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneuf du pape|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneuf du pape|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateauneuf du pape|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=823
W|le|vieux donjon chateauneuf du pape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateaneufdupape blanc|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateaneufdupape blanc|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateaneufdupape mg|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateaneufdupape|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateaneufdupape|??|r|??|??|??|2008|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon chateaneufdupape mg|??|r|??|??|??|2003|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon cdp|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon cdp|??|r|??|??|??|2009|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon blanc|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon|??|r|??|??|??|2009|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon|??|r|??|??|??|2007|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon|??|r|??|??|??|2003|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon|??|r|??|??|??|1998|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux donjon|??|r|??|??|??|1998|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=840
W|le|vieux de la maison brut metodo classico casa caterina|??|s|??|??|??|2002|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|le|vieux de la maison brut casa caterina|??|s|??|??|??|2002|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|le|vieux de la maison brut casa caterina|??|s|??|??|??|2002|12|??|leve|aperitivos; frutos do mar; canapes|brut|=843
W|le|vieux clos clos de la coulee de serrant nicolas joly|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux clos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux clocher chablis|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux chemin mg|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux chemin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieux chateau guibeau organic|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vieille ferme reserve sparkling rose nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vieille ferme reserve sparkling reserve nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|vieil abricot trois rois|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vie en blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vie di bucovaz progredi ribolla gialla|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vie del mare viognerchard maremma toscana doc 075|it|r|??|toscana|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vie del mare maremma toscana rosso doc|it|r|??|toscana|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vie del mare maremma toscana bianco doc|it|r|??|toscana|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vie del mare cabernetmerlot maremma toscana doc|it|r|merlot|toscana|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vie del gusto 9 praline gardini 90g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vie angarano rosato sisters|??|p|??|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|vie angarano michiel chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vie angarano merlot breganze masiero|??|r|merlot|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vie angarano chardonnay michiel|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vie angarano chardonnay michiel|??|w|chardonnay|??|??|2009|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|vie angarano brenta vespaiolo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vide cime di altilia brut rose trento doc|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|le|vidame rouge moelleux|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vicomte reserve bordeaux blanc aoc|fr|r|??|bordeaux|??|2022|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco
W|le|vicomte reserve bordeaux blanc aoc|fr|r|??|bordeaux|??|2022|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco|=869
W|le|vicomte reserve bordeaux aoc|fr|r|??|bordeaux|??|2021|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco
W|le|vicomte reserve bordeaux aoc|fr|r|??|bordeaux|??|2021|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco|=871
W|le|viala gerard bertrand minervois la laviniere|??|r|??|??|??|2012|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|viala vin rouge la liviniere|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|viala magnum vin rouge la liviniere|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|viala caisse bois 6 bouteilles|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|viala|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|viala vin rouge parcellaire|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|viala|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|viala|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|viala|??|r|??|??|??|2012|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|viala caisse bois 6 bouteilles|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verzure toscana igt biancoaugusto|it|r|??|toscana|??|2020|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|le|verzure sileo toscana rotwein rotwein wein trocken igt italien|it|r|??|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|le|verzure sileo toscana rotwein rotwein wein trocken igt italien|it|r|??|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=884
W|le|verzure sileo toscana rotwein rotwein wein trocken igt italien|it|r|??|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=884
W|le|verzure sileo 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verzure set|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verzure rossobruno toscana rotwein wein trocken igt italien|it|r|??|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|le|verzure rossobruno toscana rotwein wein trocken igt italien|it|r|??|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=889
W|le|verzure rossobruno toscana rotwein wein trocken igt italien|it|r|??|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=889
W|le|verzure rossobruno sangiovese igt toscana rosso vino rosso|it|r|sangiovese|toscana|??|2016|13.5|igt|encorpado|carnes vermelhas; massas; queijos|seco
W|le|verzure il bruno 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verzure biancoaugusto toscana weiwein wein trocken igt italien|it|r|??|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|le|verzure biancoaugusto toscana weiwein wein trocken igt italien|it|r|??|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=894
W|le|verzure biancoaugusto toscana weiwein wein trocken igt italien|it|r|??|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=894
W|le|verzure biancoaugusto tuscany italy|it|r|??|tuscany|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant viognier pays doc|??|w|viognier|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|versant viognier igp doc languedocroussillon france|fr|w|viognier|languedoc|??|NV|12.5|igp|medio|peixes; frutos do mar; aves|seco
W|le|versant viognier|??|w|viognier|??|??|2025|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|versant viognier vignobles foncalieu richesse et elegance du languedoc|fr|w|viognier|languedoc|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|versant viognier|??|w|viognier|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|versant viognier|??|w|viognier|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=902
W|le|versant viognier|??|w|viognier|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=902
W|le|versant viognier|??|w|viognier|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=902
W|le|versant viognier|??|w|viognier|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=902
W|le|versant vin de pays doc syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|versant vin de pays doc sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|versant vin de pays doc rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|versant vin de pays doc chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|versant vin de pays doc chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=910
W|le|versant syrah une syrah intense et gourmande aux accents du sud|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|versant syrah|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|versant syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|versant sauvignon les vignobles foncalieu vegan|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant sauvignon blanc pays doc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|versant sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|versant sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|versant sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=918
W|le|versant sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=918
W|le|versant sauvignon|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant sauvignon vignobles foncalieu fraicheur et vivacite du languedoc|fr|r|??|languedoc|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant rose pays doc|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|versant rose bp|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|versant rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|versant rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=925
W|le|versant pinot noir pays doc|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant pinot noir igp pays doc|??|r|pinot noir|??|??|NV|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
