W|vinho|tinto franca ferraton las tournee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estate cabernet sauvignon de martino|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estate cabernet sauvignon 2022|??|r|cabernet sauvignon|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estate blend malbec los haroldos|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estancia mendoza varietal syrah sf 2020 13|ar|r|syrah|mendoza|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estancia mendoza varietal malbec sf 2021 13|ar|r|malbec|mendoza|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estancia guatambu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estancia do vino visione bordo suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estancia do vino visione bordo seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estancia do vino perna oca merlot reserva|??|r|merlot|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estancia do vino perna oca cabernet sauvignon reserva|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estancia do vino perna oca ancellotta reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estancia do vino evolucione pinot noir terroir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estancia do vino evolucione cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estampa negra blend de tintas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estampa gran reserva carmenere|??|r|carmenere|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estampa gran reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estampa gold carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estampa gold cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estampa estacion carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estampa estacion cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estadunidense delicato 1924 port barrel aged pinot noir|??|r|pinot noir|??|??|1924|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estadunidense delicato 1924 double black cabernet sauvignon|??|r|cabernet sauvignon|??|??|1924|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estadunidense delicato 1924 double black cabernet sauvignon|??|r|cabernet sauvignon|??|??|1924|13.5|??|medio|carnes vermelhas; queijos curados|??|=668
W|vinho|tinto estaciones tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto estacao alves de sousa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esprit de pavie chateau pavie 2016 bordeus franca|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao reserva alentejo|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao reserva 2022 alentejo|??|r|??|??|??|2022|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao reserva 2022|??|r|??|??|??|2022|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=676
W|vinho|tinto esporao reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=676
W|vinho|tinto esporao quatro castas 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao private selection estojo madeira|pt|f|??|??|??|NV|17|??|encorpado|sobremesas; queijos azuis|??
W|vinho|tinto esporao private selection 2019 alentejo|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao petit verdot alentejo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao monte velho 135 2024|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao monte velho|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao colheita 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao colheita 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao alicante bouschet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esporao alandra tinto 13 2024|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espino reserva pinot noir chile|cl|r|pinot noir|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espinho colheita 2018 douro|pt|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esperanto primitivo puglia igt|??|r|primitivo|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esperance de trotanoy aoc pomerol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esperanca hope red blend 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esperanca escolha red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espera touriga nacional 2021|??|r|touriga|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espera touriga nacional|??|r|touriga|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espera palhete 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espera castelao natcool 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espera castelao 2021 lisboa|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espera castelao 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto especial malu arteviva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto especial camila malbec arteviva|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol vina tondonia reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol vina brava torres|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol vina albali crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol victorium iii tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol victorium iii seleccion 2 anos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol victorium iii reserva 5 anos|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol victorium iii gran seleccion 3 anos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol victorium iii gran reserva 8 anos|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol vega sicilia unico icone de ribera del duero|it|r|??|sicilia|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol vega sicilia unico 2012|it|r|??|sicilia|??|2012|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol vega sicilia alion|it|r|??|sicilia|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol valentia reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol valdehermoso joven valderiz|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol valdehermoso crianza valderiz valdehermoso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol valbuena 5 ano 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol trasmonte tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol tosalet carignan|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torres purgatori|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torres priorat salmos corte|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torres perpetual|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torres mas rabell tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torres mas la plana|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torres ibericos tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torres grans muralles|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torres gran coronas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torres coronas tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torres celeste reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torres celeste crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torres celeste corte|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol torrelongares tlg crianza carinena do|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol tocado garnacha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol terrai ovg garnacha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol terrai ovc carinena|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol terra calida|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol tempranillo toro loco|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol tempranillo talma|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol tempranillo organico|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol tempranillo marques de riscal|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol tempranillo jovem concilio|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol tempranillo concilio kit leve 3 pague 2|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol tardencuba oh sisters|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol tardencuba anada toro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol tardencuba adrian serrano rioja joven|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol sueno de espana|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol solo syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol sire ribera del duero doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol siglo roble ribera del duero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol siglo gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol septimo sentido|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol seleccion especial el gran toro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol seleccion 2 anos benedictum iii|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol sangre de toro tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol sangre de toro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol san valero celebrities syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol saludas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol roble castillo de aza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol ribera del duero crianza 2018 castillo de aza|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol ramon bilbao reserva especial|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol ramon bilbao reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol ramon bilbao mirto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol ramon bilbao gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol ramon bilbao gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??|=763
W|vinho|tinto espanhol ramon bilbao el viaje tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol ramon bilbao el viaje tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=765
W|vinho|tinto espanhol ramon bilbao crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol ramon bilbao crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=767
W|vinho|tinto espanhol quinta de aves coupage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol puerta oro gran reserva catalunya|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol proyecto garnachas garnacha fosca priotato|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol priorat anfiteatro 2010 kosher vegano|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol principe de viana reserva tempranillo navarra do|??|r|tempranillo|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol principe de viana crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pintia vega sicilia|it|r|??|sicilia|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pintia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol petit vega 8 meses|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol petit vega 8 meses|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=777
W|vinho|tinto espanhol petit vega 8 meses|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=777
W|vinho|tinto espanhol petit vega 8 meses|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=777
W|vinho|tinto espanhol petit vega 28 meses|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol petit vega 28 meses|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=781
W|vinho|tinto espanhol petit vega 18 meses kit c6|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol petit vega 18 meses 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol petit vega 18 meses|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol petit vega 18 meses|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=785
W|vinho|tinto espanhol petalos del bierzo dop 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pata negra valdepenas reserva cepas viejas 2017|??|r|??|??|??|2017|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pata negra toro roble tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pata negra toro roble|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pata negra tempranillocabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pata negra tempranillo cabernet sauvignon doc|??|r|cabernet sauvignon|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pata negra reserva valdepenas|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pata negra reserva tempranillo|??|r|tempranillo|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pata negra reserva tempranillo|??|r|tempranillo|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=794
W|vinho|tinto espanhol pata negra oro tempranillo 6 unidades|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pata negra oro tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pata negra oro tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=797
W|vinho|tinto espanhol pata negra oro tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=797
W|vinho|tinto espanhol pata negra oro tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=797
W|vinho|tinto espanhol pata negra oro brinde|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pata negra gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pata negra gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??|=802
W|vinho|tinto espanhol pata negra gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??|=802
W|vinho|tinto espanhol pata negra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol palacio del camino real rioja reserva|es|r|??|rioja|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol pagos del rey 409 do ribera del duero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol oro valdepenas tempranillo pata negra|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol organico alumbro anfora blend tinto tempranillo tinta de toro la microbodega del alumbro espanha|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol oraculo tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol nuestro roble tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol nuestro roble tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=811
W|vinho|tinto espanhol nuestro roble crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol nuestro roble|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol nuestro roble|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=814
W|vinho|tinto espanhol nuestro reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol nuestro crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol mustiguillo la garnacha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol mustiguillo finca terrerazo vino de pago|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol muga 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol muga 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??|=820
W|vinho|tinto espanhol monteabellon ribera del duero tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol monteabellon crianza ribera del duero do tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol montana crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol montana crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=824
W|vinho|tinto espanhol montana crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=824
W|vinho|tinto espanhol montana crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=824
W|vinho|tinto espanhol milberit syrah tempranillo|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol michelini i mufatto a merced mencia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol mas oliveiras tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol mas 34 tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques tomares reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques tomares crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques reserva 2015|??|r|??|??|??|2015|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques reserva 2015|??|r|??|??|??|2015|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=834
W|vinho|tinto espanhol marques reserva 2015|??|r|??|??|??|2015|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=834
W|vinho|tinto espanhol marques de tomares reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques de tomares reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=837
W|vinho|tinto espanhol marques de tomares montana graciano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques de tomares montana garnacha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques de tomares liderato tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques de tomares gran reserva 2016|??|r|??|??|??|2016|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques de tomares excellence rioja|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques de tomares don roman|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques de tomares crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques de tomares cohiba atmosphere reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques de tomares cohiba atmosphere reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=846
W|vinho|tinto espanhol marques de tomares cohiba atmosphere gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques de tomares cohiba atmosphere gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??|=848
W|vinho|tinto espanhol marques de longares tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques de longares garnacha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques de ardoza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques crianza 2020 1|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marques crianza 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marisol tempranillo rioja doca|es|r|tempranillo|rioja|??|NV|13.5|doca|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol marisol tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol maravides mediterraneo tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol luciente tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
