W|gozenshu|9nine the final|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grace|wine shugoro nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grace|wine shugoro nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=696
W|grace|wine shugoro nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=696
W|grace|wine yamanashi de grace|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grace|wine yamanashi de grace|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grace|wine yamanashi de grace|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=700
W|grace|wine yamanashi de grace|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=700
W|grace|wine yamanashi de grace|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=700
W|grace|wine yamanashi de grace|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grace|wine yamanashi de grace muscat bailey a blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grace|wine yamanashi koshu|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grace|wine yamanashi koshu|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|grace|wine yamanashi koshu|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|grace|winery gris de koshu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grace|winery koshu hishiyama japan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grace|winery private reserve koshu yamanashi|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grace|winery private reserve koshu yamanashi japan|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grace|yamanashi de grace|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceburn|graceburn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graced|shimmer earrings|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|beauty|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|blooms|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|blooms|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|graceful|blush table flowers|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|day|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 10|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 11|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 14|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 15|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 16|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 17|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 4|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 5|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 7|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|exit set 9|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|glow arrangement|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|graceful|love|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|mixed flowers arrangement|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|mixed flowers fish bowl vase|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|mixed flowers golden stand|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|passage arrangement|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|graceful|roses ferrero rocher drawer box|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|graceful|sparkling|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|graceful|tribute condolence flowers|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceful|twelve roses|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gracefull|glory deep white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gracefull|gloryregular|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceland|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceland|merlot|??|r|merlot|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceland|shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceland|strawberry fields|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graceland|three graces|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graces|harvest cava brut|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|graces|secret pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graces|vine chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graces|vine pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graces|vine sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graces|vineyard cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracey|sunflower vase arrangement|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grachet|duchemin bourgogne hcb|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grachet|duchemin bourgogne hcb|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grachet|duchemin sa chateniere|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grachet|duchemin santenay|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grachet|duchemin st aubin verm|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grachies|cotes de gascogne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grachies|cotes de gascogne 10 liter bib|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grachies|cotes de gascogne 5 liter bib|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grachies|cotes de gascogne rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grachies|igp cotes de gacogne rose|??|p|??|??|??|nv|12.5|igp|leve|aperitivos, frutos do mar, saladas|seco
W|graci|arcuria etna bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|arcuria etna rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|arcuria etna rosso|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=776
W|graci|etna bianco|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=780
W|graci|etna bianco 12|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=783
W|graci|etna bianco 12|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=786
W|graci|etna bianco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=786
W|graci|etna bianco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=786
W|graci|etna bianco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=786
W|graci|etna bianco 12|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco 12|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=791
W|graci|etna bianco arcuria|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco arcuria|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco arcuria|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco arcuria|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco arcuria|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco arcuria 12|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco arcuria|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco arcuria|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=799
W|graci|etna bianco arcuria|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=799
W|graci|etna bianco arcuria 12|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco contrada arcuria doc|??|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco contrada muganazzi|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco contrada muganazzi doc|??|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=806
W|graci|etna bianco doc|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco doc muganazzi|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco doc sicily|it|w|??|sicily|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco muganazzi|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco muganazzi|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco muganazzi 12|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna bianco muganazzi 12|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna contrada arcuria bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|graci|etna quota 1000 barbabecchi rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|graci|etna rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=817
W|graci|etna rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=817
W|graci|etna rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=817
W|graci|etna rosato|??|p|??|??|??|2018|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|graci|etna rosato|??|p|??|??|??|2018|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=821
W|graci|etna rosato|??|p|??|??|??|2019|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|graci|etna rosato|??|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|graci|etna rosato|??|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=824
W|graci|etna rosato|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|graci|etna rosato 12|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|graci|etna rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|graci|etna rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=828
W|graci|etna rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=828
W|graci|etna rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=828
W|graci|etna rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=828
W|graci|etna rosato 12|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|graci|etna rosato doc|??|p|??|??|??|nv|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|graci|etna rosato doc|??|p|??|??|??|nv|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco|=834
W|graci|etna rosato doc|??|p|??|??|??|2024|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|graci|etna rosato doc|??|p|??|??|??|2024|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco|=836
W|graci|etna rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=838
W|graci|etna rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=838
W|graci|etna rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=838
W|graci|etna rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=838
W|graci|etna rosso|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|graci|etna rosso|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|graci|etna rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=850
W|graci|etna rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=850
W|graci|etna rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=850
W|graci|etna rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=850
W|graci|etna rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=850
W|graci|etna rosso|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=856
W|graci|etna rosso|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=856
W|graci|etna rosso|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=856
W|graci|etna rosso|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=856
W|graci|etna rosso|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=856
W|graci|etna rosso 12|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso 12|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=862
W|graci|etna rosso arcuria|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso arcuria|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso arcuria|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso arcuria|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=866
W|graci|etna rosso arcuria|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=866
W|graci|etna rosso arcuria sopra il pozzo|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso arcuria sopra il pozzo doc|??|r|??|??|??|2015|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso arcuria sopra il pozzo doc|??|r|??|??|??|2015|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=870
W|graci|etna rosso arcuria sopra il pozzo doc|??|r|??|??|??|2016|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso arcuria sopra il pozzo doc|??|r|??|??|??|2016|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=872
W|graci|etna rosso arcuria sopra il pozzo doc|??|r|??|??|??|2017|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso arcuria sopra il pozzo doc|??|r|??|??|??|2017|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=874
W|graci|etna rosso arcuria sopra il pozzo doc|??|r|??|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso arcuria sopra il pozzo doc|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso arcuria sopra pozzo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso barbabecchi 3|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso barbabecchi 3|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso contrada arcuria doc|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso contrada arcuria doc|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=883
W|graci|etna rosso doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=883
W|graci|etna rosso doc|??|r|??|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso doc|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso doc|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=887
W|graci|etna rosso doc|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=887
W|graci|etna rosso doc|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=891
W|graci|etna rosso doc 1|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso doc arcuria|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso doc arcuria quota 600|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso docg|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso feudo di mezzo|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso feudo di mezzo|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso feudo di mezzo 12|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso feudo di mezzo|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso feudo di mezzo|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=900
W|graci|etna rosso italian sicilian red wine|it|r|??|sicily|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso nerello mascalese|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso quota 1000 barbabecchi|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso quota1000 barbabecchi|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|etna rosso quota1000 barbabecchi|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|feudo di mezzo etna rosso doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|nerello mascalese etna rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|graci|olio extra vergine di oliva|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|quota 1000 barbabecchi|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|quota 1000 barbabecchi|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=910
W|graci|quota 1000 contrada barbabecchi etna rosso|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|quota 1000 contrada barbabecchi etna rosso nerello mascalese|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|quota 600 etna rosso|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|sicilia rosso contrada barbabecchi igt|it|r|??|sicily|??|2020|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|siciliana rosso igt contrada barbabecchi|it|r|??|sicily|??|2015|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|siciliana rosso igt contrada barbabecchi|it|r|??|sicily|??|2015|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco|=916
W|graci|sopra il pozzo etna rosso arcuria doc|??|r|??|??|??|2016|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|sopra il pozzo etna rosso arcuria doc|??|r|??|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|terre siciliane quota 1000 contrada barbabecchi|it|r|??|sicily|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graci|terre siciliane quota 1000 contrada barbabecchi|it|r|??|sicily|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|gracia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|gracia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=922
W|gracia|gracia|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|gracia|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|bowl 10cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|bowl 15cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|bowl 19cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|espresso cup stackable|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|espresso saucer 12cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|eterna pedestal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|fresquinto amphora pedro ximenez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|gallery|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|grand cru|??|r|??|??|??|2014|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|gracia|grand cru|??|r|??|??|??|2015|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
