W|green|spot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|juju pinot grenache rose|??|p|grenache|??|??|2025|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=794
W|greg|juju pinotgrenache rose bag in box|??|p|grenache|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|greg|juju pinotgrenache rose igp pays d oc|??|p|grenache|??|??|nv|12.5|igp|leve|aperitivos, frutos do mar, saladas|seco
W|greg|juju rose igp|??|p|??|??|??|2022|12.5|igp|leve|aperitivos, frutos do mar, saladas|seco
W|greg|juju rose igp|??|p|??|??|??|2023|12.5|igp|leve|aperitivos, frutos do mar, saladas|seco
W|greg|juju rose igp pays doc|??|p|??|??|??|nv|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|greg|juju rot igp|??|r|??|??|??|2023|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|juju rouge igp doc marselan syrah|??|r|syrah|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|juju terret e sauvignon blanc pays doc igp domaines preignes|??|w|sauvignon blanc|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|greg|juju terret sauvignon|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|juju terret sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greg|juju terret sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=805
W|greg|juju terret sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=805
W|greg|juju terret sauvignon blanc bib|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greg|juju terretsauvignon blanc igp pays d oc|??|w|sauvignon blanc|??|??|nv|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|greg|juju weiss igp|??|r|??|??|??|2023|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|lexi 51025|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman cabernet merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=813
W|greg|norman cabernet sauvignon california|us|r|cabernet sauvignon|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman cabernet sauvignon knights valley|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman cabernet sauvignon knights valley|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=816
W|greg|norman california cabernet sauvignon|us|r|cabernet sauvignon|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman california cabernet sauvignon|us|r|cabernet sauvignon|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=818
W|greg|norman california petite sirah|us|r|??|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman chardonnay california|us|w|chardonnay|california|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greg|norman chardonnay russian river valley|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greg|norman estates knights valley cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman estates limestone coast cabernet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman estates limestone coast cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman estates sauvignon blanc|??|w|sauvignon blanc|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greg|norman estates shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman estates sonoma coast pinot noir|us|r|pinot noir|california|sonoma coast|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman estates zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman limestone coast cabernet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=832
W|greg|norman russian river chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greg|norman sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greg|norman sauvignon blanc marlborough|nz|w|sauvignon blanc|??|marlborough|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greg|norman shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|greg|norman shiraz cabernet|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greg|norman shiraz cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregal|despiells|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregal|despiells|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=841
W|gregal|despiells|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=841
W|gregal|despiells|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregal|despiells|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregal|despiells blanco penedes|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greganico|conte di matarocco cantine paolini sicily|it|r|??|sicily|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregg|allman band with scott sharrard friends remembering gregg allman by joan chiverton|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greggi|lagrein rosso trentino doc|it|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
S
S
W|grego|grego|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grego|grego|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=852
W|grego|6 years limited edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grego|crianza|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grego|limited edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grego|tempranillo syrah|es|r|syrah|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine clos beaune greves|gregoire bichot rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine clos nuits saint|gregoire bichot georges crots|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|bichot les vaillons premier cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot beaujolais blanc 22|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregoire|hoppenot corcelette|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos de|gregoire hoppenot fleurie lamandier|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos de|gregoire hoppenot fleurie lamandier|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos de|gregoire hoppenot fleurie lamandier|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=865
W|gregoire|hoppenot fleurie indigene|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot fleurie indigene 23|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot fleurie les moriers|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot fleurie les moriers|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=869
W|gregoire|hoppenot fleurie les moriers|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot fleurie les moriers|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=871
W|gregoire|hoppenot fleurie origens|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot fleurie origines|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot fleurie origines|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=874
W|gregoire|hoppenot fleurie origines|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=874
W|gregoire|hoppenot fleurie origines|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot fleurie origines|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot fleurie origines|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=878
W|gregoire|hoppenot fleurie origines|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=878
W|gregoire|hoppenot fleurie origines 22|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot fleurie origines 23|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot fleurieorigines|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot indigene|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot morgon corcelette|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot morgon corcelette|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoire|hoppenot morgon corcelette|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=886
W|gregoire|hoppenot morgon corcelette|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=886
W|gregoleto|colli trevigiani manzoni bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregoletto|prosecco treviso sui lieviti|??|s|??|??|??|2023|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gregoletto|colli trevigiani merlot|??|r|merlot|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoletto|colli trevigiani merlot case only|??|r|merlot|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoletto|docg prosecco brut naute glera italia|it|s|glera|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|brut
W|gregoletto|manzoni bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregoletto|manzoni bianco|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregoletto|manzoni bianco colli trevigiani igt veneto italy|it|w|??|??|??|2023|12.5|igt|medio|peixes, frutos do mar, saladas|seco
W|gregoletto|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gregoletto|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=897
W|gregoletto|prosecco sui leiviti|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gregoletto|prosecco sui lieviti|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gregoletto|prosecco sui lieviti|??|s|??|??|??|2023|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gregoletto|prosecco treviso sui lieveti|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gregoletto|prosecco treviso sui lieviti|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gregoletto|prosecco treviso sui lieviti|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=903
W|gregoletto|prosecco treviso sui lieviti|??|s|??|??|??|2023|12|??|leve|aperitivos, frutos do mar, canapes|seco|=890
W|gregoletto|sui lieviti prosecco treviso case only|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gregoletto|verdiso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoletto|verdiso colli trevigiani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoletto|verdiso frizzante sui lieveti erti|??|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gregor|cuvee|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregor|schup eichkogel monopol cuvee|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregor|schup gumpoldskirchen chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregor|schup gumpoldskirchen rotgipfler|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregor|schup ried schwaben rotgipfler|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregor|schup riesling|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregor|schup roter veltliner|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregor|schup specula chardonnay|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregor|schup zweigelt|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregor|shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoriano|blanco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregoriano|roble bodega picos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregorie|hoppenot fleurie indigene|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregorina|sangiovese di romagna|??|r|sangiovese|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregorio|gregorio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregorio|car backseat organizer or storage made of felt waterproof material holder for tissue bottles gadgets etc fits most cars suvs trucks vans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregorio|martinez crianza|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregorio|martinez crianza|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregorio|martinez finca tempranillo|es|r|tempranillo|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregorio|martinez finca tempranillo|es|r|tempranillo|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=928
W|gregorio|martinez finca tempranillo|es|r|tempranillo|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregorio|martinez reserva|??|r|??|??|??|2011|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gregorio|martinez reserva|??|r|??|??|??|2015|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gregoris|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregorius|engelszell austria|at|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|gregory|graham chardonnay sangiacomo vineyard carneros california|us|w|chardonnay|california|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|graham chardonnay sangiacomo vineyard carneros california|us|w|chardonnay|california|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|gregory|graham crimson hill vineyard zinfandel lake county california|us|r|zinfandel|california|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|graham crimson hill vineyard zinfandel lake county california|us|r|zinfandel|california|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=938
W|gregory|guillaume abracadaboum nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume abracadaboum nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=940
W|gregory|guillaume abracadaboum nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=940
W|gregory|guillaume abracadaboum nv|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume chapicave vdf white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|guillaume koforobe|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume koforobe nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lepicurien|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lepicurien|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lexcentrique|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lexcentrique|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lexcentrique 135|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lexcentrique|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lexcentrique merlot nv|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lexcentrique nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lexcentrique nv|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lexcentrique rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lou coulego|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lou coulego nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lucky|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lucky|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lucky blanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|guillaume lucky grenache blanc nv|??|w|grenache|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|guillaume lucky nv|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume lucky white|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|guillaume mystere|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume testard cabernet sauvignon nv|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume testard nv|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|guillaume testard vdf red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|james beckstoffer georges iii cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|james chardonnay sangiacomo vineyard|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|james petite sirah schoolhouse vineyard|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|james bacigalupi vineyard pinot noir russian river valley usa case|us|r|pinot noir|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|james beckstoffer georges iii vineyard cabernet sauvignon napa valley usa|us|r|cabernet sauvignon|california|napa valley|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|james beckstoffer georges iii vineyard cabernet sauvignon napa valley usa|us|r|cabernet sauvignon|california|napa valley|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|james carreras ranch old vine zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|james caties corner vineyard viognier russian river valley usa case|us|w|viognier|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|james caties corner vineyard viognier russian river valley usa case|us|w|viognier|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|james sangiacomo vineyard chardonnay petaluma gap usa case|us|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|james schoolhouse vineyard petite sirah dry creek valley usa case|us|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|laurent le cul entre 2 chais|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|laurent melting potes|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|perez bierzo brezo blanc|es|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|perez bierzo mengoba godello viejo|es|r|godello|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|perez blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|perez brezo blanco spain|es|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|perez brezo mencia|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|perez brezo tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|perez mencia brezo|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|perez mengoba|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|perez mengoba espanillo case only|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|perez mengoba las botas case only|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|perez mengoba las tinajas spain|es|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|perez mengoba sancho martin case only|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|perez mengoba tinto case only|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|perez tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|stan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gregory|white jamais pas soif|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|white jamais pas soif|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|white jamais pas soif|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gregory|white jamais pas soif rouge|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
