W|branco|nederburg sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lozano marques de toledo verdejo|??|w|verdejo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|love white chardonnay sauvignon blanc|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|loureiro portugues quinta da lixa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis latour criotsbatardmontrachet 2005 borgonha franca|??|w|??|??|??|2005|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis latour bourgogne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot pouilly fuisse petites pierres|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot pouilly fuisse|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot petit chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot meursault les gouttes dor magnum 2018 1 borgonha franca|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot meursault|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot coteaux bourguignons|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot coteaux bourguignons|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=688
W|branco|louis jadot coteaux bourguignons|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=688
W|branco|louis jadot cortoncharlemagne grand cru 2018 cote de beaune borgonha franca|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|louis jadot cortoncharlemagne grand cru 2017 cote de beaune borgonha franca|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|louis jadot corton charlemagne grand cru|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|louis jadot chass montr 1er cru morgeot c magenta|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot chablis cellier du valvan|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot chablis blanchot grand cru|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|louis jadot chablis blanchot grand cru|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=696
W|branco|louis jadot chablis blanchot grand cru|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=696
W|branco|louis jadot chablis 1er cru fourchaume|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot bourgogne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot bourgogne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=701
W|branco|louis jadot bourgogne chardonany 13 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis jadot bourg chardonnay couvent jacobins|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louis cabajou chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|louco de antonio saramago filho setubal|pt|w|??|setubal|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|los vascos chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|los patricios chardonnay vale de itata 2019|??|w|chardonnay|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|los patricios chardonnay vale de itata 2018|??|w|chardonnay|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|los pasos dulce|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|los pasos dulce|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=710
W|branco|los pasos chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|los pasos chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=712
W|branco|los pasos chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=712
W|branco|los helechos chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|los coches sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lorena selecao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lorena seco tradicao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lorena seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lorena san diego caixa 6|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lorena san diego|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lorena ativa adega chesini caixa 6|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lorena ativa adega chesini|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lorena adega chesini|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lorch riesling qba trocken 2020|??|w|riesling|??|??|2020|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lopez de heredia vina tondonia reserva 2013 rioja espanha|es|w|??|rioja|??|2013|12.5|DOCa|medio|peixes, frutos do mar, saladas|seco
W|branco|lona sophie teblanche 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|loma negra sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|loma negra gran reserva sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|loios alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|loios alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco|=730
W|branco|loios alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco|=730
W|branco|loios|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|loco garnacha blanca 2022|??|w|garnacha|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lobo mau moscatel galegoroxo 2022 palmela|??|w|moscatel|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lobo de vasconcelos reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|lobo de vasconcelos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|little odisseia colheita 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lisbonita|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lisbonita|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=739
W|branco|liquen encruzado 2019 dao doc|pt|w|??|dao|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|linstant tannay melon vdf 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|linsolite saumur blanc 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|linhas da primavera ldp loureiro 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|linhas da primavera ldp alvarinho 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|limite norte ramon bilbao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lilot de hautbergeron sauternes 2017|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lilot de haut bergeron sauternes 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lilot de haut bergeron sauternes 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco|=748
W|branco|lilot de haut bergeron sauternes 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|liebfraumilch|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|liebfraumilch|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=751
W|branco|lidio carraro shaar adonay 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lidio carraro shaar adonay|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lidio carraro selo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lidio carraro faces do brasil chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lidio carraro faces chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lidio carraro dadivas sauvignon blanc 2021|??|w|sauvignon blanc|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lidio carraro dadivas chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lidio carraro dadivas chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=759
W|branco|lidio carraro dadivas chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|licoroso tradicional|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|licoroso gurmencindo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|licoroso evolucao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|licoroso doce eden|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|licoroso chileno reserva late harvest|cl|w|??|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|licoroso cave antiga|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|licoroso branco doce evolucao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|licoroso bacalhoa moscatel roxo de setubal|pt|w|moscatel|setubal|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|liberalitas 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|libanes chateau st thomas les gourmet blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|libanes chateau st thomas chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|libanes chateau st thomas chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=772
W|branco|lhuitre muscadet sevre et maine surlie 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lhuitre muscadet sevre et maine sur lie 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lhuitre muscadet sevre et maine sur lie 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco|=775
W|branco|lhuitre muscadet sevre et maine sur lie 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lhuitre muscadet sevre et maine sur lie 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=777
W|branco|lhuitre melon de bourgogne 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lhuitre melon de bourgogne 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco|=779
W|branco|levity vinho verde doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|levity vinho verde doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=781
W|branco|leve portugues casal garcia|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|leve naturelle casa valduga|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|leve e refrescante adega cantanhede|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|leve anti virus|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lettre deloise coteaux bourguignons blanc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lettre deloise coteaux bourguignons blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lesprite libre 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lesprit libre chenin blanc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lesprit libre chenin blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lesprit chevalier|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lespirite libre 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les roques roussanne vdf 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les roques roussanne 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les roques roussanne 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les roques roussanne 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les roques pays doc blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les pieces longues chenin blanc vdf 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les pieces longues chenin blanc 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les pieces longues blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les noels de montbenault chenin blanc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les noels de montbenault chenin blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les noels de montbenault 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les marnes tracy|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les mailles a lendroit chenin vdf 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les gueux blanc 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les genievres macon lugny louis latour|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les fripons savoie chignin bergeron 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les friponnes savoie chignin bergeron 2017|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les filles savoie chignin bergeron 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les collines de vaux bourgogne aligote 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les cocus chenin blanc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les cocus chenin blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les coc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les coc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=815
W|branco|les clapas languedoc blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les clapas blanc 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les clapas blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les capucins arbois chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les bourgarels pays doc chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les bourgarels chardonnay 2023|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les bourgarels chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les argelieres grande cuvee chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|les agudes vdf 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les agudes blanc vdf 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les agudes blanc 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|les 3 freres cotes de provence blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|beyer riesling reserva|??|w|riesling|??|??|NV|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|beyer riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|beyer la cuvee|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|beyer la cuvee|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=831
W|branco|beyer gewurztraminer|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lenz moser prestige pinot gris|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lenz moser prestige pinot gris|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=834
W|branco|lento vinhas velhas 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lento vinhas velhas 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lello|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|leirana genoveva albarino rias baixas 2022|??|w|albarino|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|leirana albarino rias baixas 2023|??|w|albarino|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|leira do canhoto vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|legado chardonnay de martino|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|leeuwin estate art series chardonnay 2020 margaret river australia|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|leeuwin estate art series chardonnay 2019 margaret river australia|??|w|chardonnay|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|leeuwin estate art series chardonnay 2018 margaret river australia|??|w|chardonnay|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lechelier saumur blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lechelier saumur blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le zouave arbois chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le vaglie zero alcool|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le temps des vandanges|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le serre du rieu cotesdurhone blanc 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le serre du rieu cotes du rhone blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le ptit lolo 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le petit cochonnet igp pays doc 2018 chardonnay|??|w|chardonnay|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le joue chenin blanc 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le jaja savoie chignin blanc 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le grand blanc mediterranee 2019|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|le gallais wiltinger braune kupp riesling spatlese 2023|??|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le gallais wiltinger braune kupp riesling kabinett 2023|??|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le clos vin de corse blanc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le clos des pins graves blanc 2022|fr|w|??|bordeaux|graves|2022|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|le bruniche chardonnay folonari|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le bordeaux du paysan blanc 2022|fr|w|??|bordeaux|??|2022|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|le bordeaux du paysan blanc 2021|fr|w|??|bordeaux|??|2021|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|le bois du cerf vin de corse blanc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le ballon sauvignon pays doc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le ballon sauvignon blanc 2021|??|w|sauvignon blanc|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le ballon chardonnay pays doc 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le ballon chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le ballon blanc pays doc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|le ballon blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lazy winemaker chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lavradores de feitoria tres bagos sauvignon blanc 2024 douro|pt|w|sauvignon blanc|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lavradores de feitoria tres bagos reserva 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|lavradores de feitoria meruge 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lavradores de feitoria 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lavradores de feitoria|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|latitud 33 sauvignon blanc 2021|??|w|sauvignon blanc|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|late harvest viognier tardio|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lasso colheita selecionada 2022 lisboa|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|las perdices torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|las perdices riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|las perdices riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco|=882
W|branco|las perdices pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|las perdices albarino|??|w|albarino|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|larkun sauvignon blanc vale de itata 2021|??|w|sauvignon blanc|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|larkun riesling vale de itata 2021|??|w|riesling|??|??|2021|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|larkun chardonnay vale de itata 2018|??|w|chardonnay|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|laranja equis naranjo moscatel 2022|??|w|moscatel|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|laranja alumbro zamora|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|langhe sorriso paolo scavino|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|langhe doc sauvignon arbe 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|langhe doc chardonnay vigneto morino|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|langhe doc bianco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|langhe chardonnay rolando bricco maiolica doc 2023|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|langhe chardonnay doc la tartufaia 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|langhe chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|landcraft sauvignon blanc 2022 vinhos verdes|??|w|sauvignon blanc|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|landcraft loureiro 2022 vinhos verdes|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|landcraft alvarinho 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|land soul terrunho alvarinho vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
