W|laundry|gel cold wash non bio 35wl|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|dynasty edp unisex|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|dream of haze edp unisex|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|badee al oud sublime desodorante corporal unisex|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|badee al oud sublime desodorante ambiental unisex|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|badee al oud oud for glory edp unisex|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|badee al oud noble blush woman edp m|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|badee al oud honor and glory edp unisex|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|badee al oud for glory desodorante ambiental unisex|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|badee al oud amethyts desodorante ambiental unisex|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|badee al oud amethyst edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|badee al aoud oud for glory edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|atlas edp unisex|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|asad zanzibar edp h|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|asad zanzibar edp caballero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|asad elixir eau de parfum h|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|asad elixir eau de parfum|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|asad edp h|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|asad edp caballero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|asad edp asad zanzibar edp set h|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|ana abiyedh unisex edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|ana abiyedh scarlet edp unisex|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|ana abiyedh rouge edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|ana abiyedh leather edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|ana abiyedh air freshener u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|ameer al oudh edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|al qiam gold edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|al noble wazeer edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|al noble safeer edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|al dana edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|ajwad edp unisex|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|ajwad edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|ajwad desodorante ambiental unisex|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|ajwad desodorante ambiental u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|ajayeb dubai edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|afeef edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|adeeb edp dama|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattafa|abaan edp u|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lattacco|piwi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|x1 riserva|??|r|??|??|??|NV|13.5|riserva|medio|carnes vermelhas; massas; queijos|seco
W|latta|x1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|wildwest red blend|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|wildwest red|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|wild west red blend|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|wild west red|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|wild west red|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|whatamelon gusto rose|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|latta|vintage macchinina depoca con pasticcini muzzi 150g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|vintage di torroncini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|vintage di gianduiotti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|vino wild west red blend|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|vino whatamelon rose|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|latta|vino tranquil nebbiolo traditional method|??|r|nebbiolo|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|latta|vino rattlesnake blanc|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|vino quality release grenache|??|r|grenache|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|vino granite riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latta|vino good times half magnums|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|vino fresca sangiovese|??|r|sangiovese|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|latta|vino ex nihilio pinot gris|??|w|pinot gris|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latta|vino essential crisis petnat sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latta|vino elastic smiles petnat chardonnay|??|w|chardonnay|??|??|2017|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latta|vino benevolent cabernet franc magnum|??|r|cabernet franc|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|latta|vino bad reputation viognier|??|w|viognier|??|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latta|uovo noccior latte 510g lindt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|tranquil sangiovese rose|??|p|sangiovese|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|latta|tranquil rose|??|p|??|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|latta|tartufi classici e napolitains single origins|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|tartufi classici e cremini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|storica biscotti di novara|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|shays flat grenache|??|r|grenache|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|rousanne lawrence vineyard|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|regalo pacchetto venchi 73g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|regalo cuneese cuba rhum venchi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|regalo con cioccolatini assortiti anna higgie venchi 400gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|rattlesnake riesling viognier with some other bits|??|w|riesling|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latta|rattlesnake blanc contact|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|rattlesnake blanc|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|quartz bianco|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|presence grenache|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|olio extravergine di oliva embrace|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|olio extra vergine doliva agrolio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|olio extra vergine di oliva|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|olio extra vergine di oliva|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=850
W|latta|nebbiolo headwaters|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|latta|modi olio extra vergine di oliva bio di barone macri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|latta gsm columbia valley|us|r|??|columbia valley|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|kind stranger alter red washington|us|r|??|washington|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|jurassique blanc|fr|r|??|jura|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|jurassique blanc|fr|r|??|jura|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|illustrious og sangiovese|??|r|sangiovese|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|latta|headwaters nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|latta|headwaters nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=859
W|latta|gsm latta latta|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|granite riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latta|fresca shays flat sangiovese|??|r|sangiovese|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|latta|ex nihilo pinot gris|??|w|pinot gris|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latta|ex nihilo pinot gris|??|w|pinot gris|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=864
W|latta|essential crisis|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|eastern peake pinot tache rose|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|latta di|biscotti peanuts|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|dana dibble syrah|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|latta|carillon con cioccolatini assortiti venchi 300g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|assortita millennium sweet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latta|anna cioccolatini assortiti special edition majani|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latschenkiefernadelzucker|70g aromica gewurzmanufaktur|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru simon bize|??|r|??|??|??|2022|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru lucien le moine|??|r|??|??|??|NV|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine jean trapet pere fils|??|r|??|??|??|2023|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine david duband|??|r|??|??|??|2023|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine rossignoltrapet gevrey chambertin|??|r|??|??|??|2022|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine rossignoltrapet|??|r|??|??|??|2022|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine jean trapet pere fils|??|r|??|??|??|2022|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine drouhinlaroze|??|r|??|??|??|2022|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine david duband|??|r|??|??|??|2022|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru|??|r|??|??|??|2022|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine rossignoltrapet|??|r|??|??|??|2021|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine jean trapet pere fils|??|r|??|??|??|2021|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine david duband|??|r|??|??|??|2021|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru|??|r|??|??|??|2021|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine rossignoltrapet|??|r|??|??|??|2020|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine jean trapet pere fils|??|r|??|??|??|2020|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine david duband|??|r|??|??|??|2020|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine rossignoltrapet|??|r|??|??|??|2019|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine jean trapet pere fils|??|r|??|??|??|2019|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine david duband|??|r|??|??|??|2019|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine rossignoltrapet|??|r|??|??|??|2018|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine jean trapet pere fils|??|r|??|??|??|2018|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine david duband|??|r|??|??|??|2018|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine rossignoltrapet|??|r|??|??|??|2017|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine jean trapet pere fils|??|r|??|??|??|2017|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine francois feuillet|??|r|??|??|??|2017|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine jean trapet pere fils|??|r|??|??|??|2016|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine jean trapet pere fils|??|r|??|??|??|2015|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine rossignoltrapet|??|r|??|??|??|2013|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru domaine rossignoltrapet|??|r|??|??|??|2012|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru maison camille giroud|??|r|??|??|??|2011|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru|??|r|??|??|??|1999|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru|??|r|??|??|??|NV|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latriciereschambertin|grand cru|??|r|??|??|??|NV|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco|=906
W|latriciereschambertin|grand cru|??|r|??|??|??|NV|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco|=906
W|latriciereschambertin|latriciereschambertin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|grand cru domaine jean trapet pere fils|??|r|??|??|??|2014|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru magnum cassa di legno jacques rossignol|??|r|??|??|??|NV|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru magnum cassa di legno jacques rossignol|??|r|??|??|??|NV|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco|=911
W|latricieres|chambertin grand cru jacques rossignol|??|r|??|??|??|NV|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru jacques rossignol|??|r|??|??|??|NV|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco|=913
W|latricieres|chambertin grand cru faiveley|??|r|??|??|??|1993|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru domaines faiveley|??|r|??|??|??|NV|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru domaine duroche|??|r|??|??|??|2017|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru david duband|??|r|??|??|??|2014|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru albert bichot|??|r|??|??|??|2012|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru|??|r|??|??|??|2023|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru domaine drouhin laroze|??|r|??|??|??|2022|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru domaine trapet|??|r|??|??|??|2020|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru|??|r|??|??|??|2019|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru|??|r|??|??|??|2018|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru domaine rossignoltrapet|??|r|??|??|??|2015|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru domaine rossignoltrapet domaine rossignoltrapet|??|r|??|??|??|2014|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru domaine trapet|??|r|??|??|??|2012|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru chantal remy|??|r|??|??|??|2010|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru domaine rossignoltrapet|??|r|??|??|??|2001|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin grand cru|??|r|??|??|??|NV|13.5|grand cru|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin domaine trapet|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin domaine trapet|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin domaine faivelet|??|r|??|??|??|1970|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latricieres|chambertin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=934
W|latricieres|chambertin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=934
W|latricierechambertin|grd cru camus pere et fils|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latricereschambertin|domaine jean trapet pere fils|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latrepat|latrepat|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latrappe|bockbier 7|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latradition|le vin de la aoc valais mag|??|r|??|??|??|2023|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco
W|latours|fort|??|r|??|??|??|1993|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourmartillac|lacroixmartillac aoc pessacleognan|??|r|??|??|??|2018|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco
W|latourmartillac|blanc|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|pommard refene 1er cru|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|pommard cuvee carmen|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|pommard cuvee carmen|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault perrieres 1er cru|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault narvaux|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault les narvaux|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault les narvaux|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault genevrieres 1er cru|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault genevrieres 1er cru|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault genevrieres 1er cru|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault cuvee charlesmaxime|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault cuvee charles maxime|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault cuvee charles maxime|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault cuvee charles maxime|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=957
W|latourgiraud|meursault charmes 1er cru|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault charmes 1er cru|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault 1er cru genevrieres|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault 1er cru genevrieres|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=961
W|latourgiraud|meursault 1er charmes|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|merusault genevrieres 1er cru|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|bourgogne blanc|fr|r|??|bourgogne|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|bourgogne blanc|fr|r|??|bourgogne|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=965
W|latourgiraud|bourgogne blanc|fr|r|??|bourgogne|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|bourgogne blanc|fr|r|??|bourgogne|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=967
W|latourgiraud|coteaux bourguigons blanc|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourgiraud|meursault 1er cru les charmes|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourba|unique sparkling brut white wine|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|latourba|unique sparkling brut traditional method|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|latourba|syrah|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|latourba|solac rose|??|p|??|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|latourba|solac|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourba|simil red|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourba|petit verdot bekaa valley lebanon|??|r|petit verdot|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourba|petit verdot|??|r|petit verdot|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourba|nature white petillant sparking wine|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourba|nature petillant naturel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourba|merlot|??|r|merlot|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourba|litaj private selection|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourba|litaj bekaa valley lebanon|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourba|kristina sparkling rose traditional method|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|latourba|cival white|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latourba|chardonnay bekaa valley lebanon|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latourba|chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latourba|chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes; frutos do mar; aves|seco
W|latourba|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|latour|white|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latour|vincent meursault les grands charrons|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latour|vincent meursault cuvee st jean|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latour|valmoissine pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|latour|tzahov|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
