W|michele|portoghese fettucine 500gr|??|f|??|??|??|NV|20|??|encorpado|queijos, sobremesas|doce
W|michel|stephane ogier combe malleval condrieu aop|??|r|??|??|??|2022|13.5|aop|medio|carne vermelha, queijo|seco
W|michel|stephane ogier combe malleval condrieu aop|??|r|??|??|??|2022|13.5|aop|medio|carne vermelha, queijo|seco|=830
W|graeme|julie bott cote rotie|??|r|??|??|??|2019|13.5|aop|medio|carne vermelha, queijo|seco
W|graeme|julie bott cote rotie|??|r|??|??|??|2019|13.5|aop|medio|carne vermelha, queijo|seco|=832
W|graeme|julie bott cote rotie|??|r|??|??|??|2018|13.5|aop|medio|carne vermelha, queijo|seco|=765
W|graeme|julie bott cote rotie|??|r|??|??|??|2018|13.5|aop|medio|carne vermelha, queijo|seco|=765
W|graeme|julie bott cote rotie|??|r|??|??|??|2010|13.5|aop|medio|carne vermelha, queijo|seco|=771
W|graeme|julie bott cote rotie|??|r|??|??|??|2010|13.5|aop|medio|carne vermelha, queijo|seco|=771
W|graeme|julie bott cote rotie|??|r|??|??|??|2005|13.5|aop|medio|carne vermelha, queijo|seco
W|graeme|julie bott cote rotie|??|r|??|??|??|2005|13.5|aop|medio|carne vermelha, queijo|seco|=838
W|graeme|julie bott cote rotie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco
X
X
X
X
X
X
X
X
W|domaine|michel lafarge cote beaune villages|fr|r|??|rhone|??|2022|13.5|do|medio|carne vermelha, queijo|seco
X
X
X
W|graeme|julie bott cote rotie|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, queijo|seco|=765
W|graeme|julie bott cote rotie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco|=840
W|graeme|julie bott cote rotie|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, queijo|seco|=832
W|graeme|julie bott cote rotie|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, queijo|seco|=769
W|graeme|julie bott cote rotie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco|=840
W|graeme|julie bott cote rotie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco|=840
W|graeme|julie bott cote rotie|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, queijo|seco
W|graeme|julie bott cote rotie|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, queijo|seco|=859
W|graeme|julie bott cote rotie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco|=840
W|graeme|julie bott cote rotie|??|r|??|??|??|1999|13.5|??|medio|carne vermelha, queijo|seco
X
X
W|benedicte|stephane tissot cremant jura blanc|fr|s|??|jura|??|NV|12|do|leve|aperitivos, frutos do mar|seco|=783
W|benedicte|stephane tissot cremant jura blanc|fr|s|??|jura|??|2022|12|igp|leve|aperitivos, frutos do mar|seco|=784
W|benedicte|stephane tissot cremant jura blanc|fr|s|??|jura|??|2022|12|igp|leve|aperitivos, frutos do mar|seco|=784
W|benedicte|stephane tissot cremant jura blanc|fr|s|??|jura|??|2021|12|igp|leve|aperitivos, frutos do mar|seco|=796
W|benedicte|stephane tissot cremant jura blanc|fr|s|??|jura|??|2021|12|igp|leve|aperitivos, frutos do mar|seco|=796
W|michel|stephane ogie temps est venu cotes rhone aop grenache rhone valley france|fr|r|grenache|rhone|??|NV|13.5|aop|medio|carne vermelha, queijo|seco
W|michel|stephane ogie temps est venu cotes rhone aop|fr|r|??|rhone|??|NV|13.5|aop|medio|carne vermelha, queijo|seco
X
X
W|hans|wirsching iphofer juliusechterberg riesling spatlese trocken|??|w|riesling|??|??|NV|12.5|??|leve|peixes, frutos do mar|seco
W|michel|schneider reisling trocken|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, queijo|seco
W|chateau|tour miraval no m merlot rose|??|p|merlot|??|??|NV|12.5|ava|leve|saladas, frutos do mar|seco
X
W|michel|schneider chardonnay wino bezalkoholowe niemcy|??|w|chardonnay|??|??|NV|12.5|do|leve|peixes, frutos do mar|seco
W|michel|schneider chardonnay wino bezalkoholowe|??|w|chardonnay|??|??|NV|12.5|do|leve|peixes, frutos do mar|seco
W|michel|schneider chardonnay alkoholfrei|??|w|chardonnay|??|??|NV|12.5|do|leve|peixes, frutos do mar|seco
W|stranger|days cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14|??|encorpado|carne vermelha, queijo|seco|=726
W|stranger|days cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14|??|encorpado|carne vermelha, queijo|seco|=726
W|stranger|days cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14|??|encorpado|carne vermelha, queijo|seco|=726
X
W|california|roots pinot noir|us|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco
W|california|vineyards pinot grigio|us|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar|seco
W|maison|sonoma chardonnay|us|w|chardonnay|sonoma|??|NV|12.5|do|leve|peixes, frutos do mar|seco
W|domaine|michel lafarge beaune 1er cru aigrots rouge|us|r|??|??|??|NV|13.5|do|medio|carne vermelha, queijo|seco|=697
W|louis|m martini sonoma county cabernet sauvignon|us|r|cabernet sauvignon|sonoma|??|NV|14|??|encorpado|carne vermelha, queijo|seco
W|stranger|days cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14|??|encorpado|carne vermelha, queijo|seco|=726
W|california|winery cabernet sauvignon|us|r|cabernet sauvignon|??|??|NV|14|??|encorpado|carne vermelha, queijo|seco
W|michel|scheid riesling|??|w|riesling|??|??|NV|12.5|??|leve|peixes, frutos do mar|seco
W|domaine|michel lafarge pinot noir bourgogne|fr|r|pinot noir|bourgogne|??|NV|13.5|do|medio|carne vermelha, queijo|seco|=744
W|domaine|michel lafarge pinot noir bourgogne|fr|w|pinot noir|bourgogne|??|NV|12.5|do|leve|peixes, frutos do mar|seco
W|abbazia|novacella stiftskellerei neustift muller thurgau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco
W|herve|souhaut souteronne|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, queijo|seco
W|sylvain|bock ne fais pas sans blanc|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar|seco
W|domaine|michel lafarge beaune 1er cru aigrots blanc|??|w|??|??|??|2023|12.5|do|leve|peixes, frutos do mar|seco|=687
W|domaine|michel lafarge beaune 1er cru aigrots blanc|??|w|??|??|??|2022|12.5|do|leve|peixes, frutos do mar|seco
W|domaine|michel lafarge beaune 1er cru aigrots rouge|??|r|??|??|??|2023|13.5|do|medio|carne vermelha, queijo|seco
W|ami|sous roche saintromain|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, queijo|seco
W|sylvain|bock ne fais pas sans blanc|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar|seco|=897
W|domaine|michel lafarge beaune 1er cru aigrots rouge|??|r|??|??|??|2023|13.5|do|medio|carne vermelha, queijo|seco|=900
W|domaine|michel lafarge beaune 1er cru aigrots rouge|??|r|??|??|??|2022|13.5|do|medio|carne vermelha, queijo|seco|=778
W|domaine|michel lafarge beaune 1er cru aigrots rouge|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, queijo|seco|=697
X
W|domaine|dujac clos roche grand cru|??|w|??|??|??|2022|12.5|grand cru|leve|peixes, frutos do mar|seco
W|domaine|michel lafarge beaune 1er cru aigrots blanc|??|w|??|??|??|2024|12.5|do|leve|peixes, frutos do mar|seco
W|domaine|michel lafarge volnay 1er cru clos chenes|??|r|??|??|??|2022|13.5|do|medio|carne vermelha, queijo|seco
W|cave|givry chambollemusigny 1er cru sentiers|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, queijo|seco
W|cave|givry chambollemusigny 1er cru sentiers|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco
W|cave|givry chambollemusigny 1er cru sentiers|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco|=911
X
X
X
W|rijckaert|vieilles vignes bien eleve bourgogne aligote|fr|r|??|bourgogne|??|2023|13.5|??|medio|carne vermelha, queijo|seco
W|rijckaert|vieilles vignes bien eleve bourgogne aligote|fr|r|??|bourgogne|??|2023|13.5|??|medio|carne vermelha, queijo|seco|=916
W|rijckaert|vieilles vignes bien eleve bourgogne aligote|fr|r|??|bourgogne|??|2023|13.5|??|medio|carne vermelha, queijo|seco|=916
W|domaine|michel lafarge pinot noir bourgogne|fr|r|pinot noir|bourgogne|??|NV|13.5|do|medio|carne vermelha, queijo|seco|=744
W|cave|givry chambollemusigny 1er cru sentiers|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, queijo|seco|=910
W|cave|givry chambollemusigny 1er cru sentiers|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, queijo|seco|=910
W|cave|givry chambollemusigny 1er cru sentiers|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, queijo|seco|=910
X
W|domaine|michel lafarge cote beaune villages|fr|r|??|??|??|2022|13.5|do|medio|carne vermelha, queijo|seco|=849
W|domaine|michel lafarge cote beaune villages|fr|r|??|??|??|2019|13.5|do|medio|carne vermelha, queijo|seco
X
W|domaine|michel lafarge beaune 1er cru aigrots blanc|??|w|??|??|??|NV|12.5|do|leve|peixes, frutos do mar|seco|=736
W|domaine|michel lafarge beaune 1er cru aigrots blanc|??|w|??|??|??|NV|12.5|do|leve|peixes, frutos do mar|seco|=736
W|domaine|michel lafarge beaune 1er cru aigrots rouge|??|r|??|??|??|2014|13.5|do|medio|carne vermelha, queijo|seco
X
W|grande|collection papes vielles vignes chateauneufdupape|fr|r|??|bourgogne|??|NV|13.5|??|medio|carne vermelha, queijo|seco
W|domaine|michel lafarge pinot noir bourgogne|fr|r|pinot noir|bourgogne|??|2023|13.5|do|medio|carne vermelha, queijo|seco
W|domaine|michel lafarge pinot noir bourgogne|fr|r|pinot noir|bourgogne|??|2024|13.5|do|medio|carne vermelha, queijo|seco
W|domaine|guy simon fils bourgogne aligote|fr|r|??|bourgogne|??|2021|13.5|do|medio|carne vermelha, queijo|seco
W|domaine|dujac clos roche grand cru|??|r|??|??|??|2023|13.5|grand cru|medio|carne vermelha, queijo|seco
W|domaine|michel lafarge pinot noir bourgogne|fr|r|pinot noir|bourgogne|??|2021|13.5|do|medio|carne vermelha, queijo|seco
W|domaine|michel lafarge raisins dores bourgogne aligote|fr|r|??|bourgogne|??|2021|13.5|do|medio|carne vermelha, queijo|seco
W|michel|sarran rose|??|p|??|??|??|NV|12.5|??|leve|saladas, frutos do mar|seco
W|michel|sarran igp pays doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, queijo|seco
W|michel|sarran igp pays doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, queijo|seco|=939
W|michel|sarran aop corbieres|fr|r|??|??|??|NV|13.5|aop|medio|carne vermelha, queijo|seco
W|b|mugneret gouachon vosne romanee|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco
W|g|richomme rose saignee brut champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos, frutos do mar|extra brut
W|domaine|michel lafarge beaune 1er cru aigrots blanc|??|w|??|??|??|NV|12.5|do|leve|peixes, frutos do mar|seco|=736
W|jean|velut patience blanc blancs brut nature champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos, frutos do mar|brut nature
W|domaine|michel lafarge volnay 1er cru clos chenes|ar|r|??|??|??|2019|13.5|do|medio|carne vermelha, queijo|seco
X
W|mauricio|lorca vista flores malbec|ar|r|malbec|??|??|2019|14|??|encorpado|carne vermelha, queijo|seco
W|mauricio|lorca vista flores malbec|??|r|malbec|??|??|2020|14|??|encorpado|carne vermelha, queijo|seco
W|mauricio|lorca vista flores malbec|??|r|malbec|??|??|2020|14|??|encorpado|carne vermelha, queijo|seco|=949
W|mauricio|lorca vista flores malbec|??|r|malbec|??|??|2020|14|??|encorpado|carne vermelha, queijo|seco|=949
W|beringer|premiere napa valley cabernet sauvignon|us|r|cabernet sauvignon|napa valley|??|2013|14|??|encorpado|carne vermelha, queijo|seco
W|espiritu|argentina cabernet sauvignon|ar|w|cabernet sauvignon, sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar|seco
W|espiritu|argentina cabernet sauvignon|ar|w|cabernet sauvignon, sauvignon blanc|??|??|2022|12.5|??|leve|peixes, frutos do mar|seco
W|domaine|michel lafarge beaune 1er cru aigrots blanc|??|w|??|??|??|NV|12.5|do|leve|peixes, frutos do mar|seco|=736
W|19|crimes red blend|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, queijo|seco
W|mauricio|lorca vista flores malbec|ar|r|pinot noir, malbec|??|??|2018|14|??|encorpado|carne vermelha, queijo|seco
W|domaine|michel lafarge pinot noir bourgogne|fr|r|pinot noir|bourgogne|??|2023|13.5|do|medio|carne vermelha, queijo|seco|=932
W|domaine|michel lafarge pinot noir bourgogne|fr|r|pinot noir|bourgogne|??|2023|13.5|do|medio|carne vermelha, queijo|seco|=932
W|domaine|michel lafarge pinot noir bourgogne|fr|r|pinot noir|bourgogne|??|NV|13.5|do|medio|carne vermelha, queijo|seco|=744
W|domaine|michel lafarge pinot noir bourgogne|fr|r|pinot noir|bourgogne|??|NV|13.5|do|medio|carne vermelha, queijo|seco|=744
W|mauricio|lorca vista flores malbec|ar|r|malbec|??|??|2020|14|??|encorpado|carne vermelha, queijo|seco|=949
W|michel|rolland mariflor malbec|??|r|malbec|??|??|2021|14|??|encorpado|carne vermelha, queijo|seco
W|domaine|michel lafarge volnay 1er cru clos chenes|??|r|??|??|??|2017|13.5|do|medio|carne vermelha, queijo|seco
W|domaine|michel lafarge volnay 1er cru clos chenes|??|r|??|??|??|2017|13.5|do|medio|carne vermelha, queijo|seco|=964
W|michel|rolland collection yacochuya malbec|??|r|malbec|??|??|2017|14|??|encorpado|carne vermelha, queijo|seco
W|michel|rolland collection yacochuya malbec|??|r|malbec|??|??|2017|14|??|encorpado|carne vermelha, queijo|seco|=966
W|michel|rolland collection yacochuya malbec|??|r|malbec|??|??|2014|14|??|encorpado|carne vermelha, queijo|seco
X
X
X
X
X
X
W|andre|robert grillons extra brut champagne grand cru mesnilsuroger|fr|s|??|champagne|??|NV|12|grand cru|leve|aperitivos, frutos do mar|extra brut
W|thierry|husson blanc blancs brut champagne premier cru|fr|s|??|champagne|??|NV|12|??|leve|aperitivos, frutos do mar|brut
X
X
X
X
W|michel|redde pouillysurloire gustave daudin|fr|r|??|loire|??|2022|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde pouillysurloire gustave daudin|fr|r|??|loire|??|NV|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde pouillyfume champs billons|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde pouillyfume moynerie|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde pouillyfume moynerie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde pouillyfume champs billons|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde pouillyfume barre mine|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, queijo|seco
W|jonathan|didier pabiot prelude pouilly fume|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, queijo|seco
W|jonathan|didier pabiot prelude pouilly fume|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco
W|jonathan|didier pabiot prelude pouilly fume|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, queijo|seco
W|jonathan|didier pabiot prelude pouilly fume|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, queijo|seco
W|jonathan|didier pabiot prelude pouilly fume|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, queijo|seco|=988
W|jonathan|didier pabiot prelude pouilly fume|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde petit fume pouillyfume|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde cornets pouillyfume|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde bois standelain pouillyfume|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde moynerie pouillyfume|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde moynerie pouillyfume|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde moynerie pouillyfume|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, queijo|seco
W|michel|redde moynerie pouillyfume|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, queijo|seco
