1. W|carmenere|reserva|??|r|carmenere|??|??|2022|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
689. W|carneros estate|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
690. W|carneros estate|pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
691. W|carneros estate|reserve chardonnay|??|w|chardonnay|??|??|NV|12.5|reserve|medio|peixes, frutos do mar, saladas|seco
692. W|carneros|highway chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
693. W|carneros|pinot noir case only|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
694. W|carneros|ranch chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
695. W|carneros|ranch chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
696. W|carneros|ranch pinot noir|??|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
697. W|carneros|ranch pinot noir carneros|??|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
698. W|carnes|brancas|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
699. W|carnes|curadas|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
700. W|carnes|de rieussec sauternes|fr|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
701. W|carnes|e aves|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
702. W|carnes|fuenzalida|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
703. W|carnet|1318cm coperta groasa floare lucioasa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
704. W|carnet|1795cm 80 foi in coperte straluci cu inimi|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
705. W|carnet|2115cm culori monocrome lucioase 3d desen cu paiete|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
706. W|carnet|9575cm 80 foi in coperte straluci cu inimi|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
707. W|carnet|carte|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
708. W|carnet|cu elastic dinosaur 1057cm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
709. W|carnet|cu elastic flori pisici 107cm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
710. W|carnet|cu elastic peisaje 1057cm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
711. W|carnet|de degustation de vin|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
712. W|carnet|de degustation offert|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
713. W|carnet|de degustation pour cidres et bieres alice le merour|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
714. W|carnet|de degustation spiritueux|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
715. W|carnet|de france|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
716. W|carnet|de france|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=715
717. W|carnet|de france|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=715
718. W|carnet|de notes offert|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
719. W|carnet|de notes porte de novembre|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
720. W|carnet|de recettes art de vivre|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
721. W|carnet|despagne|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
722. W|carnet|despagne|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=721
723. W|carnet|despagne|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=721
724. W|carnet|ditalie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
725. W|carnet|ditalie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=724
726. W|carnet|ditalie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=724
727. W|carnet|slim au chanvre avec filtres piraterie paper|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
728. W|carnets|carnets|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
729. W|carnets|carnets|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=728
730. W|carnets|dequateur 1 tart platter|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
731. W|carnets|dequateur change tray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
732. W|carnets|dequateur creamer|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
733. W|carnets|dequateur dessert plate|??|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
734. W|carnets|dequateur dinner plate|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
735. X
736. W|carnets|dequateur soup plate|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
737. X
738. W|carnetta|di bovino adulto toscano|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
739. W|carnetta|di suino toscano taglio rustico della tradizione contadina|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
740. W|carneval|hungarian sausage 1kg frozen|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
741. W|carnevale|riserva cannonau di sardegna organico|??|r|cannonau|??|??|2019|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
742. W|carnia|alto but 200 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
743. W|carnia|mezzano italico|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
744. W|carniceros|de oficio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
745. W|carnier|sampoon ultra sweet|??|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
746. W|carnilove|dataohjattua verkkokauppamainontaa roas 63 ja somen kautta tullut myynti 29|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
747. W|carnitas|cueritos 250grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
748. W|carnitas|de maciza 250gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
749. W|carnival|bloom gerberas roses ping pong chrysanthemums|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
750. W|carnival|dried blueberry 100 g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
751. W|carnival|dried cranberry whole 100 g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
752. W|carnival|led neonskilt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
753. W|carnival|paper cups with print 65oz 25s|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
754. W|carnival|paper cups with print 8oz 50s|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
755. X
756. X
757. W|carnival|ride|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
758. X
759. W|carnival|thrill coaster|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
760. W|carnival|writing pad 80 leaves|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
761. W|carnival|writing pad grade i 80 leaves|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
762. S
763. W|carnivor|cabernet|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
764. W|carnivor|cabernet|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=763
765. W|carnivor|cabernet 750 mlt 14|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
766. W|carnivor|cabernet sauv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
767. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
768. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
769. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
770. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
771. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
772. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
773. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
774. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
775. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
776. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
777. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
778. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
779. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
780. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
781. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
782. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
783. W|carnivor|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
784. W|carnivor|cabernet sauvignon california usa|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
785. W|carnivor|cabernet sauvignon vino tinto|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
786. W|carnivor|california 2020 cabernet sauvignon|us|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
787. W|carnivor|wines carnivor cabernet sauvignon cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
788. W|carnivor|wines carnivor zinfandel zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
789. W|carnivor|zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
790. W|carnivor|zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=789
791. W|carnivor|zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=789
792. W|carnivor|zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=789
793. W|carnivor|zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=789
794. W|carnivor|zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=789
795. W|carnivor|zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=789
796. W|carnivor|zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=789
797. W|carnivor|zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=789
798. W|carnivor|zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=789
799. W|carnivor|zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=789
800. W|carnivor|zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=789
801. W|carnivor|zinfandel|??|r|zinfandel|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
802. W|carnivor|zinfandel|??|r|zinfandel|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=801
803. W|carnivor|zinfandel|??|r|zinfandel|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
804. W|carnivor|zinfandel|??|r|zinfandel|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
805. W|carnivor|zinfandel|??|r|zinfandel|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=804
806. W|carnivor|zinfandel california usa|us|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
807. W|carnivorous|plants grow it|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
808. W|carnol|pinot bianco 2021 rottensteiner|??|w|pinot bianco|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
809. W|carnoso|manzana|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
810. W|carnuntum|carnuntum|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
811. W|carnuntum|carnuntum|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=810
812. W|carnuntum|carnuntum|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
813. W|carnuntum|carnuntum|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
814. W|carnuntum|cuvee|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
815. W|carnuntum|cuvee dac 2022 zwbf 075 liter|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
816. W|carnuntum|cuvee markowitsch gerhard|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
817. W|carnuntum|dorli muhr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
818. W|carnuntum|rot|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
819. W|carnuntum|rot|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
820. W|carnuntum|rot|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
821. W|carnuntum|rot 2024 zwbfm 075 liter|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
822. W|carnuntum|rot zwpn|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
823. W|caro|caro|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
824. W|caro|075 lts catenarothschild|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
825. W|caro|075 lts catenarothschild|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=824
826. W|caro|caro|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
827. W|caro|caro|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=826
828. W|caro|caro|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
829. W|caro|caro|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=828
830. W|caro|caro|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=828
831. W|caro|750cc|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
832. W|caro|amancaya red blend|??|r|red blend|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
833. W|caro|amancaya reserve red blend|??|r|red blend|??|??|2020|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
834. W|caro|aruma malbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
835. W|caro|aruma malbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=834
836. W|caro|aruma malbec 075 lts|??|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
837. W|caro|aruma malbec 075 lts|??|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=836
838. W|caro|aruma malbec|??|r|malbec|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
839. W|caro|aruma malbec|??|r|malbec|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=838
840. W|caro|barons de rothschild petit caro|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
841. W|caro|blend|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
842. W|caro|cabernet malbec mendoza 6 case|ar|r|malbec|mendoza|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
843. W|caro|cabernetmalbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
844. W|caro|catena and rothschild aruma malbec|??|r|malbec|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
845. W|caro|catena and rothschild caro|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
846. W|caro|catena and rothschild caro|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
847. W|caro|domaines barons de rothschild|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
848. W|caro|lafitecatena 2012 mendoza red caro|ar|r|??|mendoza|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
849. W|caro|maestro|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
850. W|caro|maestro doc 201718 super sicily|it|r|??|sicily|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
851. W|caro|maestro fina sicilia igt|it|r|??|sicilia|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
852. W|caro|maestro igp|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
853. W|caro|maestro igt cantine fina|??|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
854. W|caro|maestro terre siciliane igp|it|r|??|sicilia|??|2018|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
855. W|caro|mendoza 2021 3 x|ar|r|??|mendoza|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
856. W|caro|mendoza 2022 3 x|ar|r|??|mendoza|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
857. W|caro|orange delights|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
858. W|carob|almond raisin bites 300gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
859. W|carob|and truffle powder 30g stefania calugi|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
860. W|carob|bites 180gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
861. W|carob|breadsticks|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
862. W|carob|breadsticks 200gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
863. W|carob|breadsticks 500g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
864. W|carob|choco 60gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
865. W|carob|croutons 420gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
866. W|carob|croutons 6x400g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
867. W|carob|experience|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|carob|flour 300gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
869. W|carob|gum|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
870. X
871. W|carob|mini sweet sticks 300gr|??|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
872. W|carob|molasses samos organic lands 400g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
873. W|carob|molasses tahini samos organic lands 400g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
874. W|carob|oat bites 375gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
875. W|carob|powder 300gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
876. W|carob|rusk|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
877. W|carob|rusk 300gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
878. W|carob|rusks 300gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
879. W|carob|spread 300gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|carob|sweet rusks 300gr|??|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
881. W|carobbio|carobbio chianti classico 18 2018 case only|it|r|??|chianti classico|??|2018|13.5|classico|medio|carne vermelha, massas, queijos curados|seco
882. W|carobbio|carobbio leone sangio tosc 14 2014 case only|??|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco
883. W|carobbio|chianti classico docg|it|r|??|chianti classico|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
884. W|carobbio|chianti riserva 15 2015 case only|it|r|??|chianti|??|2015|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
885. W|carobbio|leone sangio tosc 15 2015case only|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
886. W|carobbio|vin santo del chianti classico 2011 riserva toscana doc|it|d|??|toscana|??|2011|10.5|doc|encorpado|sobremesas, frutas secas, queijos|doce
887. W|carobella|mixed case|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
888. W|carobella|rose|??|p|??|??|??|2023|12|??|leve|carne vermelha, massas, queijos curados|seco
889. W|carobella|white|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
890. W|carobric|barolo|it|r|??|??|??|1998|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|carobric|barolo|it|r|??|??|??|2001|13.5|??|medio|carne vermelha, massas, queijos curados|seco
892. W|carobric|barolo|it|r|??|??|??|2004|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. W|carobric|barolo|it|r|??|??|??|2005|13.5|??|medio|carne vermelha, massas, queijos curados|seco
894. W|carochinha|vinho da mina red reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
895. W|carochinha|vinho da mina white|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
896. W|carod|cremant de die|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
897. W|carod|cremant de die brut aop 12|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
898. W|carod|cremant de die to die for brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
899. W|carod|cremant to die aop|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
900. W|carod|cremant to die brut aop 12|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
901. W|carod|cremant to die for brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
902. W|carod|cremant to die for brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=901
903. W|carod|cuvee noctambulle petillant naturel nv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
904. W|carod|ice clairette de die|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. W|carod|cremant to die for brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=901
906. W|carod|spritz|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
907. W|carol|haudot blanc de blancs champagne white extrabrut 12 075|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
908. W|carol|pot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. W|carol|shelton carignane old vines oat valley vineyard|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
910. W|carol|shelton chardonnay wild thing dry creek valley|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
911. W|carol|shelton chardonnay wild thing dry creek valley|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
912. W|carol|shelton coquille blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
913. W|carol|shelton coquille blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=912
914. W|carol|shelton coquille blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=912
915. W|carol|shelton coquille blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
916. W|carol|shelton coquille blanc paso robles|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
917. W|carol|shelton coquille blanc paso robles california|us|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
918. W|carol|shelton coquille blanc paso robles california|us|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=917
919. W|carol|shelton coquille rouge|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
920. W|carol|shelton coquille rouge|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
921. W|carol|shelton coquille rouge central coast|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
