1. W|carballal|rias baixas albarino sete cepas|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
728. W|carden|penblwydd hapus happy birthday card|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
729. W|carden|sul y mamau hapus card|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
730. W|carden|sul y mamau hapus tulip card|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
731. W|cardenal|de mendoza|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
732. W|cardenal|mendoza|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
733. W|cardenal|mendoza|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=732
734. W|cardenal|mendoza|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=732
735. W|cardenal|mendoza|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=732
736. W|cardenal|mendoza|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=732
737. W|cardenal|mendoza|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=732
738. W|cardenal|mendoza|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=732
739. W|cardenal|mendoza|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=732
740. W|cardenal|mendoza|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=732
741. W|cardenal|mendoza|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=732
742. W|cardenal|mendoza 07 40 kartonik|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
743. W|cardenal|mendoza 070|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
744. W|cardenal|mendoza 15 year old solera gran reserva|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
745. W|cardenal|mendoza 40|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
746. W|cardenal|mendoza 40o|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
747. W|cardenal|mendoza angel|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
748. W|cardenal|mendoza angelus|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
749. W|cardenal|mendoza angelus|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=748
750. W|cardenal|mendoza angelus|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=748
751. W|cardenal|mendoza angelus|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=748
752. W|cardenal|mendoza angelus 40 005|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
753. W|cardenal|mendoza angelus in gb|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
754. W|cardenal|mendoza angelus jerez|es|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
755. W|cardenal|mendoza angelus lichior|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
756. W|cardenal|mendoza angelus lichior 40|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
757. W|cardenal|mendoza angelus likier|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
758. W|cardenal|mendoza angelus liquer original recipe spain|es|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
759. S
760. S
761. S
762. S
763. S
764. S
765. S
766. S
767. W|cardenal|mendoza angelus liquor 40 07 diszdobozban|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
768. S
769. S
770. W|cardenal|mendoza angelus original liquor|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
771. W|cardenal|mendoza carta real|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
772. W|cardenal|mendoza carta real|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=771
773. W|cardenal|mendoza carta real|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=771
774. W|cardenal|mendoza carta real|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=771
775. W|cardenal|mendoza carta real|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=771
776. W|cardenal|mendoza carta real|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=771
777. W|cardenal|mendoza carta real 1 pahar riedel snifter|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
778. W|cardenal|mendoza carta real 1 riedel snifter 40|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
779. W|cardenal|mendoza carta real 40 gb|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
780. W|cardenal|mendoza carta real cadou tricou|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
781. W|cardenal|mendoza carta real in gp|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
782. W|cardenal|mendoza carta real sanchez romate spain|es|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
783. W|cardenal|mendoza carta real solera gran reserva|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
784. W|cardenal|mendoza carta real solera gran reserva in gb|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
785. W|cardenal|mendoza clasico solera gran reserva 42|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
786. W|cardenal|mendoza collection solera gran reserva 3|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
787. W|cardenal|mendoza de lujo|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
788. W|cardenal|mendoza de lujo|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=787
789. W|cardenal|mendoza elements edition|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
790. W|cardenal|mendoza estuche de madera con 2 copas|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
791. W|cardenal|mendoza estuche rojo con 2 copas|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
792. W|cardenal|mendoza gift set wsnift|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
793. W|cardenal|mendoza gran reserva|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
794. W|cardenal|mendoza gran reserva|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=793
795. W|cardenal|mendoza gran reserva|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=793
796. W|cardenal|mendoza gran reserva solera|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
797. W|cardenal|mendoza lujo|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
798. W|cardenal|mendoza nebulis|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|cardenal|mendoza nebulis|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=798
800. W|cardenal|mendoza nebulis|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=798
801. W|cardenal|mendoza nebulis|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=798
802. W|cardenal|mendoza nebulis|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=798
803. W|cardenal|mendoza nebulis|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=798
804. W|cardenal|mendoza nebulis 0 40|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
805. W|cardenal|mendoza nebulis 070|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
806. W|cardenal|mendoza nebulis 40|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
807. W|cardenal|mendoza nebulis in gb|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
808. W|cardenal|mendoza nebulis rare cask|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
809. W|cardenal|mendoza non plus ultra|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
810. W|cardenal|mendoza non plus ultra|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=809
811. W|cardenal|mendoza non plus ultra|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=809
812. W|cardenal|mendoza non plus ultra|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=809
813. W|cardenal|mendoza non plus ultra|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=809
814. W|cardenal|mendoza non plus ultra 45|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
815. W|cardenal|mendoza non plus ultra gran reserva|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
816. W|cardenal|mendoza non plus ultra solera gran reserva|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
817. W|cardenal|mendoza romate solera reserva|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
818. W|cardenal|mendoza sohos fino spritz|ar|f|??|mendoza|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
819. W|cardenal|mendoza solera 1 pahar 40|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
820. W|cardenal|mendoza solera 40|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
821. W|cardenal|mendoza solera carta real 40 sgr|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
822. W|cardenal|mendoza solera gran reserva|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
823. W|cardenal|mendoza solera gran reserva|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=822
824. W|cardenal|mendoza solera gran reserva|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=822
825. W|cardenal|mendoza solera gran reserva|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=822
826. W|cardenal|mendoza solera gran reserva 07 40 kartonik|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
827. W|cardenal|mendoza solera gran reserva 1 pahar|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
828. W|cardenal|mendoza solera gran reserva 12 elements cadou|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
829. W|cardenal|mendoza solera gran reserva cadou|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
830. W|cardenal|mendoza solera gran reserva con astuccio|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
831. W|cardenal|mendoza solera gran reserva elements edition|ar|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
832. W|cardenal|mendoza solera gran reserva sanchez romate spain|es|r|??|mendoza|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
833. W|cardenal|mendoza solera gran rva 700 mlt 40|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
834. W|cardenal|mendoza solera nebulis|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
835. W|cardenal|mendoza uno en mil|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
836. W|cardenal|mendoza uno en mil single oak cask|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
837. W|cardenal|palo cortado macharnudo valdespino 30 years|??|f|??|??|??|NV|20|do|encorpado|sobremesas, queijos azuis, foie gras|doce
838. W|cardenal|rodrigo de castro|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
839. W|cardenal|rodrigo de castro|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
840. W|cardenal|rodrigo de castro|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
841. W|cardenal|rodrigo de castro barrica 12 meses|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
842. W|cardenal|rodrigo de castro barrica 7 meses|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
843. W|cardenal|rodrigo de castro mencia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
844. W|cardenal|rodrigo de castro rosado|??|p|??|??|??|2023|12|do|leve|carne vermelha, massas, queijos curados|seco
845. W|cardenas|emersao blend|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
846. W|cardenas|meninas do vinhedo petit verdot|??|r|petit verdot|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
847. W|cardenas|vinho tinto emersao petit verdot|??|r|petit verdot|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
848. W|cardenas|vinho tinto emersao syrah|??|r|syrah|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
849. W|cardenas|vinho tinto meninas do vinhedo ancellotta|??|r|??|??|??|2021|13.5|do|medio|carne vermelha, massas, queijos curados|seco
850. W|cardenas|vinho tinto meninas do vinhedo petit verdot|??|r|petit verdot|??|??|2018|13.5|do|medio|carne vermelha, massas, queijos curados|seco
851. W|cardenas|vinho tinto meninas do vinhedo rebo|??|r|??|??|??|2021|13.5|do|medio|carne vermelha, massas, queijos curados|seco
852. W|cardenau|sparkling colombard 00 cardenau|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
853. W|cardenio|airen|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
854. W|cardenio|greco di tufo amarano 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
855. W|cardenio|macabeo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
856. W|cardenio|tempranillo|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
857. W|cardenxe|sotol de desierto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
858. W|cardenxe|sotol de desierto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
859. W|cardenxe|sotol de desierto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
860. W|cardenxe|sotol de desierto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
861. W|cardenxe|sotol de desierto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
862. W|cardenxe|sotol de la sierra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
863. W|cardenxe|sotol de pradera|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
864. W|cardenxe|sotol de sierra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
865. W|cardenxe|sotol family|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
866. W|cardenxe|sotol la sierra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
867. W|cardenxe|sotol pradera|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|cardet|doc chardonnay|??|w|chardonnay|??|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco
869. W|cardeto|cardeto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
870. W|cardeto|matile pinot grigio blush|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
871. W|cardeto|orvieto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
872. W|cardeto|orvieto classico|??|r|??|??|??|NV|13.5|classico|medio|carne vermelha, massas, queijos curados|seco
873. W|cardeto|pinot grigio|??|w|pinot grigio|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
874. W|cardholder|case rfidblocking black|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
875. W|cardhu|cardhu|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
876. W|cardhu|cardhu|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=875
877. W|cardhu|11 ani special release|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
878. W|cardhu|11 ar 56 speciel release|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
879. W|cardhu|11 ars special release 2020 56|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|cardhu|11 year old|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
881. W|cardhu|11 year old 2020 special release|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
882. W|cardhu|11 year old 2020 special release|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=881
883. W|cardhu|11 year old 2020 special release|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=881
884. W|cardhu|11 year old cask strength 2020 special release|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
885. W|cardhu|11 year old speyside|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
886. W|cardhu|11 year special realease|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
887. W|cardhu|11 years old special release|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
888. W|cardhu|11yo 56|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
889. W|cardhu|11yo special release 2020 56 wf89|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
890. W|cardhu|12|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|cardhu|12|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=890
892. W|cardhu|12|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=890
893. W|cardhu|12|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=890
894. W|cardhu|12|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=890
895. W|cardhu|12 1980s|??|r|??|??|??|1980|13.5|??|medio|carne vermelha, massas, queijos curados|seco
896. W|cardhu|12 1990s|??|r|??|??|??|1990|13.5|??|medio|carne vermelha, massas, queijos curados|seco
897. W|cardhu|12 200 aniversary wine cask|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
898. W|cardhu|12 ani|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
899. W|cardhu|12 ani|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=898
900. W|cardhu|12 ani cu doua pahare|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|cardhu|12 ani editie aniversara 40|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
904. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
905. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
906. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
907. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
908. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
909. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
910. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
911. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
912. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
913. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
914. W|cardhu|12 anos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
915. W|cardhu|12 anos 200th aniversary|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
916. W|cardhu|12 anos antiga|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
917. W|cardhu|12 anos highland|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
918. W|cardhu|12 ans dage|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
919. W|cardhu|12 jahre|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
920. W|cardhu|12 jahre kaufen|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
921. W|cardhu|12 wine cask 200th anniversary|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
922. W|cardhu|12 y|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
923. W|cardhu|12 year|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
924. W|cardhu|12 year old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
925. W|cardhu|12 year old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=924
926. W|cardhu|12 year old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=924
927. W|cardhu|12 year old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=924
928. W|cardhu|12 year old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=924
929. W|cardhu|12 year old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=924
930. W|cardhu|12 year old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=924
931. W|cardhu|12 year old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=924
932. W|cardhu|12 year old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=924
933. W|cardhu|12 year old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=924
934. W|cardhu|12 year old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=924
935. W|cardhu|12 year old 1980s bottling|??|r|??|??|??|1980|13.5|??|medio|carne vermelha, massas, queijos curados|seco
936. X
937. W|cardhu|12 year old 200th anniversary|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
938. W|cardhu|12 year old 40|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
939. W|cardhu|12 year old single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. X
941. W|cardhu|12 years|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
942. W|cardhu|12 years|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=941
943. W|cardhu|12 years|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=941
944. W|cardhu|12 years|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=941
945. W|cardhu|12 years 0 40 gb|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
946. W|cardhu|12 years 07|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|cardhu|12 years 200 anniversary wine cask edition|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. W|cardhu|12 years 200th anniversary 40 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
949. W|cardhu|12 years 40o|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
950. W|cardhu|12 years gb|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
951. X
952. W|cardhu|12 years old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
953. W|cardhu|12 years old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=952
954. W|cardhu|12 years old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=952
955. W|cardhu|12 years old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=952
956. W|cardhu|12 years old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=952
957. W|cardhu|12 years old 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
958. W|cardhu|12 years old 200th anniversary wine cask limited edition|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
959. W|cardhu|12 years old anos 90|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
960. W|cardhu|12 years pure malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
961. W|cardhu|12 years single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
