W|nossa calcario|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional salton paradoxo pinot noir|tinto seco|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional salton paradoxo merlot cab franc marselan|tinto seco|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional salton paradoxo chardonnay|branco seco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional salton lunae|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|nacional salton intenso|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional salton intenso tannat com|com|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional salton intenso|suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional salton intenso|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nacional salton intenso merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional salton intenso cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional salton domenico marselan|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional salton desejo merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional salton clericot lunae|lunae|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional salton|classic trivarietal tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional salton|classic trivar suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional salton|classic tannat tinto|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional salton|classic reserva especial cabernet sauvignontinto seco|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|nacional salton|classic merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional salton campanha marselan tannat|tinto seco|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional salton camapnha tannat|tinto seco|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional salton cabernet|classic tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional|saint germain tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional|saint germain merlot tinto meio seco|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional|saint germain merlot tinto demimeio seco|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional|saint germain merlot m sec|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional|saint germain frisante rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|nacional|saint germain frisante branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional|saint germain cabernet tto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional|saint germain cab suave tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional|saint germain blanc de blancs branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional|saint germain assemblage tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional|saint germain assemblage branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional|rose suave naturelle|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|nacional|rose solidario casa perini|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nacional|rose merlot fausto pizzato|??|p|merlot|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nacional|rose aurora|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nacional quinta morgado|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional quinta morgado|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=700
W|nacional quinta morgado|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=700
W|nacional quinta morgado|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional quinta morgado|tinto bordo suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional quinta morgado|tinto bordo suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=704
W|nacional quinta morgado|tinto bordo meio seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional quinta morgado|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|nacional quinta morgado|rosado suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|nacional quinta morgado|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional quinta moraes bordo|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|nacional quinta dos bacelos seco|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional quinta|do rio grande bordo suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional quinta|do rio grande bordo seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional quinta|do morgado tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional quinta|do morgado tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=714
W|nacional quinta|do morgado seco branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional primo fior|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional primo fior|suave tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional primo fior|suave de mesa tinto pet 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional primo fior seco de mesa|tinto pet 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional primo fior cooprado|suave tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional presidente salton|suave tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional pizzato fausto tannat|tannat|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional pizzato fausto merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional pizzato allume pinot noir|noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional pizzato allume cabernet franc|franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional perico equacao|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional perico basalto|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional pergola|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional pergola|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=729
W|nacional pergola|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=729
W|nacional pergola|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=729
W|nacional pergola|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=729
W|nacional pergola|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional pergola|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=734
W|nacional pergola|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=734
W|nacional pergola|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=734
W|nacional pergola|tinto lata|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional pergola|suave tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional pergola|suave tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=739
W|nacional pergola|suave tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=739
W|nacional pergola seco|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional pergola|rose lata|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nacional pergola c gas|branco suave lata|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional pergola|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional pergola|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=745
W|nacional pergola|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=745
W|nacional pergola|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=745
W|nacional pergola|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional pergola|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=749
W|nacional pergola|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=749
W|nacional pergola 1|tinto suave pet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional pequenas partilhas cabernet franc|tinto seco|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional pequenas partilhas cabernet franc|tinto seco|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=753
W|nacional paso grande reservado malbec|malbec|??|r|malbec|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|nacional paso grande reservado cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|nacional origem merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional o gaucho|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional o gaucho|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional o gaucho|suave cabernet suavignon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional o gaucho|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional o gaucho 25 anos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional naturelle casa valduga|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nacional naturelle casa valduga|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=763
W|nacional naturelle casa valduga|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional naturelle|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional naturelle|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional naturalle casa valduga|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional monte de pinheiros cartuxa|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional monte de pinheiros cartuxa|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=769
W|nacional monte de pinheiros cartuxa|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional monte de pinheiros cartuxa|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=771
W|nacional mioranza|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional mioranza|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=773
W|nacional mioranza|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=773
W|nacional mioranza|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=773
W|nacional mioranza|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional mioranza|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=777
W|nacional mioranza|tinto bordo suave mioranza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional mioranza frisante|suave rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|nacional mioranza frisante|suave branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional mioranza frisante|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|nacional mioranza|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional mioranza|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=783
W|nacional mioranza|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional mioranza|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=785
W|nacional miolo|single vineyard gewurztraminer|??|r|??|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|nacional miolo selecao|tinto seco cabernet sauvignon merlot|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional miolo selecao chardonnay viognier campanha seco|branco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional miolo selecao chardonnay e viognier|viognier|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional miolo selecao carbernet sauvignon tempranillo campanhaseco|rose|??|p|tempranillo|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nacional miolo selecao carbernet sauvignon tempranillo campanha seco|rose|??|p|tempranillo|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nacional miolo selecao carbenet sauvignon tempranillo campanha seco|rose|??|p|tempranillo|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nacional miolo|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|nacional miolo|pinot noir|??|r|pinot noir|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|nacional miolo|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|nacional miolo malbec|tinto seco|??|r|malbec|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|nacional miolo gamay|gamay|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional miolo|cuvee giuseppe chardonnay branco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional miolo|cuvee giuseppe chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional miolo|cuvee giuseppe cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional miolo cabernet sauvignon|tinto seco reserva campanha|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|nacional marcus james tintomerlot|tintomerlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional marcus james tannat|tannat|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional marcus james suavignon blanc|blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional marcus james riesling|riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional marcus james pinotage|pinotage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional marcus james pinot noir|noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional marcus james merlot|tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional marcus james merlot|tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=809
W|nacional marcus james cabernet sauvignon|tinto seco|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional marcus james cabernet sauvignon|tinto|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional marcus james cabernet|cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional marcus james caberne sauvig|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional marcus james cab sauvignon|sauvignon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional marcus james|branco suave riesling serra gaucha|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional marcus james|branco chardonay|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional marcelle pizzato|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional macus james reservado chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|nacional macaw moscato|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional macaw merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional luiz|porto gran reserva syrah tinto|??|f|palomino|??|??|NV|20|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|nacional luiz|porto dom de minas sauvignon blanc|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|nacional luiz|porto dom de minas rose fino|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|nacional luiz|porto dom de minas merlot tinto|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|nacional luiz|porto dom de minas cabernet fran tinto|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|nacional luiz|porto chardonnay branco|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
S
W|nacional liebfraumilch|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional leopoldina chardonnay terroir|branco seco|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|nacional lambrusco dellemilia|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional la vina|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional la vina|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional la vina|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional jurupinga dinalle|branco suave pet|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional jurupinga dinalle|dinalle|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional jundiai|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional juliette|rose seco|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nacional jota pe|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional jota pe|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional jota pe bordo|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional goes bordo|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional girola|tinto de mesa suave bordo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional girola|tinto de mesa seco bordo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional girola|rose de mesa suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|nacional girola mesa|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional girola|branco de mesa suave 4|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional girola|branco de mesa seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional girola|branco de mesa seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=848
W|nacional garibaldi palava seco|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional garibaldi|organico seco tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional garibaldi ancellota seco|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional galiotto|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional galiotto|tinto mesa seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional galiotto niagar|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional galiotto niaga|suave branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional frisante pergola|demisec branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional frisante macaw tropical casa perini|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional frisante dolce vita|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nacional frisant|suave tinto saint germain|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional fracao unica cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional fracao unica cabernet franc|franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional fausto verve|tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|nacional fausto pizzato violette|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional fausto pizzato tannat nervi|nervi|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional fausto pizzato sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional fausto pizzato merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional fausto pizzato marcelle|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|nacional fausto pizzato chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional fausto pizzato allume chardonnay|branco seco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nacional fausto merlot|rose|??|p|merlot|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nacional fausto merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional fausto cabernet sauvignon|tinto seco|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional fausto cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nacional faroni lopez|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nacional espumante san martin moscatel|rose|??|s|chardonnay, pinot noir|??|??|NV|13.5|??|leve|aperitivos, frutos do mar, canapes|brut
W|nacional espumante san martin moscatel|moscatel|??|s|chardonnay, pinot noir|??|??|NV|13.5|??|leve|aperitivos, frutos do mar, canapes|brut
W|nacional espumante san martin demi sec|sec|??|s|chardonnay, pinot noir|??|??|NV|13.5|??|leve|aperitivos, frutos do mar, canapes|brut
W|nacional espumante casa valduga naturelle moscatel|moscatel|??|s|chardonnay, pinot noir|??|??|NV|13.5|??|leve|aperitivos, frutos do mar, canapes|brut
W|nacional espumante casa valduga 130 anos|brut rose|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|nacional donnatella|prosecco demi sec|??|s|glera|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|nacional donnatella|prosecco branco|??|s|glera|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
