W|rapariga da quinta colheita seleccionada|seleccionada|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta|do ataide douro tinto|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta|do ataide block 63 tinto 2008|??|r|??|??|??|2008|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta|do ataide biologico tinto 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta|do arcosso rose bastardo 2023|??|p|??|??|??|2023|12.5|??|medio|saladas, sushi, petiscos|seco
W|quinta|do ameal vinho verde doc loureiro branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta|do ameal special harvest branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta|do ameal solo unico branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta|do ameal solo unico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta|do ameal reserva loureiro|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta|do ameal reserva branco 2023|??|w|??|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta|do ameal reserva branco 2022|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta|do ameal reserva branco|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta|do ameal loureiro branco 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta|do ameal loureiro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta|do ameal escolha reserva branco|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta|do ameal classico loureiro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta|do ameal bico amarelo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta|do alem tanha quinta dos avidagos tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de vale veados|veados|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de valbom|tinto 2013|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de sao jose touriga nacional|tinto 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de sao joao batista|special selection|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de sao bernardo carlota|tinto 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de santiago vinha|do chapim branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de santiago|rose 2023|??|p|??|??|??|2023|12.5|??|medio|saladas, sushi, petiscos|seco
W|quinta de santiago na anfora|do rocim branco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de santiago alvarinho|branco 2022|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta de santiago alvarinho loureiro|branco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de santa cristina colheita tardia 0|0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de san michel malvarinto de janas|branco 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de saes|tinto 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de saes|tinto 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de saes altitude field|blend vinhas velhas tinto 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de s bernardo|branco 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de pancas|reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta de napoles|tinto 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de la rosa|tinto 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de la rosa gouveio|branco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de la rosa|branco 0|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de foz de arouce vinhas velhas de santa maria|maria|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de foz de arouce|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de foz de arouce|branco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de foz de arouce|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de foz arouce vinhas velhas santa maria|2017 tinto 0|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de ervamoira|tinto 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de cidro|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de chocapalha|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de chocapalha|2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de camarate|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de camarate|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de camarate|camarate|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bonsventos|tinto demisec lisboa portugal garrafa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bonsventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bonsventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=707
W|quinta de bonsventos|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|quinta de bonsventos|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de bons ventos verde|verde|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bons ventos|tinto 1x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bons ventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bons ventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=713
W|quinta de bons ventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=713
W|quinta de bons ventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=713
W|quinta de bons ventos superior|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bons ventos|rose 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|quinta de bons ventos|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|quinta de bons ventos|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=719
W|quinta de bons ventos|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=719
W|quinta de bons ventos|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=719
W|quinta de bons ventos|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=719
W|quinta de bons ventos magnum|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bons ventos fresh|rose 1x|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|quinta de bons ventos fresh|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|quinta de bons ventos fresh|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de bons ventos fresh|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=727
W|quinta de bons ventos fresh bco 1x|1x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bons ventos fresh|2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bons ventos|douro tinto|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bons ventos|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de bons ventos|branco branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de bons ventos|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de bons ventos|branco 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de bons ventos|branco 1x|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de bons ventos|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de bons ventos|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=737
W|quinta de bons ventos|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=737
W|quinta de bons ventos|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=737
W|quinta de bons ventos|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=737
W|quinta de bons ventos 750ml|750ml|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bons ventos 750ml|750ml|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=742
W|quinta de bons ventos|ventos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de bons ventos|ventos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=744
W|quinta de bons ventos|ventos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=744
W|quinta de bons ventos|ventos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=744
W|quinta de bons ventos|ventos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=744
W|quinta de bons ventos|ventos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=744
W|quinta de balao alvarinho|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de azevedo torre grande escolha|branco 2022|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|quinta de azevedo loureiro escolha|branco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de azevedo honra|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta de arcosso|tinto 2021|??|r|??|??|??|2021|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta de arcosso grande|branco 2022|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta de arcosso colheita tardia|2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de adorigo|tinto 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta de adorigo|branco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das tecedeiras rupis|tinto 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das tecedeiras|tinto 2021|??|r|??|??|??|2021|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta das setencostas|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das setencostas alenquer|doc 2019 tinto portugal|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das setencostas alenquer|doc 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das setencostas|setencostas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das setencostas|setencostas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=764
W|quinta das setencostas|setencostas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=764
W|quinta das primas|tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta das murcas vv47|vv47|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das murcas|reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta das murcas minas|2016|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das murcas minas|minas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das murcas margem|margem|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das marias out of the bottle encruzado|branco 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das marias crudus|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das carvalhas vinhas velhas|tinto 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das carvalhas vinhas velhas|branco 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das carvalhas tinta francisca|tinto 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das carvalhas|tinto 2022|??|r|??|??|??|2022|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta das caldas|caldas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das caldas|caldas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=779
W|quinta das brolhas touriga nacional|tinto 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das brolhas|tinto x 3 conjunto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta das brolhas|tinto 2019|??|r|??|??|??|2019|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta das brolhas|tinto 2017|??|r|??|??|??|2017|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta das brolhas|tinto 2016|??|r|??|??|??|2016|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta das brolhas|tinto 2015|??|r|??|??|??|2015|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta das brolhas|fusion vii touriga nacional tinto conjunto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta das brolhas grande escolha|tinto 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das brolhas grande escolha|tinto 2016|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das brolhas fusion vii|tinto 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das brolhas colheita|tinto 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das brolhas colheita|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das bageiras|tinto 2022|??|r|??|??|??|2022|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta das bageiras|tinto 2022|??|r|??|??|??|2022|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=793
W|quinta das bageiras|tinto 2021|??|r|??|??|??|2021|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta das bageiras|branco 2023|??|w|??|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta das bageiras|branco 2023|??|w|??|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=796
W|quinta das bageiras|branco 2022|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta das bageiras|branco 2020|??|w|??|??|??|2020|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta das bageiras pai abel|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das bageiras garrafeira|tinto 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das bageiras garrafeira|tinto 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=801
W|quinta das bageiras garrafeira|tinto 2019 caixa madeira 3 garrafas|??|f|palomino|??|??|2019|13.5|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|quinta das bageiras garrafeira|tinto 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das bageiras garrafeira|tinto 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das bageiras garrafeira|tinto 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=805
W|quinta das bageiras garrafeira|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das bageiras garrafeira|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=807
W|quinta das bageiras colheita|tinto 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das bageiras colheita|branco 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das bageiras colheita|branco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das bageiras colheita|2012 tinto|??|r|??|??|??|2012|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das bageiras colheita|2002 tinto|??|r|??|??|??|2002|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das bageiras cercial|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das bageiras cercial|branco 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das bageiras|branco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das bageiras avo fausto|tinto 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das bageiras avo fausto|tinto 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=817
W|quinta das bageiras avo fausto|tinto 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das bageiras avo fausto|branco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das bageiras avo fausto|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das bageiras avo fausto|branco 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das bageiras avo fausto|branco 2017|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta das amoras|blend tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta das amoras|blend rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|quinta da vicosa|vicosa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da tor algibre grande|tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta da terrugem|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da terrugem|terrugem|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da sardonia|sardonia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da romaneira touriga nacional|tinto 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da romaneira touriga franca|franca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da romaneira syrah apontador|apontador|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da romaneira|tinto 2019|??|r|??|??|??|2019|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta da romaneira|branco 2023|??|w|??|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta da romaneira fine|white port|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta da romaneira|douro touriga nacional|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da romaneira dona clara|tinto 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da rede|branco|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta da raza vinha de lamelas|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta da raza avesso|branco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta da perdonda talhoes|tinto 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da perdonda 1o talhao|tinto 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da pellada primus|branco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta da pellada carrocel|tinto 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da pedra escrita|tinto 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da pedra escrita|tinto 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da pedra escrita|branco 2022|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta da pedra escrita|branco 2022|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=848
W|quinta da pedra escrita|branco 2021|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|quinta da pedra escrita|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta da pedra escrita|escrita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da pedra cavada|douro 2023 tinto portugal|pt|s|chardonnay, pinot noir|douro|??|2023|12|DOC|medio|aperitivos, frutos do mar, canapes|brut
W|quinta da pedra cavada|douro 2023 branco portugal|pt|s|chardonnay, pinot noir|douro|??|2023|12|DOC|medio|aperitivos, frutos do mar, canapes|brut
W|quinta da pedra cavada|branco|??|s|chardonnay, pinot noir|??|??|NV|12|Reserva|medio|aperitivos, frutos do mar, canapes|brut
W|quinta da palmirinha|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|quinta da pacheca raizes velhas|reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|quinta da pacheca|porto|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|quinta da pacheca colheita|colheita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da orada corte iv|iv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve vinhas velhas cabernet sauvignon safra|2020|??|r|cabernet sauvignon|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve vinhas velhas cabernet sauvignon double magnum|magnum|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve vinhas velhas caber|caber|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve sangiovese|sangiovese|??|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve sangioves|sangioves|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve rosa da neve|rose seco|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|quinta da neve rosa da neve|rose demisec|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|quinta da neve rosa da neve|neve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve pinot noir|cuvee de safras|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve pinot noir|noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve montepulciano|2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve malbec corte|cuvee de safras lote i|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve lomba seca|cuvee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve leao baio|baio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve cabernet sauvignon vinhas velhas|2020|??|r|cabernet sauvignon|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|quinta da neve alvarinho|2024|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
