W|tenuta moraria|maremma toscana doc 2021|it|r|??|toscana|??|2021|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta il|canovino valpolicella ripasso 1 magnum doc classico superiore 2015|it|r|??|valpolicella|??|2015|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta il|canovino terra mia veronese rosso igt 2018|??|r|??|??|??|2018|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta il|canovino terra mia veronese bianco igt 2019|??|w|??|??|??|2019|12.5|igt|medio|peixes; frutos do mar; saladas|seco
W|tenuta il|canovino soave classico doc 2017|it|r|??|??|??|2017|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta il|canovino riccardo v terra mia corvena veronese rosso igt 2017|??|r|??|??|??|2017|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta il|canovino recioto delle valpolicella classico docg 2015|it|d|??|valpolicella|valpolicella classico|2015|13|docg|encorpado|sobremesas; queijos azuis|seco
W|tenuta il|canovino prosecco extra dry doc|it|s|??|??|??|NV|12|doc|leve|aperitivos; canapes; frutos do mar|extra dry
W|tenuta il|canovino pinot grigio delle venezie igt 2019|it|w|pinot grigio|delle venezie|delle venezie|2019|12.5|igt|medio|peixes; frutos do mar; saladas|seco
W|tenuta il|canovino amarone della valpolicella docg 2017|it|r|??|valpolicella|??|2017|15|docg|encorpado|carne vermelha; massas; queijo|seco
W|tenuta il|canovino amarone della valpolicella classico riserva docg 2015|it|r|??|valpolicella|valpolicella classico|2015|15|docg|encorpado|carne vermelha; massas; queijo|seco
W|tenuta il|canovino amarone della valpolicella classico riserva docg 2013|it|r|??|valpolicella|valpolicella classico|2013|15|docg|encorpado|carne vermelha; massas; queijo|seco
W|tenuta il|canovino amarone della valpolicella classico riserva docg 2012|it|r|??|valpolicella|valpolicella classico|2012|15|docg|encorpado|carne vermelha; massas; queijo|seco
W|tenuta il|canovino amarone della valpolicella classico riserva docg 2011|it|r|??|valpolicella|valpolicella classico|2011|15|docg|encorpado|carne vermelha; massas; queijo|seco
W|tenuta il|canovino amarone della valpolicella classico docg 2013|it|r|??|valpolicella|valpolicella classico|2013|15|docg|encorpado|carne vermelha; massas; queijo|seco
W|tenuta il|canovino|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|bosco rose oltrenero cruase|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tenuta il|bosco pinot nero poggio pelato 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|bosco pinot nero poggio pelato 2017|??|r|??|??|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta il|borro il borro toscana igt|it|r|??|toscana|??|NV|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta ii|cascinone 201718|??|r|??|??|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta ibidini|nero davola sicilia doc|it|r|??|sicilia|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta ibidini|nero davola|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta ibidini|insolia sicilia igt|it|r|??|sicilia|??|NV|13|igt|medio|carne vermelha; massas; queijo|seco
W|tenuta iacovazzo|primatem|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta iacovazzo|nettare duva|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta iacovazzo|lassolo|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta i|gelsi casello doc aglianico del vulture rouge 2019|it|r|aglianico|vulture|vulture|2019|14|doc|encorpado|carne vermelha; massas; queijo|seco
=823
=823
=823
W|tenuta i|gelsi|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta i|fauri vigna santa cecilia montepulciano dabruzzo doc riserva 2018|??|r|montepulciano|??|??|2018|14|doc|encorpado|carne vermelha; massas; queijo|seco
W|tenuta i|fauri pecorino 2024|??|w|pecorino|??|??|2024|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta i|fauri pecorino 2023|??|w|pecorino|??|??|2023|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta i|fauri pecorino|??|w|pecorino|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta i|fauri passerina 2024|??|w|??|??|??|2024|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta i|fauri montepulciano ottobre rosso 2024|??|r|montepulciano|??|??|2024|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta i|fauri montepulciano d abruzzo 2022 bio|??|r|montepulciano|??|??|2022|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta i|fauri le belle petnat|it|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta i|fauri colline teatine igt passerina 2024|??|w|??|??|??|2024|12.5|igt|medio|peixes; frutos do mar; saladas|seco
W|tenuta i|fauri cersuola dabruzzo|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta i|fauri baldovino trebbiano dabruzzo doc|??|w|trebbiano|??|??|NV|12.5|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta i|fauri baldovino cerasuolo dabruzzo doc|??|r|??|??|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta i|fauri 24 passerina colline teatine 2024|??|w|??|??|??|2024|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta i|fauri 24 baldovino cerasuolo dabruzzo rose 2024|??|p|??|??|??|2024|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tenuta i|fauri 23 pecorino abruzzo 2023|??|w|pecorino|??|??|2023|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta i|fauri 22 ottobre rosso montepulciano dabruzzo 2022|??|r|montepulciano|??|??|2022|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta hortense|fratini bolgheri superiore doc|??|r|??|??|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta hans|rottensteiner kitz vigneti delle dolomiti bianco 2022|??|w|??|??|??|2022|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta guidalberto|075|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta gugi|valpolicella ripasso superiore docg 2017|it|r|??|valpolicella|??|2017|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta gugi|campo piano valpolicella ripasso superiore 2018|it|r|??|valpolicella|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta gugi|campo piano rose 2020|??|p|??|??|??|2020|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tenuta gugi|campo piano garganega chardonnay 2021|??|w|chardonnay, garganega|??|??|2021|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta gugi|campo piano amarone della valpolicella 2017|it|r|??|valpolicella|??|2017|15|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta guardasole|boca organic 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso vermentino doc 2024|??|w|vermentino|??|??|2024|12.5|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado|al tasso vermentino bolgheri doc 2024|??|w|vermentino|??|??|2024|12.5|doc|medio|peixes; frutos do mar; saladas|seco
=854
=854
=854
W|tenuta guado|al tasso vermentino bolgheri doc|??|w|vermentino|??|??|NV|12.5|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado|al tasso vermentino bolgheri 2019|??|w|vermentino|??|??|2019|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado|al tasso scalabrone rosato bolgheri 2021|??|p|??|??|??|2021|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tenuta guado|al tasso scalabrone rosato|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tenuta guado|al tasso scalabrone|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso san walfredo 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso matarocchio bolgheri superiore|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso matarocchio 2015|??|r|??|??|??|2015|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso marchesi antinori bolgheri rosso doc il bruciato 2024|??|r|??|??|??|2024|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso il bruciato doc 2022|??|r|??|??|??|2022|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso il bruciato doc 2020|??|r|??|??|??|2020|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso il bruciato bolgheri toscana 2021|it|r|??|toscana|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso il bruciato bolgheri 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso il bruciato bolgheri|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=871
W|tenuta guado|al tasso il bruciato|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=873
W|tenuta guado|al tasso guado al tasso bolgheri superiore 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso guado al tasso 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso estate scalabrone bolgheri rosato doc 2020|??|p|??|??|??|2020|12.5|doc|leve|petiscos; saladas; comida asiatica|seco
=877
=877
W|tenuta guado|al tasso estate san walfredo 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
=880
=880
W|tenuta guado|al tasso estate il bruciato bolgheri doc 2023|??|r|??|??|??|2023|13|doc|medio|carne vermelha; massas; queijo|seco
=883
=883
W|tenuta guado|al tasso estate ii bruciato bolgheri doc 2019|??|r|??|??|??|2019|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso estate guado al tasso bolgheri superiore doc 2021|??|r|??|??|??|2021|13|doc|medio|carne vermelha; massas; queijo|seco
=887
=887
X
=890
=890
W|tenuta guado|al tasso estate contugo doc 2020|??|r|??|??|??|2020|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso estate cont ugo doc 2022|??|r|??|??|??|2022|13|doc|medio|carne vermelha; massas; queijo|seco
=894
=894
W|tenuta guado|al tasso doc 2022|??|r|??|??|??|2022|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso doc 2020|??|r|??|??|??|2020|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso doc 2011|??|r|??|??|??|2011|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso doc 2009|??|r|??|??|??|2009|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso doc 2008|??|r|??|??|??|2008|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso contugo rosso doc 2022|??|r|??|??|??|2022|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso contugo bolgheri rosso 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso contugo bolgheri doc 2022|??|r|??|??|??|2022|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso contugo bolgheri 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso contugo bolgheri 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso contugo bolgheri 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso contugo bolgheri|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso contugo|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso bolgheri vermentino 2020|??|w|vermentino|??|??|2020|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado|al tasso bolgheri superiore 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
=911
W|tenuta guado|al tasso bolgheri superiore 2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso bolgheri superiore 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso bolgheri superiore 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
=915
=915
W|tenuta guado|al tasso bolgheri superiore 2017|??|r|??|??|??|2017|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso bolgheri superiore|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=919
W|tenuta guado|al tasso bolgheri il bruciato 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso bolgheri il bruciato|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso antinori il bruciato bolgheri cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso antinori bolgheri superiore doc|??|r|??|??|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
=924
=924
=924
W|tenuta guado|al tasso antinori bolgheri doc superiore|??|r|??|??|??|NV|13|doc|medio|carne vermelha; massas; queijo|seco
=928
W|tenuta guado|al tasso antinori|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso 2022|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso 2021|??|r|??|??|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al tasso 2015|??|r|??|??|??|2015|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta guado|al ss vermentino bolgheri|??|w|vermentino|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado|al ss vermentino|??|w|vermentino|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta grimani|traminer aromatico|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=936
W|tenuta grimani|traminer 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta grimani|soave farinaldo 2024|it|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
=939
=939
W|tenuta grimani|pinot nero 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
=942
=942
W|tenuta grimani|pinot grigio della venezie 2024|??|w|pinot grigio|??|??|2024|12.5|??|medio|peixes; frutos do mar; saladas|seco
=945
=945
W|tenuta grimani|le macete garganega|??|w|garganega|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
=948
W|tenuta grillo|solleone 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta grillo|solleone 2014|??|r|??|??|??|2014|13|??|medio|carne vermelha; massas; queijo|seco
=951
W|tenuta grillo|pratoascuitto dolcetto 2007|??|r|??|??|??|2007|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta grillo|pratoasciutto 2007|??|r|??|??|??|2007|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta grillo|pratoasciutto 2006|??|r|??|??|??|2006|13|??|medio|carne vermelha; massas; queijo|seco
=955
W|tenuta grillo|pratoasciutto 2005|??|r|??|??|??|2005|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta grillo|pecoranera 2005|??|r|??|??|??|2005|13|??|medio|carne vermelha; massas; queijo|seco
=958
=958
=958
W|tenuta grillo|igiea|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=962
W|tenuta grillo|igea 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta grillo|baccabianca 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
=965
W|tenuta grillo|baccabianca 2012|??|r|??|??|??|2012|13|??|medio|carne vermelha; massas; queijo|seco
=967
X
=969
W|tenuta greppone|mazzi brunello di montalcino docg|??|r|??|??|??|NV|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondisanti rosso 2015|??|r|??|??|??|2015|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondisanti brunello di montalcino riserva 2006|??|r|??|??|??|2006|13|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondisanti brunello di montalcino riserva 2004|??|r|??|??|??|2004|13|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondisanti brunello di montalcino riserva 1998|??|r|??|??|??|1998|13|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondisanti brunello di montalcino riserva 1997|??|r|??|??|??|1997|13|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondisanti brunello di montalcino docg|??|r|??|??|??|NV|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondisanti brunello di montalcino 2006|??|r|??|??|??|2006|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondisanti brunello di montalcino 2004|??|r|??|??|??|2004|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondi santi brunello di montalcino riserva 2013|??|r|??|??|??|2013|13|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondi santi brunello di montalcino docg 2010|??|r|??|??|??|2010|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondi santi brunello di montalcino docg 2008|??|r|??|??|??|2008|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondi santi brunello di montalcino docg 2006|??|r|??|??|??|2006|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondi santi brunello di montalcino docg 2000|??|r|??|??|??|2000|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondi santi brunello di montalcino docg 1997|??|r|??|??|??|1997|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondi santi brunello di montalcino docg 1982|??|r|??|??|??|1982|13|docg|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondi santi brunello di montalcino 2016 magnum da 1 cassa legno|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondi santi brunello di montalcino 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondi santi brunello di montalcino 2015|??|r|??|??|??|2015|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta greppo|biondi santi brunello di montalcino 2013|??|r|??|??|??|2013|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta gracciano|della seta vino nobile di montepulciano 2020|??|r|montepulciano|??|??|2020|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta gracciano|della seta 2019 rosso di montepulciano|??|r|montepulciano|??|??|2019|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tenuta gorghi|tondi sicilia sicilia nero davola coste a preola 2022|it|r|??|sicilia|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta gorghi|tondi sicilia sicilia coste a preola grillo bl 2022|it|r|??|sicilia|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tenuta gorghi|tondi igp terre siciliane rosa dei venti nerello mascalese 2024|it|r|??|??|??|2024|13|igp|medio|carne vermelha; massas; queijo|seco
W|tenuta gorghi|tondi igp terre siciliane rosa dei venti nerello mascalese|it|r|??|??|??|NV|13|igp|medio|carne vermelha; massas; queijo|seco
W|tenuta gorghi|tondi doc sicilia midor cataratto 2021|it|w|??|sicilia|??|2021|12.5|doc|medio|peixes; frutos do mar; saladas|seco
=997
W|tenuta gorghi|tondi doc sicilia meridiano 12 zibibbo 2020|it|r|??|sicilia|??|2020|13|doc|medio|carne vermelha; massas; queijo|seco
W|tenuta gorghi|tondi doc sicilia kheire riserva grillo 2023|it|r|??|sicilia|??|2023|13|doc|encorpado|carne vermelha; massas; queijo|seco
