W|damarino|damarino|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cannubi riserva 1752 3 cs 2016|it|r|??|??|??|2016|13.5|RISERVA|encorpado|carne vermelha, queijo|seco|=714
W|damilano|barolo cannubi riserva 1752 3 cs 2017|it|r|??|??|??|2017|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cerequio|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cerequio 2013|it|r|??|??|??|2013|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cerequio 2015|it|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cerequio 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cerequio 2017|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cerequio 2017|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco|=721
W|damilano|barolo cerequio 2017|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco|=721
W|damilano|barolo cerequio 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cerequio 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=724
W|damilano|barolo cerequio 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cerequio 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=726
W|damilano|barolo cerequio 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=726
W|damilano|barolo cerequio 6 cs 2017|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo cerequio docg 2012|it|r|??|??|??|2012|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo chinato|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo del comune di serralunga dalba 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg brunate|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg brunate 2020|it|r|??|??|??|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg cannubi|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg cannubi|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=735
W|damilano|barolo docg cannubi 2020|it|r|??|??|??|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg cannubi riserva 1752|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg carequio|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg cerequio|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg cerequio 2020|it|r|??|??|??|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg del comune di serralunga dalba|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg del comune di serralunga dalba 2020|it|r|??|??|??|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg lecinquevigne|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg lecinquevigne|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=744
W|damilano|barolo docg lecinquevigne 2016|it|r|??|??|??|2016|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg lecinquevigne 2020|it|r|??|??|??|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg lecinquevigne 2021|it|r|??|??|??|2021|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg liste 2018|it|r|??|??|??|2018|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo docg raviole 2020|it|r|??|??|??|2020|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo double magnum 1979|it|r|??|??|??|1979|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecin docg 2019|it|r|??|??|??|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecin riserva docg 2003|it|r|??|??|??|2003|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinguevigne|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinguevigne 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinquevigne|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinquevigne|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=756
W|damilano|barolo lecinquevigne|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=756
W|damilano|barolo lecinquevigne|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=756
W|damilano|barolo lecinquevigne|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=756
W|damilano|barolo lecinquevigne|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=756
W|damilano|barolo lecinquevigne|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=756
W|damilano|barolo lecinquevigne|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=756
W|damilano|barolo lecinquevigne 2004|it|r|??|??|??|2004|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinquevigne 2009|it|r|??|??|??|2009|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinquevigne 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinquevigne 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco|=766
W|damilano|barolo lecinquevigne 2018|it|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinquevigne 2018|it|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco|=768
W|damilano|barolo lecinquevigne 2018|it|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco|=768
W|damilano|barolo lecinquevigne 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinquevigne 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinquevigne 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=772
W|damilano|barolo lecinquevigne 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinquevigne 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=774
W|damilano|barolo lecinquevigne 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=774
W|damilano|barolo lecinquevigne 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=774
W|damilano|barolo lecinquevigne 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=774
W|damilano|barolo lecinquevigne 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=774
W|damilano|barolo lecinquevigne 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=774
W|damilano|barolo lecinquevigne 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=774
W|damilano|barolo lecinquevigne halfbottle 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinquevigne piedmont italy|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo lecinquevigne piedmont italy|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=783
W|damilano|barolo liste|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo liste 2015|it|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo liste 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo liste 2017|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo liste 2018|it|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo liste 2018|it|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco|=789
W|damilano|barolo liste 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo liste 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=791
W|damilano|barolo liste 6 cs|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo liste 6 cs 2017|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo liste docg|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|barolo raviole 2015|it|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo raviole 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo raviole 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco|=797
W|damilano|barolo raviole 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco|=797
W|damilano|barolo raviole 2017|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo raviole 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo raviole 2019|it|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=801
W|damilano|barolo raviole 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo raviole 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=803
W|damilano|barolo raviole 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=803
W|damilano|barolo raviole 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo raviole 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=806
W|damilano|barolo raviole 2021|it|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=806
W|damilano|barolo riserva 1999|it|r|??|??|??|1999|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
W|damilano|barolo riserva 2000|it|r|??|??|??|2000|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
W|damilano|barolo riserva cannubi 1752 2016|it|r|??|??|??|2016|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
W|damilano|barolo serralunga dalba|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|barolo serralunga dalba|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=812
W|damilano|barolo special tasting set 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|brunate 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|brunate barolo 2006|it|r|??|??|??|2006|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|brunate barolo 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|brunate barolo 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco|=817
W|damilano|cannubi 1752 barolo riserva docg italy 2016|it|r|??|??|??|2016|13.5|RISERVA|encorpado|carne vermelha, queijo|seco
W|damilano|cannubi 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|cannubi barolo|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|cannubi barolo 2011|it|r|??|??|??|2011|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|cannubi barolo 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|cannubi barolo 2017|it|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|cannubi barolo docg 2018|it|r|??|??|??|2018|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|cannubi barolo docg 2019|it|r|??|??|??|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|cannubi barolo docg italy 2019|it|r|??|??|??|2019|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|canubi barolo|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|canubi barolo|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=828
W|damilano|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|damilano|chardonnay 6 cs 2020|fr|w|chardonnay|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|damilano|lablu barbera dalba|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|langhe arneis|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|langhe arneis|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=833
W|damilano|langhe arneis 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|langhe arneis 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|langhe arneis 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|langhe arneis 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|langhe arneis bianco|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|damilano|langhe arneis bianco|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=839
W|damilano|langhe chardonnay gd|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|damilano|langhe chardonnay gd 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|damilano|langhe chardonnay gd 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|damilano|langhe chardonnay gd 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=843
W|damilano|langhe doc arneis|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damilano|langhe doc arneis 2022|fr|r|??|??|??|2022|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damilano|langhe doc chardonnay gd 2022|fr|w|chardonnay|??|??|2022|12.5|DOC|medio|peixe, frutos do mar|seco
W|damilano|langhe doc dolcetto 2024|fr|r|dolcetto|??|??|2024|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damilano|langhe doc nebbiolo marghe 2023|it|r|nebbiolo|??|??|2023|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damilano|langhe marghe|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|langhe nebbiolo doc marghe|it|r|nebbiolo|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damilano|langhe nebbiolo marghe|it|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|langhe nebbiolo marghe|it|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=852
W|damilano|langhe nebbiolo marghe 2023|it|r|nebbiolo|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|lecinquevigne|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|lecinquevigne 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|lecinquevigne barolo|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|lecinquevigne barolo|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=857
W|damilano|lecinquevigne barolo|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=857
W|damilano|lecinquevigne barolo|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=857
W|damilano|lecinquevigne barolo 2020|it|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|liste 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|liste barolo 2016|it|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|liste barolo docg italy|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|marghe langhe doc nebbiolo 2021|it|r|nebbiolo|??|??|2021|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damilano|marghe langhe nebbiolo 2022|it|r|nebbiolo|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|marghe nebbiolo dalba 2022 half case|it|r|nebbiolo|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|marghe nebbiolo langhe doc|it|r|nebbiolo|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damilano|metodo classico brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|damilano|metodo classico millesimato extra brut 2019|fr|s|??|??|??|2019|12|??|medio|aperitivos, frutos do mar|extra brut
W|damilano|moscato d asti|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|moscato dasti 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|moscato dasti 2025|fr|r|??|??|??|2025|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|moscato dasti docg|fr|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|moscato dasti docg|fr|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco|=874
W|damilano|moscato dasti docg 2022|fr|r|??|??|??|2022|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damilano|nebbiolo delle langhe 1977|it|r|nebbiolo|??|??|1977|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|nebbiolo langhe|it|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|nebbiolo langhe doc nebbiolo 2021 vino rosso|it|r|nebbiolo|??|??|2021|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damilano|nebbiolo langhe marghe 2023|it|r|nebbiolo|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|nebbiolo marghe doc 2017|it|r|nebbiolo|??|??|2017|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damilano|nebbiolo marghe doc 2020|it|r|nebbiolo|??|??|2020|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|damilano|nebbiolo secco 1974|it|r|nebbiolo|??|??|1974|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|vino rosato|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|damilano|zero sette barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damilano|zero sette barbera dasti docg 2022|it|r|barbera|??|??|2022|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damina pinot|grigio veneto 12|it|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|daminalo barolo|cannubi docg|it|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|damine faiveley|nuitssaintgerges premier cru 2023 france|fr|r|??|??|??|2023|13.5|PREMIER CRU|encorpado|carne vermelha, queijo|seco
W|damjanic clemente|2011|fr|r|??|??|??|2011|13.5|??|encorpado|carne vermelha, queijo|seco
W|damjanic clemente|2012|fr|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|damjanic clemente|bijelo|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damjanic clemente|blanc 075|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|damjanic clemente|crno 075|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damjanic clemente|crveno|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damjanic malvazija|malvazija|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damjanic malvazija|istarska 075|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damjanic malvazija|istarska 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|damjanic muskat|zuti|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damla formlu|terrazzo tepsi|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damla islts|gumus kolye|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damla kehribar|tespih|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damla model|epoksi dalga efektli dograma sunum tahtas|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damla puha|karamell gdinnyetroptt 90g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damla puha|karamell gyummix izu tt 90g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damla sakizli|turk kahvesi|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm cerveza|de navidad|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm daura|daura|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm estrella|estrella|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm estrella|alkoholfri glutenfri|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm inedit|inedit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm inedit|inedit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=911
W|damm inedit|inedit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=911
W|damm lemon|lemon|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm lemon|lemon|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=914
W|damm lemon|033 32|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm lemon|32 keg order on request|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm lemon|34vol can|fr|r|??|??|??|NV|34|??|encorpado|carne vermelha, queijo|seco
W|damm lemon|34vol can|fr|r|??|??|??|NV|34|??|encorpado|carne vermelha, queijo|seco|=918
W|damm lemon|botella|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm lemon|cerveza limon 32|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm lemon|l og citron 23 alk|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm lemon|limon clara mediterranea six pack|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm lemon|limon clara mediterranea six pack|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=923
W|damm limon|clara mediterranea x 24 botellas|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damm limon|clara mediterranea x 24 botellas|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=925
W|damm malquerida|malquerida|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damman rooibos|rooibos|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damman rooibos|carrot cake|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damman te|bianco passion de fleurs|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|damman te|nero 4 frutti rossi|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damman te|nero breakfast|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damman te|nero caramello|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damman te|nero coquelicot gourmand|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damman te|nero pomme damour|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damman te|nero vaniglia|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damman te|oolong caramel au beurre sale|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damman te|verde bali|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damman te|verde miss dammann|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|damman tisane|camomille|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann breakfast|thee 24 stuks|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann carcadet|nuit dete thee 24 stuks|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann earl|grey yin zhen thee 24 stuks|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann freres|freres|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann freres|dammann tin spherical infuser|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann freres|eiffel tower spherical infuser|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann jasmijn|thee 24 stuks|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann kamille|thee 21 stuks|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann kruidenthee|pepermunt 24 st|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann miss|thee 24 stuks|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann munt|thee 24 stuks|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann porcelan|teas kaves bogre|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann thee|loriental 24 stuks|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann thee|merveilles 24 stuks|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dammann thee|rooiboscitr stuks|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
