W|fratelli bortolin|bortolin|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcoffret|6 bouteilles pagodes de cos 2011cos destournel 2008en6 bottles box set pagodes de cos 2011cos destournel 2008|fr|r|??|??|??|2008|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcolor|2 pcs kids shin pads football guards sports soccer toddler child|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcolor|20 pcs soccer cones flexible agility cones disc cones training cones for sports training football and basketball practice equipment|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcolor 2pcs|soccer training cones for drills small traffic cones for soccer practice football cones for agility cones for basketball drills pe equipment for elementary school|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcolor agility|cones football equipment|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|1989bouteille 10encos destournel 1989bottle 1|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|1998magnum 11encos destournel 1998magnum 1|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2000magnum 1 x 1encos destournel 2000magnum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2003magnum 11encos destournel 2003magnum 1|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2005bouteille 10encos destournel 2005bottle 1|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2008caisse de 3 bouteilles 30encos destournel 2008case of 3 bottles 3|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2008magnum 1 x 1encos destournel 2008magnum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2009bouteille 10encos destournel 2009bottle 1|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2010caisse de 3 bouteilles 30encos destournel 2010case of 3 bottles 3|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2010double magnum encos destournel 2010double magnum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2010magnum 1 x 1encos destournel 2010magnum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2010magnum 11encos destournel 2010magnum 1|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2011caisse de 3 bouteilles 3 x 0encos destournel 2011case of 3 bottles|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2012bouteille encos destournel 2012bottle|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2012caisse de 3 bouteilles 3 x 0encos destournel 2012case of 3 bottles|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2012caisse de 6 bouteilles encos destournel 2012case of 6 bottles|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2012double magnum encos destournel 2012double magnum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2012magnum 1 x 1encos destournel 2012magnum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2012salmanazar encos destournel 2012salmanazar|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2013bouteille encos destournel 2013bottle|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2013caisse de 6 bouteilles encos destournel 2013case of 6 bottles|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2014caisse de 6 bouteilles encos destournel 2014case of 6 bottles|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2015caisse de 6 bouteilles encos destournel 2015case of 6 bottles|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2015jeroboam encos destournel 2015jeroboam|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2019caisse de 3 magnums 3x1encos destournel 2019case of 3 magnums|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2019caisse de 6 bouteilles encos destournel 2019case of 6 bottles cncos destournel 2017bottle|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2019jeroboam encos destournel 2019jeroboam cncos destournel 2017jeroboam|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2019offre a la barrique option 1encos destournel 2019barrel offer option 1cncos destournel 2017barrel offer option 1|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2019offre a la barrique option 2encos destournel 2019barrel offer option 2cncos destournel 2017barrel offer option 2|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2019offre a la barrique option 3encos destournel 2019barrel offer option 3cncos destournel 2017barrel offer option 3|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|2019offre a la barrique option 4encos destournel 2019barrel offer option 4cncos destournel 2017barrel offer option 4|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcos destournel|blanc 2010magnum 11encos destournel blanc 2010magnum 1|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|frcos destournel|blanc 2015bouteille encos destournel blanc 2015bottle|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|frcos destournel|blanc 2015caisse de 6 bouteilles encos destournel blanc 2015case of 6 bottles|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|frcos destournel|blanc 2017bouteille 10encos destournel blanc 2017bottle 1|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|frcos destournel|blanc 2017caisse de 6 bouteilles 60encos destournel blanc 2017case of 6 bottles 6|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|frcos destournel|blanc 2017magnum 11encos destournel blanc 2017magnum 1|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|frcos destournel|blanc 2018caisse de 3 bouteilles 3 x 0encos destournel blanc 2018case of 3 bottles|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|frcos destournel|blanc 2018magnum 1 x 1encos destournel blanc 2018magnum|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|frcosta del|mulino abruzzo cococciola doc|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|frcosta del|mulino abruzzo passerina doc|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|frcosta del|mulino abruzzo pecorino doc 0|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|frcosta del|mulino cerasuolo d abruzzo doc 0|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|frcuvee grand|assemblagebouteille encuvee grand assemblagebottle|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcuvee grand|assemblagecarton de 6 bouteilles encuvee grand assemblagebox of 6 bottles|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcuvee grand|rosebouteille encuvee grand rosebottle|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcuvee grand|rosecarton de 6 bouteilles encuvee grand rosebox of 6 bottles|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frcuvee grande|reserve blanc de blancsbouteille encuvee grande reserve blanc de blancsbottle|fr|w|??|??|??|NV|12.5|RESERVE|medio|peixe, frutos do mar|seco
W|frcuvee grande|reserve blanc de blancscarton de 6 bouteilles encuvee grande reserve blanc de blancsbox of 6 bottles|fr|w|??|??|??|NV|12.5|RESERVE|medio|peixe, frutos do mar|seco
W|frdouble magnum|endouble magnum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frdouble magnum|endouble magnum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=747
W|frdouble magnum|endouble magnum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=747
W|frdouble magnum|endouble magnum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=747
W|frdouble magnum|et son coffretendouble magnum and its display casecndouble magnum cos100|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frdric sornin|beaujolais village rouge 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|frdric sornin|bourgogne blanc 2023|fr|w|??|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|fre|2021 langhe riesling doc ca del baio|fr|w|riesling|??|??|2021|12.5|DOC|medio|peixe, frutos do mar|seco
W|fre|2023 langhe riesling doc ca del baio|fr|w|riesling|??|??|2023|12.5|DOC|medio|peixe, frutos do mar|seco
W|fre alcohol|removed cabernet sauvignon 3 pack|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcohol|removed cabernet sauvignon 4pk|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcohol|removed cabernet sauvignon california usa|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcohol|removed chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre alcohol|removed chardonnay 3 pack|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre alcohol|removed chardonnay 4pk|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre alcohol|removed chardonnay 4pk|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=761
W|fre alcohol|removed chardonnay california usa|us|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre alcohol|removed merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcohol|removed merlot 3 pack|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcohol|removed merlot california usa|us|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcohol|removed moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcohol|removed moscato california usa|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcohol|removed pinot grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre alcohol|removed pinot grigio california usa|us|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre alcohol|removed red blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcohol|removed red blend 3 pack|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcohol|removed red blend california usa|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcohol|removed rose california usa|us|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|fre alcohol|removed rose wine 3 pack|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|fre alcohol|removed sauvignon blanc 3 pack|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre alcohol|removed sauvignon blanc california usa|us|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre alcohol|removed sparkling brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre alcohol|removed white zinfandel|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre alcohol|removed white zinfandel wine 3 pack|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre alcoholremoved|brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre alcoholremoved|brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=781
W|fre alcoholremoved|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre alcoholremoved|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=783
W|fre alcoholremoved|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcoholremoved|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcoholremoved|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=786
W|fre alcoholremoved|red blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre alcoholremoved|rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|fre alcoholremoved|rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco|=789
W|fre alcoholremoved|sparkling brut packs|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre alcoholremoved|white zinfandel|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre alcoholremoved|wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre blanc|de zinfandel sin alcohol|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre brut|sparkling non alcoholic wine|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre brut|sparkling non alcoholic wine|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=795
W|fre brut|sparkling wine|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre by|sutter home cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre by|sutter home merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre by|sutter home red blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre cabernet|alcohol free wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre cabernet|non alcoholic|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre cabernet|nonalcoholic wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=804
W|fre cabernet|sauvignon 2010|fr|r|cabernet sauvignon|??|??|2010|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre cabernet|sauvignon alcohol removed|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre cabernet|sauvignon california|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre cabernet|sauvignon na|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre cabernet|sauvignon non alcoholic wine|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre cabernet|sauvignon nonalcoholic|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=812
W|fre chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=812
W|fre chardonnay|alcohol free wine|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre chardonnay|alcohol removed|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre chardonnay|na|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre chardonnay|non alcoholic wine|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre chardonnay|nonalcoholic|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre merlot|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre merlot|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=820
W|fre merlot|alcohol removed|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre merlot|na|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre merlot|non alcoholic|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre merlot|nonalcoholic wine|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre merlot|nonalcoholic wine|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=825
W|fre merlot|red wine alcohol free|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre moscato|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre moscato|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=828
W|fre moscato|05 alcohol|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre moscato|sin alcohol menos de 05|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre moscato|vino sin alcohol|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre non|alc pinot grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre non|alc sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre non|alc sprk rose 4pk cans|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|fre non|alcoholic wine brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre nonalc|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre nonalc|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre nonalc|chardonnay 4pk|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre nonalc|sparkling|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre nonalcoholic|best sellers case|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre nonalcoholic|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre nonalcoholic|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=842
W|fre nonalcoholic|cabernet sauvignon packs|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre nonalcoholic|chardonnay packs|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre nonalcoholic|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre nonalcoholic|merlot packs|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre nonalcoholic|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre nonalcoholic|moscato packs|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre nonalcoholic|red blend packs|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre nonalcoholic|rose packs|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|fre nonalcoholic|sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre nonalcoholic|sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=852
W|fre nonalcoholic|sauvignon blanc packs|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre nonalcoholic|sparkling rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre nonalcoholic|white zinfandel|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre nonalcoholic|white zinfandel packs|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre nonalcoholic|wine sampler case|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre pinot|grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre pinot|grigio nonalcoholic|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre premium|whitemoscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre red|blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre red|blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=862
W|fre red|blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=862
W|fre red|blend 05 alcohol|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre red|blend sin alcohol|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre red|blend sin alcohol menos de 05|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre red|california|us|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre red|wine blend alcohol removed bottle|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre rose|rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|fre rose|california|us|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|fre rose|nonalcoholic|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|fre sauvignon|blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre sauvignon|blanc bottle alcohol removed|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre sauvignon|blanc nonalcoholic|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre sparkling|brut alcohol removed|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre sparkling|brut california|us|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre sparkling|brut na|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre sparkling|brut nonalcoholic|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre sparkling|brut sin alcohol|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre sparkling|brut sin alcohol menos de 05|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre sparkling|brut wine no alcohol|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre sparkling|na|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre sparkling|rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre sparkling|wine na|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre tinto|vino sin alcohol|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre white|blend wine|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre white|zinfandel|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre white|zinfandel|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=888
W|fre white|zinfandel alcohol removed|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre white|zinfandel na|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre white|zinfandel no alcohol wine|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre white|zinfandel sin alcohol menos de 05|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre wines|nonalcoholic cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre wines|nonalcoholic chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre wines|nonalcoholic merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre wines|nonalcoholic moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre wines|nonalcoholic red blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|fre wines|nonalcoholic rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|fre wines|nonalcoholic sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre wines|nonalcoholic sparkling brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|fre wines|nonalcoholic white zinfandel|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|fre wines|sparkling alcohol removed nv|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|freak|2021 tenuta larmonia|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|freak forever|2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|freak of|nature rosado spain nv 750|es|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|freak of|nature uf white wine|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|freak orange|amphora|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freak orange|wine tenuta larmonia|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freak orange|wine vino bianco tenuta larmonia|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|freak show|cabernet|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freak show|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freak show|zinfandel|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freak wave|wave|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
