W|languedoc|syrah domaine baume rg|fr|r|syrah|languedoc|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|spring fever chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=645
W|langmeil|spring fever chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=645
W|langmeil|spring fever chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=645
W|langmeil|sparkling shiraz cuvee nv|??|s|shiraz|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langmeil|sparkling shiraz|??|s|shiraz|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langmeil|shiraz valley floor|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|shiraz the freedom|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|shiraz the freedom|??|r|shiraz|??|??|2014|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|shiraz hangin snakes|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|rough diamond grenache|??|r|grenache|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|rough diamond grenache|??|r|grenache|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=658
W|langmeil|rough diamond grenache|??|r|grenache|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=658
W|langmeil|rough diamond grenache|??|r|grenache|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=658
W|langmeil|rough diamond grenache|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|rough diamond grenache|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=662
W|langmeil|rough diamond grenache|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=662
W|langmeil|riesling wattle brae|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|pure eden single vineyard shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|pure eden shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|pure eden shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=667
W|langmeil|pure eden shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=667
W|langmeil|pure eden shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=667
W|langmeil|pure eden shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=667
W|langmeil|pure eden shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=667
W|langmeil|pure eden shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=667
W|langmeil|pure eden shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|pure eden shiraz 20181921|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|pure eden shiraz|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|pure eden shiraz|??|r|shiraz|??|??|2015|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|pure eden shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|prime cut shiraz dozen deal|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|prime cut shiraz|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|prime cut shiraz barossa valley south australia|au|r|shiraz|barossa|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|prime cut shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|prime cut shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=682
W|langmeil|orphan banks shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=685
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=685
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=688
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=688
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=688
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=692
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=692
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=695
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|2014|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=698
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=698
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=698
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=698
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=698
W|langmeil|orphan bank shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=698
W|langmeil|orphan bank barossa shiraz|au|r|shiraz|barossa|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|orphan bank barossa shiraz|au|r|shiraz|barossa|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=705
W|langmeil|orpan bank shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|offspring cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|offspring cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|massimo montepulciano primitivo|??|r|primitivo|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|massimo montepulciano primitivo|??|r|primitivo|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=710
W|langmeil|massimo montepulciano primitivo|??|r|primitivo|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=710
W|langmeil|massimo montepulciano primitivo|??|r|primitivo|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=710
W|langmeil|long mile shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|long mile shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=714
W|langmeil|live wire riesling sweet|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|live wire riesling sweet|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=716
W|langmeil|live wire riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|live wire riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|live wire riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=719
W|langmeil|live wire medium sweet riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|live wire eden valley riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|live wire eden valley riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|live wire barossa valley riesling|au|w|riesling|barossa|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|live wire barossa valley riesling|au|w|riesling|barossa|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|live wire|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|lineage shiraz|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|lineage shiraz|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=727
W|langmeil|lineage shiraz|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=727
W|langmeil|lineage shiraz|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=727
W|langmeil|lineage shiraz 201718|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|lineage shiraz|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|lineage shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|lineage shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=733
W|langmeil|legendary cabernet shiraz|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|legendary cabernet shiraz 12 bottles|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|legendary cabernet shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|legendary cabernet shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=737
W|langmeil|jakamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|jackmans cab sauv|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|jackmans cab sauv|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|jackamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|jackamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|jackamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=743
W|langmeil|jackamans cabernet sauvignon 202021|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|jackamans cabernet sauvignon 202021|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=745
W|langmeil|jackamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|jackamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|jackamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=748
W|langmeil|jackamans cabernet sauvignon 20181921|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|jackamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|jackamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=751
W|langmeil|jackamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|jackamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=753
W|langmeil|jackamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=753
W|langmeil|jackamans cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=753
W|langmeil|jackamans cabernet|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|jackamans cabernet|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|jackamans barossa cabernet sauvignon|au|r|cabernet sauvignon|barossa|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|high road chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|high road chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|high road chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=761
W|langmeil|hanging snakes shiraz 2324|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|hanging snakes shiraz|??|r|shiraz|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|hanging snakes shiraz 202324|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|hangin snakes shiraz viognier|??|w|viognier|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|hangin snakes shiraz|??|r|shiraz|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|hangin snakes shiraz|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|hangin snakes shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|hangin snakes shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=769
W|langmeil|hangin snakes shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=769
W|langmeil|hangin snakes shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|hangin snakes shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=772
W|langmeil|hangin snakes shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=772
W|langmeil|hallowed ground shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|freedom shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|freedom shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|freedom 1843 shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|fifth wave grenache|??|r|grenache|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|fifth wave grenache|??|r|grenache|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=779
W|langmeil|fifth wave grenache|??|r|grenache|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=779
W|langmeil|fifth wave grenache|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|fifth wave grenache|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=782
W|langmeil|fifth wave grenache|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=782
W|langmeil|fifth wave grenache|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=782
W|langmeil|fifth wave grenache|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=782
W|langmeil della|mina sangiovese barbera|??|r|sangiovese|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|cabernet sauvignon blacksmith|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|bs cab sauv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|blockbuster shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|blockbuster shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=791
W|langmeil|blacksmith cabernet sauvignon barossa valley australia|au|r|cabernet sauvignon|barossa|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith cabernet sauvignon barossa valley|au|r|cabernet sauvignon|barossa|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith cabernet sauvignon 12 bottles|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=796
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=796
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=796
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=796
W|langmeil|blacksmith cabernet sauvignon barossa australia 145|au|r|cabernet sauvignon|barossa|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=802
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=807
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=807
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=807
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=807
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=807
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=807
W|langmeil|blacksmith cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=807
W|langmeil|blacksmith cabernet|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith cabernet|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith cab sauv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|blacksmith barossa cabernet sauvignon|au|r|cabernet sauvignon|barossa|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|bella rouge rose cabernet sauvignon|??|p|cabernet sauvignon|??|??|2025|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langmeil|bella rouge rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langmeil|bella rouge rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=820
W|langmeil|bella rouge cabernet sauvignon rose 202|??|p|cabernet sauvignon|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langmeil|bella rouge cabernet sauvignon rose|??|p|cabernet sauvignon|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langmeil|bella rouge cabernet rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langmeil|bella rouge cab rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langmeil|barossa valley viognier|au|w|viognier|barossa|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|barossa valley floor shiraz|au|r|shiraz|barossa|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|barossa valley floor shiraz|au|r|shiraz|barossa|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|barossa three gardens gsm|au|r|??|barossa|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|barossa shiraz the freedom 1843|au|r|shiraz|barossa|??|2016|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|barossa shiraz cabernet sauvignon|au|r|cabernet sauvignon|barossa|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|barossa live wire medium sweet riesling|au|w|riesling|barossa|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langmeil|barossa cabernet sauvignon blacksmith|au|r|cabernet sauvignon|barossa|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|barossa blacksmith cabernet sauvignon|au|r|cabernet sauvignon|barossa|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|backsmith cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|3 gardens shiraz grenache mataro|??|r|shiraz|??|??|2015|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|3 gardens grenache shiraz mataro|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|25yr old liqueur shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|hanging snake barossa valley|au|r|??|barossa|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeil|barossa valley shiraz the freedom 1843|au|r|shiraz|barossa|??|2014|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|barossa valley shiraz orphan bank|au|r|shiraz|barossa|??|2014|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|barossa hangin snakes shiraz red wine|au|r|shiraz|barossa|??|2009|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|1843 freedom shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmeil|langmeil|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langmeiil|steadfast shirazcabernet|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langmann|schilcher sekt|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langmail|spring fever chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langlore|vin de france vejade rouge|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france vejade rouge|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france vejade rouge|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france vejade rouge|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france terre dombre rouge|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france terre dombre rouge|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france terre dombre rouge|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france terre dombre rouge|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france sel dargent blanc|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france prima rose|??|p|??|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|vin de france nizon rouge|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france nizon rouge|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france nizon rouge|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
