1. W|cartuxa|branco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
707. W|caruso|minini organic perricone igp 2017 italy|it|r|??|??|??|2017|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
708. W|caruso|minini perricone bio igp 2020 135|??|r|??|??|??|2020|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
709. W|caruso|minini perricone naturalmente|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
710. W|caruso|minini perripo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
711. W|caruso|minini perripo perricone|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
712. W|caruso|minini perripo perricone|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=711
713. W|caruso|minini perripo perricone|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
714. W|caruso|minini perripo perricone italy|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
715. W|caruso|minini sciatone chardonnat|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
716. W|caruso|minini sciatone chardonnay 2022 italy|it|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
717. W|caruso|minini sciatone chardonnay 2023 italy|it|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
718. W|caruso|minini sciatone chardonnay 2024 italy|it|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
719. W|caruso|minini sciatone chardonnay sicilia doc|it|w|chardonnay|sicilia|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco
720. W|caruso|minini sciatone chardonnay sicilia doc|it|w|chardonnay|sicilia|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
721. W|caruso|minini sicilia lateharvest grillo tagos|it|r|grillo|sicilia|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
722. W|caruso|minini sicilia nero davola naturalmente bio|it|r|nero davola|sicilia|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
723. W|caruso|minini sicilia nero davola nebacco|it|r|nero davola|sicilia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
724. W|caruso|minini sicilia terre di giumara grenacino|it|r|??|sicilia|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
725. W|caruso|minini sicily italy|it|r|??|sicily|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
726. W|caruso|minini tagos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
727. W|caruso|minini tagos grillo|??|r|grillo|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
728. W|caruso|minini tagos grillo 2021 italy|it|r|grillo|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
729. W|caruso|minini tasari grillo|??|r|grillo|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
730. W|caruso|minini tasari grillo|??|r|grillo|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=729
731. W|caruso|minini tasari grillo doc sicilia blanc|it|w|grillo|sicilia|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
732. W|caruso|minini tasari grillo doc sicilia blanc|it|w|grillo|sicilia|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=731
733. W|caruso|minini tasari grillo doc sicilia blanc|it|w|grillo|sicilia|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=731
734. W|caruso|minini tasari grillo doc sicilia blanc|it|w|grillo|sicilia|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=731
735. W|caruso|minini tasari grillo doc sicilia blanc|it|w|grillo|sicilia|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=731
736. W|caruso|minini tasari nero davola|??|r|nero davola|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
737. W|caruso|minini tasari nero davola|??|r|nero davola|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=736
738. W|caruso|minini terre di giumara frappato nerello mascalese terre siciliane igt sicily italy 2020 case|it|r|??|sicilia|??|2020|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
739. W|caruso|minini terre di giumara grecanico igt sicilia italy|it|r|??|sicilia|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
740. W|caruso|minini terre di giumara inzolia sicilia igt sicily italy 2022 case|it|r|inzolia|sicilia|??|2022|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
741. W|caruso|minini terre di giumara nero davola 2018 italy|it|r|nero davola|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
742. W|caruso|minini terre di giumara nero davola 2020 italy|it|r|nero davola|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
743. W|caruso|minini terre di giumara nero davola 2022 italy|it|r|nero davola|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
744. W|caruso|minini terre di giumara nero davola 2023 italy|it|r|nero davola|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
745. W|caruso|minini terre siciliane inzolia zoli dry white wine|it|w|inzolia|sicilia|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
746. W|caruso|minini vuala|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
747. W|caruso|minini vuala nero davola|??|r|nero davola|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
748. W|caruso|minini vuala nero davola bio 2022 vorosbor szicilia olaszorszag|??|r|nero davola|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
749. W|caruso|minini vuala organic nero davola sicily|it|r|nero davola|sicily|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
750. W|caruso|minini winery terre di giumara 2021 zibibbo|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
751. W|caruso|minini zoli|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
752. W|caruso|minini zoli inzolia 2022 sicily italy|it|r|inzolia|sicily|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
753. W|caruso|organic vuala nero d avola|??|r|nero d avola|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
754. W|caruso|organic vuala nero d avola|??|r|nero d avola|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=753
755. W|caruso|rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
756. W|caruso|sachia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
757. W|caruso|vuala nero davola|??|r|nero davola|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
758. W|carussin|carussin|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
759. W|carussin|ancura na vota|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
760. W|carussin|asinoi|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
761. X
762. W|carussin|barbera d asti asinoi|??|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
763. W|carussin|barbera dasti asinoi|??|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
764. W|carussin|barbera dasti asinoi|??|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=763
765. W|carussin|barbera dasti asinoi|??|r|barbera|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
766. W|carussin|barbera dasti asinoi|??|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
767. W|carussin|barbera dasti asinoi|??|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=766
768. W|carussin|barbera dasti asinoi 2022 case only|??|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
769. W|carussin|barbera dasti lia vi|??|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
770. W|carussin|barbera dasti lia vi|??|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=769
771. W|carussin|barbera dasti lia vi|??|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
772. W|carussin|barbera dasti superiore la tranquilla|??|r|barbera|??|??|2019|13.5|superiore|encorpado|carne vermelha, massas, queijos curados|seco
773. W|carussin|barbera piemonte asinoi bib|it|r|barbera|piemonte|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
774. W|carussin|beverein|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
775. W|carussin|clan destino|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
776. W|carussin|completo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
777. X
778. X
779. W|carussin|completo bib|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
780. X
781. W|carussin|completo keykeg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
782. W|carussin|completo keykeg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=781
783. W|carussin|completo nv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
784. W|carussin|completo pouch|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
785. W|carussin|completo rosato|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
786. X
787. X
788. X
789. W|carussin|completo unlitro|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
790. W|carussin|completo vino rosso|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
791. W|carussin|filari corti 2021 55 sweet moscato dasti|??|w|moscato|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|doce
792. W|carussin|lia vi barbera dasti docg|??|r|barbera|??|??|NV|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
793. W|carussin|moscato filari corti|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
794. W|carussin|moscato filari corti 2020 case only|??|w|moscato|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
795. W|carussin|moscato secco keykeg|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
796. W|carussin|nebbiolo sisto 2017 case only|??|r|nebbiolo|??|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
797. W|carussin|sbaraglio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
798. W|carussin|sisto|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|carussin|sisto|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
800. W|carussin|tra laltro|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
801. W|carussin|tra laltro|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
802. W|carussin|vino bianco il carica lasino|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
803. W|carussin|vino bianco tra laltro|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
804. W|carussin|vino rosso sisto nebbiolo|??|r|nebbiolo|??|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
805. W|carusso|minini frapello rosso|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
806. W|carusso|minini nebacco nero davola|??|r|nero davola|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
807. W|carusso|minini zoli bianco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
808. W|carusu|etna rosso|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
809. W|carusu|etna rosso|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=808
810. W|carvaan|mini kids baby blue|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
811. W|carvaan|mini kids with mic baby pink|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
812. W|carvaan|mini legends hindi|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
813. W|carvaan|mini plus hindi vintage brown|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
814. W|carvajal|amontillado en rama|??|f|??|??|??|NV|20|do|encorpado|sobremesas, queijos azuis, foie gras|doce
815. W|carvajal|manzanilla rama|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
816. W|carvajal|medium en rama|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
817. W|carvajal|tinto cobijado|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
818. W|carvajal|vermut blanco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
819. W|carvajal|vermut rosso|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
820. W|carvalhais|melange a 3 red|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
821. W|carvalhas|branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
822. W|carvalhas|branco|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
823. W|carvalhas|branco|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
824. W|carvalhas|branco|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=823
825. W|carvalhas|memorias do sec xix porto|??|f|??|??|??|NV|20|do|encorpado|sobremesas, queijos azuis, foie gras|doce
826. W|carvalhas|memories very old tawny|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
827. W|carvalhas|memories very old tawny|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=826
828. W|carvalhas|tinta francisca|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
829. W|carvalhas|tinta francisca|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=828
830. W|carvalhas|tinta francisca doc tinto|??|r|??|??|??|2018|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
831. W|carvalhas|tinta francisca red|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
832. W|carvalhas|tinta francisca tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
833. W|carvalhas|tinta francisca tinto|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
834. W|carvalhas|tinta francisca tinto|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
835. W|carvalhas|touriga nacional|??|r|touriga nacional|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
836. W|carvalhas|touriga nacional tinto|??|r|touriga nacional|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
837. W|carvalhas|vinhas velhas|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
838. W|carvalhas|vinhas velhas|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=837
839. W|carvalhas|vinhas velhas magnum tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
840. W|carvalhas|vinhas velhas red|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
841. W|carvalhas|vinhas velhas tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
842. W|carvalhas|vinhas velhas tinto|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
843. W|carvalhas|vinhas velhas tinto|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
844. W|carvalhas|vinhas velhas tinto|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
845. W|carvalhas|vinhas velhas tinto|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
846. W|carvalhas|vinhas velhas tinto|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=845
847. W|carvalhas|vinhas velhas tinto|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
848. W|carvalheira|ante aequinoctium veranum grand reserva white|??|w|??|??|??|2018|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
849. W|carvalheira|hibernus premier sparkling wine|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
850. W|carvalheis|grao vasco dao red|pt|r|??|dao|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
851. W|carvalheis|grao vasco dao red|pt|r|??|dao|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=850
852. W|carvalheis|quinta do red|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
853. W|carvalheis|quinta do red|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco|=852
854. W|carvalhido|branco|??|w|??|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco
855. W|carvalhido|branco|??|w|??|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco|=854
856. W|carvalhido|branco|??|w|??|??|??|2023|12.5|do|medio|peixes, frutos do mar, saladas|seco
857. W|carvalhido|rose|??|p|??|??|??|NV|12|do|leve|carne vermelha, massas, queijos curados|seco
858. W|carvalhido|tinto|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
859. W|carvalhido|tinto|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco|=858
860. W|carvalhido|tinto 2021 magnum 1|??|r|??|??|??|2021|13.5|do|medio|carne vermelha, massas, queijos curados|seco
861. W|carvalhido|tinto|??|r|??|??|??|2022|13.5|do|medio|carne vermelha, massas, queijos curados|seco
862. W|carvalho|ribeiro ferreira cr f garrafeira particular vinho tinto|es|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
863. W|carvalho|ribeiro ferreira reserva branco|es|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
864. W|carvalho|ribeiro ferreira vinho moscatel de setubal|es|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
865. W|carvalho|vermelho|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
866. W|carvalhomartins|golpe branco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
867. W|carvalhomartins|palhete pacto|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|carvalhos|de bouscaut|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
869. W|carvao|assador vegetal pacote 5kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
870. W|carvao|bom de brasa pacote 5kg tamanho familia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
871. W|carvao|braseiro forte 3kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
872. W|carvao|churrasco blend 4kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
873. W|carvao|de coco fumax 1kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
874. W|carvao|especial vegetal ecologico momento mambo 3kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
875. W|carvao|especial vegetal ecologico momento mambo 5kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
876. W|carvao|ki chef 5kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
877. W|carvao|negrito eucalipto citrodora 25kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
878. W|carvao|pega bem 7kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
879. W|carvao|royal 8lb|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|carvao|sao jose pacote 2kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
881. W|carvao|sao jose pacote 4kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
882. W|carvao|sao jose pacote 8kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
883. W|carvao|super brasa parrilla 5kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
884. W|carvao|vegetal 5kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
885. W|carvao|vegetal aliatta premium 4kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
886. W|carvao|vegetal apreco 3kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
887. W|carvao|vegetal briquete perola negra pacote 25kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
888. W|carvao|vegetal camillinho 4kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
889. W|carvao|vegetal cariocao 3kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
890. W|carvao|vegetal coop 4kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|carvao|vegetal de acacia negra el fogonero 5kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
892. W|carvao|vegetal diprochama 17dm3 4k|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. W|carvao|vegetal diprochama 7dm3 15k|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
894. W|carvao|vegetal fiat lux premium 4kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
895. W|carvao|vegetal mascote eucalipto 5kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
896. W|carvao|vegetal members mark pacote 8kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
897. W|carvao|vegetal oba bem querer 3 kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
898. W|carvao|vegetal oba bem querer 7 kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
899. W|carvao|vegetal rei da brasa 25kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
900. W|carvao|vegetal rei da brasa 5kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|carvao|vegetal trato real 15kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|carvao|vidalegre 5k|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|carvao|vidalegre pequeno|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
904. W|carve|caja 165g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. W|carve|caja 330g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
906. W|carve|proteina de soya texturizada|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
907. W|carved|chain dog tag pendant sterling silver|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
908. W|carved|wood petal platter|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. W|carver|country|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
910. W|carver|knife|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
911. W|carver|sutro palisades vineyard petite sirah|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
912. W|carver|sutro palisades vineyard petite sirah|??|r|??|??|??|2002|13.5|??|medio|carne vermelha, massas, queijos curados|seco
913. W|carvery|lamb shoulder|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
914. W|carvery|rib of beef|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
915. W|carvi|graines 45g bio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
916. W|carvia|carvia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
917. W|carvia|carvia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=916
918. W|carvia|43 07|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
919. W|carvia|lemon on milk 43 07|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
920. W|carvina|carga|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
921. W|carvinea|lucerna fiano igt|??|w|??|??|??|NV|12.5|igt|medio|peixes, frutos do mar, saladas|seco
922. W|carvinea|merula igt salento rosso|??|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
923. W|carvinea|merula rosa igt salento|??|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
924. W|carvinea|otto igt salento rosso|??|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
925. W|carvinea|otto rosa igt salento|??|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
926. W|carvinea|primitivo|??|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
927. W|carvinea|primitivo igt salento rosso|??|r|primitivo|??|??|NV|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
928. X
929. X
930. X
931. W|carving|knife 20 cm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
932. W|carving|knife 23 cm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
933. W|carving|knife and fork|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
934. X
935. X
936. X
937. W|carving|knife dark gray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
938. W|carving|knife with hollow edge 20 cm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
939. W|carving|knife with hollow edge 23 cm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. W|carvo|caramel|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
941. W|carvo|caramel|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=940
942. W|carwari|black tahini unhulled 375g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
943. W|carwari|light agave nectar 350g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
